underlying,realized_pnl,unrealized_pnl,dividends,withholding_tax,pil_dividends,borrow_fees,short_credit_interest,other_fees,bond_interest,total_pnl
SMCI,11488.26733388,5585.986445000001,0.0,0.0,-4267.48,-832.8100000000001,314.2193149076537,0.0,0.0,12288.183093787655
MSTR,3294.6716039154953,20159.927414,-0.37,0.0,-13349.240000000002,-1622.29,317.0901534779623,0.0,0.0,8799.789171393459
QBTS,12419.374982784731,-2386.7152340000002,0.0,0.0,-1941.81,-645.78,176.47559318167973,0.0,0.0,7621.545341966408
IONQ,-314.78446347,16579.431637,0.0,0.0,-8212.869999999999,-1488.2399999999998,336.1668545421372,0.0,0.0,6899.704028072143
COIN,3080.292908312279,5760.324285999999,0.0,0.0,-3218.8599999999997,-614.36,288.83857003561974,0.0,0.0,5296.235764347901
GDX,2121.63620452,2224.2886129999997,0.0,0.0,-10.84,-47.86,4.336135217069981,0.0,0.0,4291.56095273707
CRML,-799.45323721,5495.246673,0.0,0.0,0.0,-888.44,110.91305608996683,0.0,0.0,3918.2664918799674
MARA,4955.78923608,10898.255077,-9.29,0.0,-11283.5,-1020.19,153.33207332304121,0.0,0.0,3694.3963864030384
CRCL,1311.5249574700001,2039.926495,0.0,0.0,0.0,-325.03,34.47745326414911,0.0,0.0,3060.8989057341496
BLSH,2245.76861529,104.022426,0.0,0.0,0.0,-68.5,4.701363534824551,0.0,0.0,2285.992404824825
NVTS,-2500.1831780499997,5552.297319000001,0.0,0.0,0.0,-934.99,41.05537856468918,0.0,0.0,2158.1795195146915
BE,2616.19014678,-1081.0042759999997,0.0,0.0,0.0,-189.61,41.14509014078088,0.0,0.0,1386.720960920782
CRWV,18.659718340000005,1845.6910240000002,0.0,0.0,-333.68,-347.53000000000003,120.17864936304844,0.0,0.0,1303.319391703048
FLY,807.0481187500001,466.763821,0.0,0.0,0.0,-234.29999999999998,33.765756568349275,0.0,0.0,1073.2776963183496
RIOT,4854.89496376,-1334.252044,0.0,0.0,-2330.68,-365.39,245.44826033086494,0.0,0.0,1070.0211800908646
XRPZ,-1246.92330678,2441.641203,0.0,0.0,-13.38,-133.34,12.222941056892175,0.0,0.0,1060.2208372768928
QUBT,733.1376489899994,674.848696,0.0,0.0,0.0,-380.88,11.776381814078276,0.0,0.0,1038.8827268040768
TSLA,1330.82278146,335.898997,0.0,0.0,-402.9,-270.32,5.525029362303389,0.0,0.0,999.0268078223036
BA,903.49124302,211.24864000000002,0.0,0.0,-16.68,-144.76,1.6626621141632207,0.0,0.0,954.9625451341632
SLV,950.869985,0.0,0.0,0.0,0.0,-0.5800000000000001,0.0,0.0,0.0,950.289985
