underlying,symbols,net_notional_usd,gross_notional_usd,n_legs
MSTR,"MSTR, MTYY",9905.835065830724,94321.30010523071,2
COIN,"COIN, COYY",3664.7487134622643,94696.20345721266,2
CRWV,"CRWV, CWY",1077.527561824354,13164.678967384354,2
IONQ,"IONQ, IOYY",3.637978807091713e-12,64628.79597944001,2
AMD,"AMD, AMYY",0.0,49249.728101842804,2
HIMS,"HIMS, HMYY",0.0,11329.400997599998,2
HOOD,"HOOD, HOYY",0.0,34233.726253140005,2
BABA,"BABA, BBYY",0.0,53033.14734592,2
IBIT,"IBIT, XBTY",0.0,104905.52143474,2
MARA,"MAAY, MARA",0.0,36401.275476594,2
META,"FBYY, META",0.0,59757.003130200006,2
RIOT,"RIOT, RTYY",0.0,57366.70626399999,2
SMCI,"SMCI, SMYY",0.0,53409.09064842,2
MU,"MU, MUYY",-328.20009508840485,13650.553374911597,2
TSM,"TMYY, TSM",-1413.0622467361836,15353.810926063816,2
QBTS,"QBTS, QBY",-6151.537526907144,20924.980056572855,2
