underlying,net_notional_usd,gross_notional_usd,ratio_spot_b1,ratio_spot_b2,ratio_spot_b4,ratio_spot_source,net_bucket_1,net_bucket_2,net_bucket_4
CRML,97701.34999999999,97701.34999999999,0.9944289099284014,0.0,0.0,sleeve_balance,97157.04697903321,0.0,0.0
AAOI,68805.8,68805.8,1.0,0.0,0.0,sleeve_balance,68805.8,0.0,0.0
COIN,59678.57,59678.57,0.17173607456300816,0.7626792217084558,0.0,sleeve_balance,10248.963347333702,45515.6053202736,0.0
IBIT,57265.24999999999,57265.24999999999,0.04923739772628252,0.9159614376497092,0.0,sleeve_balance,2819.591890145,52452.76071737,0.0
RCAT,57228.6,57228.6,1.0,0.0,0.0,sleeve_balance,57228.6,0.0,0.0
IONQ,55192.200000000004,55192.200000000004,0.3235766897795341,0.5854910113296806,0.0,sleeve_balance,17858.90937765,32314.536995510003,0.0
SMCI,51374.08,51374.08,0.18048029651236575,0.5198084137915463,0.0,sleeve_balance,9272.009191449999,26704.679034800003,0.0
MSTR,48308.4,48308.4,0.07876313702345761,0.8737141474298464,0.0,sleeve_balance,3804.9211285839997,42207.732519699995,0.0
IREN,42624.0,42624.0,1.0,0.0,0.0,sleeve_balance,42624.0,0.0,0.0
NVTS,39384.78,39384.78,0.9116912150185935,0.0,0.0,sleeve_balance,35906.75793144,0.0,0.0
NBIS,37523.52,37523.52,1.0,0.0,0.0,sleeve_balance,37523.52,0.0,0.0
AMD,36507.799999999996,36507.799999999996,0.24185742301724023,0.6745096678222573,0.0,sleeve_balance,8829.682428028802,24624.864050921402,0.0
CRWV,35184.65,35184.65,0.8534116955129485,0.14658830448705154,0.0,sleeve_balance,30026.991812529664,5157.658187470338,0.0
HOOD,34558.72,34558.72,0.4121721969905135,0.49529649848837,0.0,sleeve_balance,14244.143547579999,17116.813008240002,0.0
FLY,34175.56,34175.56,0.867741379743302,0.0,0.0,sleeve_balance,29655.5475879,0.0,0.0
RIOT,33603.6,33603.6,0.10015179635664034,0.8535797691913961,0.0,sleeve_balance,3365.4609040499995,28683.353131999997,0.0
META,32272.02,32272.02,0.0313397685245609,0.9258330146393068,0.0,sleeve_balance,1011.3976366199998,29878.501565100003,0.0
BABA,31789.26,31789.26,0.0712069134217028,0.8341362357274124,0.0,sleeve_balance,2263.6150845599996,26516.57367296,0.0
ONDS,30894.5,30894.5,1.0,0.0,0.0,sleeve_balance,30894.5,0.0,0.0
SNDK,29178.12,29178.12,1.0,0.0,0.0,sleeve_balance,29178.12,0.0,0.0
EOSE,28373.04,28373.04,1.0,0.0,0.0,sleeve_balance,28373.04,0.0,0.0
CRCL,26725.25,26725.25,1.0,0.0,0.0,sleeve_balance,26725.25,0.0,0.0
MARA,22448.16,22448.16,0.0421467334071033,0.8107852821031656,0.0,sleeve_balance,946.116615,18200.637738297,0.0
LUNR,22040.49,22040.49,0.9040060400730656,0.0,0.0,sleeve_balance,19924.736086170004,0.0,0.0
BMNR,21617.91,21617.91,0.953271355665742,0.0,0.0,sleeve_balance,20607.73437236,0.0,0.0
KEEL,20618.12,20618.12,1.0,0.0,0.0,sleeve_balance,20618.12,0.0,0.0
LITE,20583.0,20583.0,1.0,0.0,0.0,sleeve_balance,20583.0,0.0,0.0
BE,18473.850000000002,18473.850000000002,1.0,0.0,0.0,sleeve_balance,18473.850000000002,0.0,0.0
OKLO,17118.51,17118.51,1.0,0.0,0.0,sleeve_balance,17118.51,0.0,0.0
CIFR,16562.7,16562.7,1.0,0.0,0.0,sleeve_balance,16562.7,0.0,0.0
MU,15961.499999999998,15961.499999999998,0.5826703276771413,0.41732967232285856,0.0,sleeve_balance,9300.292435218691,6661.207564781306,0.0
ALAB,15297.68,15297.68,1.0,0.0,0.0,sleeve_balance,15297.68,0.0,0.0
QBTS,14955.0,14955.0,0.5248609893767346,0.47513901062326536,0.0,sleeve_balance,7849.296096129066,7105.703903870934,0.0
HIMS,14497.77,14497.77,0.5410768070565336,0.3907290913568086,0.0,sleeve_balance,7844.407101040001,5664.700498799999,0.0
GLXY,14123.16,14123.16,0.9458641216682384,0.0,0.0,sleeve_balance,13358.590328579998,0.0,0.0
CLSK,13554.179999999998,13554.179999999998,1.0,0.0,0.0,sleeve_balance,13554.179999999998,0.0,0.0
RGTI,13520.64,13520.64,0.9782781329522863,0.0,0.0,sleeve_balance,13226.94645552,0.0,0.0
USAR,13446.6,13446.6,1.0,0.0,0.0,sleeve_balance,13446.6,0.0,0.0
WULF,13165.529999999999,13165.529999999999,0.9990920828162635,0.0,0.0,sleeve_balance,13153.57678908,0.0,0.0
CRDO,12824.0,12824.0,1.0,0.0,0.0,sleeve_balance,12824.0,0.0,0.0
HUT,12370.86,12370.86,1.0,0.0,0.0,sleeve_balance,12370.86,0.0,0.0
XRPZ,12106.38,12106.38,0.8883679222509123,0.0,0.0,sleeve_balance,10754.91964658,0.0,0.0
ETHA,12064.820000000002,12064.820000000002,0.895184994785666,0.0,0.0,sleeve_balance,10800.24582879,0.0,0.0
UUUU,11860.779999999999,11860.779999999999,1.0,0.0,0.0,sleeve_balance,11860.779999999999,0.0,0.0
ASTS,11580.66,11580.66,1.0,0.0,0.0,sleeve_balance,11580.66,0.0,0.0
OPEN,10571.14,10571.14,1.0,0.0,0.0,sleeve_balance,10571.14,0.0,0.0
QUBT,10461.5,10461.5,0.9871333875276014,0.0,0.0,sleeve_balance,10326.895933620002,0.0,0.0
PL,10387.44,10387.44,0.9740360513283349,0.0,0.0,sleeve_balance,10117.74104101,0.0,0.0
CLS,8975.6,8975.6,1.0,0.0,0.0,sleeve_balance,8975.6,0.0,0.0
TSM,8933.8,8933.8,0.21977390397015686,0.780226096029843,0.0,sleeve_balance,1963.4161032885872,6970.383896711412,0.0
TSUI,8860.7685,8860.7685,0.837918261787564,0.0,0.0,sleeve_balance,7424.599739622001,0.0,0.0
BBAI,8497.93,8497.93,1.0,0.0,0.0,sleeve_balance,8497.93,0.0,0.0
RDW,8252.58,8252.58,0.8184743872970635,0.0,0.0,sleeve_balance,6754.52535912,0.0,0.0
GEMI,8058.6,8058.6,0.9488534933980094,0.0,0.0,sleeve_balance,7646.430761897199,0.0,0.0
