underlying,sector,sector_source,sector_confidence,instrument_class,beta_to_spy,beta_source,net_notional_usd,gross_notional_usd
CRML,metals,override,1.0,letf,3.6140463211839493,computed,6843.453552908512,172720.8664470915
NVTS,semis,override,1.0,letf,4.257920064257825,computed,3924.4257511,59719.4342489
MU,semis,override,1.0,letf,3.1302690070030694,computed,3228.556538689998,66402.80346131
AAOI,software,vendor,0.75,letf,4.057344327056327,computed,2706.766410000011,132144.43359
ONDS,drones,override,1.0,letf,3.4686835559571576,computed,2330.5799804,47634.9600196
FLY,evtol,override,1.0,letf,3.159727083891268,computed,2284.5691828499985,51825.35081715
IREN,crypto-equity,override,1.0,letf,3.374373396812159,computed,1886.910750855004,127571.132552755
META,mega-cap-tech,override,1.0,letf,1.4465829767171845,computed,1756.931097899999,63525.8689021
AMD,semis,override,1.0,letf,2.9068621008108337,computed,1612.0729309949998,72219.42793540501
RIOT,crypto-equity,override,1.0,letf,3.827576298964994,computed,1466.12435577,74376.47564423
LUNR,space,override,1.0,letf,3.5099023294971254,computed,1428.3736210200004,42002.98637898
BULL,crypto-equity,override,1.0,letf,2.5193406213489884,computed,1366.1966466120002,3408.363353388
EOSE,clean,override,1.0,letf,3.844981710659709,computed,1135.219664639997,47429.34033536
OKLO,nuclear,override,1.0,letf,3.9422013919229637,computed,1106.5842014000027,28534.5357986
QBTS,quantum,override,1.0,letf,4.077310935356446,computed,1097.8457629200038,55630.89869875999
KEEL,industrials,override,1.0,letf,4.003667720688266,computed,1050.4936556019984,30385.146344398003
RGTI,quantum,override,1.0,letf,3.7861883491392807,computed,994.35116871,27069.15714759
IONQ,quantum,override,1.0,letf,3.359187887182876,computed,982.9776815465028,98250.9823184535
CRWV,software,override,1.0,letf,2.920453197830077,computed,935.0992893399998,86954.54282216
MARA,crypto-equity,override,1.0,letf,3.148174695598902,computed,757.825166099999,65239.2948339
BBAI,software,override,1.0,letf,3.0555413304637407,computed,703.5241072104,15698.9758927896
CIFR,crypto-equity,override,1.0,letf,3.984591099129745,computed,652.6108528511986,28396.8691471488
SMCI,semis,override,1.0,letf,3.5451785510948364,computed,638.7560057800001,65071.74399422
CLSK,crypto-equity,override,1.0,letf,3.317578998332596,computed,568.9133172000002,22261.5666828
HUT,crypto-equity,override,1.0,letf,4.566000476906745,computed,532.536006536402,29272.1039934636
RCAT,drones,override,1.0,letf,3.4425252927923906,computed,507.206159207999,52232.613840792
HIMS,healthcare,override,1.0,letf,2.6063267784483917,computed,503.21410344000105,39441.86589656
COIN,crypto-equity,override,1.0,letf,3.114041313298173,computed,477.1533217401011,89880.69936489989
SVIX,other,default,0.1,volatility_etp,3.650087775125126,computed,466.62684095999975,11196.30684096
HOOD,fintech,override,1.0,letf,3.050341544698058,computed,384.7773946617017,84979.62260533831
GEMI,crypto-equity,override,1.0,letf,3.254958985743876,computed,347.58147765280046,16140.2385223472
IBIT,crypto,override,1.0,letf,1.802702866980832,computed,337.5394622688036,76727.5405377312
UEC,nuclear,override,1.0,letf,2.793883792120053,computed,297.83165815039865,14602.9883418496
UUUU,nuclear,override,1.0,letf,2.677426564567237,computed,278.8493588250003,21867.390641175
MP,metals,override,1.0,letf,1.8878847790909858,computed,271.60456045,3340.51543955
SOUN,software,override,1.0,letf,3.0227970436445264,computed,268.56724641000005,3543.03275359
AVGO,semis,override,1.0,letf,2.125126388326301,computed,267.73250802999974,4459.54749197
APP,software,override,1.0,letf,2.14443573866243,computed,239.83412752000092,10177.36587248
BMNR,crypto-equity,override,1.0,letf,5.025233074402912,computed,237.9205737396005,37232.9794262604
RKT,fintech,override,1.0,letf,2.0327659224857544,computed,228.65234400000008,7449.667656
OPEN,consumer,override,1.0,letf,2.9277202223031993,computed,228.51030407000053,16155.42969593
AVAV,drones,override,1.0,letf,1.9669332030162203,computed,227.06495339999947,11121.6350466
TDOG,software,override,1.0,letf,2.1078261861245338,computed,224.61809231759932,7072.421107682399
FIGR,software,override,1.0,letf,2.8557455640484393,computed,222.6702588455996,8010.489741154401
INTC,semis,override,1.0,letf,2.508783582010509,computed,213.19214915999987,11294.20785084
GDXJ,metals,override,1.0,letf,1.9556840709779264,computed,201.6800847999998,3378.4799152
GLW,semis,override,1.0,letf,2.5531940209964326,computed,194.22025192,3939.13974808
NOW,software,override,1.0,letf,0.7493036941658241,computed,193.73243434999995,2514.16756565
BLSH,crypto-equity,override,1.0,letf,2.676300106053648,computed,178.16231475200084,8344.637685248
FIG,software,override,1.0,letf,1.2418918468294895,computed,164.39344320000146,10460.3465568
XPEV,china,override,1.0,letf,1.6163956365850718,computed,157.91133920999994,2160.4886607900003
