symbol,description,realized_pnl,unrealized_pnl,dividends,withholding_tax,pil_dividends,borrow_fees,short_credit_interest,other_fees,bond_interest,total_pnl
AMZO,TRADR 2X SHORT AMZN DAILY ET,0.0,3474.736607,0.0,0.0,0.0,-298.29,31.766579590773883,0.0,0.0,3208.2131865907736
SOXS,DIREXION DAILY SEMI BEAR 3X,0.0,3023.485888,0.0,0.0,-25.53,-56.0,1.7558333487877138,0.0,0.0,2943.7117213487877
SQQQ,PROSHARES ULTRAPRO SHORT QQQ,0.0,1922.027687,0.0,0.0,-29.37,-32.68,9.185554435759455,0.0,0.0,1869.1632414357596
NVDQ,T-REX 2X INVERSE NVIDIA DLY,0.0,1576.984204,0.0,0.0,0.0,-204.75,10.566549799703573,0.0,0.0,1382.8007537997037
LABD,DRX DLY S&P BIOTECH BEAR 3X,0.0,1079.745835,0.0,0.0,-15.54,-126.8,10.152211437166757,0.0,0.0,947.5580464371668
SDS,PROSHARES ULTRASHORT S&P500,0.0,966.55656,0.0,0.0,-26.99,-73.07,19.14947953460813,0.0,0.0,885.6460395346081
TSLQ,TRADR 2X SHORT TSLA DAILY ET,0.0,782.111913,0.0,0.0,0.0,-72.67999999999999,14.149591836660615,0.0,0.0,723.5815048366607
FAZ,DIREXION DAILY FIN BEAR 3X,0.0,463.431216,0.0,0.0,-26.13,-85.76,11.847800385575155,0.0,0.0,363.3890163855752
AZYY,GRANITE YIELDBOOST AMZN ETF,149.34178575,0.0,0.0,0.0,-43.59,-6.33,0.0,0.0,0.0,99.42178575000001
TSYY,GRANITE YIELDBOOST TSLA ETF,0.49581973,21.912349,0.0,0.0,-16.65,-1.76,0.5102162234884211,0.0,0.0,4.508384953488423
TQQY,GRANITE YIELDBOOST QQQ,159.88451495,10.242055,0.0,0.0,-146.33,-49.31,2.420003468866351,0.0,0.0,-23.09342658113366
NVYY,GRANITE YIELDBOOST NVDA,104.42386226,16.73934,0.0,0.0,-166.12,-8.36,0.7136811149914535,0.0,0.0,-52.603116625008546
EWV,PROSHARES ULTSHRT MSCI JAPAN,-379.67922922,193.787541,0.0,0.0,-1.46,-17.95,5.7602970731012135,0.0,0.0,-199.5413911468988
ZSL,PROSHARES ULTRASHORT SILVER,0.0,-1608.117632,0.0,0.0,0.0,-513.96,19.137336692060174,0.0,0.0,-2102.94029530794
DUST,DIREXION DAILY GOLD MINERS I,-3.4059583,-1868.735048,0.0,0.0,-90.65,-298.08,23.554801620653716,0.0,0.0,-2237.316204679347
