underlying,sector,sector_source,sector_confidence,instrument_class,beta_to_spy,beta_source,net_notional_usd,gross_notional_usd
MDB,software,vendor,0.75,,1.7467372933604177,computed,1676.6900575999998,9948.8899424
AMD,semis,override,1.0,,2.9068621008108337,computed,1114.7040791352993,47004.695920864695
KLAC,semis,override,1.0,,2.627630424042466,computed,971.0731667299988,16325.126833269998
F,consumer,vendor,0.75,,1.2562280107700359,computed,938.9553278355988,13843.8446721644
ASML,semis,override,1.0,,2.1928656735021144,computed,883.0904544000005,15448.1895456
CELH,consumer,vendor,0.75,,0.9726303313429732,computed,881.2442374399998,14005.51576256
MU,semis,override,1.0,,3.1302690070030694,computed,827.3963079900004,14359.80369201
ALAB,semis,override,1.0,,3.3936247720585353,computed,817.5813184000008,14554.4186816
TSM,semis,override,1.0,,2.105903438152244,computed,799.2343669400007,27451.16563306
NBIS,software,override,1.0,,3.1657766037233936,computed,782.1527839999999,13626.647216
CORZ,crypto-equity,override,1.0,,2.407325400671569,computed,698.0194619999993,14693.780538000005
DIA,broad,override,1.0,,0.8190389558075131,computed,685.4773001999984,35642.9173002
CRWV,software,override,1.0,,2.920453197830077,computed,629.0408256000001,14864.759174400002
FXI,china,override,1.0,,0.852411578916032,computed,628.380502080001,17473.739497920003
TER,semis,override,1.0,,3.0718000181193097,computed,612.9928345600019,18857.08716544
RKT,fintech,override,1.0,,2.0327659224857544,computed,609.2762251632012,14572.0437748368
IREN,crypto-equity,override,1.0,,3.374373396812159,computed,569.3477875200015,15980.752212480002
GEV,industrials,override,1.0,,2.0438635571208805,computed,543.6560960000006,16296.343904
MSTR,crypto-equity,override,1.0,,3.0464572926156737,computed,487.7378579149972,36662.662142085006
BABA,china,override,1.0,,1.2643809075586798,computed,486.2955800000018,15242.14442
SOEZ,broad,override,1.0,,2.631536513449184,computed,469.4701615999993,16571.6498384
VRT,hardware,override,1.0,,2.5303054599786376,computed,439.2571325600002,15693.78286744
INTC,semis,override,1.0,,2.508783582010509,computed,418.85988029999953,15355.7401197
URA,nuclear,override,1.0,,2.3689027674248826,computed,340.5805298999994,15363.4194701
KWEB,china,override,1.0,,1.1750874257764483,computed,334.6358535999989,15703.1441464
RBLX,software,override,1.0,,1.696768280751925,computed,313.4106726400005,15893.32932736
BA,industrials,override,1.0,,1.1028058191120538,computed,306.586762330202,32863.1732376698
DASH,consumer,vendor,0.75,,1.4207924665490075,computed,295.5677360999989,16548.592263900002
QCOM,semis,override,1.0,,2.0044471744887926,computed,291.0442897527992,16008.2957102472
OPEN,consumer,override,1.0,,2.9277202223031993,computed,287.1156997600001,7217.58430024
NU,fintech,override,1.0,,1.3188592137241022,computed,251.22610171080032,16309.493898289202
ASHR,china,heuristic,0.55,,0.7439264520919772,computed,243.8159649600002,15889.46403504
AAPL,mega-cap-tech,override,1.0,,0.8754933344397672,computed,243.05718891000103,32461.94281109
COPX,metals,override,1.0,,2.250203779408512,computed,231.39097339999896,14736.0490266
TEM,software,override,1.0,,2.5124072101626433,computed,226.9049369999993,14267.895063
GOOGL,mega-cap-tech,override,1.0,,1.3251196939600194,computed,218.73259597999916,32567.90740402
META,mega-cap-tech,override,1.0,,1.4465829767171845,computed,193.09014189719983,31250.749858102805
AVGO,semis,override,1.0,,2.125126388326301,computed,187.57341756000096,33079.46658244
UEC,nuclear,override,1.0,,2.793883792120053,computed,141.923959344801,15990.5560406552
CEG,nuclear,override,1.0,,1.4093676811675167,computed,124.02507328000138,22616.87492672
SNOW,software,override,1.0,,1.27175792323306,computed,123.1116220999993,16787.468377899997
MRNA,healthcare,override,1.0,,1.6404492750442818,computed,121.16693679499896,16223.073063205
CLS,semis,override,1.0,,3.072008109074454,computed,99.71473530000004,2983.6852647
HOOD,fintech,override,1.0,,3.050341544698058,computed,87.63304799999878,9801.466952
XLK,other,default,0.1,,1.6569107768895437,computed,45.04980758699821,33320.049807587
UNH,healthcare,override,1.0,,0.5505108305170892,computed,33.615427399998225,16740.5645726
APP,software,override,1.0,,2.14443573866243,computed,3.106849280000006,6141.3531507200005
XOM,energy,vendor,0.75,,-0.3854947411951652,computed,-25.935551999999007,17030.895552
XRPZ,crypto,override,1.0,,2.694504240973505,computed,-32.07514524000362,33606.87514524
AMZN,mega-cap-tech,override,1.0,,1.4251419620857801,computed,-34.618232720004016,33431.41823272
CMG,consumer,override,1.0,,0.9095693932015629,computed,-61.64936803999899,15129.08936804
UBER,consumer,override,1.0,,0.9567289692023898,computed,-132.08259120000002,17084.0025912
CSCO,software,vendor,0.75,,1.0585488217057617,computed,-144.80775793140128,17200.1677579314
CRM,mega-cap-tech,override,1.0,,0.5247909608106887,computed,-166.0418504699992,20163.14185047
MRVL,semis,override,1.0,,2.846530170374213,computed,-178.2821400799985,15990.32214008
XLE,other,default,0.1,,-0.1502723942954629,computed,-180.44144999999844,17249.48145
DKNG,software,override,1.0,,0.7963342571321939,computed,-203.0042620428003,6608.9042620428
ETHA,crypto,override,1.0,,2.96948281034266,computed,-217.8562657500006,38587.95626575
XOP,energy,override,1.0,,-0.12944831376711213,computed,-442.0130271999988,18248.8930272
IBIT,crypto,override,1.0,,1.802702866980832,computed,-476.18362162999983,62473.58362163
BLSH,crypto-equity,override,1.0,,2.676300106053648,computed,-572.5727242500016,18722.33272425
SOFI,fintech,override,1.0,,2.546608447289008,computed,-592.1689433370011,18383.328943337
COST,consumer,vendor,0.75,,-0.08036906773493596,computed,-592.2309413599996,16716.55094136
MARA,crypto-equity,override,1.0,,3.148174695598902,computed,-625.8903200399996,19089.01032004
MSFT,mega-cap-tech,override,1.0,,0.8003185269488805,computed,-707.2060640875025,59680.9860640875
PANW,software,override,1.0,,1.1526167992652903,computed,-1100.8679478039994,32631.047947804
NFLX,mega-cap-tech,override,1.0,,0.3217623315790996,computed,-1118.417045699999,58566.0170457
PLUG,clean,override,1.0,,2.640700478240554,computed,-1127.6228350399997,17750.042835039996
PLTR,software,override,1.0,,1.7903566787716079,computed,-2028.863610295199,63272.3836102952
CLSK,crypto-equity,override,1.0,,3.317578998332596,computed,-3690.655433940002,15298.14456606
GDX,metals,override,1.0,,1.7025260061014063,computed,-5394.338977230002,20548.89897723
