captured_at,account,symbol,symbol_ib,localSymbol,conId,secType,currency,exchange,primaryExchange,qty,avgCost
2025-12-26 15:40:37,DU7373871,AAPU,AAPU,AAPU,578561419,STK,USD,NASDAQ,,-51.0,34.11022615
