date,ticker,delta_usd,cum_usd
2026-03-31,SDS,0.0,0.0
2026-03-31,EWV,0.0,0.0
2026-03-31,SQQQ,0.0,0.0
2026-03-31,TQQY,0.0,0.0
2026-03-31,LABD,0.0,0.0
2026-03-31,SOXS,0.0,0.0
2026-03-31,FAZ,0.0,0.0
2026-03-31,DUST,0.0,0.0
2026-03-31,ZSL,0.0,0.0
2026-03-31,TSLQ,0.0,0.0
2026-03-31,TSYY,0.0,0.0
2026-03-31,NVDQ,0.0,0.0
2026-03-31,NVYY,0.0,0.0
