etf,underlying,pair_frac_merged
TXXS,TSUI,0.19999999999987858
FBYY,META,0.13012069747122296
SMZ,SMR,0.09752035430454838
XBTY,IBIT,0.06590699916113442
FBL,META,0.045844000389834445
METU,META,0.03844737923870038
SNXX,SNDK,0.03698044913379106
BABU,BABA,0.028098807597902977
CRMU,CRML,0.024891816451877234
RCAX,RCAT,0.02356708750004642
CLSZ,CLSK,0.021670517063973993
LITX,LITE,0.01764269203141304
SPXL,SPY,0.015253987866172712
OPEG,OPEN,0.015206289158988412
SOFA,SOFI,0.014858720704859238
URAA,URA,0.01401523479709632
ASMU,ASML,0.014002373704105318
BITX,IBIT,0.01310667298290178
ZETX,ZETA,0.012327434384467637
BTCL,IBIT,0.011494503420170776
BITU,IBIT,0.010762337977344875
SMU,SMR,0.010282487600329635
WDCX,WDC,0.008211911456075706
NVTX,NVTS,0.00712958584532151
MRNX,MRNA,0.007063867626345815
MEXX,EWW,0.006558599807010955
LACG,LAC,0.0037629719668618123
CLSX,CLSK,0.0035042900070378887
LEUX,LEU,0.003415370161772366
CWEB,KWEB,0.0026672755627730935
ASTX,ASTS,0.002349722275261873
FGRU,FIGR,0.0020248759910973563
UECG,UEC,0.0017237517989438886
SMYY,SMCI,0.0014826768111615856
RDWU,RDW,0.001230096716596775
ONDL,ONDS,0.0010362435067711138
ONDG,ONDS,0.000909412880488622
OKLL,OKLO,0.0006961394083266288
YINN,FXI,0.00041493779696766454
BULX,BULL,0.0004149377771692041
TQQQ,QQQ,0.0004149377618667959
FCXG,FCX,0.0004149377603811239
COPZ,COPX,0.00041493776027784154
BABX,BABA,0.00041493776010085817
GOOX,GOOGL,0.0004149377600057838
CIFG,CIFR,0.00041493775999108855
BAIG,BBAI,0.0004149377599731131
URTY,IWM,0.0004149377599056873
GLXU,GLXY,0.00041493775989576577
NVDG,NVDA,0.00041493775987791736
UBRL,UBER,0.0004149377598657119
JNUG,GDXJ,0.0004149377598071463
NVDU,NVDA,0.00041493775980216475
GGLL,GOOGL,0.0004149377597945799
OSCX,OSCR,0.0004149377597930408
DNNG,DNN,0.00041493775976800295
NVDL,NVDA,0.0004149377597631292
NUGT,GDX,0.00041493775975217755
BOEU,BA,0.00041493775974970855
SATG,SATS,0.00041493775974295175
BMNG,BMNR,0.0004149377597129191
AAPB,AAPL,0.0004149377597114551
BOEG,BA,0.0004149377596993865
NEBX,NBIS,0.0004149377596908927
USGG,USAR,0.00041493775967895086
ASTN,ASTS,0.00041493775964785844
OPEX,OPEN,0.00041493775964611694
ASMG,ASML,0.0004149377596349596
MUU,MU,0.0004149377596240658
BMNU,BMNR,0.00041493775962071755
NUG,NU,0.0004149377596204763
PONX,PONY,0.0004149377596180868
LRCU,LRCX,0.00041493775961025316
NVDB,NVDA,0.00041493775959776787
PLUL,PLUG,0.0004149377595941109
MSFU,MSFT,0.0004149377595920656
ETHU,ETHA,0.0004149377595868938
QSU,QS,0.00041493775957563035
KEEX,KEEL,0.00041493775957068824
MPL,MP,0.0004149377595671724
SOXL,SOXX,0.00041493775956053067
COHX,COHR,0.0004149377595604905
MULL,MU,0.0004149377595520405
CIFU,CIFR,0.00041493775954937564
ETU,ETHA,0.00041493775954917387
AMZZ,AMZN,0.00041493775954395897
AVGG,AVGO,0.00041493775954238855
GDXU,GDX,0.00041493775954033404
CRCG,CRCL,0.0004149377595377511
PALU,PANW,0.00041493775953651294
BEX,BE,0.0004149377595346748
AMZU,AMZN,0.0004149377595285267
ETRL,ETOR,0.00041493775952764275
COIA,COIN,0.00041493775952733956
WULX,WULF,0.0004149377595256169
GEVX,GEV,0.0004149377595239054
PANG,PANW,0.00041493775952172073
TSMU,TSM,0.0004149377595202232
MPG,MP,0.00041493775951635957
ROBN,HOOD,0.0004149377595129197
ARCX,ACHR,0.00041493775951088814
TSMG,TSM,0.00041493775950339327
ETHT,ETHA,0.0004149377595020152
AMDL,AMD,0.0004149377595015415
UUUG,UUUU,0.0004149377595012364
HOOX,HOOD,0.0004149377595011487
TSLI,TSLA,0.00041493775950024166
COYY,COIN,0.0004149377594990708
AMUU,AMD,0.0004149377594985357
SOFX,SOFI,0.0004149377594983464
KORU,EWY,0.00041493775949590474
TSLL,TSLA,0.0004149377594861013
AVL,AVGO,0.00041493775948532824
ANEL,ANET,0.000414937759484959
LLYX,LLY,0.0004149377594841932
NBIL,NBIS,0.00041493775948321985
TSLR,TSLA,0.0004149377594825313
AMDG,AMD,0.00041493775948212534
QUBX,QUBT,0.00041493775948200944
COZX,CORZ,0.0004149377594811567
CONL,COIN,0.0004149377594795452
NBIG,NBIS,0.0004149377594794779
HOOG,HOOD,0.0004149377594793939
VRTL,VRT,0.0004149377594785339
CRCA,CRCL,0.00041493775947797664
TSLT,TSLA,0.00041493775947328243
IREG,IREN,0.000414937759472592
RKLX,RKLB,0.0004149377594711093
SOLX,GSOL,0.0004149377594705381
AVGX,AVGO,0.0004149377594687541
BEZ,BE,0.0004149377594638812
SBTU,SBET,0.0004149377594631435
KLAG,KLAC,0.0004149377594629597
XXRP,XRPZ,0.0004149377594624396
TSLG,TSLA,0.00041493775945847743
QBTX,QBTS,0.00041493775945799024
UXRP,XRPZ,0.0004149377594563644
ELIL,LLY,0.00041493775945502127
UNHG,UNH,0.00041493775945464293
RBLU,RBLX,0.0004149377594545155
COIG,COIN,0.0004149377594540388
RDTL,RDDT,0.00041493775945375237
CCUP,CRCL,0.00041493775945355217
INTW,INTC,0.00041493775945223096
CVNX,CVNA,0.00041493775945043623
AVGU,AVGO,0.00041493775945019304
UPSX,UPST,0.0004149377594501837
CRWG,CRWV,0.0004149377594494984
NFLU,NFLX,0.0004149377594475687
BU,B,0.00041493775944636624
HUTG,HUT,0.0004149377594459048
NFXL,NFLX,0.0004149377594452159
CEGX,CEG,0.00041493775944500356
GUSH,XOP,0.0004149377594444771
CONX,COIN,0.0004149377594440407
QCMU,QCOM,0.00041493775944353436
XRPT,XRPZ,0.0004149377594413352
CRMG,CRM,0.0004149377594401178
TERG,TER,0.00041493775943918107
TEMT,TEM,0.0004149377594379511
TXXD,TDOG,0.0004149377594376416
CWVX,CRWV,0.00041493775943726225
XPEG,XPEV,0.0004149377594364238
MSTX,MSTR,0.0004149377594349984
NVOX,NVO,0.0004149377594339671
MTYY,MSTR,0.00041493775943377036
XRPK,XRPZ,0.0004149377594334556
ARMG,ARM,0.00041493775943296686
NIOG,NIO,0.000414937759432437
HIMZ,HIMS,0.00041493775943187534
SOLT,SOEZ,0.00041493775943080425
PYPG,PYPL,0.00041493775943053467
IRE,IREN,0.0004149377594302575
JOBX,JOBY,0.0004149377594302273
NEMG,NEM,0.0004149377594301321
GLGG,GLXY,0.0004149377594300955
TTDU,TTD,0.0004149377594296769
RIOX,RIOT,0.00041493775942905625
HODU,HOOD,0.00041493775942813923
IONX,IONQ,0.0004149377594242604
CRWL,CRWD,0.00041493775942407857
ORCX,ORCL,0.00041493775942361496
PTIR,PLTR,0.0004149377594235388
DKNX,DKNG,0.0004149377594234383
MSTU,MSTR,0.00041493775942213096
PLTA,PLTR,0.00041493775941768644
SNAG,SNAP,0.0004149377594173666
LMNX,LMND,0.0004149377594165503
SHPU,SHOP,0.00041493775941628077
PLTU,PLTR,0.0004149377594158467
VSTL,VST,0.000414937759415454
XYZG,XYZ,0.0004149377594143804
CNCG,CNC,0.00041493775941223025
RGTX,RGTI,0.000414937759411125
BLSG,BLSH,0.00041493775941094265
IONL,IONQ,0.0004149377594107001
AFRU,AFRM,0.0004149377594102362
RGTU,RGTI,0.00041493775940621005
IREX,IREN,0.0004149377594054981
CRWU,CRWV,0.00041493775940404544
DUOG,DUOL,0.00041493775940320274
MVLL,MRVL,0.0004149377594024889
PLTG,PLTR,0.00041493775940248023
SOUX,SOUN,0.0004149377594017403
CSEX,CLS,0.000414937759401461
BEG,BE,0.00041493775940010583
RKTL,RKT,0.00041493775939962775
QPUX,IONQ,0.00041493775939959463
KTUP,KTOS,0.0004149377593979039
APPX,APP,0.0004149377593968989
NOWL,NOW,0.0004149377593967458
LINT,INTC,0.00041493775939563534
DLLL,DELL,0.000414937759395461
FIGG,FIG,0.0004149377593950752
MAAY,MARA,0.0004149377593947083
FLYT,FLY,0.00041493775939470444
IOYY,IONQ,0.0004149377593941061
SNOU,SNOW,0.0004149377593933309
SRPU,SRPT,0.00041493775939200055
ORCU,ORCL,0.000414937759391763
CRDU,CRDO,0.000414937759389685
OKTG,OKTA,0.0004149377593862559
HMYY,HIMS,0.0004149377593845204
GEMG,GEMI,0.0004149377593832066
LABX,ALAB,0.0004149377593823813
AVXX,AVAV,0.0004149377593816178
LUNL,LUNR,0.00041493775937831895
PLTZ,PLTR,0.00041493775937762625
QBY,QBTS,0.00041493775937490577
UNX,U,0.0004149377593748995
CRCD,CRCL,0.00041493775936716186
CORD,CRWV,0.0004149377593664055
ETHD,ETHA,0.00041493775936565905
NBIZ,NBIS,0.0004149377593652747
QBTZ,QBTS,0.0004149377593651921
ZSL,SLV,0.0004149377593638546
IREZ,IREN,0.0004149377593618841
MSDD,MSTR,0.00041493775936028693
BMNZ,BMNR,0.00041493775935846493
MSTZ,MSTR,0.00041493775935845637
CONI,COIN,0.0004149377593556647
