date,daily_long_pnl_usd,daily_short_pnl_usd,daily_pair_gross_trading_pnl_usd,daily_pair_gross_mtm_pnl_usd,gross_vs_mtm_diff_usd,daily_borrow_cost_usd,daily_underlying_borrow_cost_usd,daily_margin_debit_cost_usd,daily_short_credit_income_usd,daily_net_financing_cost_usd,daily_txn_cost_usd,daily_turnover_usd,daily_total_cost_usd,daily_pair_net_pnl_usd,b2_actual_symbol_netted_txn_cost_alloc_usd
2025-10-30,-17584.848251342773,15328.107759475708,-2256.7404918670654,-2256.7404918670654,0.0,213.33619466272404,0.0,28.5782814098318,0.0,28.5782814098318,0.0,0.0,241.9144760725558,-2498.654967939621,0.0
2025-10-31,16040.057945251465,-14894.849796772003,1145.2081484794617,1145.2081484794617,0.0,218.1923423960904,0.0,30.259005864696938,0.0,30.259005864696938,128.5959703554508,63892.8850440979,377.0473186162381,768.1608298632236,134.1302931561849
2025-11-03,1299.6168823242188,2212.5240750312805,3512.1409573554993,3512.1409573554993,0.0,222.71220376904063,0.0,32.48087182074262,0.0,32.48087182074262,0.0,0.0,255.19307558978326,3256.947881765716,0.0
2025-11-04,-21697.87242126465,28210.284512043,6512.412090778351,6512.412090778351,0.0,214.70163341727124,0.0,29.60346737861257,0.0,29.60346737861257,0.0,0.0,244.30510079588382,6268.106989982467,0.0
2025-11-05,4556.785110473633,-6615.287232875824,-2058.502122402191,-2058.502122402191,0.0,216.56978971451127,0.0,30.35305596601033,0.0,30.35305596601033,0.0,0.0,246.9228456805216,-2305.424968082713,0.0
2025-11-06,-20663.429969787598,26664.983120441437,6001.553150653839,6001.553150653839,0.0,209.30756752005146,0.0,27.799690762758065,0.0,27.799690762758065,0.0,0.0,237.10725828280954,5764.445892371029,0.0
2025-11-07,2274.571502685547,7092.07972574234,9366.651228427887,9366.651228427887,0.0,208.44334188976265,0.0,27.937935802355852,0.0,27.937935802355852,553.8820666201594,270868.9759221077,790.2633443122779,8576.38788411561,556.4614084246642
2025-11-10,10396.468643188477,-8548.679762840271,1847.7888803482056,1972.3489236831665,-124.56004333496094,210.09084404795306,0.0,30.1301600449232,0.0,30.1301600449232,0.0,0.0,240.22100409287626,1607.567876255329,0.0
2025-11-11,-9091.610763549805,10382.869565486908,1291.2588019371033,1291.2588019371033,0.0,206.66827713201246,0.0,28.649505675343487,0.0,28.649505675343487,0.0,0.0,235.31778280735594,1055.9410191297472,0.0
2025-11-12,-4531.303913116455,6797.39937543869,2266.095462322235,2266.095462322235,0.0,205.85523529277862,0.0,27.926683909743808,0.0,27.926683909743808,0.0,0.0,233.7819192025224,2032.313543119713,0.0
2025-11-13,-19326.812156677246,33015.65817785263,13688.846021175385,13688.846021175385,0.0,195.511142239627,0.0,25.348286454052914,0.0,25.348286454052914,0.0,0.0,220.85942869367992,13467.986592481704,0.0
2025-11-14,-2567.0310554504395,8755.293021678925,6188.261966228485,6188.261966228485,0.0,193.26562167893508,0.0,25.11121518741275,0.0,25.11121518741275,289.10309772201094,138614.6738963127,507.47993458835873,5680.782031640126,297.26741597705217
2025-11-17,-8062.893222808838,15494.785228729248,7431.89200592041,7431.89200592041,0.0,197.89614488453915,0.0,28.347580396216593,0.0,28.347580396216593,0.0,0.0,226.24372528075577,7205.648280639654,0.0
2025-11-18,-1433.7588167190552,2560.873441696167,1127.1146249771118,1127.1146249771118,0.0,198.08746695905072,0.0,28.474852266734477,0.0,28.474852266734477,0.0,0.0,226.56231922578522,900.5523057513266,0.0
2025-11-19,-7165.661360740662,11340.561195373535,4174.8998346328735,4174.8998346328735,0.0,196.1266370336302,0.0,27.76989547418386,0.0,27.76989547418386,0.0,0.0,223.89653250781407,3951.0033021250597,0.0
2025-11-20,-19074.380666732788,21725.78627681732,2651.4056100845337,2651.4056100845337,0.0,190.11369738071824,0.0,25.143805470673747,0.0,25.143805470673747,0.0,0.0,215.257502851392,2436.1481072331417,0.0
2025-11-21,-592.3359642028809,2750.2206630706787,2157.884698867798,2157.884698867798,0.0,189.12672972481175,0.0,25.089482570336077,0.0,25.089482570336077,232.56070710765337,109302.37086009979,446.7769194028012,1711.1077794649968,234.81551185958597
2025-11-24,22097.062970161438,-18805.775595664978,3291.28737449646,3291.28737449646,0.0,204.35113652423067,0.0,32.47050709118169,0.0,32.47050709118169,0.0,0.0,236.82164361541234,3054.465730881048,0.0
2025-11-25,-1937.7786169052124,1738.0965189933777,-199.68209791183472,-199.68209791183472,0.0,203.72581828279598,0.0,32.13180889442689,0.0,32.13180889442689,0.0,0.0,235.85762717722287,-435.5397250890576,0.0
2025-11-26,8748.280926704407,-11514.054906845093,-2765.773980140686,-2765.773980140686,0.0,206.93437044073855,0.0,33.522338619418356,0.0,33.522338619418356,0.0,0.0,240.4567090601569,-3006.230689200843,0.0
2025-11-28,7665.537666320801,-6708.699308395386,956.838357925415,956.838357925415,0.0,208.68248419599448,0.0,34.715956970293654,0.0,34.715956970293654,262.8340819477577,126909.76074695587,506.2325231140458,450.6058348113693,266.9704036556087
2025-12-01,-6241.9021854400635,13997.127308368683,7755.225122928619,7755.225122928619,0.0,194.78144869504467,0.0,28.830783859373614,0.0,28.830783859373614,0.0,0.0,223.6122325544183,7531.612890374201,0.0
2025-12-02,4836.103916168213,-8476.398540496826,-3640.2946243286133,-3640.2946243286133,0.0,196.67396577725077,0.0,29.192852784191004,0.0,29.192852784191004,0.0,0.0,225.8668185614418,-3866.1614428900552,0.0
2025-12-03,8930.335233688354,-13618.620314121246,-4688.285080432892,-4688.285080432892,0.0,201.08377527835125,0.0,30.528683469027545,0.0,30.528683469027545,0.0,0.0,231.6124587473788,-4919.8975391802705,0.0
2025-12-04,4649.661682128906,-10474.241515636444,-5824.579833507538,-5824.579833507538,0.0,203.36984574757457,0.0,31.87177605686946,0.0,31.87177605686946,0.0,0.0,235.24162180444404,-6059.821455311982,0.0
2025-12-05,-4148.909803390503,-1659.848253250122,-5808.758056640625,-5808.758056640625,0.0,203.87461455775994,0.0,31.157759406435993,0.0,31.157759406435993,198.48033037264588,92914.81994915009,433.5127043368418,-6242.270760977467,199.10556591614494
2025-12-08,2852.4061031341553,-3675.583309173584,-823.1772060394287,-584.5789451599121,-238.5982608795166,228.36742499683794,0.0,32.759414662042836,0.0,32.759414662042836,0.0,0.0,261.1268396588808,-1084.3040456983094,0.0
2025-12-09,2130.9484395980835,-3514.377344608307,-1383.4289050102234,-1383.4289050102234,0.0,228.9192706568449,0.0,33.14547429060752,0.0,33.14547429060752,0.0,0.0,262.0647449474524,-1645.4936499576756,0.0
2025-12-10,-1078.6146183013916,-2137.4224166870117,-3216.0370349884033,-3216.0370349884033,0.0,230.39023295666007,0.0,32.93862378077378,0.0,32.93862378077378,0.0,0.0,263.32885673743385,-3479.365891725837,0.0
2025-12-11,-5083.156311035156,7284.376528739929,2201.220217704773,2201.220217704773,0.0,225.11231958539844,0.0,30.782341614396408,0.0,30.782341614396408,0.0,0.0,255.89466119979485,1945.325556504978,0.0
2025-12-12,-8446.005274772644,22756.08941745758,14310.084142684937,14310.084142684937,0.0,219.72464239782954,0.0,28.94753957601104,0.0,28.94753957601104,177.3452336437785,82897.35832595825,426.0174156176191,13884.066727067317,180.30464715284933
2025-12-15,-14150.518347740173,27630.117767333984,13479.599419593811,13479.599419593811,0.0,234.4983688786713,0.0,28.705800878270413,0.0,28.705800878270413,0.0,0.0,263.2041697569417,13216.39524983687,0.0
2025-12-16,7935.622421264648,-7575.739981174469,359.88244009017944,359.88244009017944,0.0,235.63910229116414,0.0,29.38390312503311,0.0,29.38390312503311,0.0,0.0,265.02300541619724,94.85943467398221,0.0
2025-12-17,-15890.981486320496,23527.93721151352,7636.955725193024,7636.955725193024,0.0,230.5845647850023,0.0,27.465072090812548,0.0,27.465072090812548,0.0,0.0,258.0496368758148,7378.906088317209,0.0
2025-12-18,4166.871090888977,-5245.513864040375,-1078.6427731513977,-1078.6427731513977,0.0,231.0038818673898,0.0,27.968886281664258,0.0,27.968886281664258,0.0,0.0,258.97276814905405,-1337.6155413004517,0.0
2025-12-19,11911.050788879395,-20761.01291036606,-8849.962121486664,-8849.962121486664,0.0,237.04187325929948,0.0,29.796310403907285,0.0,29.796310403907285,205.07404935697753,94862.88409900665,471.9122330201843,-9321.874354506848,208.36319289263426
2025-12-22,7404.506211280823,-4693.593243598938,2710.9129676818848,2710.9129676818848,0.0,266.01030789702145,0.0,33.10883440026494,0.0,33.10883440026494,0.0,0.0,299.1191422972864,2411.7938253845987,0.0
2025-12-23,-6602.32533454895,8254.271301269531,1651.945966720581,1651.945966720581,0.0,262.7294141992635,0.0,32.07217209332401,0.0,32.07217209332401,0.0,0.0,294.8015862925875,1357.1443804279936,0.0
2025-12-24,-1765.9279174804688,-107.50614595413208,-1873.4340634346008,-1873.4340634346008,0.0,262.4481660226685,0.0,31.814783489789797,0.0,31.814783489789797,0.0,0.0,294.2629495124583,-2167.697012947059,0.0
2025-12-26,-7002.71385383606,13347.532935619354,6344.819081783295,6344.819081783295,0.0,258.3181735562407,0.0,30.612794598804452,0.0,30.612794598804452,211.02908597608544,97518.81441116333,499.9600541311306,5844.859027652164,211.97599650910055
2025-12-29,-5251.121520996094,17521.226413726807,12270.104892730713,12270.104892730713,0.0,280.76277046943846,0.0,32.05745950459836,0.0,32.05745950459836,0.0,0.0,312.82022997403686,11957.284662756676,0.0
2025-12-30,-3367.4086303710938,10791.233154296875,7423.824523925781,7423.824523925781,0.0,274.75824493491365,0.0,31.623761815727367,0.0,31.623761815727367,0.0,0.0,306.38200675064104,7117.442517175141,0.0
2025-12-31,-5512.512516975403,13933.066603183746,8420.554086208344,8420.554086208344,0.0,270.50190236787284,0.0,31.053504083005876,0.0,31.053504083005876,0.0,0.0,301.5554064508787,8118.998679757465,0.0
2026-01-02,11278.238649368286,-25592.08669090271,-14313.848041534424,-14313.848041534424,0.0,280.2547505313424,0.0,32.942433614533954,0.0,32.942433614533954,50.82091825870414,23899.967208862305,364.0181024045805,-14677.866143939003,46.352744835627306
2026-01-05,16054.125150680542,-15489.294045448303,564.8311052322388,564.8311052322388,0.0,283.9993943056521,0.0,34.64136769396027,0.0,34.64136769396027,0.0,0.0,318.6407619996124,246.19034323262622,0.0
2026-01-06,-1451.4891710281372,4701.984458446503,3250.4952874183655,3250.4952874183655,0.0,283.05661443747414,0.0,34.81477293563401,0.0,34.81477293563401,0.0,0.0,317.8713873731081,2932.6239000452574,0.0
2026-01-07,-4951.6384973526,6109.693665027618,1158.0551676750183,1158.0551676750183,0.0,281.6985709002736,0.0,34.01710749448912,0.0,34.01710749448912,0.0,0.0,315.71567839476273,842.3394892802557,0.0
2026-01-08,688.0444746017456,-1848.4461336135864,-1160.4016590118408,-1160.4016590118408,0.0,282.6965889510147,0.0,34.19940761886097,0.0,34.19940761886097,0.0,0.0,316.89599656987565,-1477.2976555817165,0.0
2026-01-09,-4496.90330696106,8177.502709388733,3680.5994024276733,3680.5994024276733,0.0,280.55864405418566,0.0,34.11517856692592,0.0,34.11517856692592,148.39575978888894,72085.10764575005,463.0695824100005,3217.5298200176726,150.6269998113909
2026-01-12,10010.254984855652,-13257.617251873016,-3247.3622670173645,-3247.3622670173645,0.0,286.94681317149764,0.0,32.88238095091828,0.0,32.88238095091828,0.0,0.0,319.8291941224159,-3567.1914611397806,0.0
2026-01-13,3798.38302898407,-333.06179428100586,3465.321234703064,3465.321234703064,0.0,288.6603212721946,0.0,33.100770536206866,0.0,33.100770536206866,0.0,0.0,321.76109180840143,3143.5601428946625,0.0
2026-01-14,3235.532403945923,-982.951642036438,2252.580761909485,2252.580761909485,0.0,290.0788569510698,0.0,33.47161511835868,0.0,33.47161511835868,0.0,0.0,323.5504720694284,1929.0302898400566,0.0
2026-01-15,-9508.2898645401,12088.508770942688,2580.218906402588,2580.218906402588,0.0,284.3111413744288,0.0,32.59350779337073,0.0,32.59350779337073,0.0,0.0,316.90464916779956,2263.3142572347883,0.0
2026-01-16,8027.355128288269,-9463.55859875679,-1436.2034704685211,-1436.2034704685211,0.0,288.6095736265987,0.0,33.90270312277006,0.0,33.90270312277006,176.58389579039695,84147.2051229477,499.09617253976575,-1935.299643008287,179.6874213154539
2026-01-20,-16629.95357322693,36231.843260765076,19601.889687538147,19601.889687538147,0.0,266.7591982674387,0.0,28.828535674904472,0.0,28.828535674904472,0.0,0.0,295.58773394234316,19306.301953595805,0.0
2026-01-21,1548.0322742462158,2125.5357155799866,3673.5679898262024,3673.5679898262024,0.0,265.5391602624874,0.0,28.82533603245616,0.0,28.82533603245616,0.0,0.0,294.3644962949436,3379.203493531259,0.0
2026-01-22,6586.7901973724365,-6665.11757516861,-78.3273777961731,-78.3273777961731,0.0,265.86391168889753,0.0,29.457979273958845,0.0,29.457979273958845,0.0,0.0,295.32189096285634,-373.6492687590294,0.0
2026-01-23,-1123.229335784912,3496.811448097229,2373.582112312317,2373.582112312317,0.0,264.8521168526601,0.0,29.204924460058955,0.0,29.204924460058955,136.94830185430163,65494.200071811676,431.0053431670207,1942.5767691452959,141.92963487986637
2026-01-26,-9177.60509300232,16183.702480316162,7006.097387313843,7006.097387313843,0.0,267.7429186141328,0.0,29.64849407656926,0.0,29.64849407656926,0.0,0.0,297.39141269070205,6708.705974623141,0.0
2026-01-27,4976.997596740723,-7331.602761745453,-2354.60516500473,-2354.60516500473,0.0,270.7287022721275,0.0,30.617768025307765,0.0,30.617768025307765,0.0,0.0,301.3464702974353,-2655.9516353021654,0.0
2026-01-28,-3159.3175868988037,1984.4954934120178,-1174.822093486786,-1174.822093486786,0.0,271.3294945342831,0.0,30.67634528244425,0.0,30.67634528244425,0.0,0.0,302.00583981672736,-1476.8279333035134,0.0
2026-01-29,-9476.544708251953,20844.134041786194,11367.58933353424,11367.58933353424,0.0,264.5822034046561,0.0,28.947986032053194,0.0,28.947986032053194,0.0,0.0,293.5301894367093,11074.059144097531,0.0
2026-01-30,-11840.958220481873,21593.388055324554,9752.429834842682,9752.429834842682,0.0,257.11585984818134,0.0,27.05153780162663,0.0,27.05153780162663,160.4423329917163,77023.46598386765,444.6097306415243,9307.820104201157,169.27854146994457
2026-02-02,-9135.90382194519,13571.866055965424,4435.962234020233,4435.962234020233,0.0,262.37825053951076,0.0,29.21585008976358,0.0,29.21585008976358,0.0,0.0,291.59410062927435,4144.368133390959,0.0
2026-02-03,-4391.98752784729,10194.098953723907,5802.111425876617,5802.111425876617,0.0,259.2954396342759,0.0,29.138662100420046,0.0,29.138662100420046,0.0,0.0,288.43410173469596,5513.677324141921,0.0
2026-02-04,-20341.33501815796,22314.42396211624,1973.0889439582825,1973.0889439582825,0.0,255.40038669894585,0.0,26.32217236371138,0.0,26.32217236371138,0.0,0.0,281.7225590626572,1691.3663848956253,0.0
2026-02-05,-31867.127276420593,32914.37866854668,1047.2513921260834,1047.2513921260834,0.0,245.59220383437054,0.0,23.011677236059786,0.0,23.011677236059786,0.0,0.0,268.60388107043036,778.6475110556532,0.0
2026-02-06,29199.75891017914,-19185.508699655533,10014.250210523605,10014.250210523605,0.0,253.1879212537123,0.0,25.840368075827964,0.0,25.840368075827964,252.42081090845005,120418.94447946548,531.4491002379903,9482.801110285614,268.8213317531026
2026-02-09,3351.6948194503784,-6482.336639404297,-3130.6418199539185,-3130.6418199539185,0.0,272.58059406316465,0.0,31.598724227336838,0.0,31.598724227336838,0.0,0.0,304.17931829050144,-3434.82113824442,0.0
2026-02-10,-7345.366076469421,9584.261132717133,2238.895056247711,2238.895056247711,0.0,270.3414045918494,0.0,30.581111793801114,0.0,30.581111793801114,0.0,0.0,300.92251638565057,1937.9725398620606,0.0
2026-02-11,-10789.051102161407,20135.712375164032,9346.661273002625,9346.661273002625,0.0,263.4928976438026,0.0,29.232095079662784,0.0,29.232095079662784,0.0,0.0,292.7249927234654,9053.936280279158,0.0
2026-02-12,-17277.413713932037,30283.891086101532,13006.477372169495,13006.477372169495,0.0,256.1012116130255,0.0,27.290779170854197,0.0,27.290779170854197,0.0,0.0,283.39199078387975,12723.085381385616,0.0
2026-02-13,14656.22432231903,-15115.323113918304,-459.0987915992737,-459.0987915992737,0.0,262.22384626242695,0.0,28.75861435753664,0.0,28.75861435753664,74.50544312531626,33980.052513599396,365.4879037452799,-824.5866953445536,76.10528820753535
2026-02-17,-5605.793163299561,11596.735769748688,5990.942606449127,5990.942606449127,0.0,258.52510362505893,0.0,29.37655995255778,0.0,29.37655995255778,0.0,0.0,287.90166357761666,5703.04094287151,0.0
2026-02-18,576.7807273864746,2465.803686618805,3042.5844140052795,3042.5844140052795,0.0,260.17955410217667,0.0,29.701831007445026,0.0,29.701831007445026,0.0,0.0,289.8813851096217,2752.703028895658,0.0
2026-02-19,5790.2932233810425,-4886.650145530701,903.6430778503418,903.6430778503418,0.0,262.2948115297841,0.0,30.343509040597826,0.0,30.343509040597826,0.0,0.0,292.6383205703819,611.0047572799599,0.0
2026-02-20,-269.54543256759644,563.0857605934143,293.54032802581787,293.54032802581787,0.0,262.7805333451612,0.0,29.671670694347277,0.0,29.671670694347277,46.927010642936445,21476.1321144104,339.37921468244485,-45.83888665662697,48.074187129116815
2026-02-23,-12673.491618156433,20313.56301498413,7640.071396827698,7640.071396827698,0.0,255.89224482013734,0.0,28.959530757131827,0.0,28.959530757131827,0.0,0.0,284.85177557726917,7355.219621250429,0.0
2026-02-24,6723.062306404114,-8298.390477657318,-1575.3281712532043,-1575.3281712532043,0.0,259.22951207215004,0.0,29.969042967616623,0.0,29.969042967616623,0.0,0.0,289.1985550397667,-1864.526726292971,0.0
2026-02-25,18047.97657108307,-26171.564390659332,-8123.587819576263,-8123.587819576263,0.0,266.31886143090054,0.0,31.96288550845722,0.0,31.96288550845722,0.0,0.0,298.28174693935773,-8421.869566515621,0.0
2026-02-26,931.2745628356934,3585.3889660835266,4516.66352891922,4516.66352891922,0.0,265.595123702465,0.0,31.961954119520612,0.0,31.961954119520612,0.0,0.0,297.5570778219856,4219.106451097235,0.0
2026-02-27,-9236.04338645935,3389.1946778297424,-5846.848708629608,-5846.848708629608,0.0,263.6413151646336,0.0,30.232423486784572,0.0,30.232423486784572,73.39212618681405,34266.35580062866,367.26586483823223,-6214.11457346784,77.54821016847009
2026-03-02,10773.712007522583,-6843.065739154816,3930.6462683677673,3930.6462683677673,0.0,267.94227830612925,0.0,31.594444883812432,0.0,31.594444883812432,0.0,0.0,299.5367231899417,3631.1095451778256,0.0
2026-03-03,-11654.584119796753,16310.237708091736,4655.653588294983,4655.653588294983,0.0,263.09036567799683,0.0,30.049364696074544,0.0,30.049364696074544,0.0,0.0,293.1397303740714,4362.5138579209115,0.0
2026-03-04,21917.124711990356,-19042.085139274597,2875.0395727157593,2875.0395727157593,0.0,268.3084751449755,0.0,32.4934670864912,0.0,32.4934670864912,0.0,0.0,300.8019422314667,2574.237630484292,0.0
2026-03-05,-8348.608902931213,11396.964880943298,3048.355978012085,3048.355978012085,0.0,264.42899410292995,0.0,31.38227882777672,0.0,31.38227882777672,0.0,0.0,295.81127293070665,2752.544705081378,0.0
2026-03-06,-11945.07262134552,13729.53052520752,1784.4579038619995,1784.4579038619995,0.0,260.3166946417719,0.0,29.70622986615123,0.0,29.70622986615123,173.41668795080844,82477.97379755974,463.43961245873163,1321.018291403268,181.04391408519052
2026-03-09,15954.340070724487,-12947.51399564743,3006.826075077057,3006.826075077057,0.0,274.67679084164735,0.0,33.034972521427186,0.0,33.034972521427186,0.0,0.0,307.7117633630745,2699.1143117139827,0.0
2026-03-10,624.5500316619873,2325.198698759079,2949.7487304210663,2949.7487304210663,0.0,273.6310774272679,0.0,33.23327850092145,0.0,33.23327850092145,0.0,0.0,306.86435592818935,2642.884374492877,0.0
2026-03-11,4057.8770093917847,-2001.664295911789,2056.2127134799957,2056.2127134799957,0.0,273.72525457396426,0.0,34.08537209656773,0.0,34.08537209656773,0.0,0.0,307.810626670532,1748.402086809464,0.0
2026-03-12,-10229.146864891052,12888.216161727905,2659.069296836853,2659.069296836853,0.0,270.02930301672376,0.0,32.762791558505924,0.0,32.762791558505924,0.0,0.0,302.7920945752297,2356.277202261623,0.0
2026-03-13,-903.3266544342041,6566.429333686829,5663.1026792526245,5663.1026792526245,0.0,268.42543845103694,0.0,32.75280037962984,0.0,32.75280037962984,112.48635606854931,53334.33837246895,413.66459489921607,5249.438084353408,116.56563282577767
2026-03-16,8580.162532806396,-8683.678678035736,-103.5161452293396,-103.5161452293396,0.0,274.0437437885821,0.0,32.55469639771691,0.0,32.55469639771691,0.0,0.0,306.59844018629906,-410.11458541563866,0.0
2026-03-17,3833.8470287323,-3468.4953339099884,365.3516948223114,365.3516948223114,0.0,275.7033473269782,0.0,32.876369264043795,0.0,32.876369264043795,0.0,0.0,308.57971659102196,56.77197823128947,0.0
2026-03-18,-13397.490268707275,12950.564858198166,-446.9254105091095,-446.9254105091095,0.0,271.0561766695408,0.0,31.34916383275732,0.0,31.34916383275732,0.0,0.0,302.40534050229815,-749.3307510114074,0.0
2026-03-19,-2571.055139541626,5490.1707239151,2919.115584373474,2919.115584373474,0.0,269.77519440178236,0.0,31.11010706207597,0.0,31.11010706207597,0.0,0.0,300.8853014638583,2618.2302829096157,0.0
2026-03-20,-19500.593955993652,19020.63660144806,-479.95735454559326,-479.95735454559326,0.0,263.9048529708304,0.0,29.044850228072974,0.0,29.044850228072974,124.48324192597474,57444.350791454315,417.43294512487813,-897.3902996704713,129.81169324474672
2026-03-23,13273.715188980103,-9845.738266468048,3427.9769225120544,3427.9769225120544,0.0,265.9491831702926,0.0,31.55825753763112,0.0,31.55825753763112,0.0,0.0,297.5074407079237,3130.4694818041307,0.0
2026-03-24,-10019.214343070984,12032.777350187302,2013.5630071163177,2013.5630071163177,0.0,262.8842726263824,0.0,30.460981509048707,0.0,30.460981509048707,0.0,0.0,293.3452541354311,1720.2177529808864,0.0
2026-03-25,8436.103342056274,-6657.6092002391815,1778.494141817093,1778.494141817093,0.0,265.3672186821824,0.0,31.444175808783125,0.0,31.444175808783125,0.0,0.0,296.81139449096554,1481.6827473261274,0.0
2026-03-26,-18731.23231601715,20138.65911579132,1407.42679977417,1407.42679977417,0.0,260.65280748543717,0.0,28.934451512111583,0.0,28.934451512111583,0.0,0.0,289.58725899754876,1117.8395407766213,0.0
2026-03-27,-18362.09350013733,18404.984746456146,42.89124631881714,42.89124631881714,0.0,255.06389197529734,0.0,26.95041182471965,0.0,26.95041182471965,236.0193796013333,111553.85992050171,518.0336834013502,-475.1424370825332,254.6857208471008
2026-03-30,-8582.464505195618,9330.00297832489,747.5384731292725,747.5384731292725,0.0,271.8007955102918,0.0,30.15919233717559,0.0,30.15919233717559,0.0,0.0,301.95998784746735,445.5784852818051,0.0
2026-03-31,23522.45864200592,-18521.39758872986,5001.061053276062,5001.061053276062,0.0,276.1052762014963,0.0,32.99066329821338,0.0,32.99066329821338,0.0,0.0,309.0959394997097,4691.965113776352,0.0
2026-04-01,-1280.5450859069824,2328.263123512268,1047.7180376052856,1047.7180376052856,0.0,275.54599965095036,0.0,32.97692792119138,0.0,32.97692792119138,0.0,0.0,308.5229275721417,739.1951100331439,0.0
2026-04-02,953.9991674423218,1060.0499291419983,2014.04909658432,2014.04909658432,0.0,275.8876576808885,0.0,33.456917030932324,0.0,33.456917030932324,65.45208633111913,31156.54386138916,374.79666104293995,1639.2524355413802,69.09613893003909
2026-04-06,5143.714058876038,-6708.115572452545,-1564.4015135765076,-1564.4015135765076,0.0,281.09050461189634,0.0,32.68123678716726,0.0,32.68123678716726,0.0,0.0,313.77174139906356,-1878.1732549755711,0.0
2026-04-07,-1603.219702720642,3686.336262702942,2083.1165599823,2083.1165599823,0.0,280.9792047241872,0.0,32.444252753028394,0.0,32.444252753028394,0.0,0.0,313.42345747721555,1769.6931025050844,0.0
