leverage_key,start,end,pairs_sized,pairs_with_ledger_rows,gross_trading_pnl_usd,gross_mtm_audit_pnl_usd,gross_vs_mtm_diff_usd,gross_vs_mtm_abs_diff_usd,long_leg_pnl_usd,short_leg_pnl_usd,borrow_cost_usd,underlying_borrow_cost_usd,margin_debit_cost_usd,short_credit_income_usd,net_margin_financing_cost_usd,pair_ledger_txn_cost_usd,allocated_actual_symbol_netted_txn_cost_usd,pair_ledger_total_cost_usd,pair_ledger_net_pnl_usd,net_pnl_with_allocated_actual_txn_usd,turnover_usd,avg_gross_notional_usd,max_gross_notional_usd
4.25,2025-10-07,2026-05-08,16,16,349320.19425702095,349213.82177996635,106.37247705459595,9077.653702259064,-39398.86764669418,388719.06190371513,36650.70738009345,0.0,4533.510440225251,0.0,4533.510440225251,7584.9913543899365,7818.40476996479,48769.20917470864,300550.9850823123,300317.57166673744,3662857.453585148,1417647.7818012496,1626973.3033497334
