symbol,description,realized_pnl,unrealized_pnl,dividends,withholding_tax,pil_dividends,borrow_fees,short_credit_interest,other_fees,bond_interest,total_pnl
AMZO,TRADR 2X SHORT AMZN DAILY ET,0.0,3766.96661,0.0,0.0,0.0,-512.87,58.015703214183425,0.0,0.0,3312.1123132141834
SOXS,DIREXION DAILY SEMI BEAR 3X,0.0,2982.895888,0.0,0.0,-30.14,-56.660000000000004,3.5940900800061573,0.0,0.0,2899.6899780800063
LABD,DIRE DLY SP BT BE 3X ETF-USD,0.0,2074.145835,0.0,0.0,-32.54,-152.17,12.389793320024262,0.0,0.0,1901.825628320024
SQQQ,PROSHARES ULTRAPRO SHORT QQQ,0.0,1759.627687,0.0,0.0,-74.0,-44.55,18.46132319987966,0.0,0.0,1659.5390101998796
NVDQ,T-REX 2X INVERSE NVIDIA DLY,0.0,1656.154204,0.0,0.0,0.0,-354.05,19.420948801364474,0.0,0.0,1321.5251528013644
SDS,PROSHARES ULTRASHORT S&P500,0.0,980.65656,0.0,0.0,-84.78999999999999,-95.15,36.079355603690715,0.0,0.0,836.7959156036908
FAZ,DIREX DLY FIN BEA 3X ETF-USD,0.0,947.231216,0.0,0.0,-46.84,-104.89,19.07890808825698,0.0,0.0,814.580124088257
TSLQ,TRADR 2X SHORT TSLA DAILY ET,0.0,782.111913,0.0,0.0,0.0,-86.5,26.730242778752576,0.0,0.0,722.3421557787525
AZYY,GRANITE YIELDBOOST AMZN ETF,149.34178575,0.0,0.0,0.0,-43.59,-6.33,0.0,0.0,0.0,99.42178575000001
TSYY,GRANITE YIELDBOOST TSLA ETF,0.49581973,29.112349,0.0,0.0,-23.21,-2.57,0.9147028890647079,0.0,0.0,4.742871619064706
NVYY,GRANITE YIELDBOOST NVDA,129.68969726,0.0,0.0,0.0,-175.33,-9.59,0.0,0.0,0.0,-55.23030274000001
TQQY,GRANITE YIELDBOOST QQQ,159.88451495,22.752049,0.0,0.0,-171.51,-75.1,4.486263341261389,0.0,0.0,-59.48717270873858
EWV,PROSHARES ULTSHRT MSCI JAPAN,-379.67922922,216.767544,0.0,0.0,-18.34,-32.04,10.724990368102864,0.0,0.0,-202.56669485189718
DUST,DIREXION DAILY GOLD MINERS I,-3.4059583,-3494.335048,0.0,0.0,-131.54000000000002,-462.0,55.596021187445736,0.0,0.0,-4035.684985112554
ZSL,PROSHARES ULTRASHORT SILVER,0.0,-3505.857632,0.0,0.0,0.0,-647.13,49.108853810305234,0.0,0.0,-4103.878778189695
