symbol,overlay_type,net_notional_usd,gross_notional_usd,n_legs
AMZO,flow_program,17008.0188378321,17008.0188378321,1
DUST,flow_program,16186.963839999999,16186.963839999999,1
ZSL,flow_program,14452.85673,14452.85673,1
SDS,flow_program,10515.31357764,10515.31357764,1
FAZ,flow_program,8370.774721920001,8370.774721920001,1
SQQQ,flow_program,8103.8334629,8103.8334629,1
TSLQ,flow_program,7870.707281120001,7870.707281120001,1
NVDQ,flow_program,5677.0026222,5677.0026222,1
LABD,flow_program,5441.18954192,5441.18954192,1
EWV,flow_program,3139.023754944,3139.023754944,1
SOXS,flow_program,1573.4738838,1573.4738838,1
TSYY,flow_program,-63.37320989999999,63.37320989999999,1
TQQY,flow_program,-449.58224226870004,449.58224226870004,1
