underlying,sector,sector_source,sector_confidence,instrument_class,beta_to_spy,beta_source,net_notional_usd,gross_notional_usd
CRWV,software,override,1.0,letf,2.9114095425984914,computed,29401.81771664,62370.30596114
TSM,semis,override,1.0,letf,2.1523648842029433,computed,2972.6214908800066,41250.34016512
RIOT,crypto-equity,override,1.0,letf,3.8204707993789606,computed,2429.12849775,55464.93150225
IBIT,crypto,override,1.0,letf,1.8151756346041612,computed,2260.356664060004,47162.68333594
MARA,crypto-equity,override,1.0,letf,3.202620054280471,computed,2255.7531843092006,49537.2468156908
SMCI,semis,override,1.0,letf,3.545929972777626,computed,1847.199923062497,59403.80007693751
CRCL,software,override,1.0,letf,3.1047293708681876,computed,1363.384808349996,63319.41519165
BABA,china,override,1.0,letf,1.3077371695048021,computed,938.0721463662012,36143.9806156338
IREN,crypto-equity,override,1.0,letf,3.4349642783015484,computed,892.3353675490541,83410.54652514905
SPCX,industrials,vendor,0.75,letf,4.1178579760837,computed,812.2399999999998,5753.84
THYP,other,default,0.1,letf,3.7276622438697005,computed,788.1487229740014,16397.411277026
RKT,fintech,override,1.0,letf,2.0343782445413785,computed,605.9900180250006,11760.909981975
DUOL,software,override,1.0,letf,0.8625382757396799,computed,559.2103801799994,10165.84961982
IONQ,quantum,override,1.0,letf,3.3497054510440236,computed,516.1273701999962,69509.5926298
FIG,software,override,1.0,letf,1.1062442978869242,computed,475.5821823999995,15489.4578176
PLTR,software,override,1.0,letf,1.7350581550842141,computed,363.4468902500012,14494.47310975
SHOP,software,override,1.0,letf,2.089170402004125,computed,356.457891,6287.162109
DKNG,software,override,1.0,letf,0.7625086213623993,computed,330.9366560832,6060.863343916801
OKTA,software,override,1.0,letf,1.2246298787503316,computed,276.93012465280026,4824.6298753472
MRNA,healthcare,override,1.0,letf,1.6491928115289687,computed,276.57127449999984,3899.6287255
SNOW,software,override,1.0,letf,1.2637911997009952,computed,271.73625560000073,8423.6237444
CPNG,consumer,vendor,0.75,letf,1.3295274189515556,computed,270.62382448000005,2314.01617552
IBM,software,vendor,0.75,letf,0.8711585906929475,computed,266.5130417600003,9416.48695824
LMND,insurtech,override,1.0,letf,2.5451768089424442,computed,238.48792565800025,7309.712074342
NET,software,override,1.0,letf,1.4918724497746498,computed,232.13217760800035,10115.647822392
SNAP,software,override,1.0,letf,1.9506135831078013,computed,221.5745898305995,8953.1454101694
GEV,industrials,override,1.0,letf,2.102932205619224,computed,217.15313679999963,8415.2687212
RBLX,software,override,1.0,letf,1.7496070774829469,computed,214.04388429000028,9235.95611571
SOUN,software,override,1.0,letf,1.2,default_fallback,212.7127905899997,5306.59720941
ETHA,crypto,override,1.0,letf,2.970956176546694,computed,197.67973118,20202.44026882
DELL,hardware,override,1.0,letf,1.9399382185662766,computed,191.5568912399999,7083.143108759999
HIMS,healthcare,override,1.0,letf,2.621800005642296,computed,168.90446376,40023.53553623999
CRM,mega-cap-tech,override,1.0,letf,0.4490726324792331,computed,164.15313460000016,2905.1577694
SOXX,semis,override,1.0,letf,2.4928615797810187,computed,163.5961797,8691.3819243
LAC,metals,override,1.0,letf,2.125660594443747,computed,160.55273494399967,3566.527265056
PANW,software,override,1.0,letf,1.1858675294002288,computed,149.73596518799968,1903.164034812
AVGO,semis,override,1.0,letf,2.16357914882124,computed,145.89587520639998,7592.2206247936
NOW,software,override,1.0,letf,0.6900793915373648,computed,138.66400248000036,7413.775997520001
GDXJ,metals,override,1.0,letf,2.004432061622618,computed,131.36548845000016,3363.87451155
ALB,metals,override,1.0,letf,1.495329478127083,computed,131.3433510000002,4148.964453
LLY,healthcare,override,1.0,letf,0.3999395984837424,computed,130.1838412000002,2224.1623888
KLAC,semis,override,1.0,letf,2.7064894127223273,computed,125.99734819199966,14237.748971808003
ZETA,software,override,1.0,letf,2.57134895596686,computed,123.11979054000015,3945.36020946
DNN,nuclear,override,1.0,letf,2.0245337485920047,computed,121.24628136380012,2898.6537186362
BLSH,crypto-equity,override,1.0,letf,2.7072226126424526,computed,119.26427971249996,6568.6357202875
OSCR,healthcare,override,1.0,letf,1.5119623063791185,computed,108.0158637959994,5184.424136204
AMZN,mega-cap-tech,override,1.0,letf,1.4307434826047989,computed,102.48556155330016,2868.1144384467
ARM,semis,override,1.0,letf,3.1663157618837734,computed,100.23083840000028,5694.3691616
GOOGL,mega-cap-tech,override,1.0,letf,1.3515809560036525,computed,99.41683475999956,3373.26347524
ASML,semis,override,1.0,letf,2.2806872669430724,computed,95.6089814999998,3507.4110185
QCOM,semis,override,1.0,letf,2.0461275289237313,computed,89.54713667499982,6861.591563325
UBER,consumer,override,1.0,letf,0.9326721706234965,computed,87.49298770619998,2774.5070122938
ACHR,evtol,override,1.0,letf,2.999664243775566,computed,84.67068217640008,8289.4093178236
QS,clean,override,1.0,letf,3.1837039782987686,computed,80.3106559200005,8208.18934408
NIO,china,override,1.0,letf,1.2376617548763345,computed,78.3509432008002,4041.049056799199
XYZ,fintech,override,1.0,letf,1.9440514870398908,computed,71.56712721799977,4590.472872782
RDDT,software,override,1.0,letf,1.902333475890982,computed,67.51455024000006,7737.76544976
BA,industrials,override,1.0,letf,1.1268337523298855,computed,65.07294579840027,2392.5270542016
SOFI,fintech,override,1.0,letf,2.580957955653086,computed,62.52224306400058,10345.077756936
MU,semis,override,1.0,letf,3.212292224527994,computed,55.12497407500632,53065.595025925
COPX,metals,override,1.0,letf,2.310455359594562,computed,51.77139191999981,4031.1047680799993
UPST,fintech,override,1.0,letf,2.8008121456302644,computed,51.6735520000002,10426.986448
MRVL,semis,override,1.0,letf,2.943328699903001,computed,50.65540349999992,3276.7045965
VALE,metals,vendor,0.75,letf,1.155874827282305,computed,47.029882873500014,1007.4701171265
JOBY,evtol,override,1.0,letf,3.1673507571852273,computed,46.16281839999988,3737.8771816
CORZ,crypto-equity,override,1.0,letf,2.3727116319465726,computed,32.535735999999815,8130.864264000001
AFRM,fintech,override,1.0,letf,2.6215220382541293,computed,31.782440078500255,12371.7375599215
NFLX,mega-cap-tech,override,1.0,letf,0.3010839758890244,computed,27.41953871999999,1895.34046128
TEM,software,override,1.0,letf,2.5242180416581177,computed,23.36997119999978,12907.3500288
XPEV,china,override,1.0,letf,1.6264832495757044,computed,19.7796832640006,4245.820316736
GRAB,consumer,override,1.0,letf,1.4910955529387506,computed,16.480976699999985,718.5190233000001
ARKK,broad,override,1.0,letf,2.2885530022773377,computed,11.875010299999758,2629.7549897
PONY,china,override,1.0,letf,3.293028761286202,computed,11.710674808000022,5226.069325192
CEG,nuclear,override,1.0,letf,1.425052451500227,computed,7.678097599999774,2620.6054064
ANET,semis,override,1.0,letf,2.0763689065922226,computed,7.109889280000061,4531.97011072
VAVX,other,default,0.1,letf,2.4704533318031583,computed,-2.342832375000171,3127.082832375
TXN,semis,vendor,0.75,letf,1.3014306383034082,computed,-4.151023200000054,15734.3510232
APH,semis,override,1.0,letf,1.7429806982386113,computed,-4.661896990000059,2534.70337899
