underlying,realized_pnl,unrealized_pnl,dividends,withholding_tax,pil_dividends,borrow_fees,short_credit_interest,other_fees,bond_interest,total_pnl
MSTR,2505.7145612000004,19362.389344594812,-0.37,0.0,-10639.91,-1253.59,190.77857423488737,0.0,0.0,10165.012480029698
NBIS,-50.607662499999996,6137.44928949215,0.0,0.0,0.0,-175.42000000000002,129.45100907177465,0.0,0.0,6040.872636063923
MARA,979.7263744200001,12233.150032000001,-9.29,0.0,-8177.860000000001,-748.3700000000001,206.15332375094206,0.0,0.0,4483.509730170941
NVTS,0.0,4227.932244,0.0,0.0,0.0,-572.5,148.05632718436578,0.0,0.0,3803.488571184367
CRML,0.0,3642.156965,0.0,0.0,0.0,-316.31,47.93853952601936,0.0,0.0,3373.7855045260194
GDX,-170.39822705,3422.198775,0.0,0.0,-10.84,-41.44,33.416124892380154,0.0,0.0,3232.93667284238
IREN,0.0,3062.319087675413,0.0,0.0,0.0,-264.06,55.763202872899285,0.0,0.0,2854.022290548312
QBTS,0.0,2545.766462729477,0.0,0.0,-200.5,-163.73,47.894586211780776,0.0,0.0,2229.4310489412574
BLSH,1753.26777316,269.086178,0.0,0.0,0.0,-59.879999999999995,17.088329748337745,0.0,0.0,1979.5622809083377
CRWV,178.71005473,1701.544443231627,0.0,0.0,0.0,-208.79000000000002,61.49896062527989,0.0,0.0,1732.9634585869069
META,666.85666068,1971.4221180000002,12.6,0.0,-1501.34,-185.3,92.09750585584754,0.0,0.0,1056.3362845358477
CRCL,-10.19988844,1152.3443880000004,0.0,0.0,0.0,-197.15,81.84163269633935,0.0,0.0,1026.8361322563396
SLV,950.869985,0.0,0.0,0.0,0.0,-0.5800000000000001,0.0,0.0,0.0,950.289985
XRPZ,-1439.7644517400004,2327.20141,0.0,0.0,-11.16,-108.35,47.55943283097681,0.0,0.0,815.4863910909762
ASTS,121.69252075,660.8459809999995,0.0,0.0,0.0,-103.62,19.635824905110045,0.0,0.0,698.5543266551094
TER,-3.350405,864.0113769999998,3.12,0.0,0.0,-194.32,22.271713396564895,0.0,0.0,691.7326853965642
TSLA,1020.4489595800001,138.3801899999996,0.0,0.0,-402.9,-246.17999999999998,71.9966518909781,0.0,0.0,581.7458014709779
FLY,0.0,592.578884,0.0,0.0,0.0,-100.88,20.887932776826766,0.0,0.0,512.5868167768268
RDW,0.0,633.8272150000001,0.0,0.0,0.0,-136.0,11.924114836814312,0.0,0.0,509.7513298368144
URA,0.0,527.8355720000001,0.0,0.0,-42.69,-24.54,15.633714656249184,0.0,0.0,476.2392866562493
UEC,-18.90443527,532.2025209999999,0.0,0.0,0.0,-57.94,17.409480966002683,0.0,0.0,472.7675666960025
