etf,underlying,pair_frac_merged
SMZ,SMR,0.09999999999626806
CRMU,CRML,0.09999999963809582
FBYY,META,0.09999999839302577
SNXX,SNDK,0.09999999714578191
RCAX,RCAT,0.09483276092544769
XBTY,IBIT,0.08907079879082597
OPEG,OPEN,0.054497833563751645
TXXS,TSUI,0.05219165733466679
NVTX,NVTS,0.026438803744573726
RDWU,RDW,0.019761323112254904
LACG,LAC,0.017846043780866263
CLSZ,CLSK,0.013381742703035153
ONDG,ONDS,0.009306888798651816
SMYY,SMCI,0.0059499493620632365
ONDL,ONDS,0.005838493248133116
USGG,USAR,0.0048725617490839234
SMU,SMR,0.0048658004828501696
ASTX,ASTS,0.004786062013352149
BMNG,BMNR,0.004307820855747282
OPEX,OPEN,0.0040302122571161956
CRCG,CRCL,0.003943239465692812
BEX,BE,0.0023171868444832673
CLSX,CLSK,0.0008479583359050156
OSCX,OSCR,0.0008298766629022204
BMNU,BMNR,0.0008298757520956233
OKLL,OKLO,0.0008298757376852632
IOYY,IONQ,0.0008298757240409357
LEUX,LEU,0.0008298756989915227
GLXU,GLXY,0.0008298756930635218
PLUL,PLUG,0.0008298756669341697
FGRU,FIGR,0.000829875633342229
CIFG,CIFR,0.0008298756328374421
CRCA,CRCL,0.0008298756211706586
LITX,LITE,0.0008298756104280133
QBTZ,QBTS,0.0008298755816495149
SATG,SATS,0.0008298755789523853
UUUG,UUUU,0.0008298755730670944
COYY,COIN,0.0008298755719722808
UECG,UEC,0.0008298755693586194
BAIG,BBAI,0.0008298755647268979
QBTX,QBTS,0.000829875563376496
KEEX,KEEL,0.0008298755588139625
CCUP,CRCL,0.0008298755573141911
ETHU,ETHA,0.0008298755565287257
NEBX,NBIS,0.0008298755535600852
ZETX,ZETA,0.0008298755528972308
MAAY,MARA,0.0008298755506006475
WDCX,WDC,0.0008298755498531899
MRNX,MRNA,0.0008298755492891127
WULX,WULF,0.0008298755476769747
FBL,META,0.0008298755468536988
ETU,ETHA,0.0008298755466190531
PONX,PONY,0.0008298755461552932
QSU,QS,0.000829875545325948
MPL,MP,0.000829875544503698
BITX,IBIT,0.0008298755440364422
BTCL,IBIT,0.0008298755424618186
IREG,IREN,0.0008298755424294351
ASTN,ASTS,0.0008298755416422317
CWVX,CRWV,0.0008298755412658839
BITU,IBIT,0.000829875540757296
SOFA,SOFI,0.0008298755398081775
METU,META,0.0008298755388389708
CIFU,CIFR,0.0008298755384747192
URAA,URA,0.0008298755382361379
MTYY,MSTR,0.0008298755380662344
HMYY,HIMS,0.0008298755375876182
SOLX,GSOL,0.0008298755370515955
ETHT,ETHA,0.0008298755368537139
MPG,MP,0.0008298755356868914
NBIL,NBIS,0.0008298755354542944
CRWG,CRWV,0.0008298755352361785
QUBX,QUBT,0.0008298755343102226
BABU,BABA,0.000829875534007798
NBIG,NBIS,0.0008298755329945223
XXRP,XRPZ,0.0008298755329140228
QBY,QBTS,0.0008298755318173297
RGTX,RGTI,0.0008298755311306131
UXRP,XRPZ,0.0008298755307409023
SBTU,SBET,0.0008298755307222126
ASMU,ASML,0.0008298755305606319
FLYT,FLY,0.0008298755304195232
DNNG,DNN,0.0008298755301324868
SRPU,SRPT,0.00082987552989305
BULX,BULL,0.0008298755295575774
YINN,FXI,0.0008298755289102825
BABX,BABA,0.0008298755287920423
FCXG,FCX,0.0008298755286273498
HUTG,HUT,0.0008298755279459515
SPXL,SPY,0.0008298755278676418
COPZ,COPX,0.0008298755275837343
CWEB,KWEB,0.000829875527322052
SOLT,SOEZ,0.0008298755272434112
ARCX,ACHR,0.0008298755271968667
TQQQ,QQQ,0.0008298755270968011
COIA,COIN,0.0008298755270935225
XRPT,XRPZ,0.0008298755267189403
NVDG,NVDA,0.0008298755266825029
MEXX,EWW,0.0008298755263589552
BOEU,BA,0.0008298755262730369
AMDL,AMD,0.0008298755261500614
BOEG,BA,0.0008298755260899948
AMUU,AMD,0.0008298755259413434
GOOX,GOOGL,0.0008298755259284061
GDXU,GDX,0.0008298755257132529
URTY,IWM,0.0008298755257058584
TXXD,TDOG,0.0008298755256829722
GEVX,GEV,0.0008298755256226169
NVDU,NVDA,0.0008298755255906709
CRWU,CRWV,0.0008298755252979589
NVDL,NVDA,0.0008298755252226164
COHX,COHR,0.0008298755249307867
AMDG,AMD,0.0008298755249177463
LLYX,LLY,0.0008298755248596389
UBRL,UBER,0.0008298755248416484
AMZZ,AMZN,0.0008298755247800798
IRE,IREN,0.0008298755246689178
CONL,COIN,0.0008298755246603228
GGLL,GOOGL,0.0008298755244702991
NUGT,GDX,0.0008298755242973777
AAPB,AAPL,0.000829875524277154
MSFU,MSFT,0.000829875524067949
SOXL,SOXX,0.0008298755239529511
ETRL,ETOR,0.0008298755237631822
MUU,MU,0.0008298755235053923
AMZU,AMZN,0.0008298755234790685
BEZ,BE,0.0008298755234571191
NVDB,NVDA,0.0008298755234059297
RKLX,RKLB,0.0008298755233353627
NBIZ,NBIS,0.0008298755233165456
RIOX,RIOT,0.0008298755232265763
JNUG,GDXJ,0.0008298755231992024
TSLI,TSLA,0.0008298755230807913
HIMZ,HIMS,0.0008298755229496897
GLGG,GLXY,0.0008298755229267836
RGTU,RGTI,0.0008298755227725205
TSLL,TSLA,0.0008298755226105795
INTW,INTC,0.0008298755225805825
IONX,IONQ,0.0008298755225435194
COZX,CORZ,0.000829875522495662
NUG,NU,0.0008298755224847451
TSLR,TSLA,0.0008298755224635519
