etf,underlying,pair_frac_merged
MSFU,MSFT,0.09999956429899069
CWEB,KWEB,0.09999950416118313
TARK,ARKK,0.059830112091761645
BITX,IBIT,0.045704028612000576
BITU,IBIT,0.045064354579345635
BTCL,IBIT,0.04423089253195548
BOEU,BA,0.040991676415175496
FBYY,META,0.040000323720455574
XBTY,IBIT,0.04000016231876648
COYY,COIN,0.04000001917119384
MTYY,MSTR,0.0400000062250238
GOOX,GOOGL,0.03299285000691826
SMYY,SMCI,0.02668412850682378
NVDU,NVDA,0.02554063547973037
PLTZ,PLTR,0.025000274339863213
ETHD,ETHA,0.025000059147828425
CONI,COIN,0.025000049827877912
NVDL,NVDA,0.024585681802856533
CORD,CRWV,0.020873969425507132
MSTU,MSTR,0.02062637887249262
MSTX,MSTR,0.020279449856093455
NFXL,NFLX,0.019173881415075807
MSDD,MSTR,0.018925438037730356
NVDG,NVDA,0.018409765152954442
PALU,PANW,0.014261682939911074
PANG,PANW,0.013309903118307194
UBRL,UBER,0.012980509839260643
NUGT,GDX,0.00939865221262027
MAAY,MARA,0.006993677730008925
IOYY,IONQ,0.0063216823277275945
MSTZ,MSTR,0.006074638659560406
NFLU,NFLX,0.00565904589827598
CONL,COIN,0.005647854704801686
LLYX,LLY,0.0053770676783543876
QBTZ,QBTS,0.00412557056163254
TSMG,TSM,0.0037407151012684545
TSMU,TSM,0.002473782513605729
BOEG,BA,0.0024347202743012645
COIG,COIN,0.0022872880769949744
ASMG,ASML,2.1470644951942966e-09
CRWL,CRWD,2.186996704237271e-10
