symbol,description,realized_pnl,unrealized_pnl,dividends,withholding_tax,pil_dividends,borrow_fees,short_credit_interest,other_fees,bond_interest,total_pnl
NVDQ,T-REX 2X INVERSE NVIDIA DLY,0.0,188.196712,0.0,0.0,0.0,-11.88,5.524951836495163,0.0,0.0,181.84166383649517
AZYY,GRANITE YIELDBOOST AMZN ETF,149.34178575,0.0,0.0,0.0,-43.59,-6.33,0.0,0.0,0.0,99.42178575000001
LABD,DRX DLY S&P BIOTECH BEAR 3X,0.0,65.741426,0.0,0.0,0.0,-10.89,4.258677548032422,0.0,0.0,59.11010354803243
TQQY,GRANITE YIELDBOOST QQQ,159.88451495,0.627116,0.0,0.0,-102.3,-11.72,0.11766186426492806,0.0,0.0,46.60929281426494
SQQQ,PROSHARES ULTRAPRO SHORT QQQ,0.0,10.511249,0.0,0.0,0.0,-2.67,4.270308996638185,0.0,0.0,12.111557996638185
TSYY,GRANITE YIELDBOOST TSLA ETF,0.0,1.565034,0.0,0.0,-1.4700000000000002,0.0,0.03233707697489025,0.0,0.0,0.12737107697489009
NVYY,GRANITE YIELDBOOST NVDA,104.42386226,1.497413,0.0,0.0,-146.70000000000002,-6.640000000000001,0.0437485454651789,0.0,0.0,-47.37497619453484
TSLQ,TRADR 2X SHORT TSLA DAILY ET,0.0,-66.052151,0.0,0.0,0.0,-2.98,6.191285355027499,0.0,0.0,-62.8408656449725
SDS,PROSHARES ULTRASHORT S&P500,0.0,-112.501061,0.0,0.0,0.0,-5.08,5.989123628905566,0.0,0.0,-111.59193737109445
SOXS,DIREXION DAILY SEMI BEAR 3X,0.0,-282.599684,0.0,0.0,0.0,-1.58,4.696795445516202,0.0,0.0,-279.4828885544838
FAZ,DIREXION DAILY FIN BEAR 3X,0.0,-276.961031,0.0,0.0,0.0,-8.09,4.661488636982394,0.0,0.0,-280.3895423630176
ZSL,PROSHARES ULTRASHORT SILVER,0.0,-400.677632,0.0,0.0,0.0,-11.9,5.620464452883156,0.0,0.0,-406.95716754711685
EWV,PROSHARES ULTSHRT MSCI JAPAN,-409.18712052,0.0,0.0,0.0,0.0,-2.39,0.0,0.0,0.0,-411.57712052
DUST,DIREXION DAILY GOLD MINERS I,-3.4059583,-921.469378,0.0,0.0,0.0,-7.87,7.02965707261885,0.0,0.0,-925.7156792273811
