symbol,overlay_type,net_notional_usd,gross_notional_usd,n_legs
SOXS,flow_program,10213.41653376,10213.41653376,1
FAZ,flow_program,10176.77322504,10176.77322504,1
DUST,flow_program,10156.701921799999,10156.701921799999,1
LABD,flow_program,9270.402434999998,9270.402434999998,1
SQQQ,flow_program,9242.26229784,9242.26229784,1
SDS,flow_program,8421.429784920001,8421.429784920001,1
TSLQ,flow_program,8303.20110076,8303.20110076,1
ZSL,flow_program,8281.38491622,8281.38491622,1
NVDQ,flow_program,8006.1578432000015,8006.1578432000015,1
TSYY,flow_program,-12.63842496,12.63842496,1
NVYY,flow_program,-20.36489546,20.36489546,1
TQQY,flow_program,-73.902526518,73.902526518,1
