ETF,Underlying,Beta,Beta_n_obs,Beta_source,borrow_fee_annual,borrow_rebate_annual,borrow_net_annual,shares_available,borrow_current,borrow_spiking,borrow_missing_from_ftp,protected,cagr_positive,borrow_leq_low,borrow_gt_low,protected_ok,protected_bad,include_for_algo,purgatory,exclude_borrow_gt_low,exclude_no_shares,exclude_borrow_spike,vol_etf_annual,gross_decay_annual,vol_underlying_annual,expected_gross_decay_annual,blended_gross_decay,net_decay_annual,decay_score,maint_pct_long,maint_pct_short,init_pct_long,init_pct_short
AAPU,AAPL,1.975515,501,ols,0.041456,-0.005155999999999999,0.046612,80000,0.046612,False,False,False,,True,False,False,False,True,False,False,False,False,0.562315,0.169863,0.284287,0.077875,0.169863,0.12325099999999999,0.12325099999999999,0.49387875,0.5926545,0.5,0.5926545
AMUU,AMD,2.007234,231,ols,0.021515,0.014785,0.00673,65000,0.00673,False,False,False,,True,False,False,False,True,False,False,False,False,1.310336,0.50089,0.556394,0.312942,0.485228,0.49415999999999993,0.478498,0.5018085,0.6021702,0.5018085,0.6021702
AMZU,AMZN,1.981207,501,ols,0.040854999999999995,-0.004555,0.04540999999999999,400000,0.04540999999999999,False,False,False,,True,False,False,False,True,False,False,False,False,0.627929,0.212934,0.316667,0.097469,0.212934,0.167524,0.167524,0.49530175,0.5943621,0.5,0.5943621
ASMU,ASML,1.899389,16,ols_short_history,0.046988,-0.010688,0.057676000000000005,10000,0.057676000000000005,False,False,False,,True,False,False,False,True,False,False,False,False,0.784697,,0.433728,0.160682,0.160682,,0.10300599999999999,0.47484725,0.5698167,0.5,0.5698167
AVL,AVGO,1.9873,350,ols,0.052691,-0.016391,0.069082,200000,0.069082,False,False,False,,True,False,False,False,True,False,False,False,False,1.084921,0.382754,0.536085,0.281936,0.382754,0.31367199999999995,0.31367199999999995,0.496825,0.59619,0.5,0.59619
BOEU,BA,1.992537,218,ols,0.040670000000000005,-0.00437,0.045040000000000004,35000,0.045040000000000004,False,False,False,,True,False,False,False,True,False,False,False,False,0.57502,0.185654,0.349141,0.120538,0.176869,0.14061400000000002,0.131829,0.49813425,0.5977610999999999,0.5,0.5977610999999999
BABU,BABA,2.106346,15,ols_short_history,0.037610000000000005,-0.00131,0.03892,1000,0.03892,False,False,False,,True,False,False,False,True,False,False,False,False,0.501731,,0.439944,0.22552,0.22552,,0.1866,0.5265865,0.6319037999999999,0.5265865,0.6319037999999999
BRKU,BRK-B,1.944835,307,ols,0.05717,-0.020870000000000003,0.07804,100000,0.07804,False,False,False,,True,False,False,False,True,False,False,False,False,0.362776,0.139062,0.172302,0.027277,0.139062,0.06102199999999999,0.06102199999999999,0.48620875,0.5834505,0.5,0.5834505
CONX,COIN,1.996078,72,ols,0.09478999999999999,-0.05849,0.15327999999999997,25000,0.15327999999999997,False,False,False,,True,False,False,False,True,False,False,False,False,1.59944,0.718196,0.797827,0.632788,0.65719,0.564916,0.5039100000000001,0.4990195,0.5988234,0.5,0.5988234
CSCL,CSCO,2.027938,175,ols,0.045708,-0.009408,0.055116,9000,0.055116,False,False,False,,True,False,False,False,True,False,False,False,False,0.531962,0.195639,0.23445,0.057292,0.153366,0.140523,0.09825,0.5069845,0.6083814,0.5069845,0.6083814
FRDU,F,1.977879,156,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False,0.633219,0.19448,0.347557,0.116817,0.164894,,,0.49446975,1.0,0.5,1.0
GGLL,GOOGL,1.979625,501,ols,0.03811,-0.00181,0.03992,450000,0.03992,False,False,False,,True,False,False,False,True,False,False,False,False,0.589979,0.215844,0.297648,0.085905,0.215844,0.17592400000000002,0.17592400000000002,0.49490625,0.5938875,0.5,0.5938875
HODU,HOOD,2.005669,72,ols,0.100091,-0.063791,0.163882,15000,0.163882,False,False,False,,True,False,False,False,True,False,False,False,False,1.489689,0.658531,0.706279,0.50308,0.547495,0.494649,0.383613,0.50141725,0.6017007,0.50141725,0.6017007
LINT,INTC,1.98649,72,ols,0.228976,-0.19267600000000001,0.421652,70000,0.421652,False,False,False,,False,True,False,False,False,False,True,False,False,1.458765,0.621289,0.617588,0.37372,0.444454,0.19963699999999995,0.02280199999999999,0.4966225,0.595947,0.5,0.595947
ELIL,LLY,1.992288,236,ols,0.095011,-0.058711,0.153722,7000,0.153722,False,False,False,,True,False,False,False,True,False,False,False,False,0.856119,0.287725,0.371429,0.136368,0.278115,0.134003,0.124393,0.498072,0.5976864,0.5,0.5976864
LMTL,LMT,1.982299,146,ols,0.089311,-0.053011,0.142322,30000,0.142322,False,False,False,,True,False,False,False,True,False,False,False,False,0.478702,0.148557,0.23971,0.055944,0.109601,0.0062349999999999905,-0.032721,0.49557475,0.5946897,0.5,0.5946897
METU,META,1.998741,437,ols,0.073723,-0.037423000000000005,0.111146,150000,0.111146,False,False,False,,True,False,False,False,True,False,False,False,False,0.708683,0.235004,0.353522,0.124742,0.235004,0.123858,0.123858,0.49968525,0.5996223,0.5,0.5996223
MRVU,MRVL,2.016508,15,ols_short_history,0.039948000000000004,-0.003648,0.043596,300,0.043596,False,False,False,,True,False,False,False,True,False,False,True,False,1.61209,,0.636139,0.414748,0.414748,,0.371152,0.504127,0.6049524,0.504127,0.6049524
MSFU,MSFT,1.979748,501,ols,0.035867,0.000433,0.035434,1700000,0.035434,False,False,False,,True,False,False,False,True,False,False,False,False,0.476682,0.170365,0.240376,0.056037,0.170365,0.134931,0.134931,0.494937,0.5939244,0.5,0.5939244
MUU,MU,1.99404,350,ols,0.022562000000000002,0.013737999999999998,0.008824000000000004,200000,0.008824000000000004,False,False,False,,True,False,False,False,True,False,False,False,False,1.258707,0.509553,0.605907,0.363848,0.509553,0.500729,0.500729,0.49851,0.598212,0.5,0.598212
