ETF,Underlying,Leverage,Beta,Beta_n_obs,Beta_source
AAPU,AAPL,2.0,1.975515,501,ols
AMUU,AMD,2.0,2.007234,231,ols
AMZU,AMZN,2.0,1.981207,501,ols
ASMU,ASML,2.0,1.899389,16,ols_short_history
AVL,AVGO,2.0,1.9873,350,ols
BOEU,BA,2.0,1.992537,218,ols
BABU,BABA,2.0,2.106346,15,ols_short_history
BRKU,BRK-B,2.0,1.944835,307,ols
CONX,COIN,2.0,1.996078,72,ols
CSCL,CSCO,2.0,2.027938,175,ols
FRDU,F,2.0,1.977879,156,ols
GGLL,GOOGL,2.0,1.979625,501,ols
HODU,HOOD,2.0,2.005669,72,ols
LINT,INTC,2.0,1.98649,72,ols
ELIL,LLY,2.0,1.992288,236,ols
LMTL,LMT,2.0,1.982299,146,ols
METU,META,2.0,1.998741,437,ols
MRVU,MRVL,2.0,2.016508,15,ols_short_history
MSFU,MSFT,2.0,1.979748,501,ols
MUU,MU,2.0,1.99404,350,ols
NFXL,NFLX,2.0,1.997068,355,ols
NVDU,NVDA,2.0,1.973047,501,ols
ORCU,ORCL,2.0,2.008893,72,ols
PALU,PANW,2.0,2.005108,236,ols
PLTU,PLTR,2.0,1.991591,307,ols
QCMU,QCOM,2.0,2.001509,175,ols
SHPU,SHOP,2.0,2.009905,146,ols
SOFA,SOFI,2.0,2.005325,16,ols_short_history
TSLL,TSLA,2.0,1.98677,501,ols
TSMX,TSM,2.0,1.99364,355,ols
XOMX,XOM,2.0,1.963755,218,ols
YINN,FXI,2.0,2.974051,501,ols
MEXX,EWW,2.0,2.953237,501,ols
KORU,EWY,2.0,2.944466,501,ols
HIBL,SPY,2.0,4.48349,501,ols
LABU,XBI,2.0,2.988607,501,ols
SOXL,SOXX,2.0,2.960614,501,ols
CHAU,ASHR,2.0,1.967297,501,ols
CWEB,KWEB,2.0,1.987056,501,ols
ERX,XLE,2.0,1.986364,501,ols
NUGT,GDX,2.0,1.980423,501,ols
JNUG,GDXJ,2.0,1.97121,501,ols
GUSH,XOP,2.0,2.01119,501,ols
URAA,URA,2.0,1.93287,424,ols
MSTU,MSTR,2.0,1.965712,366,ols
NVDX,NVDA,2.0,1.998099,501,ols
TSLT,TSLA,2.0,1.992735,501,ols
BTCL,IBIT,2.0,2.007104,415,ols
ETU,ETHA,2.0,1.989234,340,ols
CCUP,CRCL,2.0,1.981521,143,ols
CRWU,CRWV,2.0,1.989462,153,ols
AAPX,AAPL,2.0,1.994057,501,ols
GOOX,GOOGL,2.0,1.981928,501,ols
MSFX,MSFT,2.0,2.008602,501,ols
NFLU,NFLX,2.0,1.988892,359,ols
ROBN,HOOD,2.0,2.011848,274,ols
ARMU,ARM,2.0,1.996532,253,ols
DJTU,DJT,2.0,2.001832,253,ols
RBLU,RBLX,2.0,2.02081,253,ols
