underlying,sector,sector_source,sector_confidence,instrument_class,beta_to_spy,beta_source,net_notional_usd,gross_notional_usd
CRWV,software,override,1.0,letf,2.9560371998397836,computed,25674.04570926,128947.06265048
ASTS,space,override,1.0,letf,3.1275964903685827,computed,3939.193310069997,112869.03282049
BABA,china,override,1.0,letf,1.2750685159685997,computed,3033.5226427200014,38977.39735728
MSTR,crypto-equity,override,1.0,letf,2.9876593375766234,computed,3014.532023244002,67198.252589236
SPCX,industrials,vendor,0.75,letf,4.5820325777305735,computed,2049.28,4788.16
MARA,crypto-equity,override,1.0,letf,3.2762382230506915,computed,1838.1226408044024,54056.0373591956
RKLB,space,override,1.0,letf,3.291945060230445,computed,1825.1445106399988,54787.25860856
MU,semis,override,1.0,letf,3.1326068479669513,computed,1733.9913907400005,51814.56860925999
COIN,crypto-equity,override,1.0,letf,3.2022024296955967,computed,1507.1870300211922,80993.184692574
CRCL,software,override,1.0,letf,3.1689468075806984,computed,1283.4087750200017,52149.07122498
CRML,metals,override,1.0,letf,3.7775641300634892,computed,1226.521453600013,160702.9385464
BE,clean,override,1.0,letf,4.019097092966345,computed,1121.6814516999948,59535.0385483
FLY,evtol,override,1.0,letf,3.1095764040281897,computed,1014.3165836000009,51517.5234164
PL,space,override,1.0,letf,2.607056917553911,computed,1010.3765416499992,30650.42345835
META,mega-cap-tech,override,1.0,letf,1.4714403369055449,computed,1000.6326302099995,44520.73983379
AVAV,drones,override,1.0,letf,1.992515196802342,computed,714.34994568,15906.45005432
VALE,metals,vendor,0.75,letf,1.1506636800221295,computed,697.603002477,1662.916997523
HIMS,healthcare,override,1.0,letf,2.74231787188433,computed,664.1381701200025,31878.96182988
BMNR,crypto-equity,override,1.0,letf,5.124062379147417,computed,630.2772596307987,25723.5827403692
RCAT,drones,override,1.0,letf,3.4209458550412677,computed,402.1044858599962,49003.33551414
RKT,fintech,override,1.0,letf,2.0389880047764795,computed,393.5769977250011,9885.783002275
XRPZ,crypto,override,1.0,letf,2.773600442876195,computed,295.2058051536005,23929.7341948464
SMCI,semis,override,1.0,letf,3.6746002687213046,computed,291.65670159,67540.82329840999
BBAI,software,override,1.0,letf,3.1681985831412782,computed,278.3001350832001,18526.1798649168
PLUG,clean,override,1.0,letf,2.6831853344489143,computed,274.6110835251993,8445.7089164748
ETHA,crypto,override,1.0,letf,3.01391714102627,computed,239.4846205799995,18490.31537942
PLTR,software,override,1.0,letf,1.8002470213325619,computed,234.28533453999896,18863.63466546
LMND,insurtech,override,1.0,letf,2.5569308560513138,computed,231.5071059744,3284.9928940256
FIGR,software,override,1.0,letf,2.8547577216941775,computed,209.4046019999996,10414.555398
LRCX,semis,override,1.0,letf,2.8750344479982823,computed,199.3036605200001,1923.24803948
ARM,semis,override,1.0,letf,3.090349981718495,computed,197.1091161000004,5704.5508839
EWY,intl,override,1.0,letf,2.595726617518874,computed,179.4291205999998,17187.070879400002
FIG,software,override,1.0,letf,1.3166408469109596,computed,175.23049536000053,13804.04950464
SOEZ,broad,override,1.0,letf,2.764135750511124,computed,174.8456728200017,9544.16333832
NET,software,override,1.0,letf,1.5654468563563504,computed,164.57992864000016,7006.22007136
GEV,industrials,override,1.0,letf,1.9912511752461606,computed,160.87197680999998,6290.68802319
PONY,china,override,1.0,letf,3.3259036275205207,computed,151.83868960000018,6039.7613104
