underlying,symbol,leg_class,net_notional_usd,gross_notional_usd,_ratio_b1,_ratio_b2,_ratio_b4
AAOI,AAOI,spot,83713.84999999999,83713.84999999999,1.0,0.0,0.0
AAOI,AAOX,core_levered_etf,-90155.61192,90155.61192,1.0,0.0,0.0
ACHR,ACHR,spot,3647.2,3647.2,1.0,0.0,0.0
ACHR,ARCX,core_levered_etf,-3601.2241759999997,3601.2241759999997,1.0,0.0,0.0
ADBE,ADBE,spot,667.95,667.95,1.0,0.0,0.0
ADBE,ADBG,core_levered_etf,-743.3218730000001,743.3218730000001,1.0,0.0,0.0
AFRM,AFRM,spot,1089.14,1089.14,1.0,0.0,0.0
AFRM,AFRU,core_levered_etf,-1295.0703759499997,1295.0703759499997,1.0,0.0,0.0
ALAB,ALAB,spot,7931.55,7931.55,1.0,0.0,0.0
ALAB,LABX,core_levered_etf,-9135.721547840001,9135.721547840001,1.0,0.0,0.0
ALB,ALB,spot,1418.0264819999998,1418.0264819999998,1.0,0.0,0.0
ALB,ALBG,core_levered_etf,-1457.8667407655998,1457.8667407655998,1.0,0.0,0.0
AMAT,AMAT,spot,3531.96,3531.96,1.0,0.0,0.0
AMAT,AMA,core_levered_etf,-4132.9270764,4132.9270764,1.0,0.0,0.0
AMD,AMD,spot_b4_structural,28976.16,28976.16,0.27159766405202107,0.7651156572802631,-0.03671332133228419
AMD,DAMD,inverse_b4_etf,5136.858090000001,5136.858090000001,0.0,0.0,1.0
AMD,AMDG,core_levered_etf,-2904.0043958496,2904.0043958496,1.0,0.0,0.0
AMD,AMDL,core_levered_etf,-2994.2477972399997,2994.2477972399997,1.0,0.0,0.0
AMD,AMUU,core_levered_etf,-3006.7858844064003,3006.7858844064003,1.0,0.0,0.0
AMD,AMYY,yieldboost_etf,-25086.3131888502,25086.3131888502,0.0,1.0,0.0
AMKR,AMKR,spot,6927.36,6927.36,1.0,0.0,0.0
AMKR,AMKL,core_levered_etf,-7450.5846555,7450.5846555,1.0,0.0,0.0
AMPX,AMPX,spot,15847.920000000002,15847.920000000002,1.0,0.0,0.0
AMPX,AMPU,core_levered_etf,-15756.053025240002,15756.053025240002,1.0,0.0,0.0
AMZN,AMZN,spot,988.16,988.16,1.0,0.0,0.0
AMZN,AMZU,core_levered_etf,-498.18429170999997,498.18429170999997,1.0,0.0,0.0
AMZN,AMZZ,core_levered_etf,-723.9076564500001,723.9076564500001,1.0,0.0,0.0
ANET,ANET,spot,2400.97,2400.97,1.0,0.0,0.0
ANET,ANEL,core_levered_etf,-2564.2084644799997,2564.2084644799997,1.0,0.0,0.0
APH,APH,spot,1135.68,1135.68,1.0,0.0,0.0
APH,APHU,core_levered_etf,-1354.8579262399999,1354.8579262399999,1.0,0.0,0.0
APP,APP,spot,4683.87,4683.87,1.0,0.0,0.0
APP,APPX,core_levered_etf,-4845.594389496,4845.594389496,1.0,0.0,0.0
ARKK,ARKK,spot,1386.01,1386.01,1.0,0.0,0.0
ARKK,TARK,core_levered_etf,-1451.3573520000002,1451.3573520000002,1.0,0.0,0.0
ARM,ARM,spot,2950.83,2950.83,1.0,0.0,0.0
ARM,ARMG,core_levered_etf,-2753.7208838999995,2753.7208838999995,1.0,0.0,0.0
ASML,ASML,spot,1804.25,1804.25,1.0,0.0,0.0
ASML,ASMU,core_levered_etf,-1726.76026475,1726.76026475,1.0,0.0,0.0
ASTS,ASTS,spot_b4_structural,31768.399999999998,31768.399999999998,1.8384342008184233,0.0,-0.8384342008184235
ASTS,ASTN,inverse_b4_etf,26635.71306528,26635.71306528,0.0,0.0,1.0
ASTS,ASTX,core_levered_etf,-54464.91975521,54464.91975521,1.0,0.0,0.0
AVAV,AVAV,spot,8310.4,8310.4,1.0,0.0,0.0
AVAV,AVXX,core_levered_etf,-7596.05005432,7596.05005432,1.0,0.0,0.0
AVGO,AVGO,spot,3614.2016550000003,3614.2016550000003,1.0,0.0,0.0
AVGO,AVL,core_levered_etf,-1480.157874,1480.157874,1.0,0.0,0.0
AVGO,AVGG,core_levered_etf,-2310.5285216999996,2310.5285216999996,1.0,0.0,0.0
AXTI,AXTI,spot,192654.0,192654.0,1.0,0.0,0.0
AXTI,AXTX,core_levered_etf,-92942.37415932,92942.37415932,1.0,0.0,0.0
AXTI,AXTU,core_levered_etf,-107344.36828640001,107344.36828640001,1.0,0.0,0.0
BA,BA,spot,1784.88,1784.88,1.0,0.0,0.0
BA,BOEU,core_levered_etf,-714.0071134899999,714.0071134899999,1.0,0.0,0.0
BA,BOEG,core_levered_etf,-1104.905346948,1104.905346948,1.0,0.0,0.0
BABA,BABA,spot,21005.46,21005.46,0.2208846905147519,0.7791153094852481,0.0
BABA,BABU,core_levered_etf,-398.9661449999999,398.9661449999999,1.0,0.0,0.0
BABA,BABX,core_levered_etf,-1207.2957435,1207.2957435,1.0,0.0,0.0
BABA,BBYY,yieldboost_etf,-16365.675468779998,16365.675468779998,0.0,1.0,0.0
BBAI,BBAI,spot,9402.24,9402.24,1.0,0.0,0.0
BBAI,BAIG,core_levered_etf,-9123.9398649168,9123.9398649168,1.0,0.0,0.0
BE,BE,spot,30328.359999999997,30328.359999999997,1.0,0.0,0.0
BE,BEG,core_levered_etf,-8504.7961683,8504.7961683,1.0,0.0,0.0
BE,BEX,core_levered_etf,-20701.882380000003,20701.882380000003,1.0,0.0,0.0
BIDU,BIDU,spot,1175.1000000000001,1175.1000000000001,1.0,0.0,0.0
BIDU,BIDG,core_levered_etf,-1329.884179344,1329.884179344,1.0,0.0,0.0
