symbol,overlay_type,net_notional_usd,gross_notional_usd,n_legs
AMZO,flow_program,17068.84296858,17068.84296858,1
DUST,flow_program,15851.8382592,15851.8382592,1
ZSL,flow_program,13976.15418576,13976.15418576,1
SDS,flow_program,10511.6203496,10511.6203496,1
FAZ,flow_program,8655.842831439999,8655.842831439999,1
SQQQ,flow_program,7993.599075,7993.599075,1
TSLQ,flow_program,7482.18193464,7482.18193464,1
NVDQ,flow_program,6279.94687593,6279.94687593,1
LABD,flow_program,4651.17457196,4651.17457196,1
EWV,flow_program,3174.457489272,3174.457489272,1
SOXS,flow_program,1498.57853805,1498.57853805,1
TSYY,flow_program,-65.52719424,65.52719424,1
NVYY,flow_program,-96.02563875,96.02563875,1
TQQY,flow_program,-460.27222815,460.27222815,1
