symbol,target_net_usd,actual_net_usd,discrepancy_usd,abs_discrepancy_usd,target_gross_usd,actual_gross_usd,gross_gap_usd,under_exposed
SMYY,-322075.41932735924,-116753.76,205321.65932735923,205321.65932735923,322075.41932735924,116753.76,-205321.65932735923,True
MAAY,-303892.32270785054,-112676.84999999999,191215.47270785057,191215.47270785057,303892.32270785054,112676.84999999999,-191215.47270785057,True
MUYY,-342403.54171448125,-169258.89,173144.65171448124,173144.65171448124,342403.54171448125,169258.89,-173144.65171448124,True
MTYY,0.0,-145890.27,-145890.27,145890.27,0.0,145890.27,145890.27,False
IOYY,0.0,-126931.29000000001,-126931.29000000001,126931.29000000001,0.0,126931.29000000001,126931.29000000001,False
RTYY,0.0,-122597.04000000001,-122597.04000000001,122597.04000000001,0.0,122597.04000000001,122597.04000000001,False
AMYY,0.0,-107058.29,-107058.29,107058.29,0.0,107058.29,107058.29,False
HOYY,0.0,-78830.28,-78830.28,78830.28,0.0,78830.28,78830.28,False
QBY,0.0,-70769.77,-70769.77,70769.77,0.0,70769.77,70769.77,False
FBYY,-125193.85660214323,-57486.399999999994,67707.45660214324,67707.45660214324,125193.85660214323,57486.399999999994,-67707.45660214324,True
TMYY,0.0,-62296.549999999996,-62296.549999999996,62296.549999999996,0.0,62296.549999999996,62296.549999999996,False
BBYY,-89833.94366682383,-45353.159999999996,44480.78366682384,44480.78366682384,89833.94366682383,45353.159999999996,-44480.78366682384,True
POEL,-42136.20477536242,0.0,42136.20477536242,42136.20477536242,42136.20477536242,0.0,-42136.20477536242,True
HMYY,0.0,-37613.159999999996,-37613.159999999996,37613.159999999996,0.0,37613.159999999996,37613.159999999996,False
LITX,-8618.770355525345,-45208.1,-36589.32964447465,36589.32964447465,8618.770355525345,45208.1,36589.32964447465,False
ASTX,-18736.7811603926,-51648.955,-32912.17383960741,32912.17383960741,18736.7811603926,51648.955,32912.17383960741,False
COYY,-170508.55051117143,-199952.18999999997,-29443.639488828543,29443.639488828543,170508.55051117143,199952.18999999997,29443.639488828543,False
CWY,0.0,-27710.399999999998,-27710.399999999998,27710.399999999998,0.0,27710.399999999998,27710.399999999998,False
NBIG,-5438.392744362027,-33143.16,-27704.767255637977,27704.767255637977,5438.392744362027,33143.16,27704.767255637977,False
CRY,0.0,-26754.000000000004,-26754.000000000004,26754.000000000004,0.0,26754.000000000004,26754.000000000004,False
SNXX,-5821.825862733477,-24094.649999999998,-18272.82413726652,18272.82413726652,5821.825862733477,24094.649999999998,18272.82413726652,False
CRMU,-34227.51067085025,-50864.473000000005,-16636.962329149756,16636.962329149756,34227.51067085025,50864.473000000005,16636.962329149756,False
AAOX,-44498.94788247754,-59995.78,-15496.832117522456,15496.832117522456,44498.94788247754,59995.78,15496.832117522456,False
AXTX,-50428.11203710639,-65142.47,-14714.357962893613,14714.357962893613,50428.11203710639,65142.47,14714.357962893613,False
CRMX,0.0,-14561.25,-14561.25,14561.25,0.0,14561.25,14561.25,False
CORD,-21061.05579106987,-34361.91,-13300.854208930134,13300.854208930134,21061.05579106987,34361.91,13300.854208930134,False
IREZ,0.0,-13243.63,-13243.63,13243.63,0.0,13243.63,13243.63,False
RCAX,-17140.48053833758,-29665.36,-12524.879461662422,12524.879461662422,17140.48053833758,29665.36,12524.879461662422,False
RKLX,-6907.699693854213,-17824.0,-10916.300306145786,10916.300306145786,6907.699693854213,17824.0,10916.300306145786,False
LITZ,-18505.390515597268,-28669.86,-10164.469484402733,10164.469484402733,18505.390515597268,28669.86,10164.469484402733,False
QBTZ,-23099.999999999996,-13374.36,9725.639999999996,9725.639999999996,23099.999999999996,13374.36,-9725.639999999996,True
ASTN,0.0,-9612.630000000001,-9612.630000000001,9612.630000000001,0.0,9612.630000000001,9612.630000000001,False
AMZO,0.0,-9180.7053,-9180.7053,9180.7053,0.0,9180.7053,9180.7053,False
MSTZ,-5236.513621405801,-14023.59,-8787.0763785942,8787.0763785942,5236.513621405801,14023.59,8787.0763785942,False
IREG,-10644.2439413645,-19080.65,-8436.4060586355,8436.4060586355,10644.2439413645,19080.65,8436.4060586355,False
DUST,0.0,-8135.68,-8135.68,8135.68,0.0,8135.68,8135.68,False
RGTX,-6904.437849008299,-14707.5,-7803.062150991701,7803.062150991701,6904.437849008299,14707.5,7803.062150991701,False
CONI,-1002.4844658410076,-8450.82,-7448.335534158992,7448.335534158992,1002.4844658410076,8450.82,7448.335534158992,False
ONDG,-7739.183788044801,-15124.86,-7385.6762119551995,7385.6762119551995,7739.183788044801,15124.86,7385.6762119551995,False
ZSL,0.0,-7204.86,-7204.86,7204.86,0.0,7204.86,7204.86,False
NBIZ,-21653.25678186905,-14533.189,7120.067781869051,7120.067781869051,21653.25678186905,14533.189,-7120.067781869051,True
QBTX,-6671.234962518671,-13751.640000000001,-7080.4050374813305,7080.4050374813305,6671.234962518671,13751.640000000001,7080.4050374813305,False
XBTY,-145601.155708937,-139239.87,6361.285708937008,6361.285708937008,145601.155708937,139239.87,-6361.285708937008,True
RGTZ,0.0,-6132.4744,-6132.4744,6132.4744,0.0,6132.4744,6132.4744,False
BEG,0.0,-6104.26,-6104.26,6104.26,0.0,6104.26,6104.26,False
EOSU,-17126.91256125183,-11040.29,6086.622561251828,6086.622561251828,17126.91256125183,11040.29,-6086.622561251828,True
CRCA,0.0,-5982.27,-5982.27,5982.27,0.0,5982.27,5982.27,False
ONDL,-6024.215749579122,-11884.079999999998,-5859.8642504208765,5859.8642504208765,6024.215749579122,11884.079999999998,5859.8642504208765,False
SNDQ,-23099.999999999996,-17382.3,5717.699999999997,5717.699999999997,23099.999999999996,17382.3,-5717.699999999997,True
USGG,0.0,-5505.7384,-5505.7384,5505.7384,0.0,5505.7384,5505.7384,False
SDS,0.0,-5345.78,-5345.78,5345.78,0.0,5345.78,5345.78,False
BEX,-14880.55995737172,-9808.84,5071.719957371721,5071.719957371721,14880.55995737172,9808.84,-5071.719957371721,True
RKLZ,0.0,-5067.72,-5067.72,5067.72,0.0,5067.72,5067.72,False
MSTU,-1043.631868288527,-5618.160000000001,-4574.528131711474,4574.528131711474,1043.631868288527,5618.160000000001,4574.528131711474,False
OPEG,-2561.0276627241105,-6718.4016,-4157.37393727589,4157.37393727589,2561.0276627241105,6718.4016,4157.37393727589,False
CRCG,-11037.85131485573,-7387.339999999999,3650.511314855731,3650.511314855731,11037.85131485573,7387.339999999999,-3650.511314855731,True
TSLQ,0.0,-3625.3399999999997,-3625.3399999999997,3625.3399999999997,0.0,3625.3399999999997,3625.3399999999997,False
GEMG,0.0,-3432.879,-3432.879,3432.879,0.0,3432.879,3432.879,False
IREX,-9730.735080324775,-6299.9800000000005,3430.755080324775,3430.755080324775,9730.735080324775,6299.9800000000005,-3430.755080324775,True
NVDQ,0.0,-3258.255,-3258.255,3258.255,0.0,3258.255,3258.255,False
IRE,-9219.024843863515,-5982.18,3236.844843863515,3236.844843863515,9219.024843863515,5982.18,-3236.844843863515,True
FAZ,0.0,-3229.98,-3229.98,3229.98,0.0,3229.98,3229.98,False
NVTX,-18199.574930321585,-14984.199999999999,3215.3749303215864,3215.3749303215864,18199.574930321585,14984.199999999999,-3215.3749303215864,True
UNX,-1150.3451143235934,-4340.92,-3190.5748856764067,3190.5748856764067,1150.3451143235934,4340.92,3190.5748856764067,False
CRWG,-11125.667173103711,-7975.0,3150.6671731037113,3150.6671731037113,11125.667173103711,7975.0,-3150.6671731037113,True
LABX,-4181.956943284196,-7285.08,-3103.1230567158036,3103.1230567158036,4181.956943284196,7285.08,3103.1230567158036,False
SNAG,0.0,-2858.688,-2858.688,2858.688,0.0,2858.688,2858.688,False
CWVX,-10231.994387413111,-7516.08,2715.9143874131114,2715.9143874131114,10231.994387413111,7516.08,-2715.9143874131114,True
SQQQ,0.0,-2541.7000000000003,-2541.7000000000003,2541.7000000000003,0.0,2541.7000000000003,2541.7000000000003,False
KEEX,-4119.658853014192,-6631.01,-2511.3511469858086,2511.3511469858086,4119.658853014192,6631.01,2511.3511469858086,False
UECG,-6299.344578635104,-3841.8280000000004,2457.5165786351035,2457.5165786351035,6299.344578635104,3841.8280000000004,-2457.5165786351035,True
BAIG,-4753.276356888539,-7164.0492,-2410.772843111461,2410.772843111461,4753.276356888539,7164.0492,2410.772843111461,False
APPX,-3005.265306838259,-5375.860000000001,-2370.5946931617414,2370.5946931617414,3005.265306838259,5375.860000000001,2370.5946931617414,False
SBTU,-2330.3283370720046,-4669.4400000000005,-2339.111662927996,2339.111662927996,2330.3283370720046,4669.4400000000005,2339.111662927996,False
CCUP,-6006.445157124458,-3684.77,2321.675157124458,2321.675157124458,6006.445157124458,3684.77,-2321.675157124458,True
TXXS,-2317.63984050725,0.0,2317.63984050725,2317.63984050725,2317.63984050725,0.0,-2317.63984050725,True
FGRU,0.0,-2313.36,-2313.36,2313.36,0.0,2313.36,2313.36,False
ROBN,-1401.4792605454277,-3649.36,-2247.8807394545724,2247.8807394545724,1401.4792605454277,3649.36,2247.8807394545724,False
MRNX,0.0,-2175.15,-2175.15,2175.15,0.0,2175.15,2175.15,False
OSCX,0.0,-2159.3397,-2159.3397,2159.3397,0.0,2159.3397,2159.3397,False
BMNU,-4388.113007134355,-6527.696000000001,-2139.582992865646,2139.582992865646,4388.113007134355,6527.696000000001,2139.582992865646,False
BLSG,-1534.8934124311254,-3635.8498,-2100.9563875688746,2100.9563875688746,1534.8934124311254,3635.8498,2100.9563875688746,False
CRWU,-7906.306045634216,-5891.52,2014.786045634216,2014.786045634216,7906.306045634216,5891.52,-2014.786045634216,True
PLU,-7608.391430192554,-9480.92,-1872.5285698074458,1872.5285698074458,7608.391430192554,9480.92,1872.5285698074458,False
HODU,-1224.4746360756287,-3090.0,-1865.5253639243713,1865.5253639243713,1224.4746360756287,3090.0,1865.5253639243713,False
OPEX,-1106.4473354014772,-2968.5600000000004,-1862.1126645985232,1862.1126645985232,1106.4473354014772,2968.5600000000004,1862.1126645985232,False
BMNG,-4095.917701130013,-5907.110000000001,-1811.1922988699876,1811.1922988699876,4095.917701130013,5907.110000000001,1811.1922988699876,False
LABD,0.0,-1742.46,-1742.46,1742.46,0.0,1742.46,1742.46,False
SNDU,-5665.0848362397,-7398.919999999999,-1733.835163760299,1733.835163760299,5665.0848362397,7398.919999999999,1733.835163760299,False
FLYT,-20732.169519023744,-22429.300000000003,-1697.1304809762587,1697.1304809762587,20732.169519023744,22429.300000000003,1697.1304809762587,False
NEBX,-5372.258455052452,-7048.8,-1676.5415449475486,1676.5415449475486,5372.258455052452,7048.8,1676.5415449475486,False
AVXX,-5349.594394508032,-7004.16,-1654.5656054919682,1654.5656054919682,5349.594394508032,7004.16,1654.5656054919682,False
FIGG,-3418.4182612928967,-5026.8,-1608.3817387071035,1608.3817387071035,3418.4182612928967,5026.8,1608.3817387071035,False
EWV,0.0,-1598.04,-1598.04,1598.04,0.0,1598.04,1598.04,False
MPWX,-3472.3521757631447,-1899.52,1572.8321757631447,1572.8321757631447,3472.3521757631447,1899.52,-1572.8321757631447,True
HOOX,-1012.3279186307972,-2556.6525,-1544.3245813692029,1544.3245813692029,1012.3279186307972,2556.6525,1544.3245813692029,False
CIFG,-5739.484524746663,-4207.28,1532.204524746663,1532.204524746663,5739.484524746663,4207.28,-1532.204524746663,True
NBIL,-4665.268530405329,-6172.2,-1506.9314695946705,1506.9314695946705,4665.268530405329,6172.2,1506.9314695946705,False
HOOG,-971.2920901755592,-2463.2799999999997,-1491.9879098244405,1491.9879098244405,971.2920901755592,2463.2799999999997,1491.9879098244405,False
UXRP,-2766.463028968774,-4240.11,-1473.6469710312258,1473.6469710312258,2766.463028968774,4240.11,1473.6469710312258,False
HIMZ,-2726.69771893028,-4195.6046,-1468.9068810697195,1468.9068810697195,2726.69771893028,4195.6046,1468.9068810697195,False
PTIR,-710.648488252662,-2148.02,-1437.371511747338,1437.371511747338,710.648488252662,2148.02,1437.371511747338,False
ETHU,-1998.8121701255252,-3331.7200000000003,-1332.907829874475,1332.907829874475,1998.8121701255252,3331.7200000000003,1332.907829874475,False
MUU,-1827.0885501646103,-3146.19,-1319.1014498353898,1319.1014498353898,1827.0885501646103,3146.19,1319.1014498353898,False
UPSX,-2268.6929923973003,-3584.49,-1315.7970076026995,1315.7970076026995,2268.6929923973003,3584.49,1315.7970076026995,False
AMA,-1310.279573839625,0.0,1310.279573839625,1310.279573839625,1310.279573839625,0.0,-1310.279573839625,True
DAMD,-1086.9004526080714,-2382.9,-1295.9995473919287,1295.9995473919287,1086.9004526080714,2382.9,1295.9995473919287,False
UUUG,-8757.218726721081,-7530.4944000000005,1226.7243267210806,1226.7243267210806,8757.218726721081,7530.4944000000005,-1226.7243267210806,True
TEMT,-1949.4622313561904,-3119.12,-1169.6577686438095,1169.6577686438095,1949.4622313561904,3119.12,1169.6577686438095,False
ZETX,-868.7341399501139,-2032.844,-1164.1098600498863,1164.1098600498863,868.7341399501139,2032.844,1164.1098600498863,False
LMNX,-876.7249985204741,-2039.1304000000002,-1162.405401479526,1162.405401479526,876.7249985204741,2039.1304000000002,1162.405401479526,False
COHX,-4690.837982684125,-3531.1499999999996,1159.687982684125,1159.687982684125,4690.837982684125,3531.1499999999996,-1159.687982684125,True
CSEX,-6665.550914908618,-5515.4400000000005,1150.1109149086178,1150.1109149086178,6665.550914908618,5515.4400000000005,-1150.1109149086178,True
RDTL,-1615.4284439691614,-2749.6899999999996,-1134.2615560308382,1134.2615560308382,1615.4284439691614,2749.6899999999996,1134.2615560308382,False
UVIX,-10500.0,-9375.06,1124.9400000000005,1124.9400000000005,10500.0,9375.06,-1124.9400000000005,True
SMCL,-3776.256024117158,-2676.1800000000003,1100.0760241171579,1100.0760241171579,3776.256024117158,2676.1800000000003,-1100.0760241171579,True
ETU,-1749.9508963029118,-2823.96,-1074.0091036970882,1074.0091036970882,1749.9508963029118,2823.96,1074.0091036970882,False
XRPT,-2521.136701246998,-3568.6400000000003,-1047.5032987530021,1047.5032987530021,2521.136701246998,3568.6400000000003,1047.5032987530021,False
PAAU,0.0,-986.8499999999999,-986.8499999999999,986.8499999999999,0.0,986.8499999999999,986.8499999999999,False
SNOU,-1421.020869143303,-2406.61,-985.5891308566972,985.5891308566972,1421.020869143303,2406.61,985.5891308566972,False
INTW,-1458.6876810583983,-2432.16,-973.4723189416015,973.4723189416015,1458.6876810583983,2432.16,973.4723189416015,False
GLXU,-5692.304648541942,-6646.08,-953.7753514580581,953.7753514580581,5692.304648541942,6646.08,953.7753514580581,False
SMCX,-2250.782905153527,-1320.16,930.6229051535267,930.6229051535267,2250.782905153527,1320.16,-930.6229051535267,True
CRDU,-4109.746863230652,-5032.88,-923.1331367693483,923.1331367693483,4109.746863230652,5032.88,923.1331367693483,False
TXXD,-2261.174630900221,-3179.36,-918.1853690997791,918.1853690997791,2261.174630900221,3179.36,918.1853690997791,False
RKTL,-2934.753556629526,-3849.48,-914.726443370474,914.726443370474,2934.753556629526,3849.48,914.726443370474,False
ASMU,-161.05596807080488,-1062.25,-901.1940319291951,901.1940319291951,161.05596807080488,1062.25,901.1940319291951,False
ETHT,-1459.2413021841696,-2355.0,-895.7586978158304,895.7586978158304,1459.2413021841696,2355.0,895.7586978158304,False
CONL,-2414.039519378886,-3296.4399999999996,-882.4004806211137,882.4004806211137,2414.039519378886,3296.4399999999996,882.4004806211137,False
COIG,-1188.6359298974796,-2031.4799999999998,-842.8440701025202,842.8440701025202,1188.6359298974796,2031.4799999999998,842.8440701025202,False
KLAG,-901.4093936907136,-1736.4977,-835.0883063092863,835.0883063092863,901.4093936907136,1736.4977,835.0883063092863,False
XXRP,-3230.9713529108926,-4037.7959999999994,-806.8246470891067,806.8246470891067,3230.9713529108926,4037.7959999999994,806.8246470891067,False
PONX,-772.8611420261548,-1574.4,-801.5388579738453,801.5388579738453,772.8611420261548,1574.4,801.5388579738453,False
PALU,-77.72368973375791,-878.39,-800.6663102662421,800.6663102662421,77.72368973375791,878.39,800.6663102662421,False
ADBG,0.0,-798.33,-798.33,798.33,0.0,798.33,798.33,False
DLLL,-600.8307586133101,-1397.76,-796.9292413866899,796.9292413866899,600.8307586133101,1397.76,796.9292413866899,False
OKTG,-409.3481499412912,-1204.8834,-795.5352500587087,795.5352500587087,409.3481499412912,1204.8834,795.5352500587087,False
CWEB,-147.88415927385105,-926.0999999999999,-778.2158407261488,778.2158407261488,147.88415927385105,926.0999999999999,778.2158407261488,False
AMUU,-968.8913450178138,-1736.1000000000001,-767.2086549821863,767.2086549821863,968.8913450178138,1736.1000000000001,767.2086549821863,False
CONX,-1923.9302555066267,-2678.04,-754.1097444933732,754.1097444933732,1923.9302555066267,2678.04,754.1097444933732,False
AMDL,-1017.9839266741044,-1737.75,-719.7660733258956,719.7660733258956,1017.9839266741044,1737.75,719.7660733258956,False
AFRU,-498.04886444752594,-1213.5536,-715.504735552474,715.504735552474,498.04886444752594,1213.5536,715.504735552474,False
COIA,-2004.924177468928,-2717.0,-712.0758225310719,712.0758225310719,2004.924177468928,2717.0,712.0758225310719,False
LLYX,-158.04077716725328,-859.63,-701.5892228327467,701.5892228327467,158.04077716725328,859.63,701.5892228327467,False
LACG,-2034.9427108707712,-2733.1863,-698.2435891292287,698.2435891292287,2034.9427108707712,2733.1863,698.2435891292287,False
