run_date,underlying,plan_b4_usd,plan_b4_qty,etf_implied_short_usd,etf_implied_short_qty,b4_source,ledger_qty_b4,ibkr_qty,orphan_qty,orphan_frac,ledger_missing_b4,plan_exposure_active
2026-07-01,AMD,-1826.0144713856744,-3.14336897520386,-4828.4655042,-8.311899440877246,plan,0.0,53.0,2.999999999999943,0.056603773584904586,True,True
2026-07-01,ASTS,-46350.05759999998,-521.60767049291,-19287.70364448,-217.05720959351788,plan,0.0,495.0,9.0,0.01818181818181818,True,True
2026-07-01,AUR,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,False,False
2026-07-01,AXON,0.0,0.0,0.0,0.0,none,0.0,1.0,0.0,0.0,False,False
2026-07-01,BE,0.0,0.0,0.0,0.0,none,0.0,97.0,0.0,0.0,False,False
2026-07-01,BKNG,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,False,False
2026-07-01,BLSH,0.0,0.0,0.0,0.0,none,0.0,309.0,18.0,0.05825242718446602,False,False
2026-07-01,BMNR,0.0,0.0,0.0,0.0,none,0.0,1894.0,0.0,0.0,False,False
2026-07-01,CELH,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,False,False
2026-07-01,COIN,-1422.8313311594763,-9.732754163482292,-16310.927682000001,-111.57348438333676,plan,0.0,562.0,1.9999999999997726,0.00355871886120956,True,True
2026-07-01,CRCL,0.0,0.0,0.0,0.0,none,0.0,734.0,0.0,0.0,False,False
2026-07-01,CRWV,-29517.04961969684,0.0,0.0,0.0,none,-0.14136543450347672,0.0,8.999999999999993,0.0,True,True
2026-07-01,DASH,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,False,False
2026-07-01,DIA,0.0,0.0,0.0,0.0,none,-52.94117647058823,0.0,0.0,0.0,False,False
2026-07-01,DKNG,0.0,0.0,0.0,0.0,none,0.0,63.0,15.0,0.23809523809523808,False,False
2026-07-01,HOOD,0.0,0.0,0.0,0.0,none,0.0,498.0,4.0,0.008032128514056224,False,False
