underlying,net_notional_usd,gross_notional_usd,ratio_spot_b1,ratio_spot_b2,ratio_spot_b4,ratio_spot_source,net_bucket_1,net_bucket_2,net_bucket_4
AXTI,128446.56,128446.56,1.0,0.0,0.0,sleeve_balance,128446.56,0.0,0.0
CRML,118561.75,118561.75,1.0,0.0,0.0,sleeve_balance,118561.75,0.0,0.0
AAOI,113194.23999999999,113194.23999999999,1.0,0.0,0.0,sleeve_balance,113194.23999999999,0.0,0.0
COIN,82158.78,82158.78,0.22715390734708277,0.7728460926529171,0.0,sleeve_balance,18662.687899869357,63496.092100130634,0.0
IBIT,71573.5,71573.5,0.029252408325427706,0.961717789604253,0.0,sleeve_balance,2093.69724728,68833.50821424,0.0
RCAT,52025.25,52025.25,1.0,0.0,0.0,sleeve_balance,52025.25,0.0,0.0
ONDS,50799.6,50799.6,1.0,0.0,0.0,sleeve_balance,50799.6,0.0,0.0
HOOD,49939.44,49939.44,0.47022552757150965,0.5297744724284903,0.0,sleeve_balance,23482.799520625755,26456.640479374248,0.0
IONQ,49478.54,49478.54,0.39675277905412737,0.5970769582077402,0.0,sleeve_balance,19630.748248540804,29542.49615976,0.0
CRCL,45970.42,45970.42,0.7421798223818709,0.11322536217854874,0.0,sleeve_balance,34118.318150420004,5205.017454000001,0.0
ASTS,43985.7,43985.7,1.0,0.0,0.0,sleeve_balance,43985.7,0.0,0.0
FLY,42306.6,42306.6,1.0,0.0,0.0,sleeve_balance,42306.6,0.0,0.0
IREN,41614.299999999996,41614.299999999996,1.0,0.0,0.0,sleeve_balance,41614.299999999996,0.0,0.0
RIOT,35621.38,35621.38,0.08613284982950378,0.9138671501704962,0.0,sleeve_balance,3068.170974259689,32553.20902574031,0.0
NBIS,34521.25,34521.25,1.0,0.0,0.0,sleeve_balance,34521.25,0.0,0.0
MARA,31308.06,31308.06,0.027113748269167747,0.9708696446394313,0.0,sleeve_balance,848.878857636,30396.045086549995,0.0
MU,31165.829999999998,31165.829999999998,0.3058049026430049,0.6941950973569952,0.0,sleeve_balance,9530.663608938441,21635.16639106156,0.0
SMCI,31031.14,31031.14,0.2559830296290941,0.7440169703709061,0.0,sleeve_balance,7943.445230044566,23087.694769955437,0.0
MSTR,30947.08,30947.08,0.30012374055173024,0.6998762594482697,0.0,sleeve_balance,9287.953408753641,21659.12659124636,0.0
AMD,30788.23,30788.23,0.2870643275062547,0.7129356724937453,0.0,sleeve_balance,8838.202540057897,21950.027459942106,0.0
NVTS,30679.040000000005,30679.040000000005,0.9700805027015185,0.0,0.0,sleeve_balance,29761.1385456,0.0,0.0
META,29878.816785999996,29878.816785999996,0.042952183231075296,0.8655181906974729,0.0,sleeve_balance,1283.3604133200001,25860.6594448,0.0
BE,29361.899999999998,29361.899999999998,1.0,0.0,0.0,sleeve_balance,29361.899999999998,0.0,0.0
XRPZ,25231.05,25231.05,0.9382365853623215,0.0,0.0,sleeve_balance,23672.694197106,0.0,0.0
