underlying,sector,sector_source,sector_confidence,instrument_class,beta_to_spy,beta_source,net_notional_usd,gross_notional_usd
CRWV,software,override,1.0,letf,2.920453197830077,computed,20357.964253150007,117088.36999427
CRCL,software,override,1.0,letf,3.033920107686827,computed,6647.084395579997,85293.75560442
IREN,crypto-equity,override,1.0,letf,3.374373396812159,computed,5563.741373699995,130782.46280482
COIN,crypto-equity,override,1.0,letf,3.114041313298173,computed,4121.342887670005,192818.07247633
META,mega-cap-tech,override,1.0,letf,1.4465829767171845,computed,2734.7969278799947,57022.83664412
MSTR,crypto-equity,override,1.0,letf,3.0464572926156737,computed,2234.818507570002,115554.67870315
SPCX,industrials,vendor,0.75,letf,4.322250491268095,computed,1601.82,3993.86
XRPZ,crypto,override,1.0,letf,2.694504240973505,computed,1558.3558028940006,48903.744197106
GLXY,crypto-equity,override,1.0,letf,3.853850090168674,computed,1503.1071021194002,37647.7728978806
TSM,semis,override,1.0,letf,2.105903438152244,computed,1161.5265969193997,46595.4734030806
WULF,crypto-equity,override,1.0,letf,3.122762118623215,computed,1039.02618644,19066.77381356
NVTS,semis,override,1.0,letf,4.257920064257825,computed,917.9014544000056,60440.17854560001
CLSK,crypto-equity,override,1.0,letf,3.317578998332596,computed,814.2728491500002,15976.42715085
CIFR,crypto-equity,override,1.0,letf,3.984591099129745,computed,798.04904704,17576.95095296
ETHA,crypto,override,1.0,letf,2.96948281034266,computed,771.5183892800014,34803.36161072001
IBIT,crypto,override,1.0,letf,1.802702866980832,computed,646.2945384799968,142500.70546152
ACHR,evtol,override,1.0,letf,2.956593445672337,computed,522.5244676800012,12257.93553232
KEEL,industrials,override,1.0,letf,4.003667720688266,computed,511.9408365500003,26994.139163450003
GDX,metals,override,1.0,letf,1.7025260061014063,computed,468.88930527,7830.610694729999
BMNR,crypto-equity,override,1.0,letf,5.025233074402912,computed,369.6270024159967,50048.652997584
UUUU,nuclear,override,1.0,letf,2.677426564567237,computed,353.9833125567984,30386.016687443203
LAC,metals,override,1.0,letf,2.087658167721897,computed,337.88147605090035,11266.0185239491
EOSE,clean,override,1.0,letf,3.844981710659709,computed,325.64934788999744,44432.91065211
HUT,crypto-equity,override,1.0,letf,4.566000476906745,computed,323.903699171,22995.986300829
GDXJ,metals,override,1.0,letf,1.9556840709779264,computed,323.101332,3213.898668
LEU,nuclear,override,1.0,letf,3.245878264789174,computed,314.18610336000074,12443.93389664
IONQ,quantum,override,1.0,letf,3.359187887182876,computed,305.29559169919685,98651.7844083008
DUOL,software,override,1.0,letf,0.8903104989326522,computed,293.3689840127995,7758.031015987201
QCOM,semis,override,1.0,letf,2.0044471744887926,computed,281.6410275799999,2317.28249042
STX,software,vendor,0.75,letf,2.3890121676758564,computed,245.14675008000015,9404.85324992
OSCR,healthcare,override,1.0,letf,1.5139451573525755,computed,227.93527052190075,8841.4247294781
TDOG,software,override,1.0,letf,2.1078261861245338,computed,216.97884927999985,12972.26595072
ORCL,mega-cap-tech,override,1.0,letf,1.826240798068687,computed,188.6590451100003,7138.840954890001
NIO,china,override,1.0,letf,1.2113307687486528,computed,180.5480577052001,2329.2119422948
NEM,metals,override,1.0,letf,1.5127235716511667,computed,178.50337662350012,2630.9312633765
FCX,metals,override,1.0,letf,2.1368187311172027,computed,176.40665609799998,2968.093343902
OKLO,nuclear,override,1.0,letf,3.9422013919229637,computed,172.12643984999886,46296.91356015
SOFI,fintech,override,1.0,letf,2.546608447289008,computed,155.4419681345007,10745.9980318655
SOUN,software,override,1.0,letf,3.0227970436445264,computed,148.29727103999994,8857.942728959999
SHOP,software,override,1.0,letf,2.1492424343633747,computed,146.46499834320002,5334.1750016568
UEC,nuclear,override,1.0,letf,2.793883792120053,computed,144.27237982399856,15504.607620176002
BULL,crypto-equity,override,1.0,letf,2.5193406213489884,computed,140.97788150040014,4396.9421184996
