date,a_px,b_px,cash,a_shares,b_shares,equity,h_used,rebalance,beta_notional,ret,cum_return,drawdown,beta_exposure_frac
2022-03-31,48.48351796262661,49.81328558230157,200000.0,-1031.2783003605962,-1003.7482855329819,100000.0,0.5,True,50000.0,0.0,0.0,0.0,0.5
2022-04-01,49.19407814166188,51.205032610482185,199979.86794234376,-1031.2783003605962,-1003.7482855329819,97850.11895517242,0.5,False,50068.60689404692,-0.02149881044827573,-0.02149881044827573,-0.02149881044827573,0.5116867248468506
2022-04-04,50.4869894310471,54.18203023031811,199959.20677700615,-1031.2783003605962,-1003.7482855329819,93507.95017585452,0.5,False,49747.153351169276,-0.04437571283185826,-0.06492049824145474,-0.06492049824145474,0.5320098799900215
2022-04-05,50.50194178262832,54.46948500510141,199938.53949260674,-1031.2783003605962,-1003.7482855329819,93183.33061837302,0.5,False,49489.46118526242,-0.0034715717419857572,-0.06816669381626983,-0.06816669381626983,0.5310977924575767
2022-04-06,50.23208048121072,54.50412192711924,199917.9826455503,-1031.2783003605962,-1003.7482855329819,93406.3091244841,0.5,False,48898.0902256528,0.0023929012263392835,-0.0659369087551589,-0.0659369087551589,0.5234987945031156
2022-04-07,48.33530655554388,54.89777748032196,199898.202029363,-1031.2783003605962,-1003.7482855329819,94947.49921190902,0.5,False,44590.755558575045,0.01649984997663201,-0.050525007880909856,-0.050525007880909856,0.46963591383333814
2022-04-08,49.20782797966103,54.04542083648983,199878.06434475852,-1031.2783003605962,-1003.7482855329819,94883.10063592193,0.5,False,47245.93190106768,-0.0006782545777572757,-0.05116899364078065,-0.05116899364078065,0.4979383218341072
2022-04-11,49.50488865055315,55.13304581227965,199857.80509181126,-1031.2783003605962,-1003.7482855329819,93464.78745444122,0.5,False,46766.934643879,-0.014948006251639612,-0.06535212545558777,-0.06535212545558777,0.5003695607468773
2022-04-12,48.415345896593,55.78911000398031,199837.99172053047,-1031.2783003605962,-1003.7482855329819,93910.0725750155,0.5,False,43861.16773731142,0.004764201927825784,-0.06089927424984509,-0.06089927424984509,0.46705498712371946
2022-04-13,48.06098991246227,55.24992229219578,199818.32336497866,-1031.2783003605962,-1003.7482855329819,94797.05259778483,0.5,False,43671.4972045217,0.009444993475655306,-0.052029474022151745,-0.052029474022151745,0.46068412474611253
2022-04-14,48.285601409596914,56.55528212042893,199798.56308999707,-1031.2783003605962,-1003.7482855329819,93235.40267020414,0.5,False,42824.51844094198,-0.016473612678725602,-0.06764597329795852,-0.06764597329795852,0.4593160667994594
2022-04-15,47.65404489081012,56.62742160870837,199779.06127157633,-1031.2783003605962,-1003.7482855329819,93794.80149737977,0.5,False,41449.48748671007,0.005999854252298986,-0.06205198502620235,-0.06205198502620235,0.44191668221471736
2022-04-18,47.69537543830591,55.31487903489742,199759.5425391489,-1031.2783003605962,-1003.7482855329819,95050.1218263297,0.5,False,42852.19643841071,0.013383687676816525,-0.04949878173670297,-0.04949878173670297,0.4508378907362987
2022-04-19,45.69030477433698,55.847906684274086,199740.8443566685,-1031.2783003605962,-1003.7482855329819,96564.18392108657,0.5,False,38181.59911632568,0.015929091574688137,-0.03435816078913423,-0.03435816078913423,0.39540125091854084
2022-04-20,47.29580812670399,56.2247390333248,199721.4891421371,-1031.2783003605962,-1003.7482855329819,94510.86311380984,0.5,False,41114.795828937225,-0.0212637928877929,-0.0548913688619016,-0.0548913688619016,0.4350271966030704
2022-04-21,47.35248977337373,57.63714913187111,199702.11073135483,-1031.2783003605962,-1003.7482855329819,93015.32593590302,0.5,False,39814.000718530326,-0.01582397122017498,-0.06984674064096985,-0.06984674064096985,0.4280369962469003
2022-04-22,46.10565280196654,58.8949874175594,199683.24257291885,-1031.2783003605962,-1003.7482855329819,93019.74066742926,0.5,False,35979.77587039384,4.746240989672579e-05,-0.06980259332570737,-0.06980259332570737,0.3867972068319484
2022-04-25,43.390600604132416,58.78139101649293,199665.4855154416,-1031.2783003605962,-1003.7482855329819,95915.98021873785,0.5,False,30493.849231261665,0.031135751728909256,-0.04084019781262149,-0.04084019781262149,0.31792251053182147
2022-04-26,44.55708674530525,58.138212627246766,199647.25108818457,-1031.2783003605962,-1003.7482855329819,95340.36315191563,0.5,False,33545.38212688519,-0.006001263454843642,-0.0465963684808437,-0.0465963684808437,0.35184869259868323
2022-04-27,45.21927816807439,58.187278352999314,199628.74566741762,-1031.2783003605962,-1003.7482855329819,94589.70444805939,0.5,False,34861.93977875609,-0.007873461764144385,-0.05410295551940614,-0.05410295551940614,0.3685595592266524
2022-04-28,45.49446393924699,58.765177955445125,199610.12763033545,-1031.2783003605962,-1003.7482855329819,93707.22756143376,0.5,False,34849.46027234751,-0.009329523670413953,-0.06292772438566241,-0.06292772438566241,0.37189725039619237
2022-04-29,46.52462986684299,59.52779386591034,199591.0880108061,-1031.2783003605962,-1003.7482855329819,91860.32576235416,0.5,False,36208.76139349909,-0.019709278004930608,-0.08139674237645844,-0.08139674237645844,0.3941719245278142
2022-05-02,47.57485221544872,60.02604986900825,199571.61860099155,-1031.2783003605962,-1003.7482855329819,90257.66122500277,0.5,False,37874.780821974695,-0.017446754341994608,-0.09742338774997228,-0.09742338774997228,0.4196295395640364
2022-05-03,47.844934899675714,59.9379334247933,199552.03866323593,-1031.2783003605962,-1003.7482855329819,90047.99760550869,0.5,False,38520.28837487561,-0.002322945405946353,-0.0995200239449131,-0.0995200239449131,0.4277750688430536
2022-05-04,47.57987621001512,61.499559328541366,199532.5671974148,-1031.2783003605962,-1003.7482855329819,88734.39609112556,0.5,False,36406.11050140663,-0.014587792614088824,-0.11265603908874444,-0.11265603908874444,0.4102818310051884
2022-05-05,47.12394994487031,60.51991364557101,199513.2823136825,-1031.2783003605962,-1003.7482855329819,90168.6157459128,0.5,False,36449.054448501316,0.016163063231020125,-0.09831384254087194,-0.09831384254087194,0.4042321615672967
2022-05-06,47.66059299465089,64.44148149520699,199493.7778155326,-1031.2783003605962,-1003.7482855329819,85659.41590981153,0.5,False,33619.64410738402,-0.05000852900756281,-0.14340584090188468,-0.14340584090188468,0.3924804267026666
2022-05-09,49.39408588760285,65.73518403880298,199473.56390722227,-1031.2783003605962,-1003.7482855329819,82552.93668704639,0.5,False,35896.51960592122,-0.03626547285865078,-0.17447063312953615,-0.17447063312953615,0.43483031672153516
2022-05-10,49.30660850746138,63.9593146599664,199453.38579792937,-1031.2783003605962,-1003.7482855329819,84405.4979460035,0.5,False,37498.61840243437,0.02244088863828142,-0.15594502053996506,-0.15594502053996506,0.4442674863007533
2022-05-11,51.20156274882155,64.30760551960746,199432.43220245023,-1031.2783003605962,-1003.7482855329819,82080.72280800181,0.5,False,41057.4724277849,-0.027542934934036034,-0.17919277191998184,-0.17919277191998184,0.5002084658029148
2022-05-12,51.72280909034912,65.614387529439,199411.2652934627,-1031.2783003605962,-1003.7482855329819,80210.3256559208,0.5,False,40820.892308170616,-0.02278728900153737,-0.197896743440792,-0.197896743440792,0.5089231588870552
2022-05-13,52.25920983343286,65.09584786856215,199389.87886921858,-1031.2783003605962,-1003.7482855329819,80156.2440806231,0.5,False,42447.73249703573,-0.0006742470480631813,-0.19843755919376893,-0.19843755919376893,0.5295623938459587
2022-05-16,55.54224357646371,62.75775557341632,199367.14890471313,-1031.2783003605962,-1003.7482855329819,79094.64879024882,0.5,False,51566.03154678491,-0.013244074776089909,-0.20905351209751188,-0.20905351209751188,0.6519534802352169
2022-05-17,57.931474166179775,61.19745273226172,199343.4411776435,-1031.2783003605962,-1003.7482855329819,78173.13070316843,0.5,False,58060.10617196992,-0.011650827219982562,-0.21826869296831575,-0.21826869296831575,0.7427117943175415
2022-05-18,60.46266476754906,62.08211164762191,199318.69759266064,-1031.2783003605962,-1003.7482855329819,74650.05030734249,0.5,False,62392.85518493332,-0.04506766409552454,-0.25349949692657503,-0.25349949692657503,0.8358045966219052
2022-05-19,59.31639372270951,59.46527200812562,199294.4231046837,-1031.2783003605962,-1003.7482855329819,78434.54857589937,0.5,False,62655.25457684309,0.050696526699924416,-0.21565451424100623,-0.21565451424100623,0.7988221480769152
2022-05-20,62.70807858280057,57.39509599958929,199268.76061234254,-1031.2783003605962,-1003.7482855329819,76989.0507050046,0.5,False,71728.73219190989,-0.01842935156942982,-0.23010949294995398,-0.23010949294995398,0.9316744593559099
2022-05-23,62.62940301177446,58.21713532535789,199243.13031698912,-1031.2783003605962,-1003.7482855329819,76219.43625493799,0.5,False,70741.33880969355,-0.009996414334494275,-0.2378056374506201,-0.2378056374506201,0.928127289909081
2022-05-24,62.32406236503205,57.940464103544166,199217.62497845443,-1031.2783003605962,-1003.7482855329819,76786.53036415865,0.5,False,70389.26470783836,0.0074402821259902385,-0.23213469635841344,-0.23213469635841344,0.9166876582913516
2022-05-25,59.09618523381882,56.9869043185298,199193.44060803152,-1031.2783003605962,-1003.7482855329819,81048.31963474752,0.5,False,64688.719423898896,0.05550178202319356,-0.18951680365252488,-0.18951680365252488,0.7981500383404021
2022-05-26,59.62790357464368,56.33146099669016,199169.03863856624,-1031.2783003605962,-1003.7482855329819,81133.4681890464,0.5,False,66443.3187080523,0.0010505900021444692,-0.18866531810953602,-0.18866531810953602,0.8189384749735453
