date,a_px,b_px,cash,a_shares,b_shares,equity,h_used,rebalance,beta_notional,ret,cum_return,drawdown,beta_exposure_frac
2022-03-31,53.8811864840657,52.23580049751119,200000.0,-929.8757922289531,-955.2297190175315,100000.0,0.5,True,49897.189031893446,0.0,0.0,0.0,0.49897189031893446
2022-04-01,52.93666898035857,50.4297815675639,199980.46645753726,-929.8757922289531,-955.2297190175315,102583.91337456493,0.5,False,49872.99301758014,0.02583913374564939,0.02583913374564939,0.0,0.4861677759891918
2022-04-04,55.842104823971525,51.17624001972381,199959.86081409958,-929.8757922289531,-955.2297190175315,99148.5739767623,0.5,False,54541.16712566333,-0.03348809072294956,-0.008514260232377002,-0.03348809072294956,0.5500953260149387
2022-04-05,56.94223518499598,52.25045711384707,199938.84922439564,-929.8757922289531,-955.2297190175315,97078.4537030624,0.5,False,55552.61555718259,-0.02087897173574149,-0.029215462969375938,-0.053667865559002714,0.572244544882261
2022-04-06,55.54151316963174,51.85239954669058,199918.35449877652,-929.8757922289531,-955.2297190175315,98740.69288920036,0.5,False,53338.54788718012,0.017122637647508432,-0.012593071107996345,-0.03746416332677627,0.5401881061036584
2022-04-07,55.90950049485205,52.12574133689469,199897.72398644884,-929.8757922289531,-955.2297190175315,98116.7756698508,0.5,False,53759.000062860854,-0.006318744593474479,-0.018832243301492024,-0.043546181440780596,0.5479083438672339
2022-04-08,57.04376807067607,52.52863542111377,199876.67493127962,-929.8757922289531,-955.2297190175315,96656.1422511502,0.5,False,55474.94237423522,-0.014886683839014703,-0.03343857748849799,-0.057784607044290115,0.5739412010681099
2022-04-11,56.76883691233907,50.83032743334636,199855.72732524876,-929.8757922289531,-955.2297190175315,98513.12073574666,0.5,False,56588.01136907112,0.019212213950887014,-0.01486879264253338,-0.039682563327005926,0.5744210613412989
2022-04-12,58.017059523841056,49.57615337153748,199834.31912715847,-929.8757922289531,-955.2297190175315,98529.04488456863,0.5,False,60097.892725377045,0.00016164495351533859,-0.014709551154313716,-0.03952733285959509,0.6099510331779276
2022-04-13,59.26008793351686,49.83000722474068,199812.45225366057,-929.8757922289531,-955.2297190175315,97108.82723899354,0.5,False,62157.640719411655,-0.014414202910816187,-0.028911727610064553,-0.05337178077404969,0.6400822920704842
2022-04-14,60.19832262284663,49.99397111612727,199790.2391731289,-929.8757922289531,-955.2297190175315,96057.54925152645,0.5,False,63738.739985908745,-0.010825771635361248,-0.03942450748473547,-0.06361976169897854,0.6635474304992834
