date,a_px,b_px,cash,a_shares,b_shares,equity,h_used,rebalance,beta_notional,ret,cum_return,drawdown,beta_exposure_frac
2022-03-31,49.40492862153817,48.24561162052895,200000.0,-1016.7377850489803,-1031.5579102671695,100000.0,0.5,True,49768.1423028343,0.0,0.0,0.0,0.497681423028343
2022-04-01,49.16837512387865,47.22104516470549,199958.98229995527,-1016.7377850489803,-1031.5579102671695,101256.39481131028,0.5,False,50348.45676571124,0.012563948113102796,0.012563948113102796,0.0,0.49723730397013255
2022-04-04,46.31756155199538,46.41673178072253,199920.34283217223,-1016.7377850489803,-1031.5579102671695,104945.98105377279,0.5,False,45434.60840307713,0.03643805657250576,0.049459810537727966,0.0,0.4329332857424726
2022-04-05,46.00607062981593,46.21315224661824,199881.96321924875,-1016.7377850489803,-1031.5579102671695,105434.3101099027,0.5,False,45017.05061814205,0.004653146802064745,0.05434310109902696,0.0,0.4269677543412305
2022-04-06,46.14786082244581,45.37850753507398,199843.46532078958,-1016.7377850489803,-1031.5579102671695,106112.63311950349,0.5,False,46163.70017567971,0.006433607891906501,0.061126331195034966,0.0,0.43504433749834853
2022-04-07,45.71376091694391,46.22471486197337,199805.3295611985,-1016.7377850489803,-1031.5579102671695,105642.95127453329,0.5,False,44416.20569740053,-0.004426257563896696,0.05642951274533292,-0.004426257563896696,0.4204370018211303
2022-04-08,47.80374905012864,44.44205824028632,199765.45027223253,-1016.7377850489803,-1031.5579102671695,105317.01561964583,0.5,False,50465.82572805594,-0.0030852569996880908,0.053170156196458374,-0.007497858421453341,0.47918017265428525
2022-04-11,46.47164846897319,42.75530628505157,199726.68226062582,-1016.7377850489803,-1031.5579102671695,108372.62692446662,0.5,False,49522.020293150694,0.029013462704414072,0.08372626924466609,0.0,0.4569605969565218
2022-04-12,45.85814765764648,42.4338371949852,199688.4260493825,-1016.7377850489803,-1031.5579102671695,109289.75415202172,0.5,False,48617.61201931366,0.008462720278934688,0.09289754152021712,0.0,0.4448505936950568
2022-04-13,44.86827927453326,42.28171702201449,199650.99561536533,-1016.7377850489803,-1031.5579102671695,110415.68107308025,0.5,False,46780.24145109169,0.010302218444854239,0.10415681073080263,0.0,0.4236738930236684
2022-04-14,44.27572886010528,40.804349213306566,199614.05950427623,-1016.7377850489803,-1031.5579102671695,112505.20380733322,0.5,False,47110.41848274113,0.018924148399446894,0.1250520380733322,0.0,0.41873990614174966
2022-04-15,45.46859974490944,40.222235034551815,199576.12826532248,-1016.7377850489803,-1031.5579102671695,111854.92015288741,0.5,False,50114.184163336606,-0.005780031789102247,0.11854920152887405,-0.005780031789102247,0.4480284291011848
2022-04-18,47.217886263932826,39.85284747813007,199536.73772026904,-1016.7377850489803,-1031.5579102671695,110418.00856284722,0.5,False,54019.52256212019,-0.012846208178202367,0.10418008562847225,-0.018551988475665193,0.4892274662911857
2022-04-19,46.43497523057108,39.49449949491128,199498.000302553,-1016.7377850489803,-1031.5579102671695,111544.94307179944,0.5,False,52811.84562812713,0.010206075291702144,0.1154494307179943,-0.008535256175156491,0.47345799974215874
2022-04-20,45.63969139451506,39.67647512752885,199459.9263339291,-1016.7377850489803,-1031.5579102671695,112127.74582582986,0.5,False,51021.86606472145,0.0052248245234682855,0.1212774582582985,-0.0033550268674662487,0.45503337009891087
2022-04-21,44.37381516905109,39.05687721691005,199422.90839636538,-1016.7377850489803,-1031.5579102671695,114016.94320377437,0.5,False,49110.65187748953,0.016848616406496264,0.1401694320377438,0.0,0.43073117466162514
2022-04-22,45.88355076422129,40.55929110281331,199384.63099310582,-1016.7377850489803,-1031.5579102671695,110893.83364697311,0.5,False,50602.49459760671,-0.027391626797251933,0.10893833646973117,-0.027391626797251933,0.4563147736302281
2022-04-25,47.22539567498287,41.09021426382626,199345.23418348155,-1016.7377850489803,-1031.5579102671695,108942.45442841492,0.5,False,52758.236303462065,-0.017596823505717674,0.08942454428414925,-0.044506444680683765,0.48427618581082194
2022-04-26,47.13813090548785,40.30163985702988,199305.9101726864,-1016.7377850489803,-1031.5579102671695,109805.31597323398,0.5,False,53395.883830575694,0.007920342435336236,0.09805315973233975,-0.036938608527797845,0.48627776676669654
2022-04-27,45.55770512646736,40.429307158955815,199267.90459941095,-1016.7377850489803,-1031.5579102671695,111242.49279076997,0.5,False,50080.098203102825,0.013088408378027161,0.11242492790769965,-0.02433366774309864,0.450188565059359
2022-04-28,44.12882525447179,40.58730486537097,199231.0910396166,-1016.7377850489803,-1031.5579102671695,112495.49160327282,0.5,False,47038.34508236958,0.011263670752682087,0.12495491603272812,-0.013344083412079932,0.41813537957819014
2022-04-29,44.352937411941,41.8722521011922,199194.09051888995,-1016.7377850489803,-1031.5579102671695,110905.13029857108,0.5,False,46164.367154076004,-0.014137111470300723,0.10905130298571075,-0.027292548087715085,0.41625096178865223
2022-05-02,45.00224543298629,41.28147308788241,199156.54832637578,-1016.7377850489803,-1031.5579102671695,110816.83487132432,0.5,False,48081.953087267844,-0.0007961347415494924,0.10816834871324321,-0.02806695428354644,0.4338867207595174
2022-05-03,42.77093430682156,42.11471789280705,199120.86755902052,-1016.7377850489803,-1031.5579102671695,112190.27216643191,0.5,False,42726.98239200194,0.01239376035872497,0.12190272166431915,-0.016021049030211065,0.3808439142443416
2022-05-04,42.462698965327625,42.192548732962514,199085.443930624,-1016.7377850489803,-1031.5579102671695,112387.95603759463,0.5,False,42025.69253940103,0.0017620411052168272,0.12387956037594638,-0.014287237671934072,0.37393412978649704
2022-05-05,44.251241005654265,43.83062605567383,199048.528248021,-1016.7377850489803,-1031.5579102671695,108842.79046257082,0.5,False,43939.30290028023,-0.03154399901923588,0.08842790462570815,-0.045380560080058974,0.4036951158045714
2022-05-06,44.04649084535722,45.30444196797127,199011.7833740046,-1016.7377850489803,-1031.5579102671695,107493.89635041519,0.5,False,42006.46556482987,-0.01239304970428412,0.07493896350415197,-0.05721120624766274,0.39078000696797355
2022-05-09,45.754339445454775,45.564530183373805,198973.61376261534,-1016.7377850489803,-1031.5579102671695,105450.99648019801,0.5,False,45178.97812990105,-0.01900479877999406,0.054509964801980004,-0.0751287175649592,0.4284357629411774
2022-05-10,46.54002949892065,45.30296584143784,198934.78870554865,-1016.7377850489803,-1031.5579102671695,104883.14942440327,0.5,False,47031.72942822216,-0.005384937788628474,0.04883149424403266,-0.0801090918833609,0.4484202628003774
2022-05-11,45.33166530703359,45.91710241038612,198896.9717013176,-1016.7377850489803,-1031.5579102671695,105440.40451648104,0.5,False,43963.71637708488,0.005313104108104927,0.054404045164810455,-0.07522161572043806,0.4169532218573105
2022-05-12,45.03720920664618,45.747008358988175,198859.40034099837,-1016.7377850489803,-1031.5579102671695,105877.67966367281,0.5,False,43545.93649335901,0.004147130781572583,0.05877679663672808,-0.07138643881685924,0.41128533069184603
2022-05-13,44.92846972435638,47.7478517398129,198821.9196943433,-1016.7377850489803,-1031.5579102671695,103886.77274069299,0.5,False,41262.872856716014,-0.018803839763999908,0.03886772740693001,-0.08884793942402436,0.39719082389545757
2022-05-16,43.90634638421843,47.87990172339329,198785.2917329451,-1016.7377850489803,-1031.5579102671695,104753.15899508052,0.5,False,39067.38013952962,0.008339716708209544,0.04753158995080531,-0.08124918936071934,0.3729470358155435
2022-05-17,42.88886236188667,47.43473481391735,198749.5125865489,-1016.7377850489803,-1031.5579102671695,106211.1097467317,0.5,False,37476.66692432436,0.013917964533362248,0.06211109746731691,-0.06846204816324408,0.3528507235607486
2022-05-18,44.570909302690325,46.93034049509051,198712.3302272805,-1016.7377850489803,-1031.5579102671695,104984.03865600185,0.5,False,41385.80480051403,-0.011553133129442728,0.049840386560018546,-0.0792242301359426,0.3942104469434796
2022-05-19,43.52987016629324,45.564937010269006,198676.01633338083,-1016.7377850489803,-1031.5579102671695,107414.68135326586,0.5,False,40696.91233222237,0.023152497545159356,0.07414681353265862,-0.05790597138452269,0.3788766285902594
2022-05-20,44.7552284534268,46.24033521210843,198638.68020967304,-1016.7377850489803,-1031.5579102671695,105434.76480111878,0.5,False,42468.93365384758,-0.01843245753004208,0.054347648011187744,-0.07527107955628376,0.40279820165537034
2022-05-23,44.304939097753234,45.33830198483484,198601.7197305473,-1016.7377850489803,-1031.5579102671695,106786.13003502962,0.5,False,42492.23360569784,0.012817074486388913,0.06786130035029614,-0.06341876010323855,0.39791903304070375
2022-05-24,44.3119848854912,46.63754483853054,198564.75337361888,-1016.7377850489803,-1031.5579102671695,105401.75571639468,0.5,False,41166.18453611035,-0.012963989969304257,0.05401755716394674,-0.07556058990269876,0.39056450489189687
2022-05-25,44.97475309949561,45.190302783058335,198527.23411601532,-1016.7377850489803,-1031.5579102671695,106183.2889632771,0.5,False,43994.37999370513,0.0074148029278118255,0.06183288963277089,-0.06870605385812478,0.4143248944654591
2022-05-26,44.34222233583143,45.370565593739016,198490.24253411932,-1016.7377850489803,-1031.5579102671695,106603.46378071969,0.5,False,42534.06649647167,0.003957071037683724,0.06603463780719676,-0.06502085755627651,0.3989932877224613
2022-05-27,45.01226153041842,46.731532633510845,198452.691985883,-1016.7377850489803,-1031.5579102671695,104480.74275039346,0.5,False,42480.08051850497,-0.019912308240683463,0.044807427503934516,-0.0836384504392258,0.4065828725968259
