etf,underlying,pair_frac_merged
TXXS,TSUI,0.09999999994442081
FBYY,META,0.09999999988697551
XBTY,IBIT,0.09012617661634739
SMZ,SMR,0.07191596382391532
ASMU,ASML,0.06917289819529127
BABU,BABA,0.0603935176149066
CLSZ,CLSK,0.03537163469111387
SOFA,SOFI,0.03356755582197415
FBL,META,0.03150256940018932
METU,META,0.0271410445996177
SPXL,SPY,0.020999209578757016
COPZ,COPX,0.019888558025286197
SNXX,SNDK,0.019576630988209113
LITX,LITE,0.01639654686168166
CWEB,KWEB,0.016351259574326163
FCXG,FCX,0.016176107159291082
BITX,IBIT,0.0156441848266725
BTCL,IBIT,0.01505263714721447
BITU,IBIT,0.014798354480540246
ZETX,ZETA,0.013179937762061856
MEXX,EWW,0.009629072329603916
ASTN,ASTS,0.006924019369425825
URAA,URA,0.00581549273579076
CRMU,CRML,0.004660050031292209
SMYY,SMCI,0.003905401463968837
MRNX,MRNA,0.002028492229082515
COYY,COIN,0.0018190441004458141
SMU,SMR,0.001192375764324079
WDCX,WDC,0.0008375267196931509
RCAX,RCAT,0.0008299687001003631
YINN,FXI,0.0008298797234100153
ASMG,ASML,0.0008298786197977141
BABX,BABA,0.000829878437497311
OPEG,OPEN,0.0008298771675687704
FGRU,FIGR,0.0008298767867661687
AAPB,AAPL,0.0008298766850678393
LEUX,LEU,0.0008298766690780505
TQQQ,QQQ,0.0008298766317325365
BEZ,BE,0.000829876548556957
UECG,UEC,0.0008298763956328018
DNNG,DNN,0.0008298763353209646
JNUG,GDXJ,0.000829876246583751
GOOX,GOOGL,0.0008298762393318493
NVTX,NVTS,0.0008298761189978702
URTY,IWM,0.0008298761059242913
GGLL,GOOGL,0.0008298761013347095
COHX,COHR,0.0008298760738972001
NUGT,GDX,0.0008298760581118135
NUG,NU,0.000829876006437978
UBRL,UBER,0.0008298759974222069
BOEU,BA,0.0008298759892936639
RDWU,RDW,0.0008298759823662891
MSFU,MSFT,0.0008298759408234727
BOEG,BA,0.0008298759350110915
CLSX,CLSK,0.0008298759254293771
NVDG,NVDA,0.0008298758943720903
NVDU,NVDA,0.0008298758928560524
NVDL,NVDA,0.0008298758813464231
BULX,BULL,0.0008298758698557158
NVDB,NVDA,0.0008298758052909142
AMZZ,AMZN,0.0008298757441481821
AMZU,AMZN,0.0008298757303326842
LRCU,LRCX,0.0008298757274241667
MTYY,MSTR,0.0008298757227030475
TSMU,TSM,0.0008298757216826717
TSMG,TSM,0.0008298757030514071
KORU,EWY,0.0008298756985340423
PALU,PANW,0.0008298756924643452
PANG,PANW,0.000829875686640032
XXRP,XRPZ,0.0008298756788623856
UXRP,XRPZ,0.000829875678131581
KLAG,KLAC,0.0008298756684814997
ASTX,ASTS,0.0008298756670436116
AVGG,AVGO,0.0008298756633237107
IOYY,IONQ,0.000829875654465427
SOLX,GSOL,0.0008298756530584472
GUSH,XOP,0.000829875652507318
SOXL,SOXX,0.0008298756512105045
TSLI,TSLA,0.0008298756475332838
LLYX,LLY,0.000829875644902343
XRPT,XRPZ,0.0008298756425982171
XRPK,XRPZ,0.0008298756409853937
ETRL,ETOR,0.0008298756399406248
ETHU,ETHA,0.0008298756280030293
LACG,LAC,0.0008298756245058654
AVL,AVGO,0.0008298756243658311
NFXL,NFLX,0.0008298756241843946
NFLU,NFLX,0.0008298756231565283
SOFX,SOFI,0.0008298756227685954
MUU,MU,0.0008298756192710998
ETU,ETHA,0.0008298756166207515
GDXU,GDX,0.0008298756165444726
PLUL,PLUG,0.0008298756146909749
XPEG,XPEV,0.0008298756137834044
ELIL,LLY,0.0008298756108147283
AVGX,AVGO,0.0008298756098962614
VRTL,VRT,0.0008298756076176346
QCMU,QCOM,0.0008298756064299404
ANEL,ANET,0.0008298756062177936
TSLL,TSLA,0.0008298756058309039
INTW,INTC,0.0008298756043827182
CVNX,CVNA,0.0008298756042105892
OKLL,OKLO,0.0008298756027726385
TSLR,TSLA,0.0008298756022501891
CRMG,CRM,0.0008298756003204837
CEGX,CEG,0.0008298755977112638
TSLT,TSLA,0.000829875597426391
MULL,MU,0.0008298755972209139
ETHT,ETHA,0.0008298755948853001
SATG,SATS,0.0008298755945944825
NIOG,NIO,0.000829875591020846
GEVX,GEV,0.0008298755895215272
AMDL,AMD,0.0008298755878910415
MSTX,MSTR,0.0008298755872735707
TXXD,TDOG,0.0008298755868171583
AMUU,AMD,0.0008298755863458751
PONX,PONY,0.0008298755852437871
TSLG,TSLA,0.000829875584812248
SOLT,SOEZ,0.0008298755840984762
OSCX,OSCR,0.0008298755812854588
AVGU,AVGO,0.00082987558038803
BU,B,0.0008298755796405536
UNHG,UNH,0.000829875579624063
COIA,COIN,0.0008298755790113573
TERG,TER,0.0008298755787724413
BMNG,BMNR,0.00082987557838038
COZX,CORZ,0.0008298755783055092
OPEX,OPEN,0.0008298755760133161
ROBN,HOOD,0.0008298755749253914
AMDG,AMD,0.0008298755741730612
RBLU,RBLX,0.0008298755736115413
ARCX,ACHR,0.0008298755729476106
PYPG,PYPL,0.0008298755706566005
MSTU,MSTR,0.0008298755705037352
HOOX,HOOD,0.0008298755698595629
GLXU,GLXY,0.0008298755691040418
CIFG,CIFR,0.0008298755672863042
CONL,COIN,0.0008298755608515609
CRWL,CRWD,0.0008298755592133866
HOOG,HOOD,0.0008298755589514986
NVOX,NVO,0.0008298755584056763
WULX,WULF,0.0008298755582199121
TTDU,TTD,0.000829875557972912
BMNU,BMNR,0.0008298755570850261
SBTU,SBET,0.0008298755569818472
NEMG,NEM,0.0008298755556341667
DKNX,DKNG,0.0008298755543263563
ARMG,ARM,0.0008298755540050357
KEEX,KEEL,0.0008298755531095288
QSU,QS,0.0008298755524493705
MPL,MP,0.0008298755518410249
BAIG,BBAI,0.0008298755472637525
XYZG,XYZ,0.0008298755462399173
ONDL,ONDS,0.0008298755461209853
NEBX,NBIS,0.000829875544935273
COIG,COIN,0.00082987554449828
MPG,MP,0.0008298755431655611
CONX,COIN,0.0008298755428348454
PLTZ,PLTR,0.0008298755419167252
CIFU,CIFR,0.0008298755404106357
VSTL,VST,0.000829875537258283
RKLX,RKLB,0.0008298755340037868
USGG,USAR,0.0008298755332487034
CRCG,CRCL,0.0008298755332022469
RIOX,RIOT,0.0008298755326691761
UPSX,UPST,0.0008298755302016204
HODU,HOOD,0.0008298755299611062
JOBX,JOBY,0.0008298755285543463
UUUG,UUUU,0.0008298755282060777
ORCX,ORCL,0.0008298755272987078
MAAY,MARA,0.0008298755271655515
SHPU,SHOP,0.0008298755261612547
RDTL,RDDT,0.0008298755210797252
DLLL,DELL,0.0008298755209876742
HMYY,HIMS,0.000829875520951844
CRCA,CRCL,0.0008298755193739991
HUTG,HUT,0.0008298755193307408
ONDG,ONDS,0.0008298755167941929
CNCG,CNC,0.0008298755162147752
TEMT,TEM,0.000829875516000889
PLTA,PLTR,0.000829875513426983
QUBX,QUBT,0.0008298755133169936
CCUP,CRCL,0.0008298755128349054
GLGG,GLXY,0.0008298755118992111
IREG,IREN,0.0008298755114040483
NBIG,NBIS,0.0008298755112607719
AFRU,AFRM,0.0008298755106375098
PTIR,PLTR,0.000829875509942673
QBY,QBTS,0.0008298755069766665
NOWL,NOW,0.0008298755061826326
BLSG,BLSH,0.0008298755061054248
PLTU,PLTR,0.0008298755050661857
SNOU,SNOW,0.0008298755048270741
BEX,BE,0.0008298755047684064
NBIL,NBIS,0.0008298755041241687
SNAG,SNAP,0.0008298755038398519
DUOG,DUOL,0.0008298755035930424
MVLL,MRVL,0.0008298755020844903
RKTL,RKT,0.0008298755013556796
HIMZ,HIMS,0.000829875500013054
LINT,INTC,0.0008298754990893574
LMNX,LMND,0.0008298754984408871
PLTG,PLTR,0.0008298754945355994
CRWG,CRWV,0.0008298754937731015
ORCU,ORCL,0.0008298754916479524
QBTX,QBTS,0.0008298754915797277
IONX,IONQ,0.0008298754895862285
IRE,IREN,0.0008298754893017096
FIGG,FIG,0.0008298754891168136
SOUX,SOUN,0.000829875488898895
CWVX,CRWV,0.0008298754873806662
QPUX,IONQ,0.0008298754873064625
KTUP,KTOS,0.0008298754858993796
OKTG,OKTA,0.0008298754833656461
IONL,IONQ,0.0008298754832212744
APPX,APP,0.000829875483087591
BEG,BE,0.0008298754818808068
RGTX,RGTI,0.0008298754804854293
IREX,IREN,0.0008298754789189798
RGTU,RGTI,0.0008298754772099528
CRWU,CRWV,0.0008298754738573728
AVXX,AVAV,0.0008298754725845719
CSEX,CLS,0.0008298754724441685
FLYT,FLY,0.0008298754714079876
CORD,CRWV,0.0008298754688032197
ETHD,ETHA,0.0008298754677445681
QBTZ,QBTS,0.0008298754656652887
SRPU,SRPT,0.0008298754652933566
CRDU,CRDO,0.0008298754645559329
NBIZ,NBIS,0.0008298754642592926
GEMG,GEMI,0.0008298754629326459
ZSL,SLV,0.0008298754603582846
IREZ,IREN,0.0008298754592368804
LABX,ALAB,0.0008298754567297974
CRCD,CRCL,0.000829875456558011
UNX,U,0.0008298754531951315
LUNL,LUNR,0.0008298754527926222
MSDD,MSTR,0.0008298754489025662
MSTZ,MSTR,0.0008298754459705154
CONI,COIN,0.0008298754455042495
BMNZ,BMNR,0.000829875442068427
