Date,Equity,PnL,BorrowCost,AddTotal,ActivePairs,GrossShort,GrossShort_pct_equity,LegSplitX,MaxSumBorrow,PairsKept
2006-07-14 00:00:00-04:00,1.0,0.0,0.0,0.0002,3,0.0002,0.0002,0,0.2,12
2006-07-17 00:00:00-04:00,0.9999998067978172,-1.6778895523254333e-07,2.5413227513227513e-08,0.00019999996135956346,3,0.00039999996135956347,0.00040000003864044405,0,0.2,12
2006-07-18 00:00:00-04:00,1.000002673506302,2.917534934811588e-06,5.0826450116564e-08,0.00020000053470126038,3,0.0006000004960608239,0.0005999988919600051,0,0.2,12
2006-07-19 00:00:00-04:00,1.0000213739239772,1.877665742095394e-05,7.623974557221541e-08,0.00020000427478479544,3,0.0008000047708456193,0.000799987671969936,0,0.2,12
2006-07-20 00:00:00-04:00,1.0000047125774907,-1.6559692970102414e-05,1.0165351626583581e-07,0.00020000094251549814,3,0.0010000057133611176,0.0010000010007789107,0,0.2,12
2006-07-21 00:00:00-04:00,0.9999902096457526,-1.4375864874504539e-05,1.2706686354086727e-07,0.00019999804192915053,3,0.001200003755290268,0.0012000155038671533,0,0.2,12
2006-07-24 00:00:00-04:00,1.0000317367090836,4.1679543173371236e-05,1.524798422495949e-07,0.00020000634734181674,3,0.0014000101026320848,0.001399965672328815,0,0.2,12
2006-07-25 00:00:00-04:00,1.0000475089924932,1.595017728593781e-05,1.7789387629503086e-07,0.00020000950179849866,3,0.0016000196044305835,0.0015999435927224475,0,0.2,12
2006-07-26 00:00:00-04:00,1.0000444061465883,-2.8995375938336615e-06,2.0330831116509352e-07,0.00020000888122931768,3,0.0018000284856599014,0.001799948556880433,0,0.2,12
2006-07-27 00:00:00-04:00,1.000030091464952,-1.4085958969064898e-05,2.287226671818273e-07,0.0002000060182929904,3,0.002000034503952892,0.001999974321795683,0,0.2,12
2006-07-28 00:00:00-04:00,1.0000809510766837,5.1113748391225826e-05,2.5413665941629983e-07,0.00020001619021533674,3,0.0022000506941682284,0.002199872612111711,0,0.2,12
2006-07-31 00:00:00-04:00,1.000081304729854,6.332051146434301e-07,2.7955194415765654e-07,0.00020001626094597082,3,0.0024000669551141993,0.002399871834183037,0,0.2,12
2006-08-01 00:00:00-04:00,1.0000344523821771,-4.654738043885792e-05,3.049672378864817e-07,0.00020000689047643545,3,0.0026000738455906345,0.002599984269938912,0,0.2,12
2006-08-02 00:00:00-04:00,1.0000714674492963,3.734544846021211e-05,3.303813409459358e-07,0.00020001429348985927,3,0.0028000881390804937,0.0027998880382240866,0,0.2,12
2006-08-03 00:00:00-04:00,1.0000940953180946,2.298366518275473e-05,3.557963846777122e-07,0.00020001881906361893,3,0.0030001069581441124,0.0029998246886858027,0,0.2,12
2006-08-04 00:00:00-04:00,1.0000832106329725,-1.050347311854784e-05,3.8121200345666624e-07,0.0002000166421265945,3,0.0032001236002707064,0.0031998573381161804,0,0.2,12
2006-08-07 00:00:00-04:00,1.0000599325890764,-2.2871416550372386e-05,4.06627345620641e-07,0.0002000119865178153,3,0.003400135586788522,0.0033999318200718617,0,0.2,12
2006-08-08 00:00:00-04:00,1.000018582011616,-4.091853536399609e-05,4.320420962143902e-07,0.00020000371640232324,3,0.0036001393031908453,0.003600072406603567,0,0.2,12
2006-08-09 00:00:00-04:00,0.9999876368863989,-3.048766942126812e-05,4.574557959565066e-07,0.0001999975273772798,3,0.003800136830568125,0.003800183812672306,0,0.2,12
2006-08-10 00:00:00-04:00,1.0000267492730988,3.9595255409006854e-05,4.828687092831154e-07,0.00020000534985461976,3,0.004000142180422745,0.004000035182389247,0,0.2,12
2006-08-11 00:00:00-04:00,0.9999982399316653,-2.8001058816996997e-05,5.08282616581706e-07,0.00019999964798633307,3,0.004200141828409078,0.004200149220958724,0,0.2,12
2006-08-14 00:00:00-04:00,1.00001353082568,1.582458981387084e-05,5.336957993659165e-07,0.00020000270616513598,3,0.004400144534574214,0.004400084997791132,0,0.2,12
2006-08-15 00:00:00-04:00,1.0001578771737594,0.0001449054574503013,5.591093707410954e-07,0.0002000315754347519,3,0.0046001761100089664,0.004599449961848142,0,0.2,12
