n_2x_etfs_total,n_2x_etfs_with_expense_ratio,avg_expense_ratio_short_2x_etfs,avg_expense_ratio_long_underlyings,fee_differential_short_minus_long
236,228,0.011107894736842105,0.0,0.011107894736842105
