ETF,Underlying,Beta_base,Delta,Beta_trial,Borrow_annual,CAGR,AnnVol,MaxDD,TotalReturn,TradingDays,Sharpe,Sortino,DownsideSemivar,DownsideDev
AAPU,AAPL,1.7792982219561535,-0.2,1.423438577564923,0.07045000000000001,-0.0505734824835512,0.08675935360586412,-0.15795387296822472,-0.14787000643786397,777,-0.5548233976680355,-0.794778363414881,1.4556251093483497e-05,0.0605654627288345
AAPU,AAPL,1.7792982219561535,-0.1,1.6013683997605381,0.07045000000000001,-0.012875532697265935,0.054303562647495994,-0.09279391616730626,-0.0391695831017419,777,-0.21154302706534486,-0.3126431135045815,5.357421301037089e-06,0.03674330099298846
AAPU,AAPL,1.7792982219561535,0.0,1.7792982219561535,0.07045000000000001,0.017344938083421857,0.03491139982380646,-0.056378284468858064,0.05445254174008762,777,0.5100167712377802,0.7892313063244706,2.019734537298696e-06,0.02256043225204853
AAPU,AAPL,1.7792982219561535,0.1,1.957228044151769,0.07045000000000001,0.04207271607190832,0.03307303290043992,-0.037503546632871365,0.13549591892763257,777,1.262704732818433,2.0028941912770177,1.7251827520041023e-06,0.020850564824604484
AAPU,AAPL,1.7792982219561535,0.2,2.135157866347384,0.07045000000000001,0.06265787706214643,0.043418356816415746,-0.046676440328444535,0.20609037857852064,777,1.4215462862455739,2.2843152457271385,2.897051126644238e-06,0.027019564835769432
AMUU,AMD,2.007613199942562,-0.2,1.6060905599540498,0.05,-0.18525087578335586,0.19026015538532143,-0.26863753502141696,-0.15900384027450176,213,-0.9799189169567698,-1.2388111734284677,8.988044398846013e-05,0.15049874379904954
AMUU,AMD,2.007613199942562,-0.1,1.806851879948306,0.05,-0.04356590539271876,0.1020902788951564,-0.1343818883859137,-0.03694983339875468,213,-0.38464402458684355,-0.48837526416985727,2.5655406578396666e-05,0.08040623394834483
AMUU,AMD,2.007613199942562,0.0,2.007613199942562,0.05,0.0791089433644756,0.0528804663984287,-0.04180919688589846,0.06646852943052384,213,1.4666445148444018,1.9204194401349788,6.472134746538108e-06,0.04038536809449189
AMUU,AMD,2.007613199942562,0.1,2.2083745199368185,0.05,0.18536768461976139,0.07158310507042932,-0.025381961459549074,0.15457842954390677,213,2.411900965363667,4.5521177495821945,5.708374966203503e-06,0.03792770084625857
AMUU,AMD,2.007613199942562,0.2,2.4091358399310745,0.05,0.2777420510621875,0.1138680076704078,-0.04453687182756538,0.23018332907715622,213,2.2097719391892174,4.218333639178293,1.4119390813891936e-05,0.05964969811407907
AMZU,AMZN,1.7303499640948146,-0.2,1.3842799712758518,0.063716,0.01192410970841462,0.11687663268298092,-0.14286277632345779,0.037224640425360445,777,0.15954000319422504,0.24824495310584377,2.238892170574065e-05,0.07511330288202381
AMZU,AMZN,1.7303499640948146,-0.1,1.557314967685333,0.063716,0.0484640986061895,0.07617957477346594,-0.08525788410101809,0.15710691496798668,777,0.6592031242006275,1.0712524324935573,8.720299865094514e-06,0.04687766596156231
AMZU,AMZN,1.7303499640948146,0.0,1.7303499640948146,0.063716,0.07691415528486023,0.052202944678547226,-0.03956345231931335,0.25668089775555925,777,1.4456627919610938,2.533958978097692,3.519851240849057e-06,0.029782587407644126
AMZU,AMZN,1.7303499640948146,0.1,1.903384960504296,0.063716,0.0995989599783853,0.04822042617991277,-0.04174416298722017,0.34010600909059896,777,1.9934111715822205,3.4615552204020448,3.0599391879385816e-06,0.027768771585371266
AMZU,AMZN,1.7303499640948146,0.2,2.0764199569137776,0.063716,0.1180532602363411,0.05871918970018002,-0.05630220526343588,0.4106719084782491,777,1.9300970835121636,3.2101891099662256,4.946028808978396e-06,0.035304380179555
AVL,AVGO,1.9869899974318104,-0.2,1.5895919979454485,0.088786,-0.017072345695563818,0.15248416236305234,-0.22624342262257047,-0.022430948159745556,332,-0.036856111677920515,-0.05455408508617117,4.211273165629939e-05,0.10301654419260747
AVL,AVGO,1.9869899974318104,-0.1,1.7882909976886294,0.088786,0.04730665805502987,0.08315689457074309,-0.09796090707451144,0.06278770085674767,332,0.597281658555516,0.9593833039163872,1.0635796742582378e-05,0.05177084873875219
AVL,AVGO,1.9869899974318104,0.0,1.9869899974318104,0.088786,0.09788653455298557,0.04920456787606303,-0.01548942078869242,0.13092249388280597,332,1.9226151571383632,4.796159005916355,1.5438598804844182e-06,0.019724418619621556
AVL,AVGO,1.9869899974318104,0.1,2.1856889971749918,0.088786,0.13837852279333118,0.06578248398349966,-0.03043704512518286,0.18619335045202323,332,2.0031902850930567,4.2534482430608005,3.8087467973071226e-06,0.030980706785375234
AVL,AVGO,1.9869899974318104,0.2,2.3843879969181723,0.088786,0.17134705155654406,0.09855460305936789,-0.06200919867686494,0.23165914979969093,332,1.6539724990332563,3.0514279619022875,1.1324097776773864e-05,0.05341977760855069
BITX,IBIT,2.000648298920917,-0.2,1.6005186391367336,0.077364,0.09621491261783222,0.1293477086712159,-0.1397644387850251,0.2087165602799037,520,0.7749512315744568,1.1528051272409645,3.0002254150720843e-05,0.08695152699051152
BITX,IBIT,2.000648298920917,-0.1,1.8005834690288252,0.077364,0.12249289109146022,0.06401190596726036,-0.05523641037277971,0.26926837325506625,520,1.837534702802149,2.98995194026204,6.14134733729014e-06,0.039339795741680145
BITX,IBIT,2.000648298920917,0.0,2.000648298920917,0.077364,0.1404313087529363,0.03349551516050716,-0.02144346488867588,0.31148008537691196,520,3.940841030797886,7.4411984722149365,1.2487193413003708e-06,0.017739145244562757
BITX,IBIT,2.000648298920917,0.1,2.2007131288130086,0.077364,0.15295375314600834,0.058349814683661745,-0.05244109739700087,0.3413692278908631,520,2.4690337137258354,4.151376282315616,4.7791235937302034e-06,0.03470358980883694
BITX,IBIT,2.000648298920917,0.2,2.4007779587051004,0.077364,0.16185023491980455,0.09248775451530991,-0.09797580814405416,0.3628147260610197,520,1.668661772515677,2.669999041506648,1.325813243248034e-05,0.057801811156615555
BOEU,BA,1.992723882981301,-0.2,1.5941791063850408,0.052192,-0.0616860924082685,0.07508751436168759,-0.0706459471098938,-0.049276804087268755,200,-0.8102652736242184,-1.093524072750807,1.2283798162538596e-05,0.05563737176538559
BOEU,BA,1.992723882981301,-0.1,1.793451494683171,0.052192,-0.0038655107878186046,0.03970856303797977,-0.02694705617183002,-0.0030690911445239166,200,-0.07768154518105035,-0.11001035634975188,3.1198690802499116e-06,0.02803938316409578
BOEU,BA,1.992723882981301,0.0,1.992723882981301,0.052192,0.04366144714982223,0.02397828753012316,-0.007085498698769621,0.034498520167937974,200,1.7943785198700593,2.8599513197688005,8.981453550192303e-07,0.015044355402105006
BOEU,BA,1.992723882981301,0.1,2.1919962712794314,0.052192,0.08335062545689542,0.035155850240668245,-0.021630552226595934,0.06560064552827094,200,2.2951714145990336,3.768885391803391,1.8188591158808714e-06,0.021409168531308722
BOEU,BA,1.992723882981301,0.2,2.391268659577561,0.052192,0.11695460526037516,0.052933373033349995,-0.0397522583740918,0.0917505792546831,200,2.1164103618744243,3.463388481975097,4.151986560782034e-06,0.03234657034860222
BRKU,BRK-B,1.9505781175679453,-0.2,1.5604624940543563,0.066122,0.015181837860269498,0.053872541020987603,-0.047923568660934945,0.017430239187636642,289,0.3065211557316093,0.496021876273231,4.3979838215903436e-06,0.03329101865429724
BRKU,BRK-B,1.9505781175679453,-0.1,1.7555203058111508,0.066122,0.024379973194794458,0.030948435926050618,-0.021312771305696865,0.028009271366798094,289,0.7937775443013139,1.3608659328550448,1.293134810901987e-06,0.01805186894333384
BRKU,BRK-B,1.9505781175679453,0.0,1.9505781175679453,0.066122,0.03146808887761221,0.018936009958784694,-0.004474312952831183,0.03617103799112287,289,1.645760262903878,2.789853649926048,4.951613138097164e-07,0.011170525998360532
BRKU,BRK-B,1.9505781175679453,0.1,2.14563592932474,0.066122,0.03708508139487665,0.02241692322090081,-0.006413392764879067,0.04264470145513943,289,1.6357169458848455,2.5956191088451916,7.919282731884093e-07,0.01412678041322506
BRKU,BRK-B,1.9505781175679453,0.2,2.3406937410815343,0.066122,0.04163857459039977,0.03255304379362126,-0.018196701218911704,0.047896447741167636,289,1.2695553842948288,1.9297915314397307,1.8199739635957736e-06,0.02141572877177275
BULU,BULL,1.9669758291994583,-0.2,1.5735806633595668,0.34915799999999997,0.6558313957311068,0.16534509029883804,-0.06087043335493936,0.30233504045670534,132,3.135423022683149,5.3746177254891725,3.692148771662763e-05,0.09645835839672041
BULU,BULL,1.9669758291994583,-0.1,1.7702782462795126,0.34915799999999997,0.3563590286333487,0.095545961689742,-0.030854931635309724,0.17311100513979216,132,3.239700216219688,5.841359326418075,1.1143097650956563e-05,0.052991137070656016
BULU,BULL,1.9669758291994583,0.0,1.9669758291994583,0.34915799999999997,0.14965583638608537,0.06382141487197658,-0.011242342016845597,0.07578631620012133,132,2.2176686644737864,3.7231634574522268,5.734577524318439e-06,0.03801464896757889
BULU,BULL,1.9669758291994583,0.1,2.1636734121194046,0.34915799999999997,0.0003306891440939541,0.07914555338993111,-0.04626129100811094,0.00017320448689828183,132,0.043709225192206366,0.06391845374602094,1.1623748232369e-05,0.05412194152612218
BULU,BULL,1.9669758291994583,0.2,2.36037099503935,0.34915799999999997,-0.11156710156214289,0.11164421918283719,-0.11607410124611584,-0.06008389098040745,132,-1.0035513798323805,-1.3884488364737153,2.5839934213377048e-05,0.08069487853495423
CSCL,CSCO,2.009064455214202,-0.2,1.6072515641713616,0.056103999999999994,-0.04958150063959743,0.06044192891947015,-0.048975844376000555,-0.031185521956736406,157,-0.8110701058323436,-1.1435247417316508,7.292925024723165e-06,0.04286976914132193
CSCL,CSCO,2.009064455214202,-0.1,1.8081580096927816,0.056103999999999994,-0.0006492779042923669,0.03133735591917911,-0.016030709293109013,-0.0004045599606290473,157,-0.005069458776287373,-0.007587142673437078,1.7397660410335664e-06,0.020938506210817876
CSCL,CSCO,2.009064455214202,0.0,2.009064455214202,0.056103999999999994,0.03967038837378478,0.013810089031499294,-0.002627539049233185,0.024533759654573828,157,2.8241719800788228,4.569370071010476,2.8910927874696204e-07,0.008535545573906476
CSCL,CSCO,2.009064455214202,0.1,2.2099709007356223,0.056103999999999994,0.07343743616412945,0.02068237823599307,-0.004669697855534505,0.04513982259789118,157,3.4372142616954653,6.250749739518062,5.132741575470138e-07,0.011372998184377217
CSCL,CSCO,2.009064455214202,0.2,2.4108773462570423,0.056103999999999994,0.10211238508862919,0.0350792086362818,-0.010641453992571215,0.06244729530465287,157,2.789749386811395,4.807760732550679,1.6441586572093301e-06,0.02035504806225599
ELIL,LLY,1.9931435134996944,-0.2,1.5945148107997555,0.09772600000000001,-0.0445972321320931,0.10912583626541995,-0.15202948417916207,-0.0386982215259154,218,-0.36364717881631314,-0.5419652656024052,2.1275127281944616e-05,0.07322111768506435
ELIL,LLY,1.9931435134996944,-0.1,1.793829162149725,0.09772600000000001,0.0029783124561884033,0.053933741188084215,-0.0753240321029609,0.00257595957065071,218,0.08206519205954092,0.12419998589215445,5.039592723352252e-06,0.03563674180231363
ELIL,LLY,1.9931435134996944,0.0,1.9931435134996944,0.09772600000000001,0.04003857898585861,0.029067277881944666,-0.01514885577914371,0.03454438214783062,218,1.365193856159576,2.387768345617055,1.0960047931398196e-06,0.01661906158214821
ELIL,LLY,1.9931435134996944,0.1,2.192457864849664,0.09772600000000001,0.06955259792038126,0.05023442872237942,-0.02892145375235511,0.05989336814664936,218,1.3637701410797995,2.159893782728984,3.992270514205656e-06,0.031718325453589526
ELIL,LLY,1.9931435134996944,0.2,2.3917722161996333,0.09772600000000001,0.09350988033093244,0.0788826658623357,-0.05322154820353753,0.08040037573848258,218,1.1728280058586291,1.7545004900032153,1.1033779123507362e-05,0.05273056361469935
ETHU,ETHA,1.9999608470723635,-0.2,1.599968677657891,0.0,0.36008054038801407,0.18152869512144215,-0.19073327375131777,0.6056361000204129,388,1.7857836791654436,2.7924531027809674,5.347809809030602e-05,0.11608824539442879
ETHU,ETHA,1.9999608470723635,-0.1,1.7999647623651271,0.0,0.3005284734949776,0.08878761864544345,-0.06318533129696824,0.4986781085897003,388,3.0054110977069826,5.0511902908967015,1.1074511722808827e-05,0.0528278047447348
ETHU,ETHA,1.9999608470723635,0.0,1.9999608470723635,0.0,0.24686120987414006,0.05186558432943925,-0.03154655484404767,0.40452501120681505,388,4.281629385691097,7.502647205488646,3.476538984855075e-06,0.029598780788800728
ETHU,ETHA,1.9999608470723635,0.1,2.1999569317796,0.0,0.199502888862229,0.09101066319871827,-0.06982785025357807,0.3232348170045316,388,2.0449368455507604,3.2103853415159747,1.3336119859263533e-05,0.05797156375788401
ETHU,ETHA,1.9999608470723635,0.2,2.3999530164868363,0.0,0.157984567021614,0.14045666761290346,-0.10656060907949605,0.2533779347619678,388,1.1148388175404673,1.6753212085562408,3.466667357597495e-05,0.09346658087865249
FRDU,F,1.982568579791094,-0.2,1.5860548638328753,0.261756,-0.15571311857231773,0.07083106298543024,-0.10347966736030101,-0.08852545102899323,138,-2.353419814190234,-2.926360051575531,1.2876275797229735e-05,0.0569633347066505
FRDU,F,1.982568579791094,-0.1,1.7843117218119846,0.261756,-0.0983196100570981,0.03650699340952801,-0.06110187204790718,-0.05509975611100959,138,-2.8160975140024345,-3.4648998216057136,3.4935390909006576e-06,0.02967106083218067
FRDU,F,1.982568579791094,0.0,1.982568579791094,0.261756,-0.0504911989799407,0.02612948435313797,-0.028676104844934436,-0.027973688583510015,138,-1.9695905636470776,-2.8733912466927554,1.2729856815378991e-06,0.01791067814873436
FRDU,F,1.982568579791094,0.1,2.1808254377702037,0.261756,-0.010081873416035947,0.04072951485416449,-0.018942443914568896,-0.005533678031414246,138,-0.22852776232252348,-0.4190392344807683,1.9578819035809723e-06,0.022212299288961623
FRDU,F,1.982568579791094,0.2,2.3790822957493125,0.261756,0.024475951982834587,0.059188370525632146,-0.021043201982229198,0.013330159018343002,138,0.4379622205498975,0.8110610760178261,4.05357680399602e-06,0.031960934820605566
GGLL,GOOGL,1.748649959983338,-0.2,1.3989199679866706,0.061114,-0.07962619599554721,0.1020526724278369,-0.28867743944316515,-0.22573474974170027,777,-0.7618423587307428,-1.0429068134469484,2.2054003820793778e-05,0.07454937265222311
GGLL,GOOGL,1.748649959983338,-0.1,1.5737849639850043,0.061114,-0.02172525444326423,0.06481288366641945,-0.18395394771702867,-0.06548215916900846,777,-0.30645709648958736,-0.4271487867733928,8.58031356256796e-06,0.04649988191132453
GGLL,GOOGL,1.748649959983338,0.0,1.748649959983338,0.061114,0.025893342166745548,0.04420311894118169,-0.09029648749742547,0.08201135470749898,777,0.6004581014055222,0.876005999672891,3.6429779561991067e-06,0.03029901722766227
GGLL,GOOGL,1.748649959983338,0.1,1.923514955981672,0.061114,0.06567680741941229,0.043698105999978476,-0.03930212678397338,0.21668644281200433,777,1.4777136663803483,2.2110884368163757,3.384488476638109e-06,0.029204299274469908
GGLL,GOOGL,1.748649959983338,0.2,2.0983799519800055,0.061114,0.09937336387678108,0.05569632509484485,-0.05105710683531317,0.33925846151402994,777,1.7292006464840124,2.6062782787080647,5.4187828843149335e-06,0.03695312282943572
GMEU,GME,1.9658561992547643,-0.2,1.5726849594038115,0.369832,0.04352031444806337,0.12206196057581903,-0.0698056334852224,0.03421264632682308,199,0.4097795462240556,0.6318529621765412,2.4867300626242153e-05,0.07916160532614927
GMEU,GME,1.9658561992547643,-0.1,1.769270579329288,0.369832,0.040971204535464656,0.06457292244339848,-0.032340589333357816,0.03221710056512861,199,0.6540940868399872,1.0417120936216702,6.523570759853303e-06,0.040545527885119864
GMEU,GME,1.9658561992547643,0.0,1.9658561992547643,0.369832,0.035951860627492005,0.04101661064213368,-0.01449653100982451,0.028284748385629666,199,0.8816801702864687,1.3715520034848838,2.7587769467813406e-06,0.026366869184431017
GMEU,GME,1.9658561992547643,0.1,2.162441819180241,0.369832,0.029869607295755163,0.06048890694666038,-0.03389434984920403,0.02351429617092493,199,0.5170296849764999,0.6545059794778608,9.060551907467493e-06,0.04778346032553323
GMEU,GME,1.9658561992547643,0.2,2.359027439105717,0.369832,0.02344648854496234,0.08975224165701956,-0.07030019077859229,0.018470057599799805,199,0.3035509632375773,0.3825974641436049,2.0121906385911044e-05,0.07120899107029662
LMTL,LMT,1.9698254167339269,-0.2,1.5758603333871415,0.29794,-0.2688589640577934,0.06489485356692282,-0.15368132240379817,-0.14705461444739043,128,-4.790024222722978,-5.521769517045587,1.257589325086435e-05,0.05629498289561705
LMTL,LMT,1.9698254167339269,-0.1,1.7728428750605343,0.29794,-0.17531378883394455,0.034465089003558456,-0.09548010380756,-0.09326581087076868,128,-5.573305616429338,-6.181176497419262,3.832142903331512e-06,0.03107571417746567
LMTL,LMT,1.9698254167339269,0.0,1.9698254167339269,0.29794,-0.0928745120045954,0.018752015120998312,-0.048348078412095985,-0.04830516659428019,128,-5.187697494890199,-5.9106181930146215,1.0749266320717123e-06,0.016458478401178877
LMTL,LMT,1.9698254167339269,0.1,2.1668079584073197,0.29794,-0.01999492246989698,0.02647602644500642,-0.024367415285496352,-0.01020661624782726,128,-0.7495944062121923,-1.0560567632162712,1.4014681139502218e-06,0.018792816838235187
LMTL,LMT,1.9698254167339269,0.2,2.3637905000807122,0.29794,0.04470994519295313,0.04117910438183379,-0.033119349183104,0.02246540886585846,128,1.0828496685417077,1.6272002933903011,2.979940281655681e-06,0.027403374809997976
METU,META,1.998370729279337,-0.2,1.5986965834234697,0.319458,-0.14283149216189672,0.09564271137851746,-0.2525845998370345,-0.2260564445377724,419,-1.5630503950603016,-2.063926066371774,2.0819049950794106e-05,0.07243204116687665
METU,META,1.998370729279337,-0.1,1.7985336563514032,0.319458,-0.10447397247809309,0.04666150244985414,-0.1764950863696928,-0.16762213965917905,419,-2.3409338672558726,-3.0726231966993556,5.01506511189032e-06,0.035549914320520674
METU,META,1.998370729279337,0.0,1.998370729279337,0.319458,-0.07399749337681727,0.01664301988237058,-0.12025743624121232,-0.11999306386652742,419,-4.610237850243093,-5.907209673755863,6.694923436370729e-07,0.012988921071303129
METU,META,1.998370729279337,0.1,2.198207802207271,0.319458,-0.049267311377630074,0.03389976661593283,-0.09018337350712446,-0.08057188403406479,419,-1.473270210012694,-2.1121755845291768,2.21869525354625e-06,0.02364553242990428
METU,META,1.998370729279337,0.2,2.3980448751352044,0.319458,-0.02883798188805531,0.0595268100500194,-0.07878255491616726,-0.04748919399397511,419,-0.4618526796282034,-0.6880056270431274,6.33647366355833e-06,0.03995987191191557
MUU,MU,1.9952718510983485,-0.2,1.5962174808786789,0.010330000000000002,-0.10485187158718245,0.1790274762759106,-0.3447020316827525,-0.13578171623602986,332,-0.5298689772568262,-0.8160258883616357,5.3625079718576476e-05,0.11624766702640218
MUU,MU,1.9952718510983485,-0.1,1.7957446659885137,0.010330000000000002,0.03513583904925999,0.09550296358350081,-0.1395759282149691,0.04654620503873286,332,0.4089323549099479,0.7132031810475445,1.1898975220874176e-05,0.05475894224380428
MUU,MU,1.9952718510983485,0.0,1.9952718510983485,0.010330000000000002,0.1559645077659393,0.04746759323185299,-0.014456171703152831,0.21039433061119883,332,3.0777850436864074,6.5659441310103395,1.9646088091904053e-06,0.02225042516258919
MUU,MU,1.9952718510983485,0.1,2.1947990362081833,0.010330000000000002,0.2604162154780638,0.0650083380670159,-0.024146401157727815,0.3565105707289993,332,3.594273498087229,6.334164691728464,5.399842906254036e-06,0.03688848617625854
MUU,MU,1.9952718510983485,0.2,2.394326221318018,0.010330000000000002,0.35110238364722046,0.10535221512315077,-0.042825867709780585,0.4865399897036149,332,2.910633302509049,4.853847100674064,1.5837608640983422e-05,0.06317497429780104
MSFU,MSFT,1.721754673895249,-0.2,1.3774037391161993,0.11766,-0.028242526517586075,0.08715296470236944,-0.205170807407571,-0.08454537008871443,777,-0.28528176592887244,-0.43465505909111024,1.2984413579466052e-05,0.05720202987679236
MSFU,MSFT,1.721754673895249,-0.1,1.5495792065057241,0.11766,-0.0025460207322381967,0.05665250169616523,-0.1190702378320515,-0.00782943009630166,777,-0.016749188974897685,-0.025934973328917577,5.311945345035447e-06,0.036587022657616354
MSFU,MSFT,1.721754673895249,0.0,1.721754673895249,0.11766,0.01769933340739671,0.03891539752361187,-0.06888098507063412,0.0555855285483049,777,0.47027844362428317,0.743649411729335,2.403344725228828e-06,0.0246098124892829
MSFU,MSFT,1.721754673895249,0.1,1.893930141284774,0.11766,0.03403224591054843,0.036365690827345976,-0.032250906652836586,0.10869839893214461,777,0.9384824395771401,1.4971346054066437,2.0621191105657907e-06,0.022795921035627827
MSFU,MSFT,1.721754673895249,0.2,2.066105608674299,0.11766,0.04746963665086468,0.04451904054558357,-0.04083015927436762,0.15372627110622172,777,1.0640614383137366,1.6989912250117327,3.084907801840781e-06,0.0278818357728446
MSTX,MSTR,1.951296609453529,-0.2,1.5610372875628231,0.338838,0.346699787747615,0.2750877899058013,-0.2840749696567637,0.5499415907843794,371,1.216656014635647,2.0691806830144563,0.00010381996344763325,0.16174866549311492
MSTX,MSTR,1.951296609453529,-0.1,1.7561669485081761,0.338838,0.34097088769255235,0.16570391540465446,-0.15313619566299141,0.540244255915896,371,1.8525517684618131,3.4263897491648976,3.1851668108492416e-05,0.08959140786559887
MSTX,MSTR,1.951296609453529,0.0,1.951296609453529,0.338838,0.32602629778905534,0.11552324795250056,-0.06173936356834442,0.5150395827835901,371,2.5007919085725385,5.4405056880817835,1.1189606499213862e-05,0.053101608617836554
MSTX,MSTR,1.951296609453529,0.1,2.146426270398882,0.338838,0.307162961900755,0.13018150899557204,-0.08505725506894768,0.48341688864733867,371,2.122983772648231,4.298778613930332,1.6402167847120547e-05,0.06429110589711752
MSTX,MSTR,1.951296609453529,0.2,2.3415559313442347,0.338838,0.2870657358501616,0.17305327448735994,-0.1696177183390567,0.4499620260683528,371,1.5445817712450651,2.8395405599367565,3.5162905953928683e-05,0.09413316259634555
NVDU,NVDA,1.9027794565455527,-0.2,1.5222235652364422,0.052711999999999995,-0.01740706999383046,0.14324994655541395,-0.2041447927877268,-0.04114884012327835,603,-0.051121490452009935,-0.07536625352282646,3.746636477140123e-05,0.0971675044569588
NVDU,NVDA,1.9027794565455527,-0.1,1.7125015108909976,0.052711999999999995,0.06313880278588457,0.08472908630405919,-0.10731023485160784,0.15777988070373405,603,0.7649438378428712,1.195470405965072,1.1663958000947322e-05,0.054215472111185437
NVDU,NVDA,1.9027794565455527,0.0,1.9027794565455527,0.052711999999999995,0.12910463295591224,0.05670126311304243,-0.029745986740403296,0.33716617398080295,603,2.17017433208704,4.03508798491181,3.6903550659873387e-06,0.030495400909461894
NVDU,NVDA,1.9027794565455527,0.1,2.0930574022001083,0.052711999999999995,0.1839086714899687,0.06653523403538845,-0.03972701499479203,0.497752255463479,603,2.571154585841211,4.90471235312932,4.8276094558204415e-06,0.03487918552470444
