Date,Equity,PnL,BorrowCost,AddTotal,ActivePairs,GrossShort,GrossShort_pct_equity
2006-08-03 00:00:00-04:00,0.9999984754431933,-1.2804832115187552e-06,3.987775812849789e-08,9.999984754431933e-05,3,0.0014999991577117017,0.001500001444549114
2006-08-04 00:00:00-04:00,0.9999978488523347,-5.838646921388793e-07,4.2726166484343625e-08,9.999978488523347e-05,3,0.0015999989425969352,0.001600002384438329
2006-08-07 00:00:00-04:00,0.9999979584615832,1.5518382152180584e-07,4.55745730554e-08,9.999979584615833e-05,3,0.0016999987384430937,0.001700002209062912
2006-08-08 00:00:00-04:00,0.9999961919259471,-1.718112656095848e-06,4.8422979938668756e-08,9.999961919259472e-05,3,0.0017999983576356881,0.0018000052121888317
2006-08-09 00:00:00-04:00,0.9999959753041,-1.6535046535273038e-07,5.1271381790114956e-08,9.999959753041e-05,3,0.0018999979551660984,0.0019000056021108553
2006-08-10 00:00:00-04:00,0.9999963606653121,4.3948099502811427e-07,5.4119783024532745e-08,9.999963606653121e-05,3,0.0019999975912326296,0.002000004869919729
2006-08-11 00:00:00-04:00,0.9999966560359999,3.523388731974113e-07,5.696818535661831e-08,9.999966560359999e-05,3,0.0020999972568362295,0.002100004279174939
2006-08-14 00:00:00-04:00,0.9999959151128249,-6.811065863402488e-07,5.981658853004148e-08,9.99995915112825e-05,3,0.002199996848347512,0.002200005835123133
2006-08-15 00:00:00-04:00,0.9999956967514263,-1.5569640894999546e-07,6.266498959300968e-08,9.999956967514263e-05,3,0.0022999964180226546,0.0023000063155215514
2006-08-16 00:00:00-04:00,0.9999930428952898,-2.58834274641369e-06,6.55133900339945e-08,9.999930428952899e-05,3,0.0023999957223121834,0.0024000124194498915
2006-08-17 00:00:00-04:00,0.999993721874676,7.473411690552305e-07,6.836178291570179e-08,9.99993721874676e-05,3,0.0024999950944996512,0.0025000107898807016
2006-08-18 00:00:00-04:00,0.9999969665378807,3.31587338254188e-06,7.12101777314226e-08,9.999969665378807e-05,3,0.002599994791153439,0.0026000026781630736
2006-08-21 00:00:00-04:00,0.9999961501192935,-7.423600053778249e-07,7.405858178928328e-08,9.999961501192937e-05,3,0.0026999944061653685,0.0027000048008617586
2006-08-22 00:00:00-04:00,0.999993060804023,-3.0124082870870647e-06,7.690698352164687e-08,9.99993060804023e-05,3,0.002799993712245771,0.002800013142085702
2006-08-23 00:00:00-04:00,0.9999928956769718,-8.537167469326048e-08,7.975537645436563e-08,9.999928956769719e-05,3,0.002899993001813468,0.0029000136044469
2006-08-24 00:00:00-04:00,0.99999133793573,-1.4751374728438945e-06,8.260376891673441e-08,9.999913379357301e-05,3,0.002999992135607041,0.0030000181219568245
2006-08-25 00:00:00-04:00,0.9999907449299081,-5.075536649447404e-07,8.545215694201325e-08,9.999907449299081e-05,3,0.003099991210100032,0.0031000199010015016
2006-08-28 00:00:00-04:00,0.999990502962839,-1.5366652587411123e-07,8.830054327816679e-08,9.99990502962839e-05,3,0.0031999902603963163,0.003200020651111356
2006-08-29 00:00:00-04:00,0.9999879238620849,-2.487951825163473e-06,9.114892892509824e-08,9.99987923862085e-05,3,0.0032999890527825246,0.003300028904386698
2006-08-30 00:00:00-04:00,0.9999869433467625,-8.865180151422695e-07,9.399730722568636e-08,9.999869433467626e-05,3,0.0033999877471172007,0.003400032140157851
2006-08-31 00:00:00-04:00,0.9999870934336959,2.469326160387096e-07,9.684568273336216e-08,9.999870934336959e-05,3,0.0034999864564605704,0.0035000316298508674
2006-09-01 00:00:00-04:00,0.9999870582441245,6.45044872682611e-08,9.96940586685475e-08,9.999870582441245e-05,3,0.0035999851622849828,0.0036000317530170745
2006-09-05 00:00:00-04:00,0.9999869983106447,4.260895476748078e-08,1.0254243450349844e-07,9.999869983106448e-05,3,0.0036999838621160474,0.00370003196878231
2006-09-06 00:00:00-04:00,0.9999859368241238,-9.560957107483332e-07,1.0539081016773409e-07,9.99985936824124e-05,3,0.0037999824557984597,0.003800035896371606
2006-09-07 00:00:00-04:00,0.9999824337674587,-3.394817482315787e-06,1.0823918280841802e-07,9.999824337674587e-05,3,0.0038999806991752055,0.003900049208346522
2006-09-08 00:00:00-04:00,0.9999826892971085,3.666171953965959e-07,1.1108754547095089e-07,9.999826892971086e-05,3,0.003999978968104916,0.004000048211751061
2006-09-11 00:00:00-04:00,0.9999820436987008,-5.316624988757872e-07,1.1393590886133765e-07,9.999820436987008e-05,3,0.004099977172474786,0.004100050794222189
2006-09-12 00:00:00-04:00,0.9999810302281956,-8.966862348648292e-07,1.1678427041279371e-07,9.999810302281956e-05,3,0.0041999752754976055,0.004200054949581565
2006-09-13 00:00:00-04:00,0.9999798599377628,-1.050657803813063e-06,1.1963262907746752e-07,9.999798599377629e-05,3,0.004299973261491383,0.004300059864964687
2006-09-14 00:00:00-04:00,0.9999840362982619,4.298841483498461e-06,1.224809844086712e-07,9.99984036298262e-05,3,0.004399971665121209,0.004400041906077833
2006-09-15 00:00:00-04:00,0.9999736708157387,-1.024015317153938e-05,1.2532935163587314e-07,9.999736708157388e-05,3,0.0044999690322027825,0.004500087515836179
2006-09-18 00:00:00-04:00,0.9999820738978845,8.531259835165838e-06,1.2817768933790305e-07,9.999820738978846e-05,3,0.004599967239592571,0.00460004970055324
2006-09-19 00:00:00-04:00,0.9999802710840427,-1.6717877907449742e-06,1.3102605097537887e-07,9.999802710840428e-05,3,0.004699965266700976,0.004700057993750129
2006-09-20 00:00:00-04:00,0.9999746589907046,-5.47821893068111e-06,1.3387440747769685e-07,9.999746589907046e-05,3,0.004799962732600046,0.004800084371582725
2006-09-21 00:00:00-04:00,0.9999780911031946,3.568835237971603e-06,1.3672274799445684e-07,9.999780911031946e-05,3,0.004899960541710365,0.004900067896792255
2006-09-22 00:00:00-04:00,0.9999785895976496,6.380655532624122e-07,1.3957109828728968e-07,9.999785895976497e-05,3,0.00499995840067013,0.00500006545408328
2006-09-25 00:00:00-04:00,0.9999720567756223,-6.390402577283084e-06,1.4241945000004044e-07,9.999720567756223e-05,3,0.005099955606347692,0.005100098119533795
2006-09-26 00:00:00-04:00,0.9999745651428155,2.653634976366119e-06,1.4526778310461803e-07,9.999745651428155e-05,3,0.0051999530628619745,0.005200085326289596
2006-09-27 00:00:00-04:00,0.9999768472826209,2.4302559288178265e-06,1.481161233540605e-07,9.99976847282621e-05,3,0.0052999507475902366,0.005300073458693114
2006-09-28 00:00:00-04:00,0.9999748082294345,-1.8880887162185505e-06,1.5096447010397905e-07,9.999748082294346e-05,3,0.005399948228413181,0.005400084266097047
2006-09-29 00:00:00-04:00,0.9999710400001848,-3.6144164386628564e-06,1.5381281104583256e-07,9.999710400001849e-05,3,0.0054999453324131985,0.0055001046154418455
2006-10-02 00:00:00-04:00,0.9999688344421434,-2.048896900165392e-06,1.5666114125421403e-07,9.999688344421435e-05,3,0.005599942215857414,0.0056001167466198844
2006-10-03 00:00:00-04:00,0.999969125803515,4.5087083689453527e-07,1.59509465180256e-07,9.99969125803515e-05,3,0.005699939128437765,0.00570011511491181
2006-10-04 00:00:00-04:00,0.9999672660748571,-1.6973708680060891e-06,1.6235778993621536e-07,9.999672660748571e-05,3,0.005799935855045251,0.0058001257159262555
2006-10-05 00:00:00-04:00,0.999967237415754,1.3654700627924128e-07,1.6520610939490002e-07,9.99967237415754e-05,3,0.005899932578786826,0.005900125882158102
2006-10-06 00:00:00-04:00,0.9999726862147199,5.616853394703972e-06,1.6805442877195173e-07,9.9997268621472e-05,3,0.005999929847408298,0.006000093732680173
2006-10-09 00:00:00-04:00,0.9999695538703164,-2.961441639769144e-06,1.709027636694316e-07,9.999695538703165e-05,3,0.00609992680279533,0.00610011252761243
2006-10-10 00:00:00-04:00,0.9999621739335801,-7.206185646605549e-06,1.7375108964470188e-07,9.999621739335802e-05,3,0.006199923020188687,0.006200157547759902
2006-10-11 00:00:00-04:00,0.9999679931256478,5.995791462254261e-06,1.7659939459886665e-07,9.999679931256478e-05,3,0.006299919819501251,0.006300121466697439
2006-10-12 00:00:00-04:00,0.9999631803722123,-4.633305719281567e-06,1.79447716128492e-07,9.999631803722124e-05,3,0.006399916137538473,0.006400151788745119
2006-10-13 00:00:00-04:00,0.9999626497353151,-3.483408732668256e-07,1.8229602394940933e-07,9.999626497353152e-05,3,0.006499912402512005,0.006500155185028658
2006-10-16 00:00:00-04:00,0.9999625771201005,1.1252911568675593e-07,1.8514433025885384e-07,9.999625771201005e-05,3,0.006599908660224014,0.006600155657056486
2006-10-17 00:00:00-04:00,0.9999568949296662,-5.494197797908417e-06,1.879926363614602e-07,9.999568949296662e-05,3,0.006699904349716981,0.006700193162014479
2006-10-18 00:00:00-04:00,0.9999574075654607,7.03476720725496e-07,1.908409262788432e-07,9.999574075654608e-05,3,0.006799900090473527,0.0068001897271093344
2006-10-19 00:00:00-04:00,0.999961997614999,4.783738756025022e-06,1.936892176564245e-07,9.999619976149991e-05,3,0.006899896290235028,0.006900158512715395
2006-10-20 00:00:00-04:00,0.9999527847117274,-9.016365749432849e-06,1.965375221083612e-07,9.999527847117275e-05,3,0.0069998915687062,0.007000222086209972
2006-10-23 00:00:00-04:00,0.9999539812282688,1.3959023417312566e-06,1.9938580031814724e-07,9.99953981228269e-05,3,0.007099886966829027,0.007100213709942987
2006-10-24 00:00:00-04:00,0.9999513747411344,-2.4042530525095034e-06,2.0223408193610615e-07,9.999513747411344e-05,3,0.00719988210430314,0.007200232217458607
2006-10-25 00:00:00-04:00,0.999951439073958,2.6941517976903754e-07,2.0508235612971407e-07,9.99951439073958e-05,3,0.007299877248210537,0.007300231754224843
2006-10-26 00:00:00-04:00,0.9999535241138554,2.2929705278455577e-06,2.0793063050656836e-07,9.999535241138555e-05,3,0.007399872600621922,0.00740021653224292
2006-10-27 00:00:00-04:00,0.9999558456453138,2.53231036913839e-06,2.107789108224768e-07,9.999558456453139e-05,3,0.0074998681851864545,0.0075001993516488445
2006-10-30 00:00:00-05:00,0.9999493395357347,-6.292482381363149e-06,2.1362719775106495e-07,9.999493395357347e-05,3,0.007599863119140028,0.007600248151239901
2006-10-31 00:00:00-05:00,0.9999523713442228,3.248283954134901e-06,2.1647546614756792e-07,9.999523713442228e-05,3,0.00769985835627445,0.007700225107645509
2006-11-01 00:00:00-05:00,0.9999467557648245,-5.396255655134104e-06,2.1932374317991266e-07,9.999467557648246e-05,3,0.007799853031850932,0.007800268351173454
2006-11-02 00:00:00-05:00,0.9999389774941182,-7.556098702110135e-06,2.2217200421676981e-07,9.999389774941183e-05,3,0.007899846929600343,0.00790032902747489
2006-11-03 00:00:00-05:00,0.999947682875632,8.930401756868505e-06,2.2502024309790186e-07,9.99947682875632e-05,3,0.007999841697887908,0.008000260248498306
2006-11-06 00:00:00-05:00,0.9999490454695993,1.5904624740184995e-06,2.2786850677555316e-07,9.999490454695994e-05,3,0.008099836602434867,0.008100249346836463
2006-11-07 00:00:00-05:00,0.9999367937929389,-1.2020959886107065e-05,2.3071677433443443e-07,9.999367937929389e-05,3,0.00819983028181416,0.008200348594745414
2006-11-08 00:00:00-05:00,0.999941642852068,5.0826241361493655e-06,2.3356500699548432e-07,9.999416428520681e-05,3,0.008299824446099368,0.008300308828449551
2006-11-09 00:00:00-05:00,0.9999392306319943,-2.1758068202668096e-06,2.364132534686558e-07,9.999392306319943e-05,3,0.008399818369162567,0.008400328851837932
2006-11-10 00:00:00-05:00,0.999936878850048,-2.1125204532859592e-06,2.3926149307082895e-07,9.99936878850048e-05,3,0.008499812057047572,0.008500348608826754
2006-11-13 00:00:00-05:00,0.999941300324261,4.66358393895131e-06,2.421097259741566e-07,9.99941300324261e-05,3,0.008599806187079999,0.008600311022548277
2006-11-14 00:00:00-05:00,0.9999358413430207,-5.214023268838192e-06,2.4495797147166753e-07,9.999358413430208e-05,3,0.0086997997712143,0.008700357974497183
2006-11-15 00:00:00-05:00,0.9999357699017285,1.7636490919317708e-07,2.47806201419747e-07,9.999357699017286e-05,3,0.008799793348204472,0.008800358596101924
2006-11-16 00:00:00-05:00,0.9999242114236903,-1.1307823607024007e-05,2.5065443116433214e-07,9.999242114236903e-05,3,0.008899785769346842,0.00890046032256319
2006-11-17 00:00:00-05:00,0.9999181048310807,-5.853089981556368e-06,2.535026279856017e-07,9.999181048310808e-05,3,0.00899977757982995,0.009000514678499907
2006-11-20 00:00:00-05:00,0.9999263530058957,8.504525622375725e-06,2.563508074127753e-07,9.999263530058957e-05,3,0.009099770215130538,0.009100440435213616
2006-11-21 00:00:00-05:00,0.9999248643712425,-1.229435642802576e-06,2.591990103341548e-07,9.999248643712425e-05,3,0.009199762701567664,0.009200453983462566
2006-11-22 00:00:00-05:00,0.9999211642024701,-3.4381215633220908e-06,2.6204720901528845e-07,9.999211642024702e-05,3,0.00929975481798791,0.009300488029379123
2006-11-24 00:00:00-05:00,0.9999191053006372,-1.7940064357784206e-06,2.6489539715681436e-07,9.999191053006373e-05,3,0.009399746728517976,0.009400507179720137
2006-11-27 00:00:00-05:00,0.9999230632687257,4.225711667934084e-06,2.677435794337382e-07,9.999230632687257e-05,3,0.009499739034844848,0.009500469969949904
2006-11-28 00:00:00-05:00,0.999921413911329,-1.3787656236466438e-06,2.7059177298458857e-07,9.99921413911329e-05,3,0.009599731176235981,0.009600485640851837
2006-11-29 00:00:00-05:00,0.9999164202175939,-4.7202537733647445e-06,2.734399618373883e-07,9.999164202175939e-05,3,0.00969972281825774,0.009700533586744144
2006-11-30 00:00:00-05:00,0.9999194138743062,3.269944848736372e-06,2.7628813646608746e-07,9.999194138743063e-05,3,0.00979971475964517,0.009800504544336244
2006-12-01 00:00:00-05:00,0.9999133783959646,-5.756342021919009e-06,2.791363196219565e-07,9.999133783959647e-05,3,0.009899706097484766,0.009900563700193332
2006-12-04 00:00:00-05:00,0.9999202376272771,7.141215797981188e-06,2.8198448558629223e-07,9.999202376272772e-05,3,0.009999698121247493,0.010000495784519671
2006-12-05 00:00:00-05:00,0.9999091150360243,-1.0837758581703427e-05,2.848326710885496e-07,9.999091150360244e-05,3,0.010099689032751095,0.010100607026056791
2006-12-06 00:00:00-05:00,0.999909184692755,3.5733755562477565e-07,2.8768082490907686e-07,9.999091846927551e-05,3,0.010199679951220371,0.010200606322417627
2006-12-07 00:00:00-05:00,0.9999045914059191,-4.302757857047703e-06,2.9052897892801517e-07,9.999045914059192e-05,3,0.010299670410360964,0.010300653181199097
2006-12-08 00:00:00-05:00,0.9999028184660034,-1.4795627959612325e-06,2.9337711986337695e-07,9.999028184660034e-05,3,0.010399660692207564,0.010400671445413224
2006-12-11 00:00:00-05:00,0.9999044345014594,1.9122607117543936e-06,2.9622525574867415e-07,9.999044345014594e-05,3,0.01049965113565771,0.010500654635952997
2006-12-12 00:00:00-05:00,0.9999048197398606,6.843117974936414e-07,2.990733962371073e-07,9.999048197398605e-05,3,0.010599641617631696,0.01060065059031253
2006-12-13 00:00:00-05:00,0.9999019904711289,-2.5273471938142883e-06,3.0192153782285837e-07,9.99901990471129e-05,3,0.010699631816678809,0.010700680585341578
2006-12-14 00:00:00-05:00,0.999901074664663,-6.110367945327575e-07,3.0476967134968444e-07,9.99901074664663e-05,3,0.010799621924145275,0.010800690386063587
2006-12-15 00:00:00-05:00,0.99989422639534,-6.5406515208438585e-06,3.076178022679158e-07,9.9989422639534e-05,3,0.01089961134678481,0.010900764359924708
2006-12-18 00:00:00-05:00,0.999895063598421,1.1476689946296148e-06,3.1046591367944986e-07,9.99895063598421e-05,3,0.01099960085314465,0.011000755232813434
2006-12-19 00:00:00-05:00,0.9998889776989235,-5.772585469955871e-06,3.1331402747568374e-07,9.998889776989235e-05,3,0.011099589750914544,0.01110082218973789
2006-12-20 00:00:00-05:00,0.9998823081852447,-6.353351554827548e-06,3.1616212393676425e-07,9.998823081852447e-05,3,0.011199577981733069,0.011200896235537914
2006-12-21 00:00:00-05:00,0.9998781698175919,-3.819357451374276e-06,3.190102014003173e-07,9.99878169817592e-05,3,0.011299565798714828,0.011300942594612513
2006-12-22 00:00:00-05:00,0.9998868318016064,8.983842281533655e-06,3.218582670760914e-07,9.998868318016064e-05,3,0.011399554481894988,0.01140084469494928
2006-12-26 00:00:00-05:00,0.9998761309668422,-1.0376128406733914e-05,3.247063574247707e-07,9.998761309668422e-05,3,0.011499542094991672,0.011500966708618249
2006-12-27 00:00:00-05:00,0.999870826900425,-4.976511999999809e-06,3.275544172930564e-07,9.998708269004249e-05,3,0.011599529177681714,0.011601027718390354
2006-12-28 00:00:00-05:00,0.9998733858092492,2.889311286339796e-06,3.30402462053172e-07,9.998733858092492e-05,3,0.011699516516262639,0.011700998028659013
2006-12-29 00:00:00-05:00,0.9998638882819397,-9.164276795382995e-06,3.3325051410211597e-07,9.998638882819398e-05,3,0.011799502905090834,0.01180110917433557
2007-01-03 00:00:00-05:00,0.9998620282169238,-1.523966476823394e-06,3.3609853909818255e-07,9.998620282169238e-05,3,0.011899489107912527,0.011901131128194907
2007-01-04 00:00:00-05:00,0.9998646907891763,3.0015188112212015e-06,3.389465587960163e-07,9.998646907891764e-05,3,0.011999475576991445,0.012001099436285186
2007-01-05 00:00:00-05:00,0.9998710327709189,6.683776328692375e-06,3.417945860779547e-07,9.998710327709189e-05,3,0.012099462680268536,0.01210102331571461
2007-01-08 00:00:00-05:00,0.9998547311019134,-1.5957026374124045e-05,3.4464263142447437e-07,9.998547311019134e-05,3,0.012199448153378728,0.012201220611252237
2007-01-09 00:00:00-05:00,0.9998512994069453,-3.0842043376743407e-06,3.4749063033711303e-07,9.998512994069453e-05,3,0.012299433283319422,0.012301262488346761
2007-01-10 00:00:00-05:00,0.9998489678056259,-1.9812626998882643e-06,3.5033861947486824e-07,9.99848967805626e-05,3,0.012399418180099986,0.012401291174319115
2007-01-11 00:00:00-05:00,0.9998536949078782,5.0802888542463814e-06,3.531866019712607e-07,9.998536949078783e-05,3,0.012499403549590775,0.012501232543569697
2007-01-12 00:00:00-05:00,0.9998608362964475,7.497423167172538e-06,3.560345979323912e-07,9.998608362964476e-05,3,0.01259938963322042,0.012601143254984778
2007-01-16 00:00:00-05:00,0.9998372676121375,-2.320980169574844e-05,3.5888261423514355e-07,9.998372676121376e-05,3,0.012699373359981635,0.012701440295690244
2007-01-17 00:00:00-05:00,0.9998377562004884,8.503189142685297e-07,3.617305634045562e-07,9.998377562004884e-05,3,0.012799357135601682,0.012801434088907463
2007-01-18 00:00:00-05:00,0.9998402896553816,2.898033407188423e-06,3.6457851396567013e-07,9.998402896553816e-05,3,0.01289934116456722,0.0129014016518711
2007-01-19 00:00:00-05:00,0.9998408381799925,9.159510824937876e-07,3.674264717431091e-07,9.998408381799925e-05,3,0.01299932524838522,0.013001394574008255
2007-01-22 00:00:00-05:00,0.9998499642456116,9.496340050176201e-06,3.702744310829726e-07,9.998499642456116e-05,3,0.01309931024480978,0.01310127590462358
2007-01-23 00:00:00-05:00,0.9998449915015407,-4.599621654405195e-06,3.731224164176373e-07,9.998449915015408e-05,3,0.013199294743959932,0.013201341064015914
2007-01-24 00:00:00-05:00,0.9998410643611456,-3.551170007534787e-06,3.759703875878746e-07,9.998410643611457e-05,3,0.013299278850396048,0.01330139291577677
2007-01-25 00:00:00-05:00,0.9998424117164207,1.7261736226765692e-06,3.7881834757199535e-07,9.998424117164207e-05,3,0.01339926309156769,0.013401374991250164
2007-01-26 00:00:00-05:00,0.9998388580348669,-3.1720152423394716e-06,3.8166631139394e-07,9.99838858034867e-05,4,0.013499246977371177,0.013501422623144762
2007-01-29 00:00:00-05:00,0.9998263254191931,-1.2141565160630568e-05,3.910505132472101e-07,9.998263254191932e-05,4,0.013599229609913097,0.013601591860677806
2007-01-30 00:00:00-05:00,0.9998266113126923,6.863280967063408e-07,4.004345974729303e-07,9.998266113126924e-05,4,0.013699212271044368,0.01370158797139676
2007-01-31 00:00:00-05:00,0.9998388950026184,1.2693508610408727e-05,4.0981868438196516e-07,9.998388950026184e-05,4,0.013799196160544631,0.01380141963821931
2007-02-01 00:00:00-05:00,0.9998289952132537,-9.48058647798792e-06,4.1920288658220405e-07,9.998289952132538e-05,4,0.013899179060065955,0.013901556292735236
2007-02-02 00:00:00-05:00,0.9998184383025528,-1.0128323705069757e-05,4.285869958658484e-07,9.998184383025528e-05,4,0.01399916090389621,0.014001703076874
2007-02-05 00:00:00-05:00,0.9998223028008889,4.302469342152893e-06,4.379710060653452e-07,9.99822302800889e-05,4,0.014099143134176298,0.014101648957698928
2007-02-06 00:00:00-05:00,0.9998090699364723,-1.2785509364009883e-05,4.473550525359193e-07,9.998090699364724e-05,4,0.014199124041169946,0.014201835598542985
2007-02-07 00:00:00-05:00,0.9998156432515042,7.030054006550935e-06,4.567389748066087e-07,9.998156432515043e-05,4,0.014299105605495096,0.01430174222819011
2007-02-08 00:00:00-05:00,0.9998153349718178,1.578432725021996e-07,4.6612295877255496e-07,9.998153349718179e-05,4,0.01439908713899228,0.014401746637941047
2007-02-09 00:00:00-05:00,0.9998131906784138,-1.6687864642298314e-06,4.755069398450761e-07,9.998131906784138e-05,4,0.01449906845806012,0.014501777525281413
2007-02-12 00:00:00-05:00,0.9998168750305072,4.169242994159625e-06,4.848909007918722e-07,9.998168750305072e-05,4,0.01459905014556317,0.014601724085840932
2007-02-13 00:00:00-05:00,0.9998091833432099,-7.197412400908364e-06,4.942748963189442e-07,9.9980918334321e-05,4,0.014699031063897491,0.014701836419171672
2007-02-14 00:00:00-05:00,0.9997979526432472,-1.0727041143040281e-05,5.036588196540369e-07,9.997979526432473e-05,4,0.014799010859161814,0.014802001564452561
2007-02-15 00:00:00-05:00,0.9997942085556755,-3.2310449341479155e-06,5.130426375809885e-07,9.997942085556756e-05,4,0.014898990280017383,0.014902056995849965
2007-02-16 00:00:00-05:00,0.9998031232941138,9.437164858639677e-06,5.224264203670039e-07,9.998031232941139e-05,4,0.014998970592346795,0.01500192412174984
2007-02-20 00:00:00-05:00,0.999787576966986,-1.501451684104079e-05,5.318102868242073e-07,9.99787576966986e-05,4,0.015098949350043493,0.015102157396122633
2007-02-21 00:00:00-05:00,0.9997929247925772,5.88901959859887e-06,5.41194007368026e-07,9.997929247925772e-05,4,0.015198928642522749,0.015202076615691201
2007-02-22 00:00:00-05:00,0.9997899872786019,-2.386936197122311e-06,5.505777781050077e-07,9.997899872786019e-05,4,0.015298907641250609,0.015302121281384076
2007-02-23 00:00:00-05:00,0.9997785514335926,-1.087588348798425e-05,5.599615212713227e-07,9.997785514335926e-05,4,0.015398885496393969,0.015402296312831827
2007-02-26 00:00:00-05:00,0.9997742182356932,-3.763852742297721e-06,5.693451571040636e-07,9.997742182356933e-05,4,0.01549886291821754,0.015502363069102207
2007-02-27 00:00:00-05:00,0.9997801425215223,6.5030145812492925e-06,5.787287522666472e-07,9.997801425215223e-05,4,0.015598840932469693,0.015602271208476114
2007-02-28 00:00:00-05:00,0.9997586738487968,-2.0880560322427765e-05,5.881124030328849e-07,9.997586738487968e-05,4,0.015698816799854572,0.015702606249384597
2007-03-01 00:00:00-05:00,0.999746520333566,-1.1556019378462035e-05,5.974958523002943e-07,9.99746520333566e-05,4,0.01579879145188793,0.01580279713963561
2007-03-02 00:00:00-05:00,0.9997641820437404,1.8268589361777224e-05,6.068791874982823e-07,9.997641820437405e-05,4,0.015898767870092305,0.015902517969379224
2007-03-05 00:00:00-05:00,0.9997385958834538,-2.4969897598187825e-05,6.162626884640357e-07,9.997385958834538e-05,4,0.01599874172968065,0.01600292496014201
2007-03-06 00:00:00-05:00,0.9997432819327925,5.311695287960697e-06,6.25645949285399e-07,9.997432819327925e-05,4,0.01609871605787393,0.016102849950389728
2007-03-07 00:00:00-05:00,0.9997395469827782,-3.0999207602337155e-06,6.350292540886825e-07,9.997395469827783e-05,4,0.01619869001257221,0.016202910109397974
2007-03-08 00:00:00-05:00,0.9997383616521103,-5.409181441831632e-07,6.444125238367922e-07,9.997383616521103e-05,4,0.01629866384873742,0.016302929320230527
2007-03-09 00:00:00-05:00,0.9997388925615491,1.1847052213442995e-06,6.537957824597271e-07,9.997388925615492e-05,4,0.016398637737993577,0.0164029206625909
2007-03-12 00:00:00-04:00,0.9997126433516962,-2.558603080691401e-05,6.631790460656262e-07,9.997126433516962e-05,4,0.016498609002328746,0.016503351350058478
2007-03-13 00:00:00-04:00,0.9997183594597414,6.388670108511524e-06,6.725620633039413e-07,9.997183594597414e-05,4,0.016598580838274715,0.016603256988543022
2007-03-14 00:00:00-04:00,0.9997278820396974,1.0204525090162699e-05,6.819451341920135e-07,9.997278820396974e-05,4,0.016698553626478686,0.01670309883966567
2007-03-15 00:00:00-04:00,0.999716115702213,-1.1075009189968122e-05,6.913282944563004e-07,9.99716115702213e-05,4,0.01679852523804891,0.016803295429772498
2007-03-16 00:00:00-04:00,0.9997188973721705,3.482381301759525e-06,7.007113442851056e-07,9.997188973721704e-05,4,0.016898497127786127,0.016903248675407642
2007-03-19 00:00:00-04:00,0.9997106502440477,-7.5370337024972165e-06,7.1009442022187e-07,9.997106502440477e-05,4,0.016998468192810534,0.017003388119013134
2007-03-20 00:00:00-04:00,0.9997040391149572,-5.89165167174343e-06,7.194774187534463e-07,9.997040391149573e-05,4,0.017098438596722026,0.017103500563886244
2007-03-21 00:00:00-04:00,0.99970089959812,-2.410656481986914e-06,7.288603552348539e-07,9.997008995981201e-05,4,0.017198408686681838,0.01720355427667976
