Start,End,Days,CAGR,AnnVol,MaxDD,EndEquity,AvgGrossShortPctEq,P10GrossShortPctEq,P90GrossShortPctEq,LegA,LegB,BorrowA,BorrowB,Pair
2010-03-12 00:00:00-05:00,2026-02-13 00:00:00-05:00,4006,0.34665428681704746,0.4603296534364048,-0.641256268057675,113.43888210856606,0.41116939844672584,0.2458090974268456,0.5580444641275827,SOXL,SOXS,0.0,0.0,SOXL/SOXS
2010-02-12 00:00:00-05:00,2026-02-13 00:00:00-05:00,4025,0.25302384327001315,0.35817455656419567,-0.5530690644509031,36.69680622818445,0.47837042148198333,0.2372309146393647,0.6474418898924251,TQQQ,SQQQ,0.0,0.037346000000000004,TQQQ/SQQQ
2008-12-31 00:00:00-05:00,2026-02-13 00:00:00-05:00,4306,0.22570886300301107,0.41803619394320135,-0.5735695728170479,32.381793853094464,0.5253093004303911,0.25160569547052297,0.7140647084835097,TECL,TECS,0.0,0.16103599999999998,TECL/TECS
2006-07-14 00:00:00-04:00,2026-02-13 00:00:00-05:00,4927,0.20180823666784975,0.2776016087481525,-0.44395142461745596,36.38349509990413,0.5700452578110478,0.303145056236019,0.73593993577301,QLD,QID,0.0,0.006399999999999996,QLD/QID
2010-02-12 00:00:00-05:00,2026-02-13 00:00:00-05:00,4025,0.18859484970361717,0.4534575504041139,-0.7954986000950786,15.79273077829645,0.570436105593142,0.24468557260967572,0.8161596453243551,UDOW,SDOW,0.015503999999999997,0.025738,UDOW/SDOW
2008-11-20 00:00:00-05:00,2026-02-13 00:00:00-05:00,4333,0.15639654316277518,2.8618232319173362,-1.2079861234312679,12.164271493215375,0.7851975222204552,0.24177860942874338,1.267836100180315,TNA,TZA,0.14017200000000002,0.10488,TNA/TZA
2006-07-14 00:00:00-04:00,2026-02-13 00:00:00-05:00,4927,0.14447094946136652,0.3110785702211504,-0.6055222595186014,13.989955763910158,0.6903152812450464,0.31932353137959785,0.9338344221038084,SSO,SDS,0.0,0.037031999999999995,SSO/SDS
2008-12-05 00:00:00-05:00,2026-02-13 00:00:00-05:00,4323,0.14022984059607158,37.94755455333926,-1.316867026152238,9.499288922145592,1.847212706819006,0.22823517724113135,3.7472606901587664,AGQ,ZSL,0.0,0.04688199999999999,AGQ/ZSL
2008-11-20 00:00:00-05:00,2026-02-13 00:00:00-05:00,4333,0.13968358706415263,6.270920017043484,-1.1279898317206007,9.470532242120722,0.6505736485396433,0.25208962201109064,1.0320416699705128,FAS,FAZ,0.0,0.17964000000000002,FAS/FAZ
2023-08-29 00:00:00-04:00,2026-02-13 00:00:00-05:00,617,0.13780343454580768,0.2224393485453753,-0.2541292460806316,1.371752446171029,0.16364886891115293,0.03760286584279605,0.262161279155483,TSLR,TSLQ,0.08939,0.057002,TSLR/TSLQ
2023-10-20 00:00:00-04:00,2026-02-13 00:00:00-05:00,580,0.1368687927010257,0.1645231931683401,-0.15885286962659817,1.3434522128366837,0.15727718836500193,0.03507386890550327,0.2669969361054118,NVDX,NVDQ,0.16047,0.150412,NVDX/NVDQ
2008-11-20 00:00:00-05:00,2026-02-13 00:00:00-05:00,4333,0.13504611033780467,1.1052511197066544,-0.9426168998154866,8.829307679319061,0.7237762445132133,0.25921427471552905,1.1086552776867198,SPXL,SPXS,0.0,0.205348,SPXL/SPXS
2010-12-09 00:00:00-05:00,2026-02-13 00:00:00-05:00,3817,0.13498780771949503,4.41379575778612,-1.2782877848653955,6.806785237173864,0.8054911209428202,0.15232989284170595,1.6283278996000796,NUGT,DUST,0.023586,0.085634,NUGT/DUST
2006-07-14 00:00:00-04:00,2026-02-13 00:00:00-05:00,4927,0.1247030626727823,0.34978559238696466,-0.7159624902489223,9.951109905791302,0.7418217603161443,0.32332779830081265,1.0703815043413456,DDM,DXD,0.0,0.05263,DDM/DXD
2007-01-26 00:00:00-05:00,2026-02-13 00:00:00-05:00,4793,0.11026897441945782,4.549428980224558,-0.9961167255152235,7.312017610797334,0.917353868693937,0.35265476915132477,1.4078148020771888,UWM,TWM,0.023182,0.08035,UWM/TWM
2015-05-29 00:00:00-04:00,2026-02-13 00:00:00-05:00,2694,0.07217310460535198,18.38761964687019,-1.2539920618055285,2.106426387884845,0.6359141777354913,0.10509065704777842,2.5364290647463825,LABU,LABD,0.184128,0.13756600000000002,LABU/LABD
2025-09-29 00:00:00-04:00,2026-02-13 00:00:00-05:00,95,-0.0396287074239684,0.07174547101748764,-0.04541002599725208,0.9848721249684055,0.029363638478077287,0.006299594832895293,0.05231206666225585,CRWU,CORD,0.240124,2.8241379999999996,CRWU/CORD
2024-10-25 00:00:00-04:00,2026-02-13 00:00:00-05:00,325,-0.09166385039990665,0.1737178264742666,-0.26864019324647104,0.8833877386627303,0.09639259771683069,0.020004009423170238,0.17685635892294677,ETU,ETHD,0.07789399999999999,0.193944,ETU/ETHD
2024-07-11 00:00:00-04:00,2026-02-13 00:00:00-05:00,400,-0.11219125689585907,0.1478735415220101,-0.28622034001390095,0.8278798828958415,0.1223707113815458,0.024741968990083203,0.23672122885991848,BTCL,BTCZ,0.043494000000000005,0.393656,BTCL/BTCZ
2025-09-29 00:00:00-04:00,2026-02-13 00:00:00-05:00,95,-0.12941718500698307,0.05603141247930014,-0.07000539128929018,0.949094287335493,0.029597307874303178,0.006304695529380079,0.05375142374773781,CCUP,CRCD,0.36250000000000004,1.229412,CCUP/CRCD
2024-09-19 00:00:00-04:00,2026-02-13 00:00:00-05:00,351,-0.24013062707838861,0.26121162070037285,-0.47249792051928374,0.6821602060415048,0.11818232352355534,0.02144917300869138,0.2548206531934878,MSTU,MSTZ,0.5362399999999999,0.631054,MSTU/MSTZ
2008-11-26 00:00:00-05:00,2026-02-13 00:00:00-05:00,4329,,1.1171776250209713,-2.8617629242811087,-0.4475067441773485,0.3944396914799901,-0.38833240475753966,1.2320854996582917,UCO,SCO,0.0,0.32547000000000004,UCO/SCO
