ETF,Underlying,Beta_base,Delta,Beta_trial,Borrow_annual,CAGR,AnnVol,MaxDD,TotalReturn,TradingDays,Sharpe,Sortino,DownsideSemivar,DownsideDev
AAPW,AAPL,1.0885875866016372,0.2,1.3063051039219646,0.23014800000000002,-0.11912597330738994,0.09014736754854102,-0.1294387295328251,-0.11512654152608703,243,-1.361739881411945,-1.9284513376878718,1.607964670612099e-05,0.06365587930381993
ABNY,ABNB,0.7899393960135551,0.1,0.8689333356149107,0.036126000000000005,-0.02357463337808907,0.11091793669250069,-0.0705982505035172,-0.03779801382449033,407,-0.15985109501037467,-0.24485650845052379,2.0807071048780868e-05,0.07241120013017861
AIYY,AI,0.7177550918164857,0.1,0.7895306009981343,0.107428,0.19215131913819872,0.20108853185933695,-0.11581209179447571,0.46756137812654397,550,0.9719379607748676,2.0478706821037562,3.61448226379721e-05,0.09543843725024509
AMDW,AMD,1.1965936439426113,0.0,1.1965936439426113,0.152152,-0.07709744443715416,0.035665032878300675,-0.04956448522508794,-0.042680402764976644,137,-2.2314103865911368,-2.990428165027631,2.810456504251661e-06,0.02661268567941647
AMDY,AMD,0.7871471985055958,0.1,0.8658619183561554,0.036236,0.09315629649076596,0.12269284230382525,-0.16901290144777592,0.23579695135447065,599,0.7869556221718862,1.400885681857681,1.885093977631365e-05,0.06892341273929375
AMYY,AMD,0.2933844639132423,0.2,0.3520613566958907,0.21824,-0.434893656569907,0.5816655485993004,-0.4684251854564586,-0.20266842794409812,100,-0.6919631207127943,-1.0484433584143205,0.0005848198354684859,0.38389399388119955
AMZW,AMZN,1.208472961546391,0.0,1.208472961546391,0.037592,0.014454921819220035,0.02528624989139473,-0.007817886024845677,0.009211142866136335,161,0.5802130017734425,0.8703881023209289,1.1275020278029324e-06,0.016856171303304288
AMZY,AMZN,0.7800319613842834,0.1,0.8580351575227119,0.042154,-0.06426361928319269,0.08261403350313662,-0.1796007519905809,-0.15478338502461164,638,-0.762727257379664,-1.173724995418113,1.1437021546794626e-05,0.053685467584740715
APLY,AAPL,0.7795945053002059,0.2,0.935513406360247,0.146046,-0.08582903272568732,0.08335620146566497,-0.22948414540277373,-0.2220179429486051,705,-1.0347459832370702,-1.4870653006517416,1.3350044371630555e-05,0.058001820502902326
ARMW,ARM,1.1971964790700087,0.0,1.1971964790700087,0.072366,0.004839758054352661,0.05324291595306322,-0.01325607799906503,0.001399590170452436,73,0.11727591517124979,0.18256109295064954,4.6422051738139066e-06,0.034202861047010445
AVGW,AVGO,1.2009768134957528,0.0,1.2009768134957528,0.19625199999999998,-0.09382102071590792,0.03151456446500031,-0.05854882493569724,-0.0521505809767806,137,-3.1097701512566633,-4.095610311407244,2.2721730488093926e-06,0.023928802901523657
AZYY,AMZN,0.632946096478087,0.2,0.7595353157737044,0.09320400000000001,0.09784729588745078,0.1718639628807228,-0.08097304330600819,0.037738836256566044,100,0.6284473643305252,1.059478296850378,4.124039263444588e-05,0.10194399905771974
BABO,BABA,0.7684855392222213,0.1,0.8453340931444435,0.044410000000000005,0.08556969302538464,0.10607749238642063,-0.07547039022546431,0.13032560987900244,376,0.8268653449496663,1.438766138720825,1.4748067381326679e-05,0.06096321005405083
BABW,BABA,1.216905896039871,0.0,1.216905896039871,0.118086,-0.059256834898491206,0.034113775511253205,-0.01844135320595841,-0.017539648954500553,73,-1.7733447923676275,-2.2246774104661644,2.9343459302722275e-06,0.02719292508040651
BBYY,BABA,0.6013170218041448,0.2,0.7215804261649738,1.25744,-0.7941772963739919,0.2229534647824534,-0.4019570559052842,-0.37135313163817996,74,-6.956693711802305,-7.619378190478288,0.00016443513357180137,0.2035624072860555
BRKC,BRK-B,0.784072556608934,0.2,0.9408870679307209,0.05,-0.027349204931276794,0.046634023824949924,-0.027938688505571352,-0.018532964317034994,170,-0.5712811218759045,-0.7815502584816402,4.610957969196158e-06,0.03408755503460804
BRKW,BRK-B,1.164144506851886,0.0,1.164144506851886,0.0,0.03152034673051318,0.025597371304236623,-0.0053084250970444335,0.020024999593944992,161,1.225254913537335,1.7989293555835237,1.2061876668138914e-06,0.017434428354181866
COIW,COIN,1.2134625313839225,0.0,1.2134625313839225,0.05855,0.012061892532789331,0.05782991953847613,-0.04308983305690628,0.011676748488410382,244,0.2362201900427406,0.3473992640160679,6.135936780856977e-06,0.039322462648923175
CONY,COIN,0.7447010008816113,0.1,0.8191711009697725,0.1147,0.09673134755428658,0.19358569552624172,-0.19672660704594302,0.2564255123257835,623,0.5719657150203075,1.0866340229508296,4.120210283823313e-05,0.10189666292491992
