ETF,Underlying,Beta_base,Delta,Beta_trial,Borrow_annual,CAGR,AnnVol,MaxDD,TotalReturn,TradingDays,Sharpe,Sortino,DownsideSemivar,DownsideDev
AALG,AAL,1.9780581105012405,0.0,1.9780581105012405,0.23769200000000001,0.0011774852964003824,0.03858020001855505,-0.012521736060860933,0.000682025013945875,146,0.04977612174242858,0.07638524178198754,2.5081390256812417e-06,0.02514062518060506
AAPB,AAPL,1.883862465747456,0.0,1.883862465747456,0.054494,0.03861869586145805,0.024071665947969476,-0.015144414067960965,0.12393126519312148,777,1.586254461329816,2.738614805406637,7.714282959701604e-07,0.013942737557039522
AAPU,AAPL,1.7792982219561535,0.1,1.957228044151769,0.07045000000000001,0.04207271607190832,0.03307303290043992,-0.037503546632871365,0.13549591892763257,777,1.262704732818433,2.0028941912770177,1.7251827520041023e-06,0.020850564824604484
AAPW,AAPL,1.0885875866016372,0.2,1.3063051039219646,0.23014800000000002,-0.11912597330738994,0.09014736754854102,-0.1294387295328251,-0.11512654152608703,243,-1.361739881411945,-1.9284513376878718,1.607964670612099e-05,0.06365587930381993
AAPX,AAPL,1.9909918170585184,0.0,1.9909918170585184,0.13164,0.009500547070830256,0.022558827603599445,-0.012649834440962904,0.01970336190247779,520,0.43042275323566437,0.6934693825241902,7.779798877192802e-07,0.014001818871320204
ABNG,ABNB,1.9872271570276288,0.0,1.9872271570276288,0.23188000000000003,-0.04865785294817615,0.01669182745646075,-0.013074881781513614,-0.01102356911518143,56,-2.979735766168154,-3.638565446278495,7.414849809724687e-07,0.013669462871856455
ABNY,ABNB,0.7899393960135551,0.1,0.8689333356149107,0.036126000000000005,-0.02357463337808907,0.11091793669250069,-0.0705982505035172,-0.03779801382449033,407,-0.15985109501037467,-0.24485650845052379,2.0807071048780868e-05,0.07241120013017861
ADBG,ADBE,1.987760827267708,0.0,1.987760827267708,0.15678,0.02009503376323951,0.03193968323427933,-0.019010065283176614,0.01768175002795669,222,0.6388955855725048,0.998892808870893,1.6560851774843242e-06,0.020428741143938597
AFRU,AFRM,1.975378366565807,0.0,1.975378366565807,0.05,0.1356708190567033,0.06917332750643813,-0.013096372327536243,0.051781631756250945,100,1.8742166366952349,2.966293646804084,7.5803295750835466e-06,0.04370632737855074
AIYY,AI,0.7177550918164857,0.1,0.7895306009981343,0.107428,0.19215131913819872,0.20108853185933695,-0.11581209179447571,0.46756137812654397,550,0.9719379607748676,2.0478706821037562,3.61448226379721e-05,0.09543843725024509
AMDG,AMD,2.003486848692047,0.1,2.203835533561252,0.066422,0.13437553930097357,0.06990563126383688,-0.025201212178056598,0.13949508188976445,261,1.8387386621167259,3.3544841294641747,5.826561241253116e-06,0.03831831719681575
AMDL,AMD,1.9995180286032936,0.0,1.9995180286032936,0.027316000000000003,0.09092378839984372,0.039241959910982185,-0.04313067402870918,0.17825547644545003,475,2.23778505134259,3.073134906731385,3.2402187009651356e-06,0.028575078523832866
AMDW,AMD,1.1965936439426113,0.0,1.1965936439426113,0.152152,-0.07709744443715416,0.035665032878300675,-0.04956448522508794,-0.042680402764976644,137,-2.2314103865911368,-2.990428165027631,2.810456504251661e-06,0.02661268567941647
AMDY,AMD,0.7871471985055958,0.1,0.8658619183561554,0.036236,0.09315629649076596,0.12269284230382525,-0.16901290144777592,0.23579695135447065,599,0.7869556221718862,1.400885681857681,1.885093977631365e-05,0.06892341273929375
AMUU,AMD,2.007613199942562,0.1,2.2083745199368185,0.05,0.18536768461976139,0.07158310507042932,-0.025381961459549074,0.15457842954390677,213,2.411900965363667,4.5521177495821945,5.708374966203503e-06,0.03792770084625857
AMYY,AMD,0.2933844639132423,0.2,0.3520613566958907,0.21824,-0.434893656569907,0.5816655485993004,-0.4684251854564586,-0.20266842794409812,100,-0.6919631207127943,-1.0484433584143205,0.0005848198354684859,0.38389399388119955
AMZU,AMZN,1.7303499640948146,0.1,1.903384960504296,0.063716,0.0995989599783853,0.04822042617991277,-0.04174416298722017,0.34010600909059896,777,1.9934111715822205,3.4615552204020448,3.0599391879385816e-06,0.027768771585371266
AMZW,AMZN,1.208472961546391,0.0,1.208472961546391,0.037592,0.014454921819220035,0.02528624989139473,-0.007817886024845677,0.009211142866136335,161,0.5802130017734425,0.8703881023209289,1.1275020278029324e-06,0.016856171303304288
AMZY,AMZN,0.7800319613842834,0.1,0.8580351575227119,0.042154,-0.06426361928319269,0.08261403350313662,-0.1796007519905809,-0.15478338502461164,638,-0.762727257379664,-1.173724995418113,1.1437021546794626e-05,0.053685467584740715
AMZZ,AMZN,1.9917236677486063,0.0,1.9917236677486063,0.00868,0.08098291693601278,0.022744061656244086,-0.004676167151614563,0.15809933411157462,475,3.4356493478691723,7.629854065658152,4.162178568152717e-07,0.010241430560104799
APLX,APLD,1.999052231033099,0.0,1.999052231033099,0.282666,0.43391121629624907,0.11382318203530524,-0.04506799198637523,0.16203071918687484,105,3.2251223680875944,6.489207762795444,1.2699012215461949e-05,0.05656987783526151
APLY,AAPL,0.7795945053002059,0.2,0.935513406360247,0.146046,-0.08582903272568732,0.08335620146566497,-0.22948414540277373,-0.2220179429486051,705,-1.0347459832370702,-1.4870653006517416,1.3350044371630555e-05,0.058001820502902326
APPX,APP,1.975575924053656,0.0,1.975575924053656,0.067146,0.16392909943340128,0.07289246709411192,-0.015940774069102104,0.1266769602528388,198,2.1187037071959853,6.807273443790076,2.0424847310203433e-06,0.02268713627184195
