underlying,etf,delta,realized_pnl,unrealized_pnl,dividends,withholding_tax,pil_dividends,borrow_fees,short_credit_interest,other_fees,bond_interest,total_pnl
QBTS,QBTZ,-1.0,0.0,4415.279549815876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4415.279549815876
IREN,IREZ,-2.010896,0.0,2604.546667178162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2604.546667178162
ASTS,ASTN,-1.0,0.0,1578.7872423063568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1578.7872423063568
COIN,CONI,-1.0,0.0,349.26322120370276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349.26322120370276
XLK,WEBS,-2.247071,313.26477971,0.0,0.0,0.0,0.0,-1.1620000000000001,0.0,0.0,0.0,312.10277971000005
MSTR,MSTZ,-1.982234,0.0,297.65026278697616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297.65026278697616
MSTR,MSDD,-1.0,0.0,297.65026278697616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297.65026278697616
XLK,TTXD,-1.895336,245.82998158,0.0,0.0,0.0,0.0,-2.1719999999999997,0.0,0.0,0.0,243.65798158
CLSK,CLSZ,-2.038243,342.45757941,-172.1240148830272,0.0,0.0,0.0,-0.17272735054085375,0.0,0.0,0.0,170.16083717643195
QQQ,QID,-1.992893,72.44317078,0.0,0.0,0.0,0.0,-0.79,0.0,0.0,0.0,71.65317078
USO,SCO,-1.354879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UPXI,PXIU,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TLT,TMV,-2.966158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XLE,DUG,-1.974998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TLT,TBT,-1.982149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SVIX,UVIX,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
