symbol,description,realized_pnl,unrealized_pnl,dividends,withholding_tax,pil_dividends,borrow_fees,short_credit_interest,other_fees,bond_interest,total_pnl
AMZO,TRADR 2X SHORT AMZN DAILY ET,0.0,2660.350924,0.0,0.0,0.0,-20.6,25.52810684651101,0.0,0.0,2665.279030846511
SOXS,DIREXION DAILY SEMI BEAR 3X,0.0,1078.0707,0.0,0.0,-25.53,-45.15,5.80014622914025,0.0,0.0,1013.1908462291403
NVDQ,T-REX 2X INVERSE NVIDIA DLY,0.0,468.244486,0.0,0.0,0.0,-76.38,10.337292516567574,0.0,0.0,402.2017785165676
LABD,DRX DLY S&P BIOTECH BEAR 3X,0.0,433.232848,0.0,0.0,-15.54,-47.980000000000004,7.974632697605843,0.0,0.0,377.6874806976058
SQQQ,PROSHARES ULTRAPRO SHORT QQQ,0.0,191.041897,0.0,0.0,-29.37,-15.14,8.91463849109084,0.0,0.0,155.44653549109086
AZYY,GRANITE YIELDBOOST AMZN ETF,149.34178575,0.0,0.0,0.0,-43.59,-6.33,0.0,0.0,0.0,99.42178575000001
TQQY,GRANITE YIELDBOOST QQQ,159.88451495,7.74295,0.0,0.0,-107.6,-12.47,0.7712578303291806,0.0,0.0,48.32872278032921
TSYY,GRANITE YIELDBOOST TSLA ETF,0.0,8.886806,0.0,0.0,-3.8600000000000003,-0.17,0.1932583895644493,0.0,0.0,5.050064389564449
SDS,PROSHARES ULTRASHORT S&P500,0.0,1.843043,0.0,0.0,-26.99,-29.86,12.809455557794001,0.0,0.0,-42.197501442206
NVYY,GRANITE YIELDBOOST NVDA,104.42386226,4.230442,0.0,0.0,-149.29,-6.76,0.23084463072016914,0.0,0.0,-47.164851109279816
FAZ,DIREXION DAILY FIN BEAR 3X,0.0,-44.238302,0.0,0.0,-26.13,-42.51,8.892226652234209,0.0,0.0,-103.98607534776578
EWV,PROSHARES ULTSHRT MSCI JAPAN,-379.67922922,18.846946,0.0,0.0,-1.46,-3.3,1.3231594515369696,0.0,0.0,-364.26912376846303
DUST,DIREXION DAILY GOLD MINERS I,-3.4059583,-887.249378,0.0,0.0,-90.65,-88.08,13.664280220642627,0.0,0.0,-1055.7210560793571
TSLQ,TRADR 2X SHORT TSLA DAILY ET,0.0,-1257.342631,0.0,0.0,0.0,-26.58,15.582819722669878,0.0,0.0,-1268.33981127733
ZSL,PROSHARES ULTRASHORT SILVER,0.0,-1374.117632,0.0,0.0,0.0,-239.03,13.61773462493798,0.0,0.0,-1599.5298973750619
