symbol,overlay_type,net_notional_usd,gross_notional_usd,n_legs
AMZO,flow_program,18654.09875325,18654.09875325,1
TSLQ,flow_program,10812.647710199999,10812.647710199999,1
ZSL,flow_program,10243.185383339998,10243.185383339998,1
DUST,flow_program,10082.8843904,10082.8843904,1
FAZ,flow_program,9918.14107025,9918.14107025,1
SQQQ,flow_program,9862.895172060002,9862.895172060002,1
SDS,flow_program,9216.143838,9216.143838,1
LABD,flow_program,8865.44256,8865.44256,1
NVDQ,flow_program,7653.017214699999,7653.017214699999,1
SOXS,flow_program,6446.22385589,6446.22385589,1
EWV,flow_program,974.7032711039999,974.7032711039999,1
TSYY,flow_program,-38.8305797,38.8305797,1
NVYY,flow_program,-55.99599720000001,55.99599720000001,1
TQQY,flow_program,-250.0076524,250.0076524,1
