underlying,symbols,net_notional_usd,gross_notional_usd,n_legs
PLTR,"PLTA, PLTR, PLTU, PTIR",4268.59775056,50541.08224944,4
PANW,"PALU, PANG, PANW",2389.8608637399993,39034.319136260005,3
FXI,"FXI, YINN",1980.295415999999,17159.704584,2
MSTR,"MSTR, MTYY",1838.6083638384007,34180.5916361616,2
SNOW,"SNOU, SNOW",1484.0850720000008,10869.134928,2
MSFT,"MSFL, MSFT, MSFU, MSFX",1031.2574824099993,54599.24251759,4
DKNG,DKNG,955.89,955.89,1
FIG,"FIG, FIGG",892.2524325568011,9931.1075674432,2
META,"FBL, FBYY, META",888.0579433100011,28085.50205669,3
CRCL,"CRCG, CRCL",887.829735199999,17424.4902648,2
CRM,"CRM, CRMG",848.7698434000004,15977.1501566,2
SMR,"SMR, SMU",736.3011312000017,23246.538868800002,2
GDX,"GDX, GDXU, NUGT",703.2450599999975,39450.31494,3
BBAI,"BAIG, BBAI",684.4042515000001,19394.9557485,2
SOXX,"SOXL, SOXX",667.1343823200004,16343.265617680001,2
BLSH,"BLSG, BLSH",661.8260581809991,15424.293941819,2
RCAT,"RCAT, RCAX",624.1600300800001,17262.85996992,2
MARA,"MAAY, MARA",598.1059743951992,19741.1740256048,2
EWW,"EWW, MEXX",565.5968785200002,5636.18312148,2
ONDS,"ONDG, ONDS",556.9169932288005,22742.843006771203,2
NU,"NU, NUG",553.1987185695998,16830.3212814304,2
XBI,"LABU, XBI",548.0765457999998,3852.8834542000004,2
TEM,"TEM, TEMT",538.6596544999984,12257.4603455,2
SRPT,"SRPT, SRPU",490.07062920000135,18614.289370799997,2
UEC,"UEC, UECG",477.32857102650087,15921.0314289735,2
OPEN,"OPEG, OPEN",454.20653128500044,6068.993468715,2
RDW,"RDW, RDWU",396.1289092999996,9934.3510907,2
RBLX,"RBLU, RBLX",389.63069905000157,14063.76930095,2
OKTA,"OKTA, OKTG",387.23887862139986,3640.2811213786,2
EWY,"EWY, KORU",356.30354425999985,4083.05645574,2
DUOL,"DUOG, DUOL",338.5908838999985,12625.729116100001,2
HIMS,"HIMS, HMYY",324.59764148,724.62235852,2
NOW,"NOW, NOWL",323.5884196000002,2996.4115804,2
TSLA,"TSLA, TSLI, TSLL, TSLR",319.9195916200001,34575.08040838,4
XOM,"XOM, XOMX",316.66665339999963,18289.553346599998,2
XRPZ,"UXRP, XRPZ, XXRP",283.6292620800041,35793.53073792,3
QBTS,"QBTS, QBTX",282.58973225999944,18527.41026774,2
