underlying,symbols,realized_pnl,unrealized_pnl,dividends,withholding_tax,pil_dividends,borrow_fees,short_credit_interest,other_fees,bond_interest,total_pnl
GDX,"GDX, GDXU, NUGT",-170.39822695000004,3195.1747290000003,0.0,0.0,-10.84,-23.22,25.55084277997003,0.0,0.0,3016.26734482997
MSTR,"MSOO, MSTR, MSTU, MSTW, MSTX, MTYY",2156.76327574,6754.585561,0.0,0.0,-6265.86,-650.54,119.76820251398148,0.0,0.0,2114.717039253982
MARA,"MAAY, MARA",-2.6e-07,5001.744517,0.0,0.0,-2937.9,-228.35,84.68772364626655,0.0,0.0,1920.1822403862661
BLSH,"BLSG, BLSH, BLSX",1753.26777316,-80.44996500000002,0.0,0.0,0.0,-41.06,10.038984659562566,0.0,0.0,1641.7967928195626
META,"FBL, FBYY, META, METU, METW",358.48959212,1632.703228,12.6,0.0,-815.04,-117.53,40.49032948295965,0.0,0.0,1111.7131496029597
SLV,SLV,950.86998489,0.0,0.0,0.0,0.0,-0.5800000000000001,0.0,0.0,0.0,950.2899848899999
CRWV,"CRWG, CRWV, CWVX",181.83653027,668.5577509999999,0.0,0.0,0.0,-56.34,18.913868302206918,0.0,0.0,812.9681495722069
SOXX,"SOXL, SOXX",933.28172517,-289.217537,0.0,0.0,4.16,-2.31,8.930783112253467,0.0,0.0,654.8449712822534
TSM,"TSM, TSMG, TSMU",328.43494075,289.00008799999995,37.56,-7.89,0.0,-59.47,22.53681189356069,0.0,0.0,610.1718406435606
RCAT,"RCAT, RCAX",0.0,609.0026000000003,0.0,0.0,0.0,-49.89,11.283427569814894,0.0,0.0,570.3960275698155
XRPZ,"GXRP, UXRP, XRP, XRPZ, XXRP",-1439.7644517400001,2021.806838,0.0,0.0,-11.16,-57.540000000000006,24.19990267980579,0.0,0.0,537.5422889398066
TSLA,"TSLA, TSLI, TSLL, TSLR, TSLT, TSLW",686.02395864,213.29819899999984,0.0,0.0,-247.63000000000002,-142.23,23.32541311730211,0.0,0.0,532.7875707573021
XOM,"XOM, XOMX",-4.56948121,537.849635,38.11,0.0,-15.55,-37.99,12.211614336831218,0.0,0.0,530.0617681268312
NVDA,"NVDA, NVDB, NVDG, NVDL, NVDO, NVDU",-75.93436273,712.6509259999999,1.44,0.0,-44.92,-156.92000000000002,51.142305116163804,0.0,0.0,487.45886838616383
IREN,"IREG, IREN",0.0,448.57220900000016,0.0,0.0,0.0,-71.6,12.52009458108463,0.0,0.0,389.4923035810848
EWJ,EWJ,388.67593575,0.0,0.0,0.0,0.0,-0.4,0.0,0.0,0.0,388.27593575000003
CRML,"CRML, CRMU",0.0,427.6116999999999,0.0,0.0,0.0,-87.47,27.366542380862974,0.0,0.0,367.50824238086307
VRT,"VRT, VRTL",-205.89726932,580.1692069999999,2.06,0.0,0.0,-31.8,14.688836308861985,0.0,0.0,359.22077398886177
SRPT,"SRPT, SRPU",0.0,357.29559500000005,0.0,0.0,0.0,-55.35,12.307399274298584,0.0,0.0,314.25299427429877
MU,"MU, MUU",23.55844995,307.08458799999994,0.0,0.0,-14.21,-26.26,12.439399237796763,0.0,0.0,302.6124371877967
MRNA,"MRNA, MRNX",18.782100479999997,292.194461,0.0,0.0,0.0,-41.75,10.364376124680215,0.0,0.0,279.5909376046802
AVGO,"AVGG, AVGO, AVL",0.0,273.05837599999995,34.45,0.0,-30.49,-74.81,31.692715437897547,0.0,0.0,233.90109143789687
RKT,"RKT, RKTL",14.06518082,222.41022700000008,0.0,0.0,0.0,-22.87,9.819165976785479,0.0,0.0,223.42457379678558
BMNR,"BMNG, BMNR",0.0,317.361663,0.0,0.0,0.0,-110.45,14.058770983608275,0.0,0.0,220.97043398360827
MRVL,"MRVL, MRVU",0.0,252.86321399999997,0.0,0.0,-9.19,-59.15,28.732218625252962,0.0,0.0,213.2554326252539
ASTS,"ASTS, ASTX",121.6925205,118.3285249999999,0.0,0.0,0.0,-55.88,15.654108132564511,0.0,0.0,199.79515363256428
CORZ,"CORZ, COZX",-11.88782572,219.03177,0.0,0.0,0.0,-24.27,14.171575895771808,0.0,0.0,197.0455201757718
AAPL,"AAPB, AAPL, AAPU, AAPX",-221.54420291000002,490.15017700000004,21.84,0.0,-22.97,-97.89,21.976729659150294,0.0,0.0,191.56270374915027
LITE,"LITE, LITX",0.0,194.74196100000006,0.0,0.0,0.0,-12.91,5.665938700968594,0.0,0.0,187.49789970096867
SOEZ,"SOEZ, SOLT",13.511677599999999,200.82643699999994,7.91,0.0,-18.09,-33.02,11.648786068164739,0.0,0.0,182.78690066816466
URA,"URA, URAA",0.0,222.17462899999992,0.0,0.0,-42.69,-13.200000000000001,11.225896792726914,0.0,0.0,177.5105257927268
APP,"APP, APPX",-2e-08,189.5027439999999,0.0,0.0,0.0,-22.19,3.557609726825215,0.0,0.0,170.87035370682497
INTC,"INTC, INTW",-33.50780248,212.73669599999994,0.0,0.0,0.0,-35.05,21.57553677318138,0.0,0.0,165.75443029318103
UEC,"UEC, UECG",-18.904435080000003,198.9925209999999,0.0,0.0,0.0,-28.84,10.517229635449885,0.0,0.0,161.7653155554499
CEG,"CEG, CEGX",5.9e-07,211.47879899999998,14.93,0.0,0.0,-81.74,13.719132766508539,0.0,0.0,158.38793235650854
LEU,"LEU, LEUX",-39.9463718,252.26794999999993,0.0,0.0,0.0,-71.08,12.68072399083689,0.0,0.0,153.92230219083683
WULF,"WULF, WULX",0.0,193.2615699999999,0.0,0.0,0.0,-58.87,18.437961533705977,0.0,0.0,152.8295315337059
XPEV,"XPEG, XPEV",143.78664535,4.391832999999998,0.0,0.0,0.0,-3.0100000000000002,2.785702216284178,0.0,0.0,147.95418056628415
GSOL,"GSOL, SOLX",0.0,165.5679029999999,0.0,0.0,0.0,-41.06,17.578724696129687,0.0,0.0,142.08662769612965
FIGR,"FGRU, FIGR",264.31496211,-105.25065900000001,0.0,0.0,0.0,-39.92,16.99047521925089,0.0,0.0,136.13477832925088
CRDO,"CRDO, CRDU",3.9e-07,150.34931300000005,0.0,0.0,0.0,-32.04,11.237424698910894,0.0,0.0,129.54673808891096
CMG,"CMG, CMGG",567.93314245,-417.727578,0.0,0.0,0.0,-35.18,9.719438712910854,0.0,0.0,124.74500316291073
NU,"NU, NUG",-4.9e-07,156.0698789999999,0.0,0.0,0.0,-45.1,11.033810337090536,0.0,0.0,122.00368884709042
CIFR,"CIFG, CIFR",0.0,146.035475,0.0,0.0,0.0,-39.74,10.889548379042889,0.0,0.0,117.18502337904286
KLAC,"KLAC, KLAG",0.0,121.93446700000004,11.4,0.0,0.0,-37.65,16.065795763314128,0.0,0.0,111.75026276331414
TER,"TER, TERG",-3.35040458,172.55969000000005,3.12,0.0,0.0,-85.61,18.5427186623071,0.0,0.0,105.2620040823067
LLY,"ELIL, LLY",214.68161264999998,-87.17242099999999,8.65,0.0,-2.23,-31.29,2.294787418977674,0.0,0.0,104.93397906897758
EOSE,"EOSE, EOSU",5.9e-07,100.48391100000003,0.0,0.0,0.0,-19.75,18.255418226820957,0.0,0.0,98.98932981682083
ALAB,"ALAB, LABX",2.4e-07,112.43570499999998,0.0,0.0,0.0,-37.52,20.003500132714937,0.0,0.0,94.91920537271491
HUT,"HUT, HUTG",1.9e-07,105.477938,0.0,0.0,0.0,-31.78,14.160972397159181,0.0,0.0,87.85891058715924
XBI,"LABU, XBI",161.35837863,-70.05118900000001,0.0,0.0,0.0,-7.3,1.8776349081738581,0.0,0.0,85.88482453817386
OKLO,"OKLL, OKLO",-99.8038378,234.04993100000002,0.0,0.0,0.0,-55.22,6.656387036761608,0.0,0.0,85.68248023676142
CRWD,"CRWD, CRWL",583.2770224999999,-469.47154,0.0,0.0,0.0,-31.45,2.488287674429069,0.0,0.0,84.84377017442898
PLUG,"PLUG, PLUL",0.0,116.21941700000025,0.0,0.0,0.0,-53.74,19.93101570373736,0.0,0.0,82.41043270373802
SPOT,"SPOG, SPOT",82.02639456,4.937486,0.0,0.0,0.0,-10.63,2.8036465985516954,0.0,0.0,79.1375271585517
CSCO,"CSCL, CSCO",80.66342065,55.663539000000014,3.69,0.0,-25.45,-53.21,12.40353766171971,0.0,0.0,73.76049731171975
SATS,"SATG, SATS",0.0,92.08485799999994,0.0,0.0,0.0,-27.98,6.021373412155342,0.0,0.0,70.12623141215528
ISRG,"ISRG, ISUL",282.58692505,-200.124955,0.0,0.0,0.0,-16.63,3.5272130308023595,0.0,0.0,69.35918308080238
COIN,"COIA, COIG, COIN, COIW, CONX",1649.5722705699998,-1390.687141,0.0,0.0,-150.6,-46.620000000000005,5.81215822799088,0.0,0.0,67.47728779799058
LUNR,"LUNL, LUNR",0.0,58.939589000000005,0.0,0.0,0.0,-4.25,10.92568183969975,0.0,0.0,65.61527083969975
DIA,DIA,65.0769285,0.0,0.0,0.0,0.0,-0.63,0.0,0.0,0.0,64.4469285
FXI,"FXI, YINN",0.0,67.22630099999998,0.0,0.0,-5.57,-6.2700000000000005,8.678555787562924,0.0,0.0,64.06485678756292
CLS,"CLS, CSEX",-52.83831383,129.404029,0.0,0.0,0.0,-16.65,3.401575166471757,0.0,0.0,63.31729033647176
CNC,"CNC, CNCG",70.50746400000003,0.17679299999999998,0.0,0.0,0.0,-10.72,1.1139655004010907,0.0,0.0,61.07822250040101
WDC,"WDC, WDCX",0.0,66.96250899999995,1.0,0.0,0.0,-14.97,4.21366721790884,0.0,0.0,57.20617621790882
BE,"BE, BEX",0.0,71.19667700000001,0.0,0.0,0.0,-21.22,6.782704612541736,0.0,0.0,56.759381612541745
QBTS,"QBTS, QBTX",0.0,83.78886599999987,0.0,0.0,0.0,-41.96,12.505440002232824,0.0,0.0,54.33430600223255
LRCX,"LRCU, LRCX",0.0,54.92253599999998,0.0,0.0,0.0,-6.92,3.813181231847431,0.0,0.0,51.81571723184737
CRM,"CRM, CRMG",0.0,80.05318399999987,0.0,0.0,0.0,-39.97,10.279140308909506,0.0,0.0,50.36232430890959
COST,"COST, COTG",-26.80481263,126.00033,7.8,0.0,0.0,-71.63,11.533316687119061,0.0,0.0,46.898834057119075
QCOM,"QCMU, QCOM",-11.54169324,47.78175699999997,52.51,0.0,-31.66,-21.41,10.12987567459334,0.0,0.0,45.80993943459316
AFRM,"AFRM, AFRU",175.10152605000002,-130.49203,0.0,0.0,0.0,-7.53,3.984631647876165,0.0,0.0,41.06412769787619
BA,"BA, BOEG, BOEU",16.50198074,100.07265099999995,0.0,0.0,-16.68,-83.43,24.068718370047044,0.0,0.0,40.53335011004674
RDW,"RDW, RDWU",0.0,63.68067900000001,0.0,0.0,0.0,-32.91,6.486894189707513,0.0,0.0,37.25757318970753
GLXY,"GLXU, GLXY",5.840784499999984,54.24080200000003,0.0,0.0,0.0,-33.37,9.75462057753838,0.0,0.0,36.4662070775384
NBIS,"NBIS, NEBX",-50.60766285999999,103.27588000000014,0.0,0.0,0.0,-44.43,25.478983685526018,0.0,0.0,33.71720082552656
ETOR,"ETOR, ETRL",0.0,41.026235000000014,0.0,0.0,0.0,-12.59,4.141155600473282,0.0,0.0,32.57739060047328
