symbol,overlay_type,net_notional_usd,gross_notional_usd,n_legs
AMZO,flow_program,19463.91277835,19463.91277835,1
TSLQ,flow_program,11014.918719000001,11014.918719000001,1
ZSL,flow_program,10455.96359808,10455.96359808,1
DUST,flow_program,10289.57900544,10289.57900544,1
SQQQ,flow_program,9897.329087099999,9897.329087099999,1
FAZ,flow_program,9599.92990272,9599.92990272,1
SDS,flow_program,9197.30187552,9197.30187552,1
LABD,flow_program,8418.5950671,8418.5950671,1
NVDQ,flow_program,8060.198144614999,8060.198144614999,1
SOXS,flow_program,6857.0142732,6857.0142732,1
EWV,flow_program,974.58668784,974.58668784,1
TSYY,flow_program,-39.43222998,39.43222998,1
NVYY,flow_program,-56.789487599999994,56.789487599999994,1
TQQY,flow_program,-252.416788624,252.416788624,1
