symbol,description,realized_pnl,unrealized_pnl,dividends,withholding_tax,pil_dividends,borrow_fees,short_credit_interest,other_fees,bond_interest,total_pnl
AMZO,TRADR 2X SHORT AMZN DAILY ET,0.0,2227.250924,0.0,0.0,0.0,-14.11,27.456458709507146,0.0,0.0,2240.5973827095067
SOXS,DIREXION DAILY SEMI BEAR 3X,0.0,940.6607,0.0,0.0,-25.53,-44.2,6.346228196025922,0.0,0.0,877.2769281960259
LABD,DRX DLY S&P BIOTECH BEAR 3X,0.0,583.332848,0.0,0.0,-15.54,-47.14,7.787219396824238,0.0,0.0,528.4400673968242
NVDQ,T-REX 2X INVERSE NVIDIA DLY,0.0,263.924488,0.0,0.0,0.0,-74.46,11.198247866899099,0.0,0.0,200.6627358668991
SQQQ,PROSHARES ULTRAPRO SHORT QQQ,0.0,179.281897,0.0,0.0,-29.37,-14.8,9.202030884237587,0.0,0.0,144.31392788423756
AZYY,GRANITE YIELDBOOST AMZN ETF,149.34178575,0.0,0.0,0.0,-43.59,-6.33,0.0,0.0,0.0,99.42178575000001
TQQY,GRANITE YIELDBOOST QQQ,159.88451495,4.982948,0.0,0.0,-107.6,-12.43,0.8009442545324535,0.0,0.0,45.63840720453246
TSYY,GRANITE YIELDBOOST TSLA ETF,0.0,7.786806,0.0,0.0,-3.8600000000000003,-0.16,0.20182732528177677,0.0,0.0,3.9686333252817767
FAZ,DIREXION DAILY FIN BEAR 3X,0.0,61.551698,0.0,0.0,-26.13,-41.44,8.853669116700635,0.0,0.0,2.8353671167006436
SDS,PROSHARES ULTRASHORT S&P500,0.0,11.503043,0.0,0.0,-26.99,-29.08,13.148913255235394,0.0,0.0,-31.418043744764603
NVYY,GRANITE YIELDBOOST NVDA,104.42386226,3.390442,0.0,0.0,-149.29,-6.75,0.23976853780903798,0.0,0.0,-47.98592720219095
EWV,PROSHARES ULTSHRT MSCI JAPAN,-379.67922922,18.876946,0.0,0.0,-1.46,-3.24,1.3609023101681963,0.0,0.0,-364.14138090983187
DUST,DIREXION DAILY GOLD MINERS I,-3.4059583,-991.089378,0.0,0.0,-90.65,-85.74,14.342276469386057,0.0,0.0,-1156.543059830614
TSLQ,TRADR 2X SHORT TSLA DAILY ET,0.0,-1366.542631,0.0,0.0,0.0,-25.32,16.330495632630807,0.0,0.0,-1375.5321353673692
ZSL,PROSHARES ULTRASHORT SILVER,0.0,-1479.417632,0.0,0.0,0.0,-228.76999999999998,14.298440670229834,0.0,0.0,-1693.88919132977
