underlying,realized_pnl,unrealized_pnl,dividends,withholding_tax,pil_dividends,borrow_fees,short_credit_interest,other_fees,bond_interest,total_pnl
GDX,-170.39822705,3179.1347290000003,0.0,0.0,-10.84,-22.659999999999997,25.192560019531467,0.0,0.0,3000.429061969532
MARA,979.7263744200001,4646.644519,-9.29,0.0,-3615.19,-354.87,86.61195477750286,0.0,0.0,1733.632848197503
BLSH,1753.26777316,-60.38996499999996,0.0,0.0,0.0,-40.47,9.985145852037741,0.0,0.0,1662.3929540120375
MSTR,2197.39825607,6025.435559,-0.37,0.0,-6294.7699999999995,-631.48,122.65859708924141,0.0,0.0,1418.8724121592418
META,534.44764968,1524.503228,12.6,0.0,-968.01,-122.22999999999999,40.967869109822274,0.0,0.0,1022.2787467898223
SLV,950.86998489,0.0,0.0,0.0,0.0,-0.5800000000000001,0.0,0.0,0.0,950.2899848899999
CRWV,181.83653006,712.477751,0.0,0.0,0.0,-53.51,15.63691429925297,0.0,0.0,856.441195359253
TSLA,1020.4489594900001,207.00500499999998,0.0,0.0,-406.76,-158.29999999999998,23.265626058951785,0.0,0.0,685.6595905489512
SOXX,933.2817249,-274.92753700000003,0.0,0.0,4.16,-2.17,8.472137134748058,0.0,0.0,668.816325034748
XRPZ,-1439.7644517400004,2026.5868380000002,0.0,0.0,-11.16,-56.620000000000005,24.117153660691535,0.0,0.0,543.1595399206917
RCAT,0.0,568.9626000000003,0.0,0.0,0.0,-47.85,10.598588427581461,0.0,0.0,531.7111884275819
NVDA,175.57334722000002,729.231368,1.44,0.0,-316.63,-173.1,49.22165670973868,0.0,0.0,465.7363719297386
ENPH,436.15916215,-1.3641519999999971,0.0,0.0,0.0,-14.26,1.0062637080959442,0.0,0.0,421.54127385809596
IREN,0.0,455.30220999999983,0.0,0.0,0.0,-70.17,11.2377884197325,0.0,0.0,396.3699984197324
EWJ,388.67593575,0.0,0.0,0.0,0.0,-0.4,0.0,0.0,0.0,388.27593575000003
