run_date,underlying,qty_b1,qty_b2,qty_b4,cost_b1_base,cost_b2_base,cost_b4_base
2026-04-10,3905,3000.0,0.0,0.0,43142.1429,0.0,0.0
2026-04-10,AAL,188.0,0.0,0.0,2354.7000000000003,0.0,0.0
2026-04-10,AAOI,196.0,0.0,0.0,20031.42,0.0,0.0
2026-04-10,AAPL,21.315175422400216,39.684824577599784,0.0,5416.772134900388,9950.203829688402,0.0
2026-04-10,ABNB,0.0,14.0,0.0,0.0,1788.76,0.0
2026-04-10,ACHR,345.0,0.0,0.0,2366.7000000000003,0.0,0.0
2026-04-10,ADBE,8.0,0.0,0.0,2198.0,0.0,0.0
2026-04-10,AFRM,60.0,0.0,0.0,3021.6000000000004,0.0,0.0
2026-04-10,AI,0.0,-40.0,0.0,0.0,-431.2,0.0
2026-04-10,ALAB,78.0,0.0,0.0,11185.773898507463,0.0,0.0
2026-04-10,ALB,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-10,AMD,105.26054496003621,29.73945503996378,0.0,23164.509568350506,7714.786380554603,0.0
2026-04-10,AMZN,16.66352814123435,69.33647185876563,0.0,3968.7842100650355,16410.766341174633,0.0
2026-04-10,APH,16.0,0.0,0.0,2191.04,0.0,0.0
2026-04-10,APLD,11000.0,0.0,9000.0,304876.82660000003,0.0,231069.11500000005
2026-04-10,APP,6.0,0.0,0.0,3140.3494444444445,0.0,0.0
2026-04-10,AREB,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-10,ARKK,32.0,0.0,0.0,2290.816,0.0,0.0
2026-04-10,ARM,0.0,9.0,0.0,0.0,1377.09,0.0
2026-04-10,ASHR,234.0,0.0,0.0,7986.420000000001,0.0,0.0
2026-04-10,ASML,4.0,0.0,0.0,5907.56,0.0,0.0
2026-04-10,ASO,2.0,0.0,0.0,116.26,0.0,0.0
2026-04-10,ASTS,114.0,0.0,0.0,11871.68,0.0,0.0
2026-04-10,AVGO,59.0,0.0,0.0,19353.31017857143,0.0,0.0
2026-04-10,AXON,1.0,0.0,0.0,572.42,0.0,0.0
2026-04-10,AXUP,-101.0,0.0,0.0,-1150.39,0.0,0.0
2026-04-10,BA,80.0,0.0,0.0,19422.95175,0.0,0.0
2026-04-10,BABA,13.550079710641647,39.44992028935835,0.0,2284.0002087530206,6432.668159428798,0.0
2026-04-10,BAMI,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-10,BBAI,3024.0,0.0,0.0,10819.872,0.0,0.0
2026-04-10,BE,26.0,0.0,0.0,4239.55,0.0,0.0
2026-04-10,BFF,-4000.0,0.0,0.0,-17678.232,0.0,0.0
2026-04-10,BIDU,19.0,0.0,0.0,2272.96,0.0,0.0
2026-04-10,BITF,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-10,BJRI,-5000.0,0.0,0.0,-175144.83000000002,0.0,0.0
2026-04-10,BKNG,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-10,BKNU,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-10,BLSH,204.0,0.0,0.0,8111.04,0.0,0.0
2026-04-10,BLSX,-575.0,0.0,0.0,-4999.609999999999,0.0,0.0
2026-04-10,BMNR,490.0,0.0,0.0,10482.14,0.0,0.0
2026-04-10,BRK.B,15.0,4.0,0.0,7259.9,1978.1999999999998,0.0
2026-04-10,BULL,393.0,0.0,0.0,2401.23,0.0,0.0
2026-04-10,CC,-14523.0,0.0,0.0,-259391.44769999996,0.0,0.0
2026-04-10,CEG,33.0,0.0,0.0,9786.630000000001,0.0,0.0
2026-04-10,CELH,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-10,CELT,-338.0,0.0,0.0,-4177.004636363637,0.0,0.0
2026-04-10,CIFR,427.0,0.0,0.0,6790.585,0.0,0.0
2026-04-10,CLS,6.0,0.0,0.0,1774.5139591836733,0.0,0.0
2026-04-10,CLSK,1580.0,0.0,-960.0,16188.906,0.0,-9437.078
2026-04-10,CMG,185.0,0.0,0.0,6854.232999999999,0.0,0.0
2026-04-10,CNC,22.0,0.0,0.0,812.68,0.0,0.0
2026-04-10,COHR,3.0,0.0,0.0,818.4000000000001,0.0,0.0
2026-04-10,COIN,-6.357398873527905,31.35739887352791,0.0,-1292.5155760368662,6542.40467997952,0.0
2026-04-10,COLD,4000.0,0.0,0.0,45400.0,0.0,0.0
2026-04-10,COPX,94.0,0.0,0.0,8936.539999999999,0.0,0.0
2026-04-10,CORZ,550.0,0.0,0.0,9787.535433582092,0.0,0.0
2026-04-10,COST,8.0,0.0,0.0,7936.261600000002,0.0,0.0
2026-04-10,CRCL,104.0,0.0,0.0,11142.28,0.0,0.0
2026-04-10,CRDO,63.0,0.0,0.0,6672.33,0.0,0.0
2026-04-10,CRM,49.0,0.0,0.0,10312.470000000001,0.0,0.0
2026-04-10,CRML,2238.0,0.0,0.0,22059.190000000002,0.0,0.0
2026-04-10,CRWD,5.0,0.0,0.0,2030.8000000000002,0.0,0.0
2026-04-10,CRWV,111.0,0.0,0.0,10140.32206185567,0.0,0.0
2026-04-10,CSCO,103.0,0.0,0.0,8143.094999999999,0.0,0.0
2026-04-10,CVNA,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-10,DASH,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-10,DASX,-387.0,0.0,0.0,-4113.81,0.0,0.0
2026-04-10,DDOG,18.0,0.0,0.0,2282.7599999999998,0.0,0.0
2026-04-10,DELL,19.0,0.0,0.0,2892.7,0.0,0.0
2026-04-10,DIA,52.94117647058823,0.0,-52.94117647058823,25843.328470588236,0.0,-25901.598494117647
2026-04-10,DJT,87.0,0.0,0.0,836.03,0.0,0.0
