pair_key,bucket,d_total,d_real,d_unr,d_borrow,d_pil,day
META/METU,bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-02
SPY/SPYI,bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-02
MSFT/MSFW,bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-02
TSLA/TSLY,bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-02
SPY/JEPI,bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-02
SPXU/SPY,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-02
MSTR/(spot),bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-02
META/METW,bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-02
SPXS/SPY,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-02
TSDD/TSLA,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-02
TMV/TLT,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-02
XOM/(spot),bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-02
OSCR/OSCG,bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-02
RTX/RTXG,bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-02
QQQ/QYLG,bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-02
QQQ/QYLD,bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-02
QQQ/QQQX,bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-02
OKLS/OKLO,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-02
QQQ/JEPQ,bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-02
OKTX/OKTA,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-02
QID/QQQ,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-02
PYPL/PYPY,bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-02
XBI/(spot),bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-02
TSLA/TSLW,bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-02
VALE/(spot),bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-02
WEBS/XLK,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-02
VALE/VALG,bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-02
PLTR/PLTW,bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-02
ORLY/(spot),bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-02
ORLY/ORLG,bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-02
PBR/PBRG,bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-02
NWMX/NEM,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-02
XLK/(spot),bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-02
XBI/LABU,bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-02
QSX/QS,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-02
RTX/(spot),bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-02
NETX/NET,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-02
PBR/(spot),bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-02
TZA/IWM,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-02
NFLX/NFLW,bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-02
NFLX/NFLY,bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-02
RGTZ/RGTI,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-02
NOK/LNOK,bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-02
REW/XLK,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-02
NVD/NVDA,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-02
XLF/(spot),bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-02
XLE/ERX,bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-02
RDDT/RDYY,bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-02
RBLX/RBLY,bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-02
NVDA/NVDO,bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-02
NVDA/NVDY,bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-02
NVDS/NVDA,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-02
XLE/(spot),bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-02
PXIU/UPXI,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-02
AAL/(spot),bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-02
CSCO/CSCL,bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-02
DRIP/XOP,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-02
DUG/XLE,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-02
ASHR/(spot),bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-02
DXD/DIA,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-02
ASML/ASMG,bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-02
ASHR/CHAU,bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-02
EWJ/(spot),bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-02
BABA/BABO,bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-02
BLSX/BLSH,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-02
FNGD/XLK,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-02
FUTU/(spot),bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-02
AI/(spot),bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-02
FUTU/FUTG,bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-02
GME/(spot),bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-02
GME/GMEU,bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-02
GOOGL/GOOY,bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-02
GRAB/(spot),bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-02
ABNB/ABNY,bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-02
GRAB/GRAG,bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-02
GXRP/XRPZ,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-02
HIBS/SPHB,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-02
ABNB/ABNG,bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-02
HL/(spot),bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-02
ABNB/(spot),bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-02
HL/HLXX,bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-02
HOOD/HOOW,bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-02
HOOD/HOOY,bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-02
DKUP/DKNG,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-02
ABNB/(spot),bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-02
DKNG/DRAY,bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-02
AMD/AMDY,bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-02
BMNZ/BMNR,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-02
BTCZ/IBIT,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-02
BTFL/KEEL,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-02
CBRZ/CBRS,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-02
CELH/(spot),bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-02
CELT/CELH,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-02
CHNL/(spot),bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-02
CHNL/CHNU,bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-02
COIN/(spot),bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-02
BKNU/BKNG,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-02
COIN/COIW,bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-02
COIN/CONY,bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-02
BKNG/BKNU,bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-02
COST/(spot),bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-02
COST/COTG,bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-02
AMZN/AZYY,bucket_3,0.0,0.0,0.0,0.0,0.0,2026-06-02
AMZN/AMZY,bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-02
AMZN/AMZW,bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-02
ARM/ARMW,bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-02
CSCO/(spot),bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-02
MARA/MARO,bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-02
CVNA/CVNY,bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-02
DAMD/AMD,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-02
DASH/(spot),bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-02
DASX/DASH,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-02
DIA/(spot),bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-02
DJT/(spot),bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-02
DJT/DJTU,bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-02
HOOZ/HOOD,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-02
AI/AIYY,bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-02
AAPL/AAPU,bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-02
LCID/(spot),bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-02
LYFX/LYFT,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-02
ISRG/(spot),bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-02
IBM/IBX,bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-02
IBM/(spot),bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-02
AAPL/APLY,bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-02
LLY/ELIL,bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-02
AXUP/AXON,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-02
AURU/AUR,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-02
AAPL/AAPX,bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-02
LCID/LCDL,bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-02
LMT/(spot),bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-02
LLY/(spot),bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-02
IONZ/IONQ,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-02
ISRG/ISUL,bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-02
LITZ/LITE,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-02
LMT/LMTL,bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-02
AAL/AALG,bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-02
NFLX/NFXL,bucket_1,0.2745160405729621,0.0,0.2799999999999998,0.0,0.0,2026-06-02
NU/NUG,bucket_1,0.43704740360908545,0.0,0.47000000000000003,-0.030000000000001137,0.0,2026-06-02
UNH/UNHG,bucket_1,0.8290406602850453,0.0,1.1600000000000001,-0.27000000000001023,0.0,2026-06-02
META/(spot),bucket_1,1.024439904119788,1.0244399041214223,-1.6484591469634324e-12,0.0,0.0,2026-06-02
NFLX/NFLU,bucket_1,1.075980367504144,0.0,1.3599999999999852,-0.23999999999998067,0.0,2026-06-02
UPS/(spot),bucket_1,2.3300000000000125,0.0,2.33,0.0,0.0,2026-06-02
OKLO/(spot),bucket_1,2.330000000000041,0.0,2.330000000000041,0.0,0.0,2026-06-02
AMZN/AMZU,bucket_1,3.0082654697823727,0.0,3.05,-0.030000000000001137,0.0,2026-06-02
LLY/LLYX,bucket_1,3.075121488206816,0.0,3.1500000000000004,-0.06,0.0,2026-06-02
SBUX/SBU,bucket_1,3.1865294155174553,0.0,3.23,-0.030000000000001137,0.0,2026-06-02
TSLA/TSYY,bucket_3,3.1873257601529286,0.0,3.278952999999998,-0.08999999999999986,0.0,2026-06-02
BABA/(spot),bucket_1,3.5475563822792537,-6.20165368989562e-09,3.5475563884801886,0.0,0.0,2026-06-02
SPY/(spot),bucket_1,4.1200000000000045,0.0,4.119999999999997,0.0,0.0,2026-06-02
LRCX/LRCU,bucket_1,4.7813189525099915,0.0,7.569999999999993,-2.6700000000000017,0.0,2026-06-02
GOOGL/GGLL,bucket_1,5.140127444183236,0.0,5.299999999999997,-0.12000000000000455,0.0,2026-06-02
APP/(spot),bucket_1,6.100000000000023,0.0,6.100000000000023,0.0,0.0,2026-06-02
RBLX/RBLU,bucket_1,6.102286358366655,0.0,7.319999999999936,-1.1099999999999994,0.0,2026-06-02
GOOGL/GOOX,bucket_1,6.455807131376787,0.0,6.660000000000011,-0.14999999999999858,0.0,2026-06-02
PYPL/(spot),bucket_1,6.600000000000136,0.0,6.599999999999966,0.0,0.0,2026-06-02
APH/APHU,bucket_1,7.176608207399511,0.0,7.800000000000001,-0.5700000000000003,0.0,2026-06-02
XYZ/(spot),bucket_1,7.220000000000027,0.0,7.219999999999999,0.0,0.0,2026-06-02
EWW/MEXX,bucket_1,7.7449266058830615,0.0,7.920000000000002,-0.11999999999999922,0.0,2026-06-02
IWM/URTY,bucket_1,8.221658410213024,0.0,8.539999999999992,-0.23999999999999977,0.0,2026-06-02
QCOM/QCML,bucket_1,8.302841760727897,0.0,7.77122,0.0,0.0,2026-06-02
QQQ/(spot),bucket_1,8.860000000000014,0.0,8.859999999999985,0.0,0.0,2026-06-02
SOXX/SOXS,bucket_3,9.302265027589783,0.0,9.376823000000059,-0.060000000000002274,0.0,2026-06-02
FXI/(spot),bucket_1,10.439999999999998,0.0,10.440000000000001,0.0,0.0,2026-06-02
ARKK/TARK,bucket_1,10.540881831910127,0.0,10.840000000000003,-0.17999999999999972,0.0,2026-06-02
URA/URAA,bucket_1,11.1964947811623,0.0,11.519999999999982,-0.17999999999999972,0.0,2026-06-02
ETOR/ETRL,bucket_1,11.513389966610362,0.0,12.340000000000003,-0.7199999999999989,0.0,2026-06-02
AAPL/AAPB,bucket_1,11.71867886118389,0.0,11.900000000000006,-0.11999999999999034,0.0,2026-06-02
JOBY/(spot),bucket_1,12.32000000000005,0.0,12.319999999999993,0.0,0.0,2026-06-02
B/BU,bucket_1,12.872940661682705,0.0,13.82,-0.8099999999999996,0.0,2026-06-02
BIDU/BIDG,bucket_1,13.527400988049749,0.0,13.59,0.0,0.0,2026-06-02
UPST/UPSX,bucket_1,13.994692175903964,0.0,16.200000000000045,-1.9200000000000017,0.0,2026-06-02
COHR/(spot),bucket_1,14.300000000000004,0.0,14.300000000000004,0.0,0.0,2026-06-02
CVNA/(spot),bucket_2,16.0,0.0,16.0,0.0,0.0,2026-06-02
PLUG/PLUL,bucket_1,17.78682476071117,0.0,23.869999000000007,-5.7900000000000205,0.0,2026-06-02
KLAC/(spot),bucket_1,18.329999999999927,0.0,18.329999999999984,0.0,0.0,2026-06-02
GEV/GEVG,bucket_1,18.73132435960723,0.0,19.069999999999993,-0.23999999999999988,0.0,2026-06-02
XOP/(spot),bucket_1,19.399999999999864,0.0,19.4,0.0,0.0,2026-06-02
SOXX/(spot),bucket_1,19.949999999999818,0.0,19.950000000000045,0.0,0.0,2026-06-02
TDOG/(spot),bucket_1,20.220001000000025,0.0,20.220001000000025,0.0,0.0,2026-06-02
AFRM/AFRU,bucket_1,20.315015183587548,0.0,22.03000099999997,-1.5300000000000011,0.0,2026-06-02
ACHR/(spot),bucket_1,20.55000000000001,0.0,20.55000000000001,0.0,0.0,2026-06-02
SATS/SATG,bucket_1,20.590157597921575,0.0,22.05000000000001,-1.3200000000000074,0.0,2026-06-02
DNN/DNNG,bucket_1,21.23135400518271,0.0,22.26000000000002,-0.870000000000001,0.0,2026-06-02
NEM/NEMG,bucket_1,21.397057778172297,0.0,22.230000000000018,-0.6899999999999995,0.0,2026-06-02
BA/BOEG,bucket_1,21.48839494452409,0.0,21.75999999999999,-0.18000000000000682,0.0,2026-06-02
IBIT/BITU,bucket_1,21.586131938187464,0.0,22.00999999999999,-0.3300000000000125,0.0,2026-06-02
BA/BOEU,bucket_1,22.980289958380354,0.0,23.290000000000006,-0.21000000000000085,0.0,2026-06-02
TER/TERG,bucket_1,23.959312440459144,0.0,25.159999999999968,-1.049999999999983,0.0,2026-06-02
KTOS/KTUP,bucket_1,24.693913758404108,0.0,28.340000000000032,-3.450000000000003,0.0,2026-06-02
SPY/SDS,bucket_3,24.825579180616387,0.0,26.645072000000027,-1.6499999999999986,0.0,2026-06-02
KWEB/(spot),bucket_1,25.200000000000045,0.0,25.200000000000003,0.0,0.0,2026-06-02
ETHA/ETHT,bucket_1,25.79340622258769,0.0,27.0,-0.9599999999999937,0.0,2026-06-02
ETHA/ETU,bucket_1,26.216476969666246,0.0,27.090000000000003,-0.5999999999999943,0.0,2026-06-02
ETHA/ETHU,bucket_1,27.659713521770982,0.0,28.500000000000227,-0.5400000000000063,0.0,2026-06-02
AXON/(spot),bucket_1,28.159999999999997,0.0,28.159999999999997,0.0,0.0,2026-06-02
AMZN/AMZZ,bucket_1,28.895622346125492,0.0,29.099999999999998,-0.09000000000000341,0.0,2026-06-02
GEV/GEVX,bucket_1,29.48756946330286,0.0,30.03,-0.39000000000000057,0.0,2026-06-02
LMND/(spot),bucket_1,29.520000000000003,0.0,29.520000000000003,0.0,0.0,2026-06-02
SPOT/(spot),bucket_1,30.240000000000006,0.0,30.240000000000002,0.0,0.0,2026-06-02
FCX/(spot),bucket_1,30.589999999999975,0.0,30.590000000000003,0.0,0.0,2026-06-02
MSFT/(spot),bucket_1,30.840000000000146,0.0,30.840000000000003,0.0,0.0,2026-06-02
MSTR/MSTP,bucket_1,31.34558257157485,0.0,29.601851,0.0,0.0,2026-06-02
IBIT/BTCL,bucket_1,31.59272191242576,0.0,31.850000000000023,-0.11999999999999744,0.0,2026-06-02
CMG/CMGG,bucket_1,31.603987513825132,0.0,32.01999999999998,-0.29999999999999716,0.0,2026-06-02
ASML/(spot),bucket_1,31.62000000000012,0.0,31.619999999999976,0.0,0.0,2026-06-02
AMD/AMUU,bucket_1,32.708810491341865,0.0,33.59999999999991,-0.6599999999999966,0.0,2026-06-02
IONQ/QPUX,bucket_1,32.84803588608611,0.0,37.440000000000055,-4.230000000000004,0.0,2026-06-02
ALB/ALBG,bucket_1,33.93605756443938,0.0,34.93,-0.8399999999999999,0.0,2026-06-02
AMD/AMDL,bucket_1,35.43265670183246,0.0,36.120000000000005,-0.45000000000000284,0.0,2026-06-02
IBIT/BITX,bucket_1,36.59223843011611,0.0,36.89999999999998,-0.15000000000000568,0.0,2026-06-02
RIOT/(spot),bucket_1,36.59389327045187,36.89368427045309,-0.29979100000130643,0.0,0.0,2026-06-02
AMD/AMDG,bucket_1,37.14341882676672,0.0,37.80000000000007,-0.4200000000000017,0.0,2026-06-02
IONQ/IOYY,bucket_2,38.12931545464562,0.0,227.01,-173.9699999999999,0.0,2026-06-02
VRT/(spot),bucket_1,38.399999999999636,0.0,38.39999999999998,0.0,0.0,2026-06-02
GLW/GLWG,bucket_1,41.2322975344828,0.0,43.56000000000003,-2.129999999999999,0.0,2026-06-02
COPX/(spot),bucket_1,42.24000000000001,0.0,42.239999999999995,0.0,0.0,2026-06-02
QQQ/SQQQ,bucket_3,42.77019079042225,0.0,43.44827700000019,-0.6000000000000014,0.0,2026-06-02
RDDT/(spot),bucket_1,44.400000000000006,0.0,44.400000000000006,0.0,0.0,2026-06-02
NVO/NVOX,bucket_1,44.70170444450093,0.0,45.540000000000006,-0.6600000000000001,0.0,2026-06-02
SOEZ/SOLT,bucket_1,44.777148406899414,0.0,46.75,-1.6199999999999903,0.0,2026-06-02
RGTI/(spot),bucket_1,45.26999999999953,0.0,45.26999999999998,0.0,0.0,2026-06-02
SRPT/SRPU,bucket_1,45.500904696670204,0.0,48.410000999999966,-2.549999999999983,0.0,2026-06-02
TSLA/TSLT,bucket_1,47.92103469352628,0.0,48.480000000000004,-0.39000000000000057,0.0,2026-06-02
WULF/(spot),bucket_1,49.69999999999982,0.0,49.69999999999982,0.0,0.0,2026-06-02
CVNA/CVNX,bucket_1,50.65337489024239,0.0,52.25,-1.3800000000000026,0.0,2026-06-02
CRWD/(spot),bucket_1,51.170000000000016,0.0,51.170000000000016,0.0,0.0,2026-06-02
UVIX/SVIX,bucket_4,53.514560751017385,0.0,65.18533981224584,-4.0620893589948,0.0,2026-06-02
TSLA/TSLR,bucket_1,53.730483949212214,0.0,54.33999999999999,-0.4199999999999946,0.0,2026-06-02
INTC/LINT,bucket_1,54.68162647960401,0.0,55.17000000000001,-0.3000000000000001,0.0,2026-06-02
META/FBL,bucket_1,56.56751731546569,0.0,56.91,-0.14999999999999858,0.0,2026-06-02
TSLA/TSLI,bucket_1,57.08014913429332,0.0,57.61,-0.3299999999999983,0.0,2026-06-02
XRPZ/XRPT,bucket_1,58.34662979957477,0.0,59.889999999999986,-1.1999999999999993,0.0,2026-06-02
QS/(spot),bucket_1,59.360000000000014,0.0,59.360000000000014,0.0,0.0,2026-06-02
XPEV/(spot),bucket_1,60.0,0.0,60.0,0.0,0.0,2026-06-02
GDX/NUGT,bucket_1,60.05199825001682,0.0,60.360000000000014,-0.060000000000002274,0.0,2026-06-02
UBER/(spot),bucket_1,60.660000000000025,0.0,60.660000000000004,0.0,0.0,2026-06-02
VST/VSTL,bucket_1,61.3788762030307,0.0,62.4,-0.7800000000000002,0.0,2026-06-02
MRNA/MRNX,bucket_1,62.02451980874383,0.0,63.99000000000001,-1.6800000000000068,0.0,2026-06-02
GDXJ/JNUG,bucket_1,66.14662706567714,0.0,66.55000000000001,-0.15000000000000036,0.0,2026-06-02
AVAV/AVXX,bucket_1,69.11915398484805,0.0,72.72,-3.1799999999999997,0.0,2026-06-02
BULL/(spot),bucket_1,69.6,0.0,69.6,0.0,0.0,2026-06-02
MSTR/MSTX,bucket_1,70.30110864249743,0.0,71.4,-0.8699999999999974,0.0,2026-06-02
XRPZ/UXRP,bucket_1,71.27830200040694,0.0,72.38999999999987,-0.7199999999999989,0.0,2026-06-02
SNAP/(spot),bucket_1,71.55000000000001,0.0,71.55,0.0,0.0,2026-06-02
LEU/(spot),bucket_1,71.82999999999993,0.0,71.83,0.0,0.0,2026-06-02
ADBE/(spot),bucket_1,74.1,0.0,74.1,0.0,0.0,2026-06-02
TSLA/TSLL,bucket_1,74.86710210765094,0.0,75.39999999999998,-0.27000000000001023,0.0,2026-06-02
UEC/UECG,bucket_1,77.62439424959302,0.0,79.71000099999992,-1.6499999999999915,0.0,2026-06-02
PAAS/PAAU,bucket_1,80.8931997003233,0.0,81.859999,-0.6000000000000005,0.0,2026-06-02
SOFI/(spot),bucket_1,81.0,0.0,81.0,0.0,0.0,2026-06-02
SOUN/(spot),bucket_1,81.5,0.0,81.5,0.0,0.0,2026-06-02
XRPZ/XXRP,bucket_1,82.48867619749353,0.0,83.84999999999991,-0.9299999999999997,0.0,2026-06-02
NIO/(spot),bucket_1,86.25999999999999,0.0,86.25999999999999,0.0,0.0,2026-06-02
DKNG/(spot),bucket_1,86.48000000000008,0.0,86.48000000000002,0.0,0.0,2026-06-02
COIN/COIG,bucket_1,88.307251816102,0.0,90.15,-1.5,0.0,2026-06-02
AVGO/(spot),bucket_1,92.39999999999964,0.0,92.40000000000009,0.0,0.0,2026-06-02
GDX/GDXU,bucket_1,92.9477436387424,0.0,93.96000000000004,-0.6900000000000013,0.0,2026-06-02
MSTR/MSTU,bucket_1,93.0853049102328,0.0,94.32000000000001,-0.9299999999999997,0.0,2026-06-02
MARA/(spot),bucket_1,95.06592077413677,67.70099677413498,27.364924000001793,0.0,0.0,2026-06-02
SBET/(spot),bucket_1,95.12,0.0,95.12000000000006,0.0,0.0,2026-06-02
GEMI/GEMG,bucket_1,96.62781388033716,0.0,112.76,-15.419999999999995,0.0,2026-06-02
TTD/(spot),bucket_1,102.91999999999999,0.0,102.91999999999999,0.0,0.0,2026-06-02
COIN/COIA,bucket_1,106.8907341349128,0.0,108.86000000000001,-1.5600000000000023,0.0,2026-06-02
COIN/CONX,bucket_1,107.55548884086159,0.0,109.59000000000003,-1.6200000000000045,0.0,2026-06-02
ANET/(spot),bucket_1,112.09999999999997,0.0,112.1,0.0,0.0,2026-06-02
SHOP/(spot),bucket_1,113.60999999999996,0.0,113.60999999999999,0.0,0.0,2026-06-02
IREZ/IREN,bucket_4,114.53470298241382,0.0,185.24026941569764,-68.66999999999996,0.0,2026-06-02
NOW/(spot),bucket_1,114.9,0.0,114.9,0.0,0.0,2026-06-02
RKT/RKTL,bucket_1,117.94703693197471,0.0,119.54999999999995,-1.1099999999999994,0.0,2026-06-02
COIN/CONL,bucket_1,119.37558597209375,0.0,121.5,-1.6499999999999986,0.0,2026-06-02
CEG/CEGX,bucket_1,119.72293399371188,0.0,120.36000000000001,-0.2699999999999818,0.0,2026-06-02
SMCI/(spot),bucket_1,122.0746290764846,110.49715088457197,11.577478191912064,0.0,0.0,2026-06-02
CNC/(spot),bucket_1,124.80000000000018,0.0,124.79999999999995,0.0,0.0,2026-06-02
HOOD/HOOG,bucket_1,124.9398405624237,0.0,126.85000000000001,-1.4400000000000013,0.0,2026-06-02
OSCR/(spot),bucket_1,129.5,0.0,129.5,0.0,0.0,2026-06-02
QCOM/QCMU,bucket_1,129.51800976024742,0.0,130.35000000000002,-0.44999999999998863,0.0,2026-06-02
PANW/(spot),bucket_1,131.53000000000065,0.0,131.52999999999997,0.0,0.0,2026-06-02
MRVL/(spot),bucket_1,144.3000000000011,0.0,144.29999999999998,0.0,0.0,2026-06-02
SMST/MSTR,bucket_4,144.8623241428207,0.0,144.8623241428207,0.0,0.0,2026-06-02
NET/(spot),bucket_1,145.00000000000003,0.0,145.0,0.0,0.0,2026-06-02
NVDA/(spot),bucket_1,145.42000000000007,0.0,145.42,0.0,0.0,2026-06-02
CRM/(spot),bucket_1,147.99999999999977,0.0,148.0,0.0,0.0,2026-06-02
HOOD/HOOX,bucket_1,150.0503313152966,0.0,152.38,-1.7699999999999996,0.0,2026-06-02
TEM/(spot),bucket_1,151.45000000000005,0.0,151.45,0.0,0.0,2026-06-02
HOOD/HODU,bucket_1,153.30582925010467,0.0,155.35,-1.4700000000000024,0.0,2026-06-02
CRWV/(spot),bucket_2,154.36686918699604,0.0,154.36686918699604,0.0,0.0,2026-06-02
WDC/(spot),bucket_1,179.8800000000001,0.0,179.8800000000001,0.0,0.0,2026-06-02
MU/(spot),bucket_2,181.1099999999997,0.0,181.1099999999997,0.0,0.0,2026-06-02
LAC/(spot),bucket_1,187.8,0.0,187.8,0.0,0.0,2026-06-02
MP/(spot),bucket_1,188.19000000000005,0.0,188.19,0.0,0.0,2026-06-02
PLTR/(spot),bucket_1,189.05999999999995,0.0,189.06000000000006,0.0,0.0,2026-06-02
BMNR/BMNG,bucket_1,189.17015171778428,0.0,200.89999799999998,-10.739999999999952,0.0,2026-06-02
HOOD/ROBN,bucket_1,193.96389292915472,0.0,195.65,-0.9600000000000009,0.0,2026-06-02
INTC/INTW,bucket_1,196.38784198119902,0.0,198.24,-1.170000000000016,0.0,2026-06-02
