date,bucket,underlying,symbols,cum_pnl_usd
2026-04-10,bucket_1,QUBT,"QUBT, QUBX",-44.306708515868365
2026-04-10,bucket_1,RBLX,"RBLU, RBLX",-749.2997541640682
2026-04-10,bucket_1,RCAT,"RCAT, RCAX",531.7111884275819
2026-04-10,bucket_1,RDDT,"RDDT, RDTL",-791.0152727855677
2026-04-10,bucket_1,RDW,"RDW, RDWU",33.53910249065598
2026-04-10,bucket_1,RKT,"RKT, RKTL",205.15754240940527
2026-04-10,bucket_1,RTX,"RTX, RTXG",-2.2269797065478656
2026-04-10,bucket_1,SATS,"SATG, SATS",49.41681668727904
2026-04-10,bucket_1,SBET,"SBET, SBTU",-60.62875476461852
2026-04-10,bucket_1,SBUX,"SBU, SBUX",-13.758547312305549
2026-04-10,bucket_1,SHOP,"SHOP, SHPU",-7.456409192549586
2026-04-10,bucket_1,SLV,SLV,950.289985
2026-04-10,bucket_1,SMCI,"SMCI, SMCL",25.42167178997829
2026-04-10,bucket_1,SNAP,"SNAG, SNAP",-65.40496715598036
2026-04-10,bucket_1,SNDK,"SNDK, SNDU",-196.8786994971336
2026-04-10,bucket_1,SNDX,SNDX,-36.196079
2026-04-10,bucket_1,SNOW,"SNOU, SNOW",-491.1570005572462
2026-04-10,bucket_1,SNPS,"SNPS, SNPX",5.9606212456436936
2026-04-10,bucket_1,SOEZ,"SOEZ, SOLT",172.80220843074858
2026-04-10,bucket_1,SOFI,"SOFA, SOFI",-13.021461209318431
2026-04-10,bucket_1,SOXX,"SOXL, SOXX",668.816325034748
2026-04-10,bucket_1,SPOT,"SPOG, SPOT",79.3335104897306
2026-04-10,bucket_1,SRPT,"SRPT, SRPU",324.9220806149865
2026-04-10,bucket_1,TEM,"TEM, TEMT",-112.7003934932868
2026-04-10,bucket_1,TER,"TER, TERG",105.01245336676676
2026-04-10,bucket_1,TSLA,"TSLA, TSLI, TSLL, TSLR, TSLT",99.8044245071478
2026-04-10,bucket_1,TSM,"TSM, TSMG, TSMU",598.4915879454411
2026-04-10,bucket_1,TTD,"TTD, TTDU",-2.438518332883774
2026-04-10,bucket_1,U,"U, UNX",-0.9242961456889844
2026-04-10,bucket_1,UBER,"UBER, UBRL",42.87897750797242
2026-04-10,bucket_1,UEC,"UEC, UECG",159.28484257426953
2026-04-10,bucket_1,UNH,"UNH, UNHG",13.42283015795573
2026-04-10,bucket_1,UPS,"UPS, UPSG",-27.85972351935976
2026-04-10,bucket_1,UPST,"UPST, UPSX",-45.46598804443448
2026-04-10,bucket_1,URA,"URA, URAA",166.7043703478115
2026-04-10,bucket_1,USAR,"USAR, USGG",0.7360417890149904
2026-04-10,bucket_1,UUUU,"UUUG, UUUU",-19.19804926632424
2026-04-10,bucket_1,VALE,"VALE, VALG",3.744309545331049
2026-04-10,bucket_1,VRT,"VRT, VRTL",363.67344331377535
2026-04-10,bucket_1,WDC,"WDC, WDCX",52.02347667807123
2026-04-10,bucket_1,WULF,"WULF, WULX",163.10994044368817
2026-04-10,bucket_1,XBI,"LABU, XBI",88.5623082077623
2026-04-10,bucket_1,XLE,"ERX, XLE",-133.58269224999998
2026-04-10,bucket_1,XLF,XLF,-19.135827
2026-04-10,bucket_1,XLK,XLK,-138.632917
2026-04-10,bucket_1,XOM,"XOM, XOMX",514.9215987857472
2026-04-10,bucket_1,XOP,"GUSH, XOP",-59.51187486206243
2026-04-10,bucket_1,XPEV,"XPEG, XPEV",143.5437379929857
2026-04-10,bucket_1,XRPZ,"GXRP, UXRP, XXRP",543.1595399206917
2026-04-10,bucket_1,XYZ,"XYZ, XYZG",-1042.014130765318
2026-04-10,bucket_1,ZETA,"ZETA, ZETX",3.408906078320342
2026-04-10,bucket_2,AAPL,APLY,-103.76495595
2026-04-10,bucket_2,ABNB,ABNY,420.66797475
2026-04-10,bucket_2,AI,"AI, AIYY",-79.61064127999987
2026-04-10,bucket_2,AMD,"AMD, AMDY",967.842326858984
2026-04-10,bucket_2,AMZN,"AMZW, AMZY",1411.58432284
2026-04-10,bucket_2,ARM,ARMW,-394.01817473
2026-04-10,bucket_2,BABA,BABO,143.84432341000002
2026-04-10,bucket_2,COIN,"COIN, COIW, CONY",-418.8926532300905
2026-04-10,bucket_2,CVNA,"CVNA, CVNY",-141.33139911
2026-04-10,bucket_2,DKNG,"DKNG, DRAY",-215.86072440891377
2026-04-10,bucket_2,GOOGL,GOOY,138.45614422000003
2026-04-10,bucket_2,HIMS,"HIMS, HMYY",-29.99052859758311
2026-04-10,bucket_2,HOOD,"HOOD, HOOW, HOOY",104.79899362000016
2026-04-10,bucket_2,IBIT,"IBIT, XBTY",-2046.2977009775263
2026-04-10,bucket_2,MARA,"MAAY, MARA, MARO",1733.632848197503
2026-04-10,bucket_2,META,"FBY, FBYY, META, METW",507.0420802388711
2026-04-10,bucket_2,MSFT,"MSFO, MSFW",1390.44038577
2026-04-10,bucket_2,MSTR,"MSOO, MSTR, MSTW, MSTY, MTYY",1342.4062288278667
2026-04-10,bucket_2,NFLX,"NFLW, NFLY",-483.08011771
2026-04-10,bucket_2,NVDA,"NVDO, NVDY",-38.23832456
2026-04-10,bucket_2,PLTR,PLTW,772.4335369099999
2026-04-10,bucket_2,PYPL,PYPY,1191.33550389
2026-04-10,bucket_2,QQQ,"JEPQ, QQQ, QQQX, QYLD, QYLG",-477.77648325000007
2026-04-10,bucket_2,RBLX,RBLY,575.5320815400001
2026-04-10,bucket_2,RDDT,RDYY,690.08119775
2026-04-10,bucket_2,SNDX,SNXX,-98.37757425
2026-04-10,bucket_2,SNOW,SNOY,606.9012534699999
2026-04-10,bucket_2,SPY,"JEPI, SPY, SPYI, XYLD, XYLG",-87.19084020000001
2026-04-10,bucket_2,TSLA,"TSLW, TSLY",581.88873331
2026-04-10,bucket_2,TSM,TSMY,-394.89204713
2026-04-10,bucket_2,XOM,XOMO,-441.54719707
2026-04-10,bucket_2,XYZ,XYZY,957.77321044
2026-04-10,bucket_3,AMZO,AMZO,2240.298027640492
2026-04-10,bucket_3,AZYY,AZYY,99.42178575
2026-04-10,bucket_3,DUST,DUST,-1156.699432260422
2026-04-10,bucket_3,EWV,EWV,-364.1562186938773
2026-04-10,bucket_3,FAZ,FAZ,2.738836433064126
2026-04-10,bucket_3,LABD,LABD,528.3551641096001
2026-04-10,bucket_3,NVDQ,NVDQ,200.5406424717344
2026-04-10,bucket_3,NVYY,NVYY,-47.98854137497787
2026-04-10,bucket_3,SDS,SDS,-31.56140505281381
2026-04-10,bucket_3,SOXS,SOXS,877.2077358941451
2026-04-10,bucket_3,SQQQ,SQQQ,144.21359904651035
2026-04-10,bucket_3,TQQY,TQQY,45.62967458809676
2026-04-10,bucket_3,TSLQ,TSLQ,-1375.710185155176
2026-04-10,bucket_3,TSYY,TSYY,3.966432821803594
2026-04-10,bucket_3,ZSL,ZSL,-1694.045085822171
2026-04-10,bucket_4,BKNG,BKNU,-42.80836925
2026-04-10,bucket_4,CLSK,CLSZ,341.43757941
2026-04-10,bucket_4,DIA,"DIA, DXD, SDOW",-54.43064591
2026-04-10,bucket_4,QQQ,QID,71.65317078
2026-04-10,bucket_4,XLK,"TTXD, WEBS, XLK",555.4547612900001
2026-04-11,bucket_1,AAL,"AAL, AALG",-15.482104659323312
2026-04-11,bucket_1,AAOI,"AAOI, AAOX",-1181.8051249810617
2026-04-11,bucket_1,AAPL,"AAPB, AAPL, AAPU, AAPX",191.33355617648613
2026-04-11,bucket_1,ABNB,"ABNB, ABNG",-324.17548028323216
2026-04-11,bucket_1,ACHR,"ACHR, ARCX",-57.812578531018346
2026-04-11,bucket_1,ADBE,"ADBE, ADBG",-13.405205992790911
2026-04-11,bucket_1,AFRM,"AFRM, AFRU",41.02258111039919
2026-04-11,bucket_1,ALAB,"ALAB, LABX",94.71063232425448
2026-04-11,bucket_1,ALB,"ALB, ALBG",-45.19769
2026-04-11,bucket_1,AMD,"AMD, AMDG, AMDL, AMUU",-797.4050642600296
2026-04-11,bucket_1,AMZN,"AMZN, AMZU, AMZZ",-1964.969185747116
2026-04-11,bucket_1,APH,"APH, APHU",-5.916671174439358
2026-04-11,bucket_1,APP,"APP, APPX",170.83325914332545
2026-04-11,bucket_1,ARKK,"ARKK, TARK",-6.515771235379887
2026-04-11,bucket_1,ARM,"ARM, ARMG",396.3460970407391
2026-04-11,bucket_1,ASHR,"ASHR, CHAU",18.426058778235813
2026-04-11,bucket_1,ASML,"ASMG, ASML, ASMU",-229.6166453800115
2026-04-11,bucket_1,ASTS,"ASTS, ASTX",199.6319311949109
2026-04-11,bucket_1,AVGO,"AVGG, AVGO, AVL",233.57063695598072
2026-04-11,bucket_1,AXON,AXON,-153.615687
2026-04-11,bucket_1,BA,"BA, BOEG, BOEU",40.28238973162934
2026-04-11,bucket_1,BABA,"BABA, BABU, BABX",-237.3477188475508
2026-04-11,bucket_1,BBAI,"BAIG, BBAI",-27.99326143956
2026-04-11,bucket_1,BE,"BE, BEX",56.688659520484926
2026-04-11,bucket_1,BIDU,"BIDG, BIDU",-3.162240280711927
2026-04-11,bucket_1,BKNG,BKNU,-0.64
2026-04-11,bucket_1,BLSH,"BLSG, BLSH",1641.692118056646
2026-04-11,bucket_1,BMNR,"BMNG, BMNR",220.82384560146497
2026-04-11,bucket_1,BULL,"BULG, BULL",8.237766188000592
2026-04-11,bucket_1,CEG,"CEG, CEGX",158.24488532352137
2026-04-11,bucket_1,CELH,CELH,17.107270300000092
2026-04-11,bucket_1,CIFR,"CIFG, CIFR",117.07147993481033
2026-04-11,bucket_1,CLS,"CLS, CSEX",63.28182252844189
2026-04-11,bucket_1,CLSK,"CLSK, CLSX",-597.7221943024712
2026-04-11,bucket_1,CMG,"CMG, CMGG",124.64365954050912
2026-04-11,bucket_1,CNC,"CNC, CNCG",61.06660712411019
2026-04-11,bucket_1,COHR,"COHR, COHX",-1.940546492031032
2026-04-11,bucket_1,COIN,"COIA, COIG, COIN, CONX",576.2228594059113
2026-04-11,bucket_1,COPX,"COPX, COPZ",-68.49889655777065
2026-04-11,bucket_1,CORZ,"CORZ, COZX",196.89775531625028
2026-04-11,bucket_1,COST,"COST, COTG",46.778577781685904
2026-04-11,bucket_1,CRCL,"CRCG, CRCL",-79.42699784322622
2026-04-11,bucket_1,CRDO,"CRDO, CRDU",129.42956739824456
2026-04-11,bucket_1,CRM,"CRM, CRMG",50.25514548442607
2026-04-11,bucket_1,CRML,"CRML, CRMU",367.2228961598353
2026-04-11,bucket_1,CRWD,"CRWD, CRWL",84.81782547768171
2026-04-11,bucket_1,CRWV,"CRWG, CRWV, CWVX",812.770937717055
2026-04-11,bucket_1,CSCO,"CSCL, CSCO",73.63116726215918
2026-04-11,bucket_1,DASH,DASH,-319.85229642
2026-04-11,bucket_1,DDOG,"DDOG, DOGD",-13.68935977093497
2026-04-11,bucket_1,DELL,"DELL, DLLL",-19.80663709557212
2026-04-11,bucket_1,DIA,DIA,64.971929
2026-04-11,bucket_1,DJT,"DJT, DJTU",0.3593629414247949
2026-04-11,bucket_1,DKNG,DKNG,5.73328128781327
2026-04-11,bucket_1,DNN,"DNN, DNNG",23.97427720064845
2026-04-11,bucket_1,DUOL,"DUOG, DUOL",1.2217728710016331
2026-04-11,bucket_1,ENPH,"ENPH, ENPX",420.07231487831086
2026-04-11,bucket_1,EOSE,"EOSE, EOSU",98.79898312712704
2026-04-11,bucket_1,ETHA,"ETHA, ETHT, ETHU, ETU",-86.38740091548334
2026-04-11,bucket_1,ETOR,"ETOR, ETRL",32.5342114847181
2026-04-11,bucket_1,EWJ,EWJ,388.275936
2026-04-11,bucket_1,EWW,"EWW, MEXX",-1.0218336330969606
2026-04-11,bucket_1,EWY,"EWY, KORU",-18.180599902917827
2026-04-11,bucket_1,F,"F, FRDU",-160.58564784249734
2026-04-11,bucket_1,FCX,"FCX, FCXG",28.42961636944915
2026-04-11,bucket_1,FIG,"FIG, FIGG",-68.44827486038457
2026-04-11,bucket_1,FIGR,"FGRU, FIGR",135.9576211422954
2026-04-11,bucket_1,FLY,"FLY, FLYT",-48.19318211552383
2026-04-11,bucket_1,FUTU,"FUTG, FUTU",1.328281637499881
2026-04-11,bucket_1,FXI,"FXI, YINN",63.974366982037054
2026-04-11,bucket_1,GDX,"GDX, GDXU, NUGT",3016.0009304957616
2026-04-11,bucket_1,GDXJ,"GDXJ, JNUG",-105.40293677031158
2026-04-11,bucket_1,GEV,"GEV, GEVX",32.29600615717413
2026-04-11,bucket_1,GLW,"GLW, GLWG",-0.95641944468953
2026-04-11,bucket_1,GLXY,"GLXU, GLXY",36.364497579897545
2026-04-11,bucket_1,GME,"GME, GMEU",0.8043288246285245
2026-04-11,bucket_1,GOOGL,"GGLL, GOOGL, GOOX",-100.945044318348
2026-04-11,bucket_1,GRAB,"GRAB, GRAG",-34.69991697635021
2026-04-11,bucket_1,GSOL,"GSOL, SOLX",141.9033373632583
2026-04-11,bucket_1,HIMS,HIMS,-57.222143570933845
2026-04-11,bucket_1,HL,"HL, HLXX",17.758014111259186
2026-04-11,bucket_1,HUT,"HUT, HUTG",87.71125637849036
2026-04-11,bucket_1,IBIT,"BITU, BITX, BTCL, IBIT",1124.8042373202445
2026-04-11,bucket_1,INTC,"INTC, INTW",165.52946588959685
2026-04-11,bucket_1,IONQ,"IONL, IONQ",14.694129477363816
2026-04-11,bucket_1,IREN,"IREG, IREN",389.36175871261366
2026-04-11,bucket_1,ISRG,"ISRG, ISUL",69.32240613841361
2026-04-11,bucket_1,JOBY,"JOBX, JOBY",0.8887021619210955
2026-04-11,bucket_1,KLAC,"KLAC, KLAG",111.58274747968562
2026-04-11,bucket_1,KTOS,"KTOS, KTUP",11.3205189019082
2026-04-11,bucket_1,KWEB,"CWEB, KWEB",21.090398129575533
2026-04-11,bucket_1,LAC,"LAC, LACG",-41.64845021209908
2026-04-11,bucket_1,LEU,"LEU, LEUX",153.79008226719304
2026-04-11,bucket_1,LITE,"LITE, LITX",187.4388219346073
2026-04-11,bucket_1,LLY,"ELIL, LLY",104.91005171604591
2026-04-11,bucket_1,LMT,"LMT, LMTL",-12.970560700000078
2026-04-11,bucket_1,LRCX,"LRCU, LRCX",51.77595784831044
2026-04-11,bucket_1,LUNR,"LUNL, LUNR",65.50135063810023
2026-04-11,bucket_1,MDB,"MDB, MDBX",210.82399002439388
2026-04-11,bucket_1,META,"FBL, META, METU",499.78173555552553
2026-04-11,bucket_1,MP,"MP, MPG",-20.655065329952865
2026-04-11,bucket_1,MRNA,"MRNA, MRNX",279.4828706410352
2026-04-11,bucket_1,MRVL,"MRVL, MRVU",212.95584673338817
2026-04-11,bucket_1,MSFT,"MSFL, MSFT, MSFU, MSFX",-1247.348249270092
2026-04-11,bucket_1,MSTR,"MSTR, MSTU",76.46618333137513
2026-04-11,bucket_1,MU,"MU, MUU",302.4827337657628
2026-04-11,bucket_1,NBIS,"NBIS, NEBX",33.451536213710824
2026-04-11,bucket_1,NEM,"NEM, NEMG",-38.43632321402367
2026-04-11,bucket_1,NET,"NET, NETG",30.871516631705106
2026-04-11,bucket_1,NFLX,"NFLU, NFLX, NFXL",297.7161458658365
2026-04-11,bucket_1,NIO,"NIO, NIOG",-0.725662080070907
2026-04-11,bucket_1,NNE,"NNE, NNEX",-51.14514159295192
2026-04-11,bucket_1,NOK,"LNOK, NOK",8.186199298480233
2026-04-11,bucket_1,NOW,"NOW, NOWL",-31.67798198456489
2026-04-11,bucket_1,NU,"NU, NUG",121.88864169828366
2026-04-11,bucket_1,NVDA,"NVDA, NVDB, NVDG, NVDL, NVDU",538.257788634634
2026-04-11,bucket_1,NVTS,"NVTS, NVTX",-20.33941835848242
2026-04-11,bucket_1,OKLO,"OKLL, OKLO",85.61307503629769
2026-04-11,bucket_1,OKTA,"OKTA, OKTG",24.94457965031546
2026-04-11,bucket_1,ONDS,"ONDG, ONDS",-5.559742160808696
2026-04-11,bucket_1,OPEN,"OPEG, OPEN",-71.8019914848378
2026-04-11,bucket_1,ORCL,"ORCL, ORCU",-4.693175510841115
2026-04-11,bucket_1,ORLY,"ORLG, ORLY",8.921125945592365
2026-04-11,bucket_1,OSCR,"OSCG, OSCR",-70.10643495622746
2026-04-11,bucket_1,PAAS,"PAAS, PAAU",3.6817094954977634
2026-04-11,bucket_1,PANW,"PALU, PANG, PANW",-110.956709822025
2026-04-11,bucket_1,PBR,"PBR, PBRG",-68.59692988
2026-04-11,bucket_1,PLTR,"PLTA, PLTR, PLTU, PTIR",-741.5296331444879
2026-04-11,bucket_1,PLUG,"PLUG, PLUL",82.2026154379264
2026-04-11,bucket_1,PONY,"PONX, PONY",-43.923883606177895
2026-04-11,bucket_1,PYPL,"PYPG, PYPL",-1295.3177502787953
2026-04-11,bucket_1,QBTS,"QBTS, QBTX",54.20391393452974
2026-04-11,bucket_1,QCOM,"QCMU, QCOM",45.70431696672699
2026-04-11,bucket_1,QUBT,"QUBT, QUBX",-5.906289403757597
2026-04-11,bucket_1,RBLX,"RBLU, RBLX",-722.754163461502
2026-04-11,bucket_1,RCAT,"RCAT, RCAX",570.278377215142
2026-04-11,bucket_1,RDDT,"RDDT, RDTL",-791.0530026473332
2026-04-11,bucket_1,RDW,"RDW, RDWU",37.18993546194933
2026-04-11,bucket_1,RKT,"RKT, RKTL",223.32219092539071
2026-04-11,bucket_1,RTX,"RTX, RTXG",-0.5600918876841376
2026-04-11,bucket_1,SATS,"SATG, SATS",70.0634475893163
2026-04-11,bucket_1,SBET,"SBET, SBTU",-63.18763311995339
2026-04-11,bucket_1,SBUX,"SBU, SBUX",-12.032540552508369
2026-04-11,bucket_1,SHOP,"SHOP, SHPU",-11.917053356791996
2026-04-11,bucket_1,SLV,SLV,950.289985
2026-04-11,bucket_1,SMCI,"SMCI, SMCL",7.795387614343099
2026-04-11,bucket_1,SNAP,"SNAG, SNAP",-56.58575314754143
2026-04-11,bucket_1,SNDK,"SNDK, SNDU",-146.34281913984046
2026-04-11,bucket_1,SNDX,SNDX,-36.196079
2026-04-11,bucket_1,SNOW,"SNOU, SNOW",-631.6587425113553
2026-04-11,bucket_1,SNPS,"SNPS, SNPX",8.512234030367523
2026-04-11,bucket_1,SOEZ,"SOEZ, SOLT",182.6654407833953
2026-04-11,bucket_1,SOFI,"SOFA, SOFI",-8.303745852544807
2026-04-11,bucket_1,SOXX,"SOXL, SOXX",654.7518512758821
2026-04-11,bucket_1,SPOT,"SPOG, SPOT",79.10829376865189
2026-04-11,bucket_1,SRPT,"SRPT, SRPU",314.1246671431352
2026-04-11,bucket_1,TEM,"TEM, TEMT",-127.73869989177864
2026-04-11,bucket_1,TER,"TER, TERG",105.06866193048565
2026-04-11,bucket_1,TSLA,"TSLA, TSLI, TSLL, TSLR, TSLT",112.40062832465264
2026-04-11,bucket_1,TSM,"TSM, TSMG, TSMU",609.9368531899634
2026-04-11,bucket_1,TTD,"TTD, TTDU",-4.685248556702334
2026-04-11,bucket_1,U,"U, UNX",-0.1359841803638914
2026-04-11,bucket_1,UBER,"UBER, UBRL",31.242394243381227
2026-04-11,bucket_1,UEC,"UEC, UECG",161.65565402459106
2026-04-11,bucket_1,UNH,"UNH, UNHG",18.92063141237753
2026-04-11,bucket_1,UPS,"UPS, UPSG",-28.019304605631447
2026-04-11,bucket_1,UPST,"UPST, UPSX",-20.12253549214472
2026-04-11,bucket_1,URA,"URA, URAA",177.39347530155152
2026-04-11,bucket_1,USAR,"USAR, USGG",19.008201684349416
2026-04-11,bucket_1,UUUU,"UUUG, UUUU",-15.14005877962245
2026-04-11,bucket_1,VALE,"VALE, VALG",1.603088170476667
2026-04-11,bucket_1,VRT,"VRT, VRTL",359.0676159041582
2026-04-11,bucket_1,WDC,"WDC, WDCX",57.1622410360153
2026-04-11,bucket_1,WULF,"WULF, WULX",152.637282086411
2026-04-11,bucket_1,XBI,"LABU, XBI",85.86524676257983
2026-04-11,bucket_1,XLE,"ERX, XLE",-133.58269224999998
2026-04-11,bucket_1,XLF,XLF,-19.135827
2026-04-11,bucket_1,XLK,XLK,-138.632917
2026-04-11,bucket_1,XOM,"XOM, XOMX",529.934439728703
2026-04-11,bucket_1,XOP,"GUSH, XOP",-52.593226646704125
2026-04-11,bucket_1,XPEV,"XPEG, XPEV",147.92513517936572
2026-04-11,bucket_1,XRPZ,"GXRP, UXRP, XXRP",537.2899607251998
2026-04-11,bucket_1,XYZ,"XYZ, XYZG",-1033.4013766099497
2026-04-11,bucket_1,ZETA,"ZETA, ZETX",-11.58374418672571
2026-04-11,bucket_2,AAPL,APLY,-103.76495595
2026-04-11,bucket_2,ABNB,ABNY,420.66797475
2026-04-11,bucket_2,AI,"AI, AIYY",-79.61064127999987
2026-04-11,bucket_2,AMD,"AMD, AMDY",1027.3532477719186
2026-04-11,bucket_2,AMZN,"AMZW, AMZY",1411.58432284
2026-04-11,bucket_2,ARM,ARMW,-394.01817473
2026-04-11,bucket_2,BABA,BABO,143.84432341000002
2026-04-11,bucket_2,COIN,"COIN, COIW, CONY",-450.4826532300906
2026-04-11,bucket_2,CVNA,"CVNA, CVNY",-141.33139911
2026-04-11,bucket_2,DKNG,"DKNG, DRAY",-232.93607054595967
2026-04-11,bucket_2,GOOGL,GOOY,138.45614422000003
2026-04-11,bucket_2,HIMS,"HIMS, HMYY",-28.225004974968684
2026-04-11,bucket_2,HOOD,"HOOD, HOOW, HOOY",104.79899362000016
2026-04-11,bucket_2,IBIT,"IBIT, XBTY",-1364.1029267420297
2026-04-11,bucket_2,MARA,"MAAY, MARA, MARO",2076.8955907669747
2026-04-11,bucket_2,META,"FBY, FBYY, META, METW",628.5872859200595
2026-04-11,bucket_2,MSFT,"MSFO, MSFW",1390.44038577
2026-04-11,bucket_2,MSTR,"MSOO, MSTR, MSTW, MSTY, MTYY",2055.9770338459666
2026-04-11,bucket_2,NFLX,"NFLW, NFLY",-483.08011771
2026-04-11,bucket_2,NVDA,"NVDO, NVDY",-38.23832456
2026-04-11,bucket_2,PLTR,PLTW,772.4335369099999
2026-04-11,bucket_2,PYPL,PYPY,1191.33550389
2026-04-11,bucket_2,QQQ,"JEPQ, QQQ, QQQX, QYLD, QYLG",-477.77648325000007
2026-04-11,bucket_2,RBLX,RBLY,575.5320815400001
2026-04-11,bucket_2,RDDT,RDYY,690.08119775
2026-04-11,bucket_2,SNDX,SNXX,-98.37757425
2026-04-11,bucket_2,SNOW,SNOY,606.9012534699999
2026-04-11,bucket_2,SPY,"JEPI, SPY, SPYI, XYLD, XYLG",-87.19084020000001
2026-04-11,bucket_2,TSLA,"TSLW, TSLY",581.88873331
2026-04-11,bucket_2,TSM,TSMY,-394.89204713
2026-04-11,bucket_2,XOM,XOMO,-441.54719707
2026-04-11,bucket_2,XYZ,XYZY,957.77321044
2026-04-11,bucket_3,AMZO,AMZO,2665.279030846511
2026-04-11,bucket_3,AZYY,AZYY,99.42178575
2026-04-11,bucket_3,DUST,DUST,-1055.7210560793571
2026-04-11,bucket_3,EWV,EWV,-364.26912376846303
2026-04-11,bucket_3,FAZ,FAZ,-103.98607534776578
2026-04-11,bucket_3,LABD,LABD,377.6874806976058
2026-04-11,bucket_3,NVDQ,NVDQ,402.2017785165676
2026-04-11,bucket_3,NVYY,NVYY,-47.164851109279816
2026-04-11,bucket_3,SDS,SDS,-42.197501442206
2026-04-11,bucket_3,SOXS,SOXS,1013.1908462291404
2026-04-11,bucket_3,SQQQ,SQQQ,155.44653549109086
2026-04-11,bucket_3,TQQY,TQQY,48.32872278032921
2026-04-11,bucket_3,TSLQ,TSLQ,-1268.33981127733
2026-04-11,bucket_3,TSYY,TSYY,5.050064389564449
2026-04-11,bucket_3,ZSL,ZSL,-1599.529897375062
2026-04-11,bucket_4,BKNG,BKNU,-42.80836925
2026-04-11,bucket_4,CLSK,CLSZ,341.43757941
2026-04-11,bucket_4,DIA,"DIA, DXD, SDOW",-54.43064591
2026-04-11,bucket_4,QQQ,QID,71.65317078
2026-04-11,bucket_4,XLK,"TTXD, WEBS, XLK",555.4547612900001
2026-04-14,bucket_1,AAL,"AAL, AALG",-9.306226823251734
2026-04-14,bucket_1,AAOI,"AAOI, AAOX",-1139.629755165326
2026-04-14,bucket_1,AAPL,"AAPB, AAPL, AAPU, AAPX",176.63088485849255
2026-04-14,bucket_1,ABNB,"ABNB, ABNG",-325.28383047398484
2026-04-14,bucket_1,ACHR,"ACHR, ARCX",-58.26227402225027
2026-04-14,bucket_1,ADBE,"ADBE, ADBG",-2.827807035704041
2026-04-14,bucket_1,AFRM,"AFRM, AFRU",41.594415108947885
2026-04-14,bucket_1,ALAB,"ALAB, LABX",-176.58512366039713
2026-04-14,bucket_1,ALB,"ALB, ALBG",-45.19769
2026-04-14,bucket_1,AMD,"AMD, AMDG, AMDL, AMUU",-809.2363185865074
2026-04-14,bucket_1,AMZN,"AMZN, AMZU, AMZZ",-1948.807854141087
2026-04-14,bucket_1,APH,"APH, APHU",-7.952754767443679
2026-04-14,bucket_1,APP,"APP, APPX",182.17616154310872
2026-04-14,bucket_1,ARKK,"ARKK, TARK",-1.221742946855178
2026-04-14,bucket_1,ARM,"ARM, ARMG",392.2820188374245
2026-04-14,bucket_1,ASHR,"ASHR, CHAU",20.73573335168052
2026-04-14,bucket_1,ASML,"ASMG, ASML, ASMU",-245.756621656006
2026-04-14,bucket_1,ASTS,"ASTS, ASTX",227.3845195692193
2026-04-14,bucket_1,AVGO,"AVGG, AVGO, AVL",208.2812872945869
2026-04-14,bucket_1,AXON,AXON,-139.925687
2026-04-14,bucket_1,BA,"BA, BOEG, BOEU",37.45944385724943
2026-04-14,bucket_1,BABA,"BABA, BABU, BABX",-238.12785358233123
2026-04-14,bucket_1,BBAI,"BAIG, BBAI",48.3538550076953
2026-04-14,bucket_1,BE,"BE, BEX",5.162331052495347
2026-04-14,bucket_1,BIDU,"BIDG, BIDU",-5.677868029353988
2026-04-14,bucket_1,BKNG,BKNU,-0.64
2026-04-14,bucket_1,BLSH,"BLSG, BLSH",1709.9583632430588
2026-04-14,bucket_1,BMNR,"BMNG, BMNR",209.51502373199096
2026-04-14,bucket_1,BULL,"BULG, BULL",23.78605764685659
2026-04-14,bucket_1,CEG,"CEG, CEGX",143.71703139225428
2026-04-14,bucket_1,CELH,CELH,17.107270300000092
2026-04-14,bucket_1,CIFR,"CIFG, CIFR",50.72127396906853
2026-04-14,bucket_1,CLS,"CLS, CSEX",42.86005355422907
2026-04-14,bucket_1,CLSK,"CLSK, CLSX",-636.8671731296105
2026-04-14,bucket_1,CMG,"CMG, CMGG",110.02056495916575
2026-04-14,bucket_1,CNC,"CNC, CNCG",61.00173838875082
2026-04-14,bucket_1,COHR,"COHR, COHX",-1.6633912275680842
2026-04-14,bucket_1,COIN,"COIA, COIG, COIN, CONX",405.9580045995601
2026-04-14,bucket_1,COPX,"COPX, COPZ",-31.955986317343783
2026-04-14,bucket_1,CORZ,"CORZ, COZX",254.1344603765651
2026-04-14,bucket_1,COST,"COST, COTG",59.0785639011074
2026-04-14,bucket_1,CRCL,"CRCG, CRCL",38.16315757575967
2026-04-14,bucket_1,CRDO,"CRDO, CRDU",35.835222120039134
2026-04-14,bucket_1,CRM,"CRM, CRMG",96.46890487966198
2026-04-14,bucket_1,CRML,"CRML, CRMU",314.2985834450658
2026-04-14,bucket_1,CRWD,"CRWD, CRWL",89.7854897019472
2026-04-14,bucket_1,CRWV,"CRWG, CRWV, CWVX",667.5047947171968
2026-04-14,bucket_1,CSCO,"CSCL, CSCO",67.61869852885684
2026-04-14,bucket_1,DASH,DASH,-319.85229642
2026-04-14,bucket_1,DDOG,"DDOG, DOGD",-2.2613003329679486
2026-04-14,bucket_1,DELL,"DELL, DLLL",-15.61843961153204
2026-04-14,bucket_1,DIA,DIA,64.971929
2026-04-14,bucket_1,DJT,"DJT, DJTU",2.6048910267116763
