pair,etf,underlying,sleeve,gross_target_usd,pair_override_gross_mult,pair_override_hedge_add,pair_override_note,applied_hedge_ratio,sizing_tr_fwd,model_status,model_missing_reason,model_config,metrics_source,vol_shape_source,model_input_diagnostics,signal_source,metrics_first_date,metrics_last_date,backtest_rows,price_rows,actual_pair_pnl_cum,model_pair_pnl_cum,borrow_cost_cum,transaction_cost_cum,current_etf_gross,current_underlying_gross,current_total_gross,current_model_h,current_book_h,cagr,vol_annual,sharpe,max_drawdown,daily_hit_rate,model_rebalance_count,actual_etf_trade_count,actual_underlying_trade_count,shared_underlying,ratchet_creep_ratio,ratchet_gap_usd,ratchet_trim_lambda,ratchet_trim_usd,ratchet_released,ratchet_source
UVIX|SVIX,UVIX,SVIX,volatility_etp_bucket5,48000.0,1.0,0.0,,,1.006305,b5_use_carry_engine,"volatility_etp_bucket5 uses bucket5_carry_bt, not B4 dynamic-h","model h v7+v9 h_mid=0.45 k_z=0.20 clip[0.30,0.80] cadence tr_est base=14d cap=21d",github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/etf_metrics_daily.parquet,github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/vol_shape_history.json,,missing,2022-03-30,2026-07-20,0,0,420.6073609731436,,,,,,,,0.5384997401583341,,,,,,0,5,7,True,,,,,False,
DAMD|AMD,DAMD,AMD,inverse_decay_bucket4,13812.982558241743,1.0,0.0,,,0.977193,ok,,"model h v7+v9 h_mid=0.45 k_z=0.20 clip[0.30,0.80] cadence tr_est base=14d cap=21d",github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/etf_metrics_daily.parquet,github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/vol_shape_history.json,,recompute_underlying,2025-11-14,2026-07-20,161,161,1226.3668723266971,3462.6290245159507,520.212477188801,94.183515632592,8522.517875095995,7722.016174798429,16244.534049894424,0.50072704494023,0.07713577836184872,0.4239133637913195,0.3864142319824029,1.1109851213305668,-0.1474869998034496,0.4875,9,3,24,True,,,,,False,
RKLZ|RKLB,RKLZ,RKLB,inverse_decay_bucket4,13003.64438430936,1.0,0.0,,,0.991248,ok,,"model h v7+v9 h_mid=0.45 k_z=0.20 clip[0.30,0.80] cadence tr_est base=14d cap=21d",github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/etf_metrics_daily.parquet,github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/vol_shape_history.json,,recompute_underlying,2025-11-18,2026-07-20,161,161,-7269.140991292373,3690.705533036138,2455.3715594781174,139.00390199854672,20443.051113529524,12239.916697063789,32682.967810593313,0.6237845285464039,0.25728586823820604,0.4834128126303805,0.7924409780942497,0.9413405586375806,-0.3944864702498725,0.55,10,4,12,True,,,,,False,
QBTZ|QBTS,QBTZ,QBTS,inverse_decay_bucket4,11005.264996774502,1.0,0.0,,,0.881694,ok,,"model h v7+v9 h_mid=0.45 k_z=0.20 clip[0.30,0.80] cadence tr_est base=14d cap=21d",github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/etf_metrics_daily.parquet,github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/vol_shape_history.json,,recompute_underlying,2025-10-07,2026-07-20,191,191,-6094.31194778003,2428.8132056207724,1382.6360470330194,111.63054128673178,12368.71985014136,6508.321436310832,18877.041286452193,0.5947258152377285,0.0,0.3045834622746124,0.7788456246869534,0.7196679698856087,-0.4534188140525005,0.5105263157894737,10,5,19,True,,,,,False,
LITZ|LITE,LITZ,LITE,inverse_decay_bucket4,10016.423672311332,1.0,0.0,,,0.906871,ok,,"model h v7+v9 h_mid=0.45 k_z=0.20 clip[0.30,0.80] cadence tr_est base=14d cap=21d",github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/etf_metrics_daily.parquet,github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/vol_shape_history.json,,recompute_underlying,2026-04-24,2026-07-20,57,57,3495.270613034492,1786.9945622543019,346.5352453864905,29.34667449310967,6118.399748060289,5693.330671286597,11811.730419346886,0.46482425716652254,0.3770385217076817,1.085622745505339,0.36422261810882467,2.2346614266523495,-0.06626671823757035,0.5357142857142857,2,3,11,True,,,,,False,
CONI|COIN,CONI,COIN,inverse_decay_bucket4,9320.40126855846,1.0,0.0,,,0.957277,ok,,"model h v7+v9 h_mid=0.45 k_z=0.20 clip[0.30,0.80] cadence tr_est base=14d cap=21d",github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/etf_metrics_daily.parquet,github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/vol_shape_history.json,,recompute_underlying,2024-09-04,2026-07-20,458,458,2817.4076744510494,-8436.91787877324,3242.1777156330163,125.55621785050887,445.6174869909912,434.6372550340962,880.2547420250874,0.525492383064539,0.517535660794707,-0.7261586664512543,0.7089983770088233,-1.2610318940625167,-0.9205382642353399,0.3785557986870897,32,3,24,True,,,,,False,
NBIZ|NBIS,NBIZ,NBIS,inverse_decay_bucket4,8790.743407660442,1.0,0.0,,,0.969778,ok,,"model h v7+v9 h_mid=0.45 k_z=0.20 clip[0.30,0.80] cadence tr_est base=14d cap=21d",github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/etf_metrics_daily.parquet,github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/vol_shape_history.json,,recompute_underlying,2026-01-22,2026-07-20,121,121,4408.862776664591,3760.036199602915,433.1204773095694,51.47137213976513,7905.215359914882,5350.685721921828,13255.90108183671,0.3834505236547385,0.49402379416202197,1.1084931462993306,0.5771907097902649,1.5745026495433723,-0.1966252197649293,0.48333333333333334,5,5,22,True,,,,,False,
SNDQ|SNDK,SNDQ,SNDK,inverse_decay_bucket4,8117.679965235899,1.0,0.0,,,0.96295,ok,,"model h v7+v9 h_mid=0.45 k_z=0.20 clip[0.30,0.80] cadence tr_est base=14d cap=21d",github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/etf_metrics_daily.parquet,github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/vol_shape_history.json,,recompute_underlying,2026-04-24,2026-07-20,57,57,-7310.841544457235,1859.7193398525033,100.48058097736516,30.68748713916932,5889.667683714862,4101.371980585715,9991.039664300577,0.3464887998470776,0.49756615515207364,1.5124545429171032,0.9075143741437961,1.4774895836561674,-0.26964490724801227,0.48214285714285715,2,2,19,True,,,,,False,
CORD|CRWV,CORD,CRWV,inverse_decay_bucket4,8064.845938599878,1.0,0.0,,,0.954099,ok,,"model h v7+v9 h_mid=0.45 k_z=0.20 clip[0.30,0.80] cadence tr_est base=14d cap=21d",github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/etf_metrics_daily.parquet,github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/vol_shape_history.json,,recompute_underlying,2025-09-26,2026-07-17,194,194,-17377.601479502402,2276.8264848355557,1541.2663558751883,55.85713108728201,7558.794081092826,3628.503236355952,11187.297317448778,0.3471020434252676,4.681095333422306e-06,0.38505719216897494,1.1556630818129372,0.7809865025283572,-0.5262193072210705,0.47150259067357514,10,5,25,True,,,,,False,
MSTZ|MSTR,MSTZ,MSTR,inverse_decay_bucket4,8008.341801525469,1.0,0.0,,,1.049863,ok,,"model h v7+v9 h_mid=0.45 k_z=0.20 clip[0.30,0.80] cadence tr_est base=14d cap=21d",github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/etf_metrics_daily.parquet,github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/vol_shape_history.json,,recompute_underlying,2024-09-18,2026-07-17,447,447,2807.989540277078,-5520.417855326497,938.9997159340174,134.89084512111185,1388.231490612758,1109.0664522101752,2497.2979428229332,0.42361470134833057,0.5014703109517104,-0.4820456755538941,1.7344340899655177,0.2320346924370503,-0.8332781195342966,0.48654708520179374,31,4,24,True,,,,,False,
