pair,etf,underlying,sleeve,gross_target_usd,pair_override_gross_mult,pair_override_hedge_add,pair_override_note,applied_hedge_ratio,sizing_tr_fwd,model_status,model_missing_reason,model_config,metrics_source,vol_shape_source,model_input_diagnostics,signal_source,metrics_first_date,metrics_last_date,backtest_rows,price_rows,actual_pair_pnl_cum,model_pair_pnl_cum,borrow_cost_cum,transaction_cost_cum,current_etf_gross,current_underlying_gross,current_total_gross,current_model_h,current_book_h,cagr,vol_annual,sharpe,max_drawdown,daily_hit_rate,model_rebalance_count,actual_etf_trade_count,actual_underlying_trade_count
LITZ|LITE,LITZ,LITE,inverse_decay_bucket4,16241.060363865585,1.0,0.0,,,0.900305,ok,,"model h v7+v9 h_mid=0.45 k_z=0.20 clip[0.30,0.80] cadence tr_est base=12d cap=21d",github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/etf_metrics_daily.parquet,github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/vol_shape_history.json,,missing,2026-04-24,2026-06-23,39,39,-996.5600347154906,2761.9931638175512,197.10139558887028,46.243108964333615,9857.515916803855,9157.674493079501,19015.190409883355,0.46455742315509374,0.2051716137575675,1.796625977361546,0.3488711953969362,3.198220061351689,-0.06088788339936757,0.5,2,1,8
MSTZ|MSTR,MSTZ,MSTR,inverse_decay_bucket4,11436.606803838757,1.0,0.0,,,1.033818,ok,,"model h v7+v9 h_mid=0.45 k_z=0.20 clip[0.30,0.80] cadence tr_est base=12d cap=21d",github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/etf_metrics_daily.parquet,github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/vol_shape_history.json,,recompute_underlying,2024-09-18,2026-06-22,432,432,-1364.4699102091574,-7828.246172387116,1146.0697031595162,184.67221727327322,2743.4430986980187,1536.9272633480898,4280.370362046108,0.39852043881514654,0.26698333320796563,-0.4891539905692275,1.2474669490639598,-0.006185751347984282,-0.7736052764885316,0.4709976798143852,31,2,21
CORD|CRWV,CORD,CRWV,inverse_decay_bucket4,10884.348018085508,1.0,0.0,,,0.999738,ok,,"model h v7+v9 h_mid=0.45 k_z=0.20 clip[0.30,0.80] cadence tr_est base=12d cap=21d",github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/etf_metrics_daily.parquet,github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/vol_shape_history.json,,recompute_underlying,2025-09-26,2026-06-22,177,177,68.55714075517153,5541.42978820088,1428.0343484783857,86.13084092214407,6409.458016403929,7049.597721694436,13459.055738098365,0.36333956530324507,0.5418651114146161,0.8019953389803867,1.1373326457713433,1.005322347041986,-0.5163571207318998,0.4715909090909091,10,3,21
SMZ|SMR,SMZ,SMR,inverse_decay_bucket4,10262.765807831203,1.0,0.0,,,0.934458,ok,,"model h v7+v9 h_mid=0.45 k_z=0.20 clip[0.30,0.80] cadence tr_est base=12d cap=21d",github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/etf_metrics_daily.parquet,github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/vol_shape_history.json,,recompute_underlying,2026-02-11,2026-06-23,89,89,-9314.172400101912,2739.9657732305022,477.32494785844466,33.86721838900944,3628.225526955928,5930.370349117182,9558.59587607311,0.3681040579991239,0.0,0.9659604614711141,1.3026909753189075,1.140597468928678,-0.5302659866479345,0.4659090909090909,3,8,9
SNDQ|SNDK,SNDQ,SNDK,inverse_decay_bucket4,10070.83927091498,1.0,0.0,,,1.115721,ok,,"model h v7+v9 h_mid=0.45 k_z=0.20 clip[0.30,0.80] cadence tr_est base=12d cap=21d",github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/etf_metrics_daily.parquet,github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/vol_shape_history.json,,missing,2026-04-24,2026-06-23,39,39,-1831.885210598264,-316.60971494624573,96.94391911120721,38.40731530329054,4606.682112360951,5164.805996442153,9771.488108803103,0.554805172071306,,-0.1753677771393447,0.6549950007216447,0.008766618201139824,-0.2572461651110607,0.47368421052631576,2,0,15
UVIX|SVIX,UVIX,SVIX,volatility_etp_bucket5,10000.0,1.0,0.0,,,1.090386,ok,,"model h v7+v9 h_mid=0.45 k_z=0.20 clip[0.30,0.80] cadence tr_est base=12d cap=21d",github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/etf_metrics_daily.parquet,github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/vol_shape_history.json,,recompute_underlying,2022-03-30,2026-06-23,1052,1052,0.0,77330.0887358299,1085.1401009276174,1132.662785391423,41026.508654803336,40319.863648960476,81346.37230376381,0.4907328448486066,0.50215878059779,0.6813905645211342,2.923001558607372,-0.2617345209520956,-1.1351847872410217,0.5965746907706946,84,2,2
QBTZ|QBTS,QBTZ,QBTS,inverse_decay_bucket4,9984.67762028782,1.0,0.0,,,1.035996,ok,,"model h v7+v9 h_mid=0.45 k_z=0.20 clip[0.30,0.80] cadence tr_est base=12d cap=21d",github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/etf_metrics_daily.parquet,github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/vol_shape_history.json,,recompute_underlying,2025-10-07,2026-06-23,176,176,5790.783387515558,8061.431705784049,1536.8112030442544,99.33215066459938,5453.443586099622,9854.17422868746,15307.617814787081,0.405807857603353,0.10272693883616538,1.340752080936543,1.170867075186542,1.2095722319286815,-0.4722902402817125,0.5028571428571429,9,3,15
NBIZ|NBIS,NBIZ,NBIS,inverse_decay_bucket4,8046.73749387964,1.0,0.0,,,1.07411,ok,,"model h v7+v9 h_mid=0.45 k_z=0.20 clip[0.30,0.80] cadence tr_est base=12d cap=21d",github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/etf_metrics_daily.parquet,github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/vol_shape_history.json,,recompute_underlying,2026-01-22,2026-06-23,103,103,4466.328032613143,4883.513660387262,194.61834108876297,45.557012126664915,4178.031098285263,6785.494122054308,10963.525220339572,0.6044610311420526,0.11327962637265222,2.207762432286511,0.8278360288973549,1.8156845220884628,-0.25885009049009355,0.5,5,3,19
CBRZ|CBRS,CBRZ,CBRS,inverse_decay_bucket4,7586.760210115921,1.0,0.0,,,,insufficient_price_history:15<20,insufficient_price_history:15<20,"model h v7+v9 h_mid=0.45 k_z=0.20 clip[0.30,0.80] cadence tr_est base=12d cap=21d",github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/etf_metrics_daily.parquet,github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/vol_shape_history.json,,missing,2026-06-01,2026-06-23,0,15,-4035.490588359079,,,,,,,,0.03174908022311651,,,,,,0,6,1
CONI|COIN,CONI,COIN,inverse_decay_bucket4,6845.697325256211,1.0,0.0,,,0.975674,ok,,"model h v7+v9 h_mid=0.45 k_z=0.20 clip[0.30,0.80] cadence tr_est base=12d cap=21d",github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/etf_metrics_daily.parquet,github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/vol_shape_history.json,,recompute_underlying,2024-09-04,2026-06-23,444,444,1185.045655322741,-4940.65860272741,2591.1015652639358,93.66730218766845,1234.5024990444044,813.6957297487354,2048.1982287931396,0.36263237459312836,2.142101620448386,-0.5155750406224433,0.5166114271950117,-1.1469630775064914,-0.7567740342473894,0.37697516930022573,33,1,19
