pair_key,bucket,d_total,d_real,d_unr,d_borrow,d_pil,day
U/(spot),bucket_1,-252.0,0.0,-252.0,0.0,0.0,2026-06-03
TSM/TMYY,bucket_2,-242.47145004553255,0.0,-150.6,-3.860000000000001,-84.47,2026-06-03
SOXX/SOXL,bucket_1,-235.4848709310263,0.0,-235.73999999999978,-0.049999999999998934,0.0,2026-06-03
GLW/GLWG,bucket_1,-234.353215840027,0.0,-234.00000000000003,-0.7300000000000004,0.0,2026-06-03
RDDT/(spot),bucket_1,-209.28,0.0,-209.28,0.0,0.0,2026-06-03
BLSH/(spot),bucket_1,-207.27411400000005,65.19415200000003,-272.4682660000001,0.0,0.0,2026-06-03
TEM/(spot),bucket_1,-206.69999999999982,0.0,-206.7,0.0,0.0,2026-06-03
WDC/WDCX,bucket_1,-205.79528547718837,0.0,-205.44000000000005,-0.28999999999999915,0.0,2026-06-03
RGTI/RGTU,bucket_1,-200.9021026284206,0.0,-198.17999999999995,-2.8400000000000034,0.0,2026-06-03
CORD/CRWV,bucket_4,-194.4955336813237,0.0,-186.69599725487933,-8.030000000000001,0.0,2026-06-03
SMCI/SMCX,bucket_1,-189.58710550251214,0.0,-189.0,-0.79,0.0,2026-06-03
SOFI/(spot),bucket_1,-189.0,0.0,-188.9999999999999,0.0,0.0,2026-06-03
KEEL/KEEX,bucket_1,-188.97825039498457,0.0,-184.60000000000036,-3.069999999999993,0.0,2026-06-03
DELL/(spot),bucket_1,-183.9000000000001,0.0,-183.9000000000001,0.0,0.0,2026-06-03
IONQ/IONX,bucket_1,-179.65279588072235,0.0,-177.2099999999998,-2.339999999999989,0.0,2026-06-03
PLUG/PLUL,bucket_1,-174.40210671214663,0.0,-172.59000100000003,-1.839999999999975,0.0,2026-06-03
ONDS/ONDG,bucket_1,-173.89976938749533,0.0,-166.70000000000027,-6.140000000000015,0.0,2026-06-03
CVNA/(spot),bucket_1,-172.80000000000007,0.0,-172.80000000000004,0.0,0.0,2026-06-03
IONQ/IONL,bucket_1,-169.90284272124427,0.0,-167.75,-2.0900000000000034,0.0,2026-06-03
IBIT/(spot),bucket_1,-168.74223797559944,0.0,-168.74223797559944,0.0,0.0,2026-06-03
UPST/(spot),bucket_1,-159.82,0.0,-159.82,0.0,0.0,2026-06-03
LAC/LACG,bucket_1,-157.98061184345022,0.0,-157.39,-0.6399999999999864,0.0,2026-06-03
MU/MUU,bucket_1,-156.9133421315546,0.0,-156.5999999999999,-0.20000000000000284,0.0,2026-06-03
ONDS/ONDL,bucket_1,-154.7553112343321,0.0,-147.84000000000015,-6.159999999999997,0.0,2026-06-03
META/FBYY,bucket_2,-153.09250828471772,0.0,156.09967600000027,-5.569999999999993,-311.90999999999985,2026-06-03
SHOP/(spot),bucket_1,-149.31,0.0,-149.31,0.0,0.0,2026-06-03
SOUN/(spot),bucket_1,-140.18,0.0,-140.18,0.0,0.0,2026-06-03
DNN/DNNG,bucket_1,-139.53001528596533,0.0,-139.39,-0.28999999999999915,0.0,2026-06-03
BULL/(spot),bucket_1,-135.72000000000003,0.0,-135.72,0.0,0.0,2026-06-03
MARA/(spot),bucket_1,-132.87369706470133,-99.24369706470145,-33.62999999999988,0.0,0.0,2026-06-03
HIMS/(spot),bucket_2,-131.98856149641438,-0.23856149641429525,-131.75,0.0,0.0,2026-06-03
TTD/(spot),bucket_1,-131.44,0.0,-131.44,0.0,0.0,2026-06-03
LEU/LEUX,bucket_1,-130.77277627038438,0.0,-130.02000000000004,-0.8600000000000136,0.0,2026-06-03
IONQ/QPUX,bucket_1,-125.03437745931114,0.0,-122.72000000000003,-2.1799999999999926,0.0,2026-06-03
QUBT/(spot),bucket_1,-119.56000000000131,0.0,-119.55999999999995,0.0,0.0,2026-06-03
URA/URAA,bucket_1,-116.46685472007846,0.0,-116.47999999999996,-0.07000000000000028,0.0,2026-06-03
OPEN/OPEG,bucket_1,-115.33378252404282,0.0,-113.51999999999998,-1.539999999999992,0.0,2026-06-03
FCX/FCXG,bucket_1,-114.5872586136397,0.0,-114.50999999999999,-0.1999999999999993,0.0,2026-06-03
CRWV/(spot),bucket_2,-109.12092001336441,0.0,-109.12092001336441,0.0,0.0,2026-06-03
TER/TERG,bucket_1,-108.56603910961257,0.0,-108.12,-0.5500000000000114,0.0,2026-06-03
LRCX/LRCU,bucket_1,-108.29399022353039,0.0,-107.46999999999997,-0.9100000000000001,0.0,2026-06-03
CRWV/CWY,bucket_2,-107.76547451980481,0.0,233.82,-3.000000000000001,-333.68,2026-06-03
CNC/(spot),bucket_1,-104.51999999999998,0.0,-104.51999999999998,0.0,0.0,2026-06-03
KLAC/KLAG,bucket_1,-101.04708798816046,0.0,-100.97000000000003,-0.14999999999999147,0.0,2026-06-03
OPEN/OPEX,bucket_1,-96.73944050125164,0.0,-94.85999999999999,-1.7299999999999898,0.0,2026-06-03
RIOT/(spot),bucket_1,-96.48090742317186,-96.0102994231712,-0.4706080000006807,0.0,0.0,2026-06-03
CRDO/CRDU,bucket_1,-96.1432228720123,0.0,-93.96000000000004,-1.4000000000000057,0.0,2026-06-03
MU/MULL,bucket_1,-95.99646380831382,0.0,-95.40999999999985,-0.5300000000000011,0.0,2026-06-03
AVGO/AVGG,bucket_1,-95.13118776130068,0.0,-95.03999999999996,-0.14000000000000057,0.0,2026-06-03
MP/MPG,bucket_1,-88.87299802951918,0.0,-88.05000000000001,-0.8400000000000034,0.0,2026-06-03
NOW/(spot),bucket_1,-82.1,0.0,-82.1,0.0,0.0,2026-06-03
APP/(spot),bucket_1,-80.69999999999993,0.0,-80.69999999999993,0.0,0.0,2026-06-03
COPX/COPZ,bucket_1,-79.53184402337956,0.0,-79.38000000000002,-0.1600000000000037,0.0,2026-06-03
ASML/(spot),bucket_2,-76.79999999999995,0.0,-76.79999999999995,0.0,0.0,2026-06-03
HUT/HUTG,bucket_1,-76.71778067390733,0.0,-72.94000000000051,-2.920000000000016,0.0,2026-06-03
ASML/ASMU,bucket_1,-76.68849028524028,0.0,-76.41000000000001,-0.3200000000000074,0.0,2026-06-03
ARM/(spot),bucket_1,-73.67999999999984,0.0,-73.68000000000006,0.0,0.0,2026-06-03
AVGO/AVL,bucket_1,-71.9710426567467,0.0,-71.94000000000005,-0.07000000000000739,0.0,2026-06-03
ORCL/(spot),bucket_1,-71.39999999999964,0.0,-71.39999999999986,0.0,0.0,2026-06-03
CRM/(spot),bucket_1,-70.0799999999997,0.0,-70.07999999999998,0.0,0.0,2026-06-03
ACHR/(spot),bucket_1,-68.5,0.0,-68.5,0.0,0.0,2026-06-03
CBRS/(spot),bucket_1,-67.52225431899677,0.0,-78.25494187585696,0.0,0.0,2026-06-03
CRCD/CRCL,bucket_4,-66.5188607558132,0.0,-58.42338989377606,-8.150000000000006,0.0,2026-06-03
BABA/BABX,bucket_1,-66.04661222307004,0.0,-66.0,-0.07000000000000028,0.0,2026-06-03
CORZ/COZX,bucket_1,-65.83922407540376,0.0,-65.12000000000012,-0.5299999999999869,0.0,2026-06-03
EWY/(spot),bucket_1,-65.10000000000014,0.0,-65.09999999999991,0.0,0.0,2026-06-03
AFRM/(spot),bucket_1,-64.60000000000014,0.0,-64.60000000000002,0.0,0.0,2026-06-03
INTC/(spot),bucket_1,-64.40000000000146,0.0,-64.39999999999964,0.0,0.0,2026-06-03
AMD/AMUU,bucket_1,-64.3218904617479,0.0,-64.01999999999998,-0.21999999999999886,0.0,2026-06-03
AMD/AMDG,bucket_1,-64.2944333373307,0.0,-64.09000000000003,-0.12999999999999545,0.0,2026-06-03
RBLX/(spot),bucket_1,-64.0,0.0,-64.0,0.0,0.0,2026-06-03
OKTA/(spot),bucket_1,-62.57999999999993,0.0,-62.58000000000004,0.0,0.0,2026-06-03
QCOM/QCMU,bucket_1,-61.78851624518802,0.0,-61.650000000000006,-0.18000000000000682,0.0,2026-06-03
AMD/AMDL,bucket_1,-61.75731661800637,0.0,-61.52999999999986,-0.14000000000000057,0.0,2026-06-03
VRT/VRTL,bucket_1,-60.54368088475894,0.0,-60.210000000000036,-0.3199999999999932,0.0,2026-06-03
ADBE/(spot),bucket_1,-59.599999999999994,0.0,-59.599999999999994,0.0,0.0,2026-06-03
XPEV/XPEG,bucket_1,-58.742116039810625,0.0,-58.55,-0.21000000000000085,0.0,2026-06-03
MSFT/(spot),bucket_1,-57.63000000000011,0.0,-57.63,0.0,0.0,2026-06-03
UVIX/SVIX,bucket_4,-49.94773242345656,0.0,-50.13412959334875,-4.3076389006964995,0.0,2026-06-03
ANET/ANEL,bucket_1,-49.71858411831096,0.0,-49.5,-0.16999999999999993,0.0,2026-06-03
RKLB/RKLX,bucket_1,-48.413376069441256,0.0,-46.440000000000055,-1.5900000000000034,0.0,2026-06-03
DKNG/(spot),bucket_1,-48.41000000000008,0.0,-48.410000000000025,0.0,0.0,2026-06-03
SNAP/(spot),bucket_1,-47.70000000000002,0.0,-47.7,0.0,0.0,2026-06-03
SATS/(spot),bucket_1,-46.440000000000055,0.0,-46.44,0.0,0.0,2026-06-03
BA/(spot),bucket_1,-46.200000000000045,0.0,-46.199999999999996,0.0,0.0,2026-06-03
FXI/YINN,bucket_1,-44.71178609082551,0.0,-44.71000000000001,-0.019999999999999574,0.0,2026-06-03
GOOGL/(spot),bucket_1,-43.55999999999949,0.0,-43.56,0.0,0.0,2026-06-03
RKT/(spot),bucket_1,-41.40000000000009,0.0,-41.399999999999864,0.0,0.0,2026-06-03
RDW/(spot),bucket_1,-40.100000000000364,0.0,-40.099999999999454,0.0,0.0,2026-06-03
KWEB/CWEB,bucket_1,-39.85231573798808,0.0,-39.83999999999999,-0.009999999999999787,0.0,2026-06-03
NVDA/NVDQ,bucket_3,-39.360868034037594,0.0,-37.799999999999955,-1.2300000000000182,0.0,2026-06-03
UBER/(spot),bucket_1,-38.700000000000045,0.0,-38.7,0.0,0.0,2026-06-03
B/BU,bucket_1,-37.31305758404782,0.0,-36.94,-0.2999999999999998,0.0,2026-06-03
XYZ/(spot),bucket_1,-37.049999999999955,0.0,-37.05,0.0,0.0,2026-06-03
CEG/CEGX,bucket_1,-35.31071401925169,0.0,-35.19,-0.09000000000000341,0.0,2026-06-03
VST/VSTL,bucket_1,-34.826132530213,0.0,-34.5,-0.27000000000000046,0.0,2026-06-03
NVO/(spot),bucket_1,-34.5,0.0,-34.50000000000001,0.0,0.0,2026-06-03
GEV/GEVX,bucket_1,-34.362779266192774,0.0,-34.19,-0.12999999999999545,0.0,2026-06-03
GDX/GDXU,bucket_1,-33.36499946945753,0.0,-33.059999999999945,-0.23999999999999844,0.0,2026-06-03
MP/MPL,bucket_1,-30.883846823484674,0.0,-30.599999999999994,-0.29000000000000004,0.0,2026-06-03
ETOR/(spot),bucket_1,-30.690000000000055,0.0,-30.689999999999998,0.0,0.0,2026-06-03
TSM/TSMG,bucket_1,-28.596238868944624,0.0,-28.47,-0.10000000000000142,0.0,2026-06-03
ARKK/(spot),bucket_1,-28.350000000000023,0.0,-28.35000000000001,0.0,0.0,2026-06-03
TSLA/TSLL,bucket_1,-28.215174747677167,0.0,-28.079999999999984,-0.0799999999999983,0.0,2026-06-03
LMND/(spot),bucket_1,-27.060000000000002,0.0,-27.060000000000002,0.0,0.0,2026-06-03
QS/QSU,bucket_1,-27.053907559581944,0.0,-25.920000000000073,-0.9200000000000017,0.0,2026-06-03
PONY/PONX,bucket_1,-26.615779541468783,0.0,-25.409999999999997,-1.0300000000000011,0.0,2026-06-03
GDX/NUGT,bucket_1,-26.57145845581772,0.0,-26.460000000000036,-0.019999999999999574,0.0,2026-06-03
CMG/(spot),bucket_1,-24.50999999999999,0.0,-24.51000000000002,0.0,0.0,2026-06-03
TSM/TSMU,bucket_1,-24.263855048387995,0.0,-24.120000000000005,-0.10999999999999943,0.0,2026-06-03
BABA/BABU,bucket_1,-23.329283299466226,0.0,-23.240000000000002,-0.09999999999999964,0.0,2026-06-03
PANW/(spot),bucket_1,-23.100000000000364,0.0,-23.100000000000023,0.0,0.0,2026-06-03
QCOM/QCML,bucket_1,-23.08455017881778,0.0,-23.1,0.0,0.0,2026-06-03
NFLX/(spot),bucket_1,-22.67999999999995,0.0,-22.679999999999993,0.0,0.0,2026-06-03
MRNA/(spot),bucket_1,-22.260000000000005,0.0,-22.26000000000002,0.0,0.0,2026-06-03
TSLA/TSLR,bucket_1,-21.587266463190986,0.0,-21.409999999999982,-0.14000000000000057,0.0,2026-06-03
TSLA/TSLI,bucket_1,-21.43099822586754,0.0,-21.289999999999992,-0.10000000000000142,0.0,2026-06-03
GEV/GEVG,bucket_1,-19.984001115545382,0.0,-19.870000000000005,-0.08000000000000007,0.0,2026-06-03
BIDU/BIDG,bucket_1,-19.80057752507048,0.0,-19.7,-0.09999999999999787,0.0,2026-06-03
NEM/NEMG,bucket_1,-19.779346966620352,0.0,-19.480000000000018,-0.21000000000000085,0.0,2026-06-03
AMZN/(spot),bucket_1,-18.960000000000036,0.0,-18.959999999999994,0.0,0.0,2026-06-03
SPOT/(spot),bucket_1,-18.78,0.0,-18.78,0.0,0.0,2026-06-03
AAPL/AAPB,bucket_1,-18.677190318612247,0.0,-18.630000000000024,-0.04000000000000625,0.0,2026-06-03
TSLA/TSLT,bucket_1,-18.624439029632413,0.0,-18.480000000000004,-0.10999999999999943,0.0,2026-06-03
JOBY/(spot),bucket_1,-17.600000000000023,0.0,-17.600000000000023,0.0,0.0,2026-06-03
NVDA/(spot),bucket_1,-16.93999999999869,0.0,-16.939999999999998,0.0,0.0,2026-06-03
IWM/URTY,bucket_1,-15.023008171385285,0.0,-14.909999999999997,-0.06000000000000005,0.0,2026-06-03
EWW/MEXX,bucket_1,-14.641284152199407,0.0,-14.580000000000002,-0.040000000000000924,0.0,2026-06-03
NET/NETG,bucket_1,-13.946498253053619,0.0,-13.300000000000011,-0.5400000000000027,0.0,2026-06-03
GDXJ/JNUG,bucket_1,-13.316006491098847,0.0,-13.150000000000034,-0.0600000000000005,0.0,2026-06-03
CRWD/(spot),bucket_1,-13.220000000000027,0.0,-13.220000000000027,0.0,0.0,2026-06-03
HOOD/(spot),bucket_1,-11.13522992651906,-0.8552299265150864,-10.280000000003838,0.0,0.0,2026-06-03
PYPL/(spot),bucket_1,-9.900000000000091,0.0,-9.899999999999977,0.0,0.0,2026-06-03
APH/APHU,bucket_1,-8.942005839999922,0.0,-8.739999999999998,-0.1699999999999946,0.0,2026-06-03
NIO/NIOG,bucket_1,-8.731467519427724,0.0,-8.359999999999985,-0.2699999999999996,0.0,2026-06-03
QQQ/TQQQ,bucket_1,-8.34530294789613,0.0,-8.259999999999991,-0.010000000000000009,0.0,2026-06-03
KTOS/(spot),bucket_1,-8.139999999999986,0.0,-8.139999999999986,0.0,0.0,2026-06-03
PAAS/(spot),bucket_1,-7.639999999999986,0.0,-15.899999999999977,0.0,0.0,2026-06-03
XOP/GUSH,bucket_1,-7.263666523146867,0.0,-7.140000000000002,-0.060000000000002274,0.0,2026-06-03
UNH/(spot),bucket_1,-5.820000000000164,0.0,-5.819999999999993,0.0,0.0,2026-06-03
QQQ/TQQY,bucket_3,-5.6377435561870435,0.0,-0.2200009999999999,-0.720000000000006,-4.599999999999994,2026-06-03
NU/(spot),bucket_1,-4.239999999999782,0.0,-4.239999999999998,0.0,0.0,2026-06-03
QBTS/(spot),bucket_1,-3.71096477122137,0.0,-3.7109647712218248,0.0,0.0,2026-06-03
SPY/SPXL,bucket_1,-2.453841252067349,0.0,-2.3400000000000034,-0.030000000000000027,0.0,2026-06-03
ALB/ALBG,bucket_1,-1.7590181717128814,0.0,-1.3699999999999999,-0.2900000000000009,0.0,2026-06-03
NVDA/NVYY,bucket_3,-1.3281983237383912,0.0,0.2599999999999998,-0.02999999999999936,-1.5300000000000011,2026-06-03
SBUX/(spot),bucket_1,-1.0,0.0,-1.0,0.0,0.0,2026-06-03
NOK/(spot),bucket_1,-0.1755000000000564,0.0,-0.1755,0.0,0.0,2026-06-03
UPS/(spot),bucket_1,-0.09000000000000341,0.0,-0.08999999999999986,0.0,0.0,2026-06-03
XLE/(spot),bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-03
XLF/(spot),bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-03
SNDQ/SNDK,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-03
SMCZ/SMCI,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-03
TBX/TLT,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-03
MSFT/MSFO,bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-03
MSFT/MSFW,bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-03
MSTR/(spot),bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-03
MSTR/MSOO,bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-03
XLE/ERX,bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-03
MSTR/MSTY,bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-03
MSTR/MSTW,bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-03
QQQ/JEPQ,bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-03
TBT/TLT,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-03
LMT/LMTL,bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-03
XYZ/XYZY,bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-03
SPXU/SPY,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-03
LYFX/LYFT,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-03
SPY/JEPI,bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-03
XRP/XRPZ,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-03
MARA/MARO,bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-03
SPY/SPYI,bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-03
META/FBY,bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-03
XOM/XOMX,bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-03
SNOW/SNOY,bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-03
META/METU,bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-03
XOM/XOMO,bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-03
META/METW,bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-03
SPY/XYLD,bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-03
SPY/XYLG,bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-03
MRVL/MRVU,bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-03
XOM/(spot),bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-03
XOM/(spot),bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-03
STSM/TSM,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-03
XLK/(spot),bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-03
MSFT/MSFL,bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-03
XBI/LABU,bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-03
SLV/(spot),bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-03
TECS/XLK,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-03
TSLA/TSLY,bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-03
LMT/(spot),bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-03
REW/XLK,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-03
ORLY/(spot),bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-03
ORLY/ORLG,bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-03
RDDT/RDYY,bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-03
OSCR/OSCG,bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-03
RBLX/RBLY,bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-03
QSX/QS,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-03
RGTZ/RGTI,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-03
PBR/(spot),bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-03
PLTR/PLTW,bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-03
TSM/TSMY,bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-03
PXIU/UPXI,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-03
QQQ/QYLG,bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-03
PYPL/PYPY,bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-03
TZA/IWM,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-03
QQQ/QYLD,bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-03
TWM/IWM,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-03
QQQ/QQQX,bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-03
PBR/PBRG,bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-03
XBI/(spot),bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-03
TSLA/TSLW,bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-03
OKTX/OKTA,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-03
WEBS/XLK,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-03
TMV/TLT,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-03
NETX/NET,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-03
NFLX/NFLW,bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-03
NFLX/NFLY,bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-03
NOK/LNOK,bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-03
QID/QQQ,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-03
SKF/XLF,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-03
TSDD/TSLA,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-03
VALE/(spot),bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-03
NVD/NVDA,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-03
SDOW/DIA,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-03
NVDA/NVDY,bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-03
NVDS/NVDA,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-03
SCO/USO,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-03
NWMX/NEM,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-03
RTX/RTXG,bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-03
VALE/VALG,bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-03
OKLS/OKLO,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-03
RTX/(spot),bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-03
NVDA/NVDO,bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-03
SPXS/SPY,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-03
AAL/(spot),bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-03
BTFL/KEEL,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-03
COST/COTG,bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-03
HL/(spot),bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-03
HL/HLXX,bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-03
COST/(spot),bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-03
HOOD/HOOW,bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-03
COIN/CONY,bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-03
COIN/COIW,bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-03
HOOD/HOOY,bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-03
HIBS/SPHB,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-03
COIN/(spot),bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-03
HOOZ/HOOD,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-03
CHNL/(spot),bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-03
CELT/CELH,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-03
CELH/(spot),bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-03
FUTU/FUTG,bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-03
BTCZ/IBIT,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-03
BMNZ/BMNR,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-03
BLSX/BLSH,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-03
CHNL/CHNU,bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-03
GXRP/XRPZ,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-03
GRAB/GRAG,bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-03
GRAB/(spot),bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-03
FNGD/XLK,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-03
EWJ/(spot),bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-03
DXD/DIA,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-03
DUG/XLE,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-03
DRIP/XOP,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-03
DKUP/DKNG,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-03
DKNG/DRAY,bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-03
DJT/DJTU,bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-03
DJT/(spot),bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-03
DIA/(spot),bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-03
DASX/DASH,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-03
DASH/(spot),bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-03
GME/(spot),bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-03
DAMD/AMD,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-03
CVNA/CVNY,bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-03
GME/GMEU,bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-03
CSCO/CSCL,bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-03
CSCO/(spot),bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-03
GOOGL/GOOY,bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-03
BKNU/BKNG,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-03
BKNG/BKNU,bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-03
FUTU/(spot),bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-03
AXUP/AXON,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-03
AMD/AMDY,bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-03
BABA/BABO,bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-03
AI/AIYY,bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-03
AI/(spot),bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-03
ABNB/ABNY,bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-03
ABNB/ABNG,bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-03
ABNB/(spot),bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-03
ABNB/(spot),bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-03
LCID/(spot),bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-03
