pair_key,bucket,d_total,d_real,d_unr,d_borrow,d_pil,day
LCID/LCDL,bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-03
AAPL/APLY,bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-03
AAPL/AAPX,bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-03
LITZ/LITE,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-03
AAPL/AAPU,bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-03
LLY/(spot),bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-03
AAL/AALG,bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-03
LLY/ELIL,bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-03
ISRG/(spot),bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-03
AMZN/AMZW,bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-03
ISRG/ISUL,bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-03
ASHR/CHAU,bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-03
ARM/ARMW,bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-03
IONZ/IONQ,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-03
ASHR/(spot),bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-03
IBM/IBX,bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-03
AMZN/AMZY,bucket_2,0.0,0.0,0.0,0.0,0.0,2026-06-03
AMZN/AZYY,bucket_3,0.0,0.0,0.0,0.0,0.0,2026-06-03
AURU/AUR,bucket_4,0.0,0.0,0.0,0.0,0.0,2026-06-03
ASML/ASMG,bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-03
IBM/(spot),bucket_1,0.0,0.0,0.0,0.0,0.0,2026-06-03
UPS/UPSG,bucket_1,0.22326251205943493,0.0,0.28000000000000114,-0.03999999999999915,0.0,2026-06-03
HIMS/(spot),bucket_1,0.23856149641426327,0.2385614964142917,0.0,0.0,0.0,2026-06-03
UNH/UNHU,bucket_1,0.511603527400371,0.0,0.53,-0.009999999999999995,0.0,2026-06-03
TSLA/TSYY,bucket_3,0.7861146975346078,0.49581973,0.3673649999999995,-0.040000000000000036,0.0,2026-06-03
SBUX/SBU,bucket_1,0.9994726593150709,0.0,1.0200000000000005,-0.00999999999999801,0.0,2026-06-03
NVDA/NVDG,bucket_1,1.1737687923478006,0.0,1.1999999999999957,-0.010000000000005116,0.0,2026-06-03
AMZN/AMZU,bucket_1,1.4803534447930815,0.0,1.5,-0.00999999999999801,0.0,2026-06-03
LLY/LLYX,bucket_1,2.0347800206006283,0.0,2.0699999999999994,-0.020000000000000004,0.0,2026-06-03
SPY/(spot),bucket_1,2.0600000000000023,0.0,2.0600000000000023,0.0,0.0,2026-06-03
NFLX/NFXL,bucket_1,2.666971725834628,0.0,2.68,0.0,0.0,2026-06-03
NU/NUG,bucket_1,2.8709824123320686,0.0,2.8899999999999997,-0.009999999999990905,0.0,2026-06-03
NVDA/NVDB,bucket_1,3.3719651561305,0.0,3.510000000000005,-0.0799999999999983,0.0,2026-06-03
ZETA/(spot),bucket_1,4.409999999999968,0.0,4.409999999999968,0.0,0.0,2026-06-03
ALB/(spot),bucket_1,4.480000000000018,0.0,4.47999999999999,0.0,0.0,2026-06-03
XLF/FAZ,bucket_3,4.525760127363405,0.0,5.600000000000001,-0.5,0.0,2026-06-03
XOP/(spot),bucket_1,4.899999999999864,0.0,4.900000000000006,0.0,0.0,2026-06-03
META/FBL,bucket_1,5.318843123181068,0.0,5.460000000000008,-0.05000000000000426,0.0,2026-06-03
UNH/UNHG,bucket_1,5.8999577898653115,0.0,6.090000000000003,-0.0899999999999892,0.0,2026-06-03
AVAV/(spot),bucket_1,5.980000000000018,0.0,5.980000000000018,0.0,0.0,2026-06-03
APH/(spot),bucket_1,6.180000000000007,0.0,6.18,0.0,0.0,2026-06-03
RDW/RDWU,bucket_1,6.280747990735108,0.0,14.849999999999909,-8.009999999999991,0.0,2026-06-03
NVDA/NVDL,bucket_1,6.583712677099584,0.0,6.719999999999999,-0.05000000000001137,0.0,2026-06-03
NVDA/NVDU,bucket_1,6.633623122653717,0.0,6.780000000000001,-0.060000000000002274,0.0,2026-06-03
NIO/(spot),bucket_1,6.810000000000002,0.0,6.810000000000002,0.0,0.0,2026-06-03
QQQ/(spot),bucket_1,6.839999999999975,0.0,6.840000000000003,0.0,0.0,2026-06-03
KTOS/KTUP,bucket_1,7.431928399040885,0.0,8.719999999999914,-1.0799999999999983,0.0,2026-06-03
ZETA/ZETX,bucket_1,8.805357985250794,0.0,9.940000000000055,-0.759999999999998,0.0,2026-06-03
NET/(spot),bucket_1,9.199999999999989,0.0,9.199999999999989,0.0,0.0,2026-06-03
SPY/SDS,bucket_3,9.335669917846417,0.0,10.67999999999995,-0.5499999999999972,0.0,2026-06-03
PYPL/PYPG,bucket_1,10.152528509831711,0.0,10.309999999999995,-0.08000000000000185,0.0,2026-06-03
PONY/(spot),bucket_1,10.519999999999982,0.0,10.52000000000001,0.0,0.0,2026-06-03
AVAV/AVXX,bucket_1,10.761345416885433,0.0,12.119999999999976,-0.9700000000000024,0.0,2026-06-03
INTC/LINT,bucket_1,11.46461858391902,0.0,11.849999999999994,-0.28,0.0,2026-06-03
PANW/PALU,bucket_1,12.326009582980078,0.0,12.599999999999966,-0.15000000000000568,0.0,2026-06-03
AXON/(spot),bucket_1,13.239999999999995,0.0,13.239999999999995,0.0,0.0,2026-06-03
IWM/(spot),bucket_1,13.400000000000006,0.0,13.399999999999999,0.0,0.0,2026-06-03
PANW/PANG,bucket_1,15.335145807519439,0.0,15.590000000000032,-0.10999999999998522,0.0,2026-06-03
BABA/(spot),bucket_1,15.602260865623975,-5.1568613543598114e-08,15.602260917193234,0.0,0.0,2026-06-03
AMZN/AMZZ,bucket_1,15.651137433619624,0.0,15.780000000000001,-0.030000000000001137,0.0,2026-06-03
EWW/(spot),bucket_1,15.730000000000004,0.0,15.730000000000002,0.0,0.0,2026-06-03
GDXJ/(spot),bucket_1,16.480000000000018,0.0,16.480000000000018,0.0,0.0,2026-06-03
CRWD/CRWL,bucket_1,16.717676626934804,0.0,17.04000000000002,-0.21999999999999886,0.0,2026-06-03
BIDU/(spot),bucket_1,17.279999999999994,0.0,17.28,0.0,0.0,2026-06-03
AAPL/(spot),bucket_1,17.779999999999745,0.0,17.78,0.0,0.0,2026-06-03
MRNA/MRNX,bucket_1,19.26393157908535,0.0,20.089999999999975,-0.5900000000000034,0.0,2026-06-03
NEM/(spot),bucket_1,19.649999999999977,0.0,19.650000000000006,0.0,0.0,2026-06-03
GOOGL/GGLL,bucket_1,19.95590037687225,0.0,20.080000000000002,-0.03999999999999204,0.0,2026-06-03
EWJ/EWV,bucket_3,21.122423969990024,0.0,21.529998000000006,-0.14000000000000057,0.0,2026-06-03
JOBY/JOBX,bucket_1,21.92835212855948,0.0,22.80000000000001,-0.6600000000000001,0.0,2026-06-03
BA/BOEG,bucket_1,21.954402195291777,0.0,22.12000000000002,-0.060000000000002274,0.0,2026-06-03
QS/(spot),bucket_1,22.25999999999999,0.0,22.25999999999999,0.0,0.0,2026-06-03
RKT/RKTL,bucket_1,22.919647416385942,0.0,23.6400000000001,-0.37000000000000455,0.0,2026-06-03
NFLX/NFLU,bucket_1,22.928657601704117,0.0,23.120000000000005,-0.0800000000000125,0.0,2026-06-03
BA/BOEU,bucket_1,24.58209712961559,0.0,24.769999999999982,-0.07000000000000028,0.0,2026-06-03
SPOT/SPOG,bucket_1,25.62071383033161,0.0,26.040001,-0.23999999999999844,0.0,2026-06-03
PAAS/PAAU,bucket_1,27.10142301169097,0.0,27.620001,-0.20999999999999908,0.0,2026-06-03
GOOGL/GOOX,bucket_1,28.181413762098146,0.0,28.33999999999999,-0.03999999999999915,0.0,2026-06-03
ARKK/TARK,bucket_1,30.953499657911067,0.0,31.22999999999999,-0.07000000000000028,0.0,2026-06-03
CMG/CMGG,bucket_1,31.135264191114402,0.0,31.350000000000023,-0.09000000000000341,0.0,2026-06-03
MSFT/MSFX,bucket_1,31.540265500435567,0.0,31.709999999999994,-0.04000000000000625,0.0,2026-06-03
ETOR/ETRL,bucket_1,32.27444298801049,0.0,32.69,-0.22999999999999687,0.0,2026-06-03
QQQ/SQQQ,bucket_3,32.500211831121305,0.0,33.149999999999864,-0.1999999999999993,0.0,2026-06-03
NVO/NVOX,bucket_1,33.6758594013736,0.0,34.03999999999999,-0.19000000000000128,0.0,2026-06-03
LMND/LMNX,bucket_1,33.70799314700703,0.0,35.0,-1.0199999999999996,0.0,2026-06-03
MSFT/MSFU,bucket_1,34.61922191810878,0.0,34.8,-0.03999999999999915,0.0,2026-06-03
CEG/(spot),bucket_1,34.749999999999886,0.0,34.74999999999997,0.0,0.0,2026-06-03
VST/(spot),bucket_1,35.31,0.0,35.31,0.0,0.0,2026-06-03
