pair,etf,underlying,sleeve,gross_target_usd,pair_override_gross_mult,pair_override_hedge_add,pair_override_note,applied_hedge_ratio,sizing_tr_fwd,model_status,model_missing_reason,model_config,metrics_source,vol_shape_source,model_input_diagnostics,signal_source,metrics_first_date,metrics_last_date,backtest_rows,price_rows,actual_pair_pnl_cum,model_pair_pnl_cum,borrow_cost_cum,transaction_cost_cum,current_etf_gross,current_underlying_gross,current_total_gross,current_model_h,current_book_h,cagr,vol_annual,sharpe,max_drawdown,daily_hit_rate,model_rebalance_count,actual_etf_trade_count,actual_underlying_trade_count,shared_underlying,ratchet_creep_ratio,ratchet_gap_usd,ratchet_trim_lambda,ratchet_trim_usd,ratchet_released,ratchet_source
UVIX|SVIX,UVIX,SVIX,volatility_etp_bucket5,48000.0,1.0,0.0,,,1.05108,b5_use_carry_engine,"volatility_etp_bucket5 uses bucket5_carry_bt, not B4 dynamic-h","model h v7+v9 h_mid=0.45 k_z=0.20 clip[0.30,0.80] cadence tr_est base=14d cap=21d",github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/etf_metrics_daily.parquet,github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/vol_shape_history.json,,missing,2022-03-30,2026-07-17,0,0,595.1504110946876,,,,,,,,0.49170664239541984,,,,,,0,5,7,True,,,,,False,
DAMD|AMD,DAMD,AMD,inverse_decay_bucket4,14679.626041144931,1.0,0.0,,,0.989555,ok,,"model h v7+v9 h_mid=0.45 k_z=0.20 clip[0.30,0.80] cadence tr_est base=14d cap=21d",github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/etf_metrics_daily.parquet,github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/vol_shape_history.json,,recompute_underlying,2025-11-14,2026-07-17,160,160,160.61666925433332,3574.6878324273293,458.54308269392953,100.43951930027558,9493.924743293457,8125.752598701307,17619.677341994764,0.48057448258042135,0.04800973482522939,0.4142054636399155,0.387454199838165,1.0912335293048079,-0.1465626484217658,0.48427672955974843,9,3,24,True,,,,,False,
RKLZ|RKLB,RKLZ,RKLB,inverse_decay_bucket4,13879.119651260222,1.0,0.0,,,0.980786,ok,,"model h v7+v9 h_mid=0.45 k_z=0.20 clip[0.30,0.80] cadence tr_est base=14d cap=21d",github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/etf_metrics_daily.parquet,github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/vol_shape_history.json,,recompute_underlying,2025-11-18,2026-07-17,160,160,-8759.532884046865,14269.205749259349,2566.3595730876086,148.39715788583203,11183.063937265108,13438.853829864276,24621.917767129384,0.6687288110425961,0.21977927647469916,2.055664736191778,0.6420663084564376,2.0750783660398002,-0.2420891059753335,0.5534591194968553,10,4,12,True,,,,,False,
QBTZ|QBTS,QBTZ,QBTS,inverse_decay_bucket4,11199.595738004038,1.0,0.0,,,0.960236,ok,,"model h v7+v9 h_mid=0.45 k_z=0.20 clip[0.30,0.80] cadence tr_est base=14d cap=21d",github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/etf_metrics_daily.parquet,github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/vol_shape_history.json,,recompute_underlying,2025-10-07,2026-07-17,190,190,-11266.465371951572,6396.290630818763,1391.7611894044232,113.63894276242901,8673.414389006755,6623.060300773898,15296.474689780654,0.6199247926281461,0.0,0.8257685784417226,0.7364445912894686,1.1694764419259358,-0.4538282355459232,0.5132275132275133,10,5,19,True,,,,,False,
LITZ|LITE,LITZ,LITE,inverse_decay_bucket4,10601.25189398748,1.0,0.0,,,0.88102,ok,,"model h v7+v9 h_mid=0.45 k_z=0.20 clip[0.30,0.80] cadence tr_est base=14d cap=21d",github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/etf_metrics_daily.parquet,github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/vol_shape_history.json,,recompute_underlying,2026-04-24,2026-07-17,56,56,1108.3055772716812,1732.416118762596,330.4502154738995,30.313286410744432,6530.401773124322,5811.316897059125,12341.718670183447,0.4453051001754977,0.2806545638378285,0.9948780433710278,0.36763086588047733,2.0942597731608923,-0.06671562885720905,0.5454545454545454,2,3,11,True,,,,,False,
CONI|COIN,CONI,COIN,inverse_decay_bucket4,9807.641501923585,1.0,0.0,,,1.000474,ok,,"model h v7+v9 h_mid=0.45 k_z=0.20 clip[0.30,0.80] cadence tr_est base=14d cap=21d",github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/etf_metrics_daily.parquet,github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/vol_shape_history.json,,recompute_underlying,2024-09-04,2026-07-16,457,457,1774.312679961652,-8926.519014678604,3558.144991056065,130.8457433514902,445.627536026128,433.15986477139904,878.787400797527,0.5788185133709458,0.5186291594058584,-0.7348910590479477,0.7138955746689841,-1.2847485501370468,-0.9246114921488098,0.3793859649122807,32,3,24,True,,,,,False,
NBIZ|NBIS,NBIZ,NBIS,inverse_decay_bucket4,9411.057499103916,1.0,0.0,,,0.963422,ok,,"model h v7+v9 h_mid=0.45 k_z=0.20 clip[0.30,0.80] cadence tr_est base=14d cap=21d",github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/etf_metrics_daily.parquet,github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/vol_shape_history.json,,recompute_underlying,2026-01-22,2026-07-17,120,120,-2302.877539373048,5595.623443281493,477.56850489579966,56.57179963029658,7240.387753312689,5604.244279600809,12844.632032913498,0.37441331347528506,0.4128196884692119,1.675927354835173,0.6204382868939822,1.8931628230163122,-0.1973228330492045,0.5126050420168067,5,5,22,True,,,,,False,
SNDQ|SNDK,SNDQ,SNDK,inverse_decay_bucket4,8671.718388752286,1.0,0.0,,,0.927298,ok,,"model h v7+v9 h_mid=0.45 k_z=0.20 clip[0.30,0.80] cadence tr_est base=14d cap=21d",github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/etf_metrics_daily.parquet,github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/vol_shape_history.json,,recompute_underlying,2026-04-24,2026-07-17,56,56,-14668.349273052854,2128.9033962578487,87.27942713832206,32.74333742917179,6451.809381489568,4363.345132333358,10815.154513822927,0.3375299198504567,0.3300029709824229,1.7111563523391946,0.9101382026790104,1.5615857721594733,-0.2676266202943516,0.4909090909090909,2,2,19,True,,,,,False,
MSTZ|MSTR,MSTZ,MSTR,inverse_decay_bucket4,8452.015765479842,1.0,0.0,,,1.127611,ok,,"model h v7+v9 h_mid=0.45 k_z=0.20 clip[0.30,0.80] cadence tr_est base=14d cap=21d",github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/etf_metrics_daily.parquet,github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/vol_shape_history.json,,recompute_underlying,2024-09-18,2026-07-16,446,446,2410.554095850317,-5825.205406405817,907.1314162281728,143.6465857006657,1364.931628969387,1319.226204585547,2684.157833554934,0.43564626799767103,0.5016111750944032,-0.482692075391679,1.737249713421541,0.2329783836079144,-0.8322489349596993,0.48764044943820223,31,4,24,True,,,,,False,
CORD|CRWV,CORD,CRWV,inverse_decay_bucket4,8431.321515686783,1.0,0.0,,,1.040441,ok,,"model h v7+v9 h_mid=0.45 k_z=0.20 clip[0.30,0.80] cadence tr_est base=14d cap=21d",github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/etf_metrics_daily.parquet,github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/vol_shape_history.json,,recompute_underlying,2025-09-26,2026-07-16,193,193,-22264.145308690488,2435.0323181686854,1526.9878188034972,58.62558214566776,8033.140402371414,3804.0290139018916,11837.169416273306,0.3410513816856432,4.688922321790748e-06,0.39657652913273234,1.1579383163728754,0.789077594915459,-0.5247214320494857,0.4739583333333333,10,5,25,True,,,,,False,
