date,total_pnl,hedged_pnl,unhedged_pnl,hedged_daily,unhedged_daily,b12_daily,b3_daily,b5_daily,b4_hedged_daily,b4_unhedged_daily,recon_residual
2026-02-27,-775.3956938699998,-2204.710040905384,1429.3143470353834,-2204.710040905384,1429.3143470353834,-2623.0251665709457,118.33966166046002,0.0,418.3151256655622,1310.9746853749236,-2.273736754432321e-13
2026-02-28,685.8738202200019,783.1936980746227,-97.31987785462049,2987.9037389800064,-1526.634224890004,3360.705057894564,-258.4022139591348,0.0,-372.8013189145572,-1268.2320109308691,0.0
2026-03-02,685.8738202200012,783.193698074622,-97.31987785462049,-6.821210263296962e-13,0.0,-6.821210263296962e-13,0.0,0.0,0.0,0.0,0.0
2026-03-03,1633.403816220001,2033.5991298081992,-400.1953135881979,1250.4054317335772,-302.87543573357743,797.0405818049294,-357.19551455243385,0.0,453.3648499286479,54.3200788188564,0.0
2026-03-04,275.913829220003,3988.107243478621,-3712.193414258618,1954.5081136704216,-3311.99810067042,2301.8792441702594,-3070.09791253547,0.0,-347.37113049983776,-241.9001881349496,0.0
2026-03-05,702.0095469899995,2426.376219210015,-1724.3666722200153,-1561.731024268606,1987.8267420386023,-2004.933393924688,1520.779337432461,0.0,443.20236965608206,467.0474046061416,0.0
2026-03-06,950.133604690003,3645.169155152296,-2695.035550462291,1218.7929359422794,-970.668878242276,1220.21697507401,-969.2879173740066,0.0,-1.4240391317304824,-1.380960868269354,0.0
2026-03-10,5267.457862190002,7535.495384224717,-2268.037522034714,3890.3262290724215,426.9980284275771,3890.3262290724215,426.9980284275771,0.0,0.0,0.0,0.0
2026-03-11,5104.266822950003,6910.146216484366,-1805.8793935343624,-625.3491677403506,462.1581285003517,-625.3491677403506,462.1581285003517,0.0,0.0,0.0,0.0
2026-03-12,5658.156816949999,7717.921562321031,-2059.764745371032,807.7753458366651,-253.8853518366696,807.7753458366651,-253.8853518366696,0.0,0.0,0.0,0.0
2026-03-13,1429.4442089999995,5931.568608954487,-4502.124399954488,-1786.352953366544,-2442.359654583456,-1367.528422758663,-1885.929439701336,0.0,-418.8245306078808,-556.4302148821192,0.0
2026-03-14,3433.2342059999987,9434.9149475914,-6001.680741591401,3503.3463386369126,-1499.5563416369132,3503.3463386369126,-1499.5563416369132,0.0,0.0,0.0,0.0
2026-03-17,6165.2661297,11059.960712567234,-4894.694582867234,1625.0457649758337,1106.986158724167,1625.0457649758337,1106.986158724167,0.0,0.0,0.0,0.0
2026-03-18,7386.416234610001,11353.489029813743,-3967.072795203742,293.5283172465097,927.6217876634925,293.5283172465097,-47.63295782650766,0.0,0.0,975.25474549,0.0
2026-03-19,2545.222405959999,9241.919619477125,-6696.697213517126,-2111.5694103366177,-2729.6244183133845,-2111.5694103366177,-2101.6184880733845,0.0,0.0,-628.0059302400001,0.0
2026-03-20,3455.085625629996,11050.01623880351,-7594.930613173515,1808.0966193263853,-898.2333996563888,1808.0966193263853,-1526.2393298963889,0.0,0.0,628.0059302400001,0.0
2026-03-21,2690.0932278500013,12922.10827159348,-10232.01504374348,1872.092032789969,-2637.084430569963,1872.092032789969,-2637.084430569963,0.0,0.0,0.0,0.0
2026-03-23,2690.09322646,12964.91663945348,-10274.82341299348,42.80836785999827,-42.808369250000055,42.80836785999827,0.0,0.0,0.0,-42.808369250000055,0.0
2026-03-24,6383.178489840003,14779.603975454684,-8396.425485614684,1814.687336001205,1878.3979273787968,1814.687336001205,1878.3979273787968,0.0,0.0,0.0,0.0
2026-03-25,5507.465016420001,13802.97193276014,-8295.506916340142,-976.6320426945432,100.91856927454135,-976.6320426945432,100.91856927454135,0.0,0.0,0.0,0.0
2026-03-26,7928.308251419999,14293.824581324823,-6365.516329904831,490.8526485646862,1929.990586435312,490.8526485646862,1929.990586435312,0.0,0.0,0.0,0.0
2026-03-27,5046.01701042,14487.531836393277,-9441.514825973283,193.70725506845383,-3075.9984960684524,193.70725506845383,-3075.9984960684524,0.0,0.0,0.0,0.0
2026-03-28,4018.368369549997,14062.712502083254,-10044.344132533262,-424.81933431002335,-602.8293065599792,-424.81933431002335,-602.8293065599792,0.0,0.0,0.0,0.0
2026-03-31,3143.540657130001,14104.118270977822,-10960.577613847829,41.405768894567984,-916.2334813145644,41.405768894567984,-916.2334813145644,0.0,0.0,0.0,0.0
2026-04-01,10152.570638459996,15820.152616467858,-5667.581978007869,1716.0343454900358,5292.99563583996,1716.0343454900358,5292.99563583996,0.0,0.0,0.0,0.0
2026-04-02,11117.01957735,15308.8639283117,-4191.844350961706,-511.28868815615897,1475.7376270461627,-511.28868815615897,1475.7376270461627,0.0,0.0,0.0,0.0
2026-04-03,13795.518568070003,18869.035105553296,-5073.516537483296,3560.171177241593,-881.6721865215895,3560.171177241593,-881.6721865215895,0.0,0.0,0.0,0.0
2026-04-04,13795.51858207,18869.035118553293,-5073.516536483296,1.2999998034501914e-05,1.000000338535756e-06,1.2999998034501914e-05,1.000000338535756e-06,0.0,0.0,0.0,0.0
2026-04-07,14643.94950869,19564.6673725945,-4920.717863904505,695.6322540412075,152.7986725787905,695.6322540412075,152.7986725787905,0.0,0.0,0.0,0.0
2026-04-08,13690.93949807,18471.29206187287,-4780.352563802876,-1093.375310721629,140.36530010162917,-1093.375310721629,140.36530010162917,0.0,0.0,0.0,0.0
2026-04-09,15664.514938,17394.21528800001,-1729.7003500000146,-1077.076773872861,3050.6522138028613,-1077.076773872861,3050.6522138028613,0.0,0.0,0.0,0.0
2026-04-10,16964.610236,16795.55403538028,169.05620061971763,-598.6612526197332,1898.7565506197325,-598.6612526197332,1898.7565506197325,0.0,0.0,0.0,0.0
2026-04-11,18705.310231,17723.067132474942,982.2430985250544,927.513097094663,813.1868979053368,927.513097094663,813.1868979053368,0.0,0.0,0.0,0.0
2026-04-14,19345.22462561,17691.37597567607,1653.84864993393,-31.69115679887273,671.6055514088757,-31.69115679887273,671.6055514088757,0.0,0.0,0.0,0.0
2026-04-15,19505.486659190003,15103.354877717627,4402.1317814723725,-2588.0210979584426,2748.2831315384424,-2588.0210979584426,2748.2831315384424,0.0,0.0,0.0,0.0
2026-04-16,20277.46884435,14994.337107772162,5283.131736577838,-109.01776994546526,880.9999551054652,-109.01776994546526,880.9999551054652,0.0,0.0,0.0,0.0
2026-04-17,16544.644563290003,12000.721515618325,4543.9230476716775,-2993.61559215384,-739.2086889061602,-2993.61559215384,-154.01112791616015,0.0,0.0,-585.19756099,0.0
2026-04-18,23233.65459729,16979.534322280277,6254.1202750097245,4978.812806661952,1710.197227338047,4978.812806661952,1710.197227338048,0.0,0.0,0.0,-9.094947017729282e-13
2026-04-21,21807.562138160003,16293.051346462596,5514.510791697406,-686.4829758176807,-739.6094833123188,-686.4829758176807,-739.6094833123188,0.0,0.0,0.0,0.0
2026-04-22,22470.569913720003,18064.95507576011,4405.614837959893,1771.9037292975154,-1108.895953737513,1771.9037292975154,-1450.3335331475132,0.0,0.0,341.43757941,-1.1368683772161605e-13
2026-04-23,19997.53332929,14644.763310811935,5352.770018478059,-3420.1917649481748,947.1551805181656,-3420.1917649481748,1287.0290733320967,0.0,0.0,-339.873892813931,0.0
2026-04-24,19225.91466256999,16049.388999961771,3176.52566260822,1404.6256891498351,-2176.244355869839,1404.6256891498351,-1256.023571163284,0.0,0.0,-920.220784706555,1.1368683772161605e-13
2026-04-25,17886.665407630004,11878.37206414456,6008.293343485444,-4171.016935817212,2831.7676808772244,-4171.016935817212,1571.6730033567385,0.0,0.0,1260.094677520486,0.0
2026-04-28,24335.405438879992,19192.79445576646,5142.610983113529,7314.422391621901,-865.6823603719146,7314.422391621901,-138.79389996191458,0.0,0.0,-726.88846041,0.0
2026-04-29,22756.54536488,18751.80998797039,4004.735376909601,-440.9844677960682,-1137.875606203928,-440.9844677960682,-1513.906487203928,0.0,0.0,376.030881,0.0
2026-04-30,19716.28532988,16273.278888541696,3443.006441338297,-2478.531099428695,-561.7289355713042,-2478.531099428695,-571.1489355713043,0.0,0.0,9.420000000000016,0.0
2026-05-01,26384.26536088,21708.33493783857,4675.930423041424,5435.056049296877,1232.9239817031262,5435.056049296877,1232.9239817031262,0.0,0.0,0.0,0.0
2026-05-02,32166.085389900007,27028.28309060336,5137.802299296645,5319.948152764788,461.8718762552217,5319.948152764788,461.8718762552217,0.0,0.0,0.0,0.0
2026-05-04,32166.085389900007,27028.28309060336,5137.802299296645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-05,32711.080222350003,27878.90165728425,4832.178565065748,850.6185666808933,-305.6237342308977,850.6185666808933,-305.6237342308977,0.0,0.0,0.0,0.0
2026-05-06,31219.38954092,25969.089901015443,5250.29963990455,-1909.811756268804,418.1210748388012,-1909.811756268804,418.1210748388012,0.0,0.0,0.0,0.0
2026-05-07,33583.6253157,25193.42666695135,8390.198648748647,-775.6632340640945,3139.899008844096,-775.6632340640945,3139.899008844096,0.0,0.0,0.0,0.0
2026-05-08,37084.50530869999,28770.45636011877,8314.048948581212,3577.029693167422,-76.14970016743428,3577.029693167422,-76.14970016743428,0.0,0.0,0.0,0.0
2026-05-09,39986.8253257,30207.814553621098,9779.010772078886,1437.3581935023294,1464.961823497673,1437.3581935023294,1464.961823497673,0.0,0.0,0.0,0.0
2026-05-12,40388.92531656999,29465.54475524765,10923.380561322329,-742.2697983734461,1144.369789243443,-742.2697983734461,1144.369789243443,0.0,0.0,0.0,0.0
2026-05-13,43043.28531457001,32514.41284377464,10528.872470795355,3048.868088526988,-394.5080905269715,3048.868088526988,-394.5080905269715,0.0,0.0,0.0,0.0
2026-05-14,41042.53531157,29830.337777161687,11212.197534408297,-2684.0750666129525,683.3250636129414,-2684.0750666129525,683.3250636129414,0.0,0.0,0.0,0.0
2026-05-15,45368.56755821001,34845.894333135206,10522.673225074795,5015.556555973515,-689.5243093335021,4832.529367826059,-484.3709496838783,0.0,183.0271881474565,-205.15335964962367,0.0
2026-05-16,64272.01100860001,57551.89707537305,6720.11393322696,22706.00274223784,-3802.559291847836,23840.813802403893,-2800.4783555710965,0.0,-1134.8110601660528,-1002.0809362767394,0.0
2026-05-18,64272.01100860001,57551.89707537305,6720.11393322696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-19,57942.060196640006,53433.64057937264,4508.419617267353,-4118.256496000401,-2211.694315959608,-2460.9471568618064,-467.1324760929756,0.0,-1657.3093391385949,-1744.561839866632,0.0
2026-05-20,48450.39019764001,47094.739719589175,1355.6504780508176,-6338.90085978346,-3152.769139216535,-4802.476943818438,-1731.8320707478206,0.0,-1536.4239159650226,-1420.9370684687144,0.0
2026-05-21,55851.18038686,50556.289707623626,5294.890679236351,3461.5499880344487,3939.240201185534,1738.8518489895614,2189.114276932183,0.0,1722.698139044887,1750.1259242533508,0.0
2026-05-22,68664.26976022999,53637.3697247516,15026.900035478382,3081.0800171279698,9732.00935624203,-1205.1795295410702,303.7449492282367,0.0,4286.25954666904,9428.264407013794,0.0
2026-05-23,86282.04051643999,69670.95003669913,16611.09047974084,16033.580311947528,1584.1904442624586,15607.651235407651,-292.04735414635525,0.0,425.929076539877,1876.237798408814,0.0
2026-05-25,86282.04051643999,69670.95003669913,16611.09047974084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-26,86282.51301643999,69671.42253669913,16611.09047974084,0.4725000000034924,0.0,0.4725000000034924,0.0,0.0,0.0,0.0,0.0
2026-05-27,84098.81402327,65426.55606419681,18672.257959073177,-4244.866472502322,2061.1674793323355,-4442.006094377906,1144.9309860575104,0.0,197.1396218755844,916.2364932748252,0.0
2026-05-28,70604.40057586,51134.75889683011,19469.641679029868,-14291.797167366694,797.3837199566913,-15237.582472839254,-414.7058518440481,0.0,945.7853054725604,1212.0895718007391,0.0
2026-05-29,76966.96292370999,54767.55152102139,22199.411402688584,3632.792624191279,2729.7697236587164,2777.3976295715365,785.4452257756475,23.61511111991237,855.3949946197421,1920.7093867631563,0.0
2026-05-30,97239.82556723,76108.05244835696,21131.773118873018,21340.50092733556,-1067.638283815567,21609.2468068008,106.40782057782052,24.09400918916248,-268.74587946523786,-1198.1401135825467,-3.637978807091713e-12
2026-06-01,97239.82556723,76108.05244835696,21131.773118873018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-02,93054.50324032,73227.76157073611,19826.74166958389,-2880.290877620856,-1305.031449289124,-4465.98186062451,-1101.7893978126249,-29.824699121041885,1585.6909830036536,-173.41735235545707,0.0
2026-06-03,80925.05722284,58251.26774122003,22673.78948161997,-14976.49382951608,2847.0478120360804,-17085.799826102484,-189.77317125794707,8.450169929681717,2109.305996586404,3028.370813364346,0.0
2026-06-04,76289.64385933998,59450.25111941774,16839.392739922227,1198.983378197716,-5834.396741697742,2615.2406927228803,-1238.1574669912588,19.359785539828643,-1416.2573145251642,-4615.599060246312,0.0
2026-06-05,79196.07285797001,60861.73175077542,18334.34110719458,1411.4806313576782,1494.9483672723536,2032.4056995658373,1136.2917085445115,61.28106011491753,-620.9250682081594,297.3755986129246,0.0
