pair,etf,underlying,sleeve,gross_target_usd,pair_override_gross_mult,pair_override_hedge_add,pair_override_note,applied_hedge_ratio,sizing_tr_fwd,model_status,model_missing_reason,model_config,metrics_source,vol_shape_source,model_input_diagnostics,signal_source,metrics_first_date,metrics_last_date,backtest_rows,price_rows,actual_pair_pnl_cum,model_pair_pnl_cum,borrow_cost_cum,transaction_cost_cum,current_etf_gross,current_underlying_gross,current_total_gross,current_model_h,current_book_h,cagr,vol_annual,sharpe,max_drawdown,daily_hit_rate,model_rebalance_count,actual_etf_trade_count,actual_underlying_trade_count,shared_underlying,ratchet_creep_ratio,ratchet_gap_usd,ratchet_trim_lambda,ratchet_trim_usd,ratchet_released,ratchet_source
SNDQ|SNDK,SNDQ,SNDK,inverse_decay_bucket4,23100.0,1.0,0.0,,,1.071063,ok,,"model h v7+v9 h_mid=0.45 k_z=0.20 clip[0.30,0.80] cadence tr_est base=14d cap=21d",run-local:/home/runner/work/ls-algo/ls-algo/data/runs/2026-07-02/model_inputs/etf_metrics_daily.parquet,run-local:/home/runner/work/ls-algo/ls-algo/data/runs/2026-07-02/model_inputs/vol_shape_history.json,,missing,2026-04-24,2026-06-30,44,44,-3581.257540208024,-3485.5153980516334,234.25873817133512,104.16071263939243,10944.048112675298,8726.087201912464,19670.135314587762,0.3947256472640158,0.23113243722087873,-0.6033644837956939,0.8534162999462203,-0.6859548889112018,-0.2709849313091892,0.4883720930232558,2,1,17,True,,,,,False,
QBTZ|QBTS,QBTZ,QBTS,inverse_decay_bucket4,23100.0,1.0,0.0,,,0.969331,ok,,"model h v7+v9 h_mid=0.45 k_z=0.20 clip[0.30,0.80] cadence tr_est base=14d cap=21d",run-local:/home/runner/work/ls-algo/ls-algo/data/runs/2026-07-02/model_inputs/etf_metrics_daily.parquet,run-local:/home/runner/work/ls-algo/ls-algo/data/runs/2026-07-02/model_inputs/vol_shape_history.json,,recompute_underlying,2025-10-07,2026-06-30,181,181,7571.06118175556,18920.151805839472,3428.6831762254014,232.5291392203871,18960.813959235562,22149.225251796204,41110.03921103176,0.5280648680081581,0.5495294170019146,1.3069869767463382,0.7969717839023267,1.4236497253829847,-0.38903603009617094,0.5166666666666667,10,4,17,True,,,,,False,
LITZ|LITE,LITZ,LITE,inverse_decay_bucket4,20941.32388687094,1.0,0.0,,,0.878683,ok,,"model h v7+v9 h_mid=0.45 k_z=0.20 clip[0.30,0.80] cadence tr_est base=14d cap=21d",run-local:/home/runner/work/ls-algo/ls-algo/data/runs/2026-07-02/model_inputs/etf_metrics_daily.parquet,run-local:/home/runner/work/ls-algo/ls-algo/data/runs/2026-07-02/model_inputs/vol_shape_history.json,,missing,2026-04-24,2026-06-30,44,44,-3390.287502483982,3667.8602225013055,467.7836428792076,60.52599669475771,12970.374403534643,11655.358922369938,24625.73332590458,0.45022789868966356,0.18967626898221254,1.550768615577736,0.3324681952038326,3.0466907466111643,-0.06166802243458647,0.5348837209302325,2,2,10,True,,,,,False,
CORD|CRWV,CORD,CRWV,inverse_decay_bucket4,17420.152151606366,1.0,0.0,,,1.025361,ok,,"model h v7+v9 h_mid=0.45 k_z=0.20 clip[0.30,0.80] cadence tr_est base=14d cap=21d",run-local:/home/runner/work/ls-algo/ls-algo/data/runs/2026-07-02/model_inputs/etf_metrics_daily.parquet,run-local:/home/runner/work/ls-algo/ls-algo/data/runs/2026-07-02/model_inputs/vol_shape_history.json,,recompute_underlying,2025-09-26,2026-06-29,182,182,-10322.29897331122,9621.509067539293,2490.491700184878,117.6677400054902,16166.972773860247,12145.414744648688,28312.387518508935,0.4901025696392573,5.644229885282966e-06,0.8437411127415873,1.1441558565007477,1.026204170189199,-0.5183716959387379,0.4696132596685083,10,4,22,True,,,,,False,
NBIZ|NBIS,NBIZ,NBIS,inverse_decay_bucket4,15869.317374859962,1.0,0.0,,,1.09239,ok,,"model h v7+v9 h_mid=0.45 k_z=0.20 clip[0.30,0.80] cadence tr_est base=14d cap=21d",run-local:/home/runner/work/ls-algo/ls-algo/data/runs/2026-07-02/model_inputs/etf_metrics_daily.parquet,run-local:/home/runner/work/ls-algo/ls-algo/data/runs/2026-07-02/model_inputs/vol_shape_history.json,,recompute_underlying,2026-01-22,2026-06-30,108,108,3773.6989962473513,7269.721326681665,554.2272854749255,84.18393994599214,5701.502732627831,12736.662980088506,18438.165712716338,0.6353671056094448,0.09112245359156251,1.4227025853494957,0.7460196974591887,1.5492573396657388,-0.21186053220550238,0.4953271028037383,4,4,21,True,,,,,False,
UVIX|SVIX,UVIX,SVIX,volatility_etp_bucket5,10500.0,1.0,0.0,,,1.122319,ok,,"model h v7+v9 h_mid=0.45 k_z=0.20 clip[0.30,0.80] cadence tr_est base=14d cap=21d",run-local:/home/runner/work/ls-algo/ls-algo/data/runs/2026-07-02/model_inputs/etf_metrics_daily.parquet,run-local:/home/runner/work/ls-algo/ls-algo/data/runs/2026-07-02/model_inputs/vol_shape_history.json,,recompute_underlying,2022-03-30,2026-06-30,1057,1057,336.3277618920624,56618.91374944852,1029.914838431756,982.092105151847,34600.00339251616,31332.63955779106,65932.64295030723,0.4275481284591278,0.5840957488003727,0.557021107621543,3.0135784590204233,0.21223447763745618,-1.3996682833014178,0.6003787878787878,76,3,3,True,,,,,False,
RKLZ|RKLB,RKLZ,RKLB,inverse_decay_bucket4,5829.560249249429,1.0,0.0,,,0.997494,ok,,"model h v7+v9 h_mid=0.45 k_z=0.20 clip[0.30,0.80] cadence tr_est base=14d cap=21d",run-local:/home/runner/work/ls-algo/ls-algo/data/runs/2026-07-02/model_inputs/etf_metrics_daily.parquet,run-local:/home/runner/work/ls-algo/ls-algo/data/runs/2026-07-02/model_inputs/vol_shape_history.json,,recompute_underlying,2025-11-18,2026-06-30,151,151,-1360.4534247716376,2444.797182033497,1081.9788060458905,60.14919159778085,1958.7893413951679,5173.407702146973,7132.197043542141,0.4972711825526389,0.12591444721052886,0.800349709613168,0.6170479486288533,1.2609908944521624,-0.250680939768276,0.54,9,3,8,True,,,,,False,
MSTZ|MSTR,MSTZ,MSTR,inverse_decay_bucket4,5104.321543148363,1.0,0.0,,,1.055596,ok,,"model h v7+v9 h_mid=0.45 k_z=0.20 clip[0.30,0.80] cadence tr_est base=14d cap=21d",run-local:/home/runner/work/ls-algo/ls-algo/data/runs/2026-07-02/model_inputs/etf_metrics_daily.parquet,run-local:/home/runner/work/ls-algo/ls-algo/data/runs/2026-07-02/model_inputs/vol_shape_history.json,,recompute_underlying,2024-09-18,2026-06-29,437,437,765.5674479542913,-3253.223923860626,577.1415279547873,83.49990571521144,1966.532549560137,754.9342751050069,2721.466824665144,0.38524830790676695,0.07820260399494605,-0.44216834964505913,1.7890497980318874,0.29683312545677554,-0.8271156829236586,0.4724770642201835,30,3,21,True,,,,,False,
DAMD|AMD,DAMD,AMD,inverse_decay_bucket4,1557.1792486319252,1.0,0.0,,,1.090984,ok,,"model h v7+v9 h_mid=0.45 k_z=0.20 clip[0.30,0.80] cadence tr_est base=14d cap=21d",run-local:/home/runner/work/ls-algo/ls-algo/data/runs/2026-07-02/model_inputs/etf_metrics_daily.parquet,run-local:/home/runner/work/ls-algo/ls-algo/data/runs/2026-07-02/model_inputs/vol_shape_history.json,,recompute_underlying,2025-11-14,2026-06-30,150,150,555.2783042520022,502.2078356618224,52.23260810980176,10.323524154768823,567.8253929577573,1031.8645746755126,1599.68996763327,0.43923158219481473,0.49374718564104186,0.6050359176854523,0.37304254384286806,1.4618076817271637,-0.14718119917462835,0.4966442953020134,8,2,22,True,,,,,False,
CONI|COIN,CONI,COIN,inverse_decay_bucket4,1158.5793504267317,1.0,0.0,,,0.955493,ok,,"model h v7+v9 h_mid=0.45 k_z=0.20 clip[0.30,0.80] cadence tr_est base=14d cap=21d",run-local:/home/runner/work/ls-algo/ls-algo/data/runs/2026-07-02/model_inputs/etf_metrics_daily.parquet,run-local:/home/runner/work/ls-algo/ls-algo/data/runs/2026-07-02/model_inputs/vol_shape_history.json,,recompute_underlying,2024-09-04,2026-06-30,449,449,1644.7112150971266,-775.0987293323486,443.3263910657193,15.65576074148394,210.36145755553076,166.47527941079565,376.8367369663264,0.34226835135824407,0.5180327189465285,-0.46171609747547726,1.7610783612168919,0.15926756945621928,-0.8861232158527774,0.39285714285714285,32,2,21,True,,,,,False,
