pair,etf,underlying,sleeve,gross_target_usd,pair_override_gross_mult,pair_override_hedge_add,pair_override_note,applied_hedge_ratio,sizing_tr_fwd,model_status,model_missing_reason,model_config,metrics_source,vol_shape_source,model_input_diagnostics,signal_source,metrics_first_date,metrics_last_date,backtest_rows,price_rows,actual_pair_pnl_cum,model_pair_pnl_cum,borrow_cost_cum,transaction_cost_cum,current_etf_gross,current_underlying_gross,current_total_gross,current_model_h,current_book_h,cagr,vol_annual,sharpe,max_drawdown,daily_hit_rate,model_rebalance_count,actual_etf_trade_count,actual_underlying_trade_count,shared_underlying,ratchet_creep_ratio,ratchet_gap_usd,ratchet_trim_lambda,ratchet_trim_usd,ratchet_released,ratchet_source
DAMD|AMD,DAMD,AMD,inverse_decay_bucket4,14749.774517679563,1.0,0.0,,,1.071519,ok,,"model h v7+v9 h_mid=0.45 k_z=0.20 clip[0.30,0.80] cadence tr_est base=14d cap=21d",github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/etf_metrics_daily.parquet,github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/vol_shape_history.json,,recompute_underlying,2025-11-14,2026-07-10,157,157,793.3021483053342,2965.1837330612598,490.68222756245547,104.44212613203105,8848.351864235123,8714.954119569033,17563.305983804155,0.4831090999243193,0.1368733414416611,0.34635129846795376,0.39217758621010673,0.956415472604005,-0.14672071642276252,0.46794871794871795,9,2,22,True,,,,,False,
RKLZ|RKLB,RKLZ,RKLB,inverse_decay_bucket4,14062.896986603815,1.0,0.0,,,0.982968,ok,,"model h v7+v9 h_mid=0.45 k_z=0.20 clip[0.30,0.80] cadence tr_est base=14d cap=21d",github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/etf_metrics_daily.parquet,github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/vol_shape_history.json,,recompute_underlying,2025-11-18,2026-07-10,158,158,-4153.084621936508,11049.093616493456,2541.3723028324493,145.86641098727665,11345.121863239752,13534.647512646465,24879.769375886215,0.6123858796315531,0.19545871864116468,1.5297134149720906,0.6588940418641349,1.7540769384206278,-0.2673426689508106,0.535031847133758,10,4,10,True,,,,,False,
QBTZ|QBTS,QBTZ,QBTS,inverse_decay_bucket4,11248.2896325171,1.0,0.0,,,0.945332,ok,,"model h v7+v9 h_mid=0.45 k_z=0.20 clip[0.30,0.80] cadence tr_est base=14d cap=21d",github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/etf_metrics_daily.parquet,github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/vol_shape_history.json,,recompute_underlying,2025-10-07,2026-07-10,188,188,278.15005876241645,4533.974342783173,1647.8800095564022,108.11328396565942,10073.534401286292,7567.608767015234,17641.143168301525,0.6474782015273608,0.0,0.5789825686304837,0.7386559330621202,0.9700547653781103,-0.4581771268786111,0.48663101604278075,10,5,19,True,,,,,False,
LITZ|LITE,LITZ,LITE,inverse_decay_bucket4,10647.34429352655,1.0,0.0,,,0.900283,ok,,"model h v7+v9 h_mid=0.45 k_z=0.20 clip[0.30,0.80] cadence tr_est base=14d cap=21d",github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/etf_metrics_daily.parquet,github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/vol_shape_history.json,,recompute_underlying,2026-04-24,2026-07-10,51,51,1585.0772940374222,1892.0034026467183,316.5789488442508,31.05412563944614,6698.0376504689975,5850.004748327314,12548.042398796311,0.4367100511626819,0.07925374373730637,1.2672581321509808,0.34196868498134114,2.610003607863298,-0.06171420126164062,0.54,2,2,10,True,,,,,False,
UVIX|SVIX,UVIX,SVIX,volatility_etp_bucket5,10500.0,1.0,0.0,,,1.071765,b5_use_carry_engine,"volatility_etp_bucket5 uses bucket5_carry_bt, not B4 dynamic-h","model h v7+v9 h_mid=0.45 k_z=0.20 clip[0.30,0.80] cadence tr_est base=14d cap=21d",github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/etf_metrics_daily.parquet,github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/vol_shape_history.json,,missing,2022-03-30,2026-07-10,0,0,203.76567350857704,,,,,,,,0.5676647294563275,,,,,,0,4,5,True,,,,,False,
CONI|COIN,CONI,COIN,inverse_decay_bucket4,9850.283421497164,1.0,0.0,,,0.976223,ok,,"model h v7+v9 h_mid=0.45 k_z=0.20 clip[0.30,0.80] cadence tr_est base=14d cap=21d",github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/etf_metrics_daily.parquet,github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/vol_shape_history.json,,recompute_underlying,2024-09-04,2026-07-10,456,456,1643.7251634073705,-8963.839524850055,3482.259575664445,132.26036971055615,484.7703630764173,401.9437593814704,886.7141224578877,0.4299584377319943,0.5185578905065014,-0.7354158453749731,0.7126076905430372,-1.2935458623232272,-0.9230598123907504,0.3758241758241758,32,2,22,True,,,,,False,
NBIZ|NBIS,NBIZ,NBIS,inverse_decay_bucket4,9545.638314543612,1.0,0.0,,,1.020776,ok,,"model h v7+v9 h_mid=0.45 k_z=0.20 clip[0.30,0.80] cadence tr_est base=14d cap=21d",github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/etf_metrics_daily.parquet,github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/vol_shape_history.json,,recompute_underlying,2026-01-22,2026-07-10,115,115,4159.83459555762,4803.475410048277,391.9313007314709,56.11053228764288,6389.391210589426,6803.997649106355,13193.38885969578,0.3519809726662735,0.33608170202163384,1.454175024636589,0.5684058830201698,1.8595698148631332,-0.19618544528566928,0.5087719298245614,5,4,21,True,,,,,False,
SNDQ|SNDK,SNDQ,SNDK,inverse_decay_bucket4,9004.018394959812,1.0,0.0,,,1.063682,ok,,"model h v7+v9 h_mid=0.45 k_z=0.20 clip[0.30,0.80] cadence tr_est base=14d cap=21d",github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/etf_metrics_daily.parquet,github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/vol_shape_history.json,,recompute_underlying,2026-04-24,2026-07-10,51,51,-551.8090194244555,109.15094986788972,92.65051218514171,37.8171078326652,5153.364801993159,3978.713212037794,9132.078014030953,0.38231357556672513,0.31067413929005583,0.07242934697100223,0.9074229722857909,0.5209281392075908,-0.27069243296041756,0.48,2,1,18,True,,,,,False,
MSTZ|MSTR,MSTZ,MSTR,inverse_decay_bucket4,8488.76366011236,1.0,0.0,,,1.06592,ok,,"model h v7+v9 h_mid=0.45 k_z=0.20 clip[0.30,0.80] cadence tr_est base=14d cap=21d",github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/etf_metrics_daily.parquet,github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/vol_shape_history.json,,recompute_underlying,2024-09-18,2026-07-09,444,444,1352.4776451602374,-5244.907550054336,965.9483199990377,141.66878712061373,1893.9131143423194,1180.919781300355,3074.8328956426744,0.37744659346351556,0.27363933396937784,-0.4200398221802396,1.7399375160723818,0.2963222106482033,-0.8270567389019581,0.4898419864559819,31,3,22,True,,,,,False,
CORD|CRWV,CORD,CRWV,inverse_decay_bucket4,8467.979435320201,1.0,0.0,,,1.016753,ok,,"model h v7+v9 h_mid=0.45 k_z=0.20 clip[0.30,0.80] cadence tr_est base=14d cap=21d",github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/etf_metrics_daily.parquet,github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/vol_shape_history.json,,recompute_underlying,2025-09-26,2026-07-09,189,189,-5930.907362284313,4755.639024589509,1312.7676994350759,56.54998971090298,7065.485975051023,5193.643823891438,12259.12979894246,0.3274366469285499,6.418397675966388e-05,0.8168175806302616,1.1374362024764644,1.0167436112866854,-0.5176395240794388,0.5,10,4,24,True,,,,,False,
