date,symbol,underlying,bucket,pair,type,category,amount_usd,ex_date,description
2026-05-27,SMYY,SMCI,bucket_2,SMCI | SMYY,Payment In Lieu Of Dividends,pil_dividends,-2058.55,2026-05-22,SMYY(US38747R2647) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-05-27,TQQY,QQQ,bucket_3,QQQ | TQQY,Payment In Lieu Of Dividends,pil_dividends,-4.6,2026-05-22,TQQY(US38747R6374) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-05-27,TSYY,TSLA,bucket_3,TSLA | TSYY,Payment In Lieu Of Dividends,pil_dividends,-1.43,2026-05-22,TSYY(US38747R6119) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-05-27,XBTY,IBIT,bucket_2,IBIT | XBTY,Payment In Lieu Of Dividends,pil_dividends,-575.56,2026-05-22,XBTY(US38747R4213) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-05-28,MCHB,MCHB,,,Dividends,dividends,4818.1,2026-05-22,MCHB(US43785V1026) CASH DIVIDEND USD 0.70 PER SHARE (Ordinary Dividend)
2026-05-29,BRKC,BRKC,,,Payment In Lieu Of Dividends,pil_dividends,-17.53,2026-05-28,BRKC(US88634T8320) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-01,GPGI,GPGI,,,Dividends,dividends,1.22,2026-05-18,GPGI(US20459V1052) CASH DIVIDEND USD 0.0025 PER SHARE (Ordinary Dividend)
2026-06-01,GPGI,GPGI,,,Payment In Lieu Of Dividends,pil_dividends,4.8,2026-05-18,GPGI(US20459V1052) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-01,NAN,NAN,,,Dividends,dividends,0.72,2026-05-15,NAN(US67066X1072) CASH DIVIDEND USD 0.072 PER SHARE (Ordinary Dividend)
2026-06-02,20260601204837MTYY,MTYY,,,Payment In Lieu Of Dividends,pil_dividends,-1786.58,2026-05-29,MTYY(US38747R2803) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-02,20260601204900TSYY,TSYY,,,Payment In Lieu Of Dividends,pil_dividends,-1.41,2026-05-29,TSYY(US38747R6119) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-02,20260601204901COYY,COYY,,,Payment In Lieu Of Dividends,pil_dividends,-1307.59,2026-05-29,COYY(US38747R3710) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-02,AMYY,AMD,bucket_2,AMD | AMYY,Payment In Lieu Of Dividends,pil_dividends,-1329.91,2026-05-29,AMYY(US38747R3306) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-02,BBYY,BABA,bucket_2,BABA | BBYY,Payment In Lieu Of Dividends,pil_dividends,-498.92,2026-05-29,BBYY(US38747R2985) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-02,CWY,CRWV,bucket_2,CRWV | CWY,Payment In Lieu Of Dividends,pil_dividends,-333.68,2026-05-29,CWY(US38747T6745) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-02,FBYY,META,bucket_2,META | FBYY,Payment In Lieu Of Dividends,pil_dividends,-311.91,2026-05-29,FBYY(US38747R3140) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-02,HMYY,HIMS,bucket_2,HIMS | HMYY,Payment In Lieu Of Dividends,pil_dividends,-373.73,2026-05-29,HMYY(US38747R1409) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-02,HOYY,HOOD,bucket_2,HOOD | HOYY,Payment In Lieu Of Dividends,pil_dividends,-540.05,2026-05-29,HOYY(US38747R2563) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-02,IOYY,IONQ,bucket_2,IONQ | IOYY,Payment In Lieu Of Dividends,pil_dividends,-2636.34,2026-05-29,IOYY(US38747R2316) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-02,KLAC,KLAC,bucket_1,KLAC (spot),Dividends,dividends,2.3,2026-05-18,KLAC(US4824801009) CASH DIVIDEND USD 2.30 PER SHARE (Ordinary Dividend)
2026-06-02,MAAY,MARA,bucket_2,MARA | MAAY,Payment In Lieu Of Dividends,pil_dividends,-1060.29,2026-05-29,MAAY(US38747R2498) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-02,MUYY,MU,bucket_2,MU | MUYY,Payment In Lieu Of Dividends,pil_dividends,-477.08,2026-05-29,MUYY(US38747T6901) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-02,NVYY,NVDA,bucket_3,NVDA | NVYY,Payment In Lieu Of Dividends,pil_dividends,-1.53,2026-05-29,NVYY(US38747R4395) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-02,PAAS,PAAS,bucket_1,PAAS (spot),Dividends,dividends,9.72,2026-05-19,PAAS(CA6979001089) CASH DIVIDEND USD 0.18 PER SHARE (Ordinary Dividend)
2026-06-02,PAAS,PAAS,bucket_1,PAAS (spot),Withholding Tax,withholding_tax,-1.46,,PAAS(CA6979001089) CASH DIVIDEND USD 0.18 PER SHARE - CA TAX
2026-06-02,QBY,QBTS,bucket_2,QBTS | QBY,Payment In Lieu Of Dividends,pil_dividends,-1183.73,2026-05-29,QBY(US38747R1656) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-02,RTYY,RIOT,bucket_2,RIOT | RTYY,Payment In Lieu Of Dividends,pil_dividends,-1592.5,2026-05-29,RTYY(US38747R1573) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-02,SMYY,SMCI,bucket_2,SMCI | SMYY,Payment In Lieu Of Dividends,pil_dividends,-2208.93,2026-05-29,SMYY(US38747R2647) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-02,TMYY,TSM,bucket_2,TSM | TMYY,Payment In Lieu Of Dividends,pil_dividends,-84.47,2026-05-29,TMYY(US38747T6828) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-02,TQQY,QQQ,bucket_3,QQQ | TQQY,Payment In Lieu Of Dividends,pil_dividends,-4.6,2026-05-29,TQQY(US38747R6374) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-02,XBTY,IBIT,bucket_2,IBIT | XBTY,Payment In Lieu Of Dividends,pil_dividends,-497.99,2026-05-29,XBTY(US38747R4213) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-05,BITU,IBIT,bucket_1,IBIT | BITU,Payment In Lieu Of Dividends,pil_dividends,-0.41,2026-06-01,BITU(US74349Y7040) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-05,BRKC,BRKC,,,Payment In Lieu Of Dividends,pil_dividends,-15.61,2026-06-04,BRKC(US88634T8320) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-05,CEG,CEG,bucket_1,CEG (spot),Dividends,dividends,2.99,2026-05-15,CEG(US21037T1097) CASH DIVIDEND USD 0.4265 PER SHARE (Ordinary Dividend)
2026-06-05,ETHT,ETHA,bucket_1,ETHA | ETHT,Payment In Lieu Of Dividends,pil_dividends,-1.62,2026-06-01,ETHT(US74349Y5713) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-05,MCO,MCO,,,Dividends,dividends,640.66,2026-05-15,MCO(US6153691059) CASH DIVIDEND USD 1.03 PER SHARE (Ordinary Dividend)
2026-06-09,AMYY,AMD,bucket_2,AMD | AMYY,Dividends,dividends,-72.08,2026-06-05,AMYY(US38747R3306) CASH DIVIDEND USD 0.2529 PER SHARE (Ordinary Dividend)
2026-06-09,AMYY,AMD,bucket_2,AMD | AMYY,Payment In Lieu Of Dividends,pil_dividends,-1562.42,2026-06-05,AMYY(US38747R3306) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-09,BBYY,BABA,bucket_2,BABA | BBYY,Payment In Lieu Of Dividends,pil_dividends,-502.0,2026-06-05,BBYY(US38747R2985) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-09,COYY,COIN,bucket_2,COIN | COYY,Dividends,dividends,-4.8,2026-06-05,COYY(US38747T5671) CASH DIVIDEND USD 0.2824 PER SHARE (Ordinary Dividend)
2026-06-09,COYY,COIN,bucket_2,COIN | COYY,Payment In Lieu Of Dividends,pil_dividends,-1659.1,2026-06-05,COYY(US38747T5671) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-09,CWY,CRWV,bucket_2,CRWV | CWY,Payment In Lieu Of Dividends,pil_dividends,-455.65,2026-06-05,CWY(US38747T6745) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-09,FBYY,META,bucket_2,META | FBYY,Payment In Lieu Of Dividends,pil_dividends,-357.69,2026-06-05,FBYY(US38747R3140) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-09,HMYY,HIMS,bucket_2,HIMS | HMYY,Payment In Lieu Of Dividends,pil_dividends,-402.67,2026-06-05,HMYY(US38747R1409) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-09,HOYY,HOOD,bucket_2,HOOD | HOYY,Payment In Lieu Of Dividends,pil_dividends,-1523.31,2026-06-05,HOYY(US38747R2563) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-09,IOYY,IONQ,bucket_2,IONQ | IOYY,Payment In Lieu Of Dividends,pil_dividends,-2666.46,2026-06-05,IOYY(US38747R2316) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-09,MAAY,MARA,bucket_2,MARA | MAAY,Payment In Lieu Of Dividends,pil_dividends,-1186.4,2026-06-05,MAAY(US38747R2498) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-09,MTYY,MSTR,bucket_2,MSTR | MTYY,Payment In Lieu Of Dividends,pil_dividends,-2044.03,2026-06-05,MTYY(US38747T5598) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-09,MUYY,MU,bucket_2,MU | MUYY,Payment In Lieu Of Dividends,pil_dividends,-1062.09,2026-06-05,MUYY(US38747T6901) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-09,NVYY,NVDA,bucket_3,NVDA | NVYY,Payment In Lieu Of Dividends,pil_dividends,-1.81,2026-06-05,NVYY(US38747R4395) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-09,QBY,QBTS,bucket_2,QBTS | QBY,Payment In Lieu Of Dividends,pil_dividends,-1349.11,2026-06-05,QBY(US38747R1656) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-09,RTYY,RIOT,bucket_2,RIOT | RTYY,Payment In Lieu Of Dividends,pil_dividends,-1943.0,2026-06-05,RTYY(US38747R1573) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-09,SMYY,SMCI,bucket_2,SMCI | SMYY,Payment In Lieu Of Dividends,pil_dividends,-2512.99,2026-06-05,SMYY(US38747R2647) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-09,TMYY,TSM,bucket_2,TSM | TMYY,Payment In Lieu Of Dividends,pil_dividends,-315.47,2026-06-05,TMYY(US38747T6828) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-09,TQQY,QQQ,bucket_3,QQQ | TQQY,Payment In Lieu Of Dividends,pil_dividends,-4.92,2026-06-05,TQQY(US38747R6374) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-09,TSYY,TSLA,bucket_3,TSLA | TSYY,Payment In Lieu Of Dividends,pil_dividends,-1.37,2026-06-05,TSYY(US38747T5424) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-09,XBTY,IBIT,bucket_2,IBIT | XBTY,Payment In Lieu Of Dividends,pil_dividends,-697.91,2026-06-05,XBTY(US38747R4213) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-10,LLY,LLY,bucket_1,LLY (spot),Dividends,dividends,1.73,2026-05-15,LLY(US5324571083) CASH DIVIDEND USD 1.73 PER SHARE (Ordinary Dividend)
2026-06-11,MSFT,MSFT,bucket_1,MSFT (spot),Dividends,dividends,1.82,2026-05-21,MSFT(US5949181045) CASH DIVIDEND USD 0.91 PER SHARE (Ordinary Dividend)
2026-06-12,BRKC,BRKC,,,Payment In Lieu Of Dividends,pil_dividends,-14.42,2026-06-11,BRKC(US88634T8320) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-12,BUR,BUR,,,Dividends,dividends,318.13,2026-05-22,BUR(GG00BMGYLN96) CASH DIVIDEND USD 0.0625 PER SHARE (Ordinary Dividend)
2026-06-12,TER,TER,bucket_1,TER (spot),Dividends,dividends,0.78,2026-05-21,TER(US8807701029) CASH DIVIDEND USD 0.13 PER SHARE (Ordinary Dividend)
2026-06-15,B,B,,,Dividends,dividends,7.87,2026-05-29,B (CA06849F1080) CASH DIVIDEND USD 0.175 (Ordinary Dividend)
2026-06-15,B,B,,,Withholding Tax,withholding_tax,-1.18,,B (CA06849F1080) CASH DIVIDEND USD 0.175 - CA TAX
2026-06-15,GOOGL,GOOGL,bucket_1,GOOGL (spot),Dividends,dividends,0.66,2026-06-08,GOOGL(US02079K3059) CASH DIVIDEND USD 0.22 PER SHARE (Ordinary Dividend)
2026-06-16,AMYY,AMD,bucket_2,AMD | AMYY,Payment In Lieu Of Dividends,pil_dividends,-1583.29,2026-06-12,AMYY(US38747R3306) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-16,BBYY,BABA,bucket_2,BABA | BBYY,Payment In Lieu Of Dividends,pil_dividends,-483.92,2026-06-12,BBYY(US38747R2985) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-16,COYY,COIN,bucket_2,COIN | COYY,Dividends,dividends,-4.57,2026-06-12,COYY(US38747T5671) CASH DIVIDEND USD 0.26896 PER SHARE (Ordinary Dividend)
2026-06-16,COYY,COIN,bucket_2,COIN | COYY,Payment In Lieu Of Dividends,pil_dividends,-1812.79,2026-06-12,COYY(US38747T5671) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-16,CWY,CRWV,bucket_2,CRWV | CWY,Payment In Lieu Of Dividends,pil_dividends,-421.26,2026-06-12,CWY(US38747T6745) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-16,FBYY,META,bucket_2,META | FBYY,Payment In Lieu Of Dividends,pil_dividends,-353.07,2026-06-12,FBYY(US38747R3140) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-16,GTX,GTX,,,Dividends,dividends,13159.36,2026-06-01,GTX(US3665051054) CASH DIVIDEND USD 0.08 PER SHARE (Ordinary Dividend)
2026-06-16,HMYY,HIMS,bucket_2,HIMS | HMYY,Payment In Lieu Of Dividends,pil_dividends,-412.59,2026-06-12,HMYY(US38747R1409) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-16,HOYY,HOOD,bucket_2,HOOD | HOYY,Payment In Lieu Of Dividends,pil_dividends,-1592.74,2026-06-12,HOYY(US38747R2563) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-16,IOYY,IONQ,bucket_2,IONQ | IOYY,Payment In Lieu Of Dividends,pil_dividends,-2578.88,2026-06-12,IOYY(US38747R2316) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-16,MAAY,MARA,bucket_2,MARA | MAAY,Payment In Lieu Of Dividends,pil_dividends,-1782.6,2026-06-12,MAAY(US38747R2498) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-16,MTYY,MSTR,bucket_2,MSTR | MTYY,Payment In Lieu Of Dividends,pil_dividends,-2482.4,2026-06-12,MTYY(US38747T5598) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-16,MUYY,MU,bucket_2,MU | MUYY,Payment In Lieu Of Dividends,pil_dividends,-3232.91,2026-06-12,MUYY(US38747T6901) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-16,NVYY,NVDA,bucket_3,NVDA | NVYY,Payment In Lieu Of Dividends,pil_dividends,-1.89,2026-06-12,NVYY(US38747R4395) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-16,QBY,QBTS,bucket_2,QBTS | QBY,Payment In Lieu Of Dividends,pil_dividends,-1393.21,2026-06-12,QBY(US38747R1656) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-16,RTYY,RIOT,bucket_2,RIOT | RTYY,Payment In Lieu Of Dividends,pil_dividends,-2017.82,2026-06-12,RTYY(US38747R1573) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-16,SEMY,SOXX,bucket_2,SOXX | SEMY,Payment In Lieu Of Dividends,pil_dividends,-421.61,2026-06-12,SEMY(US38747R1995) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-16,SMYY,SMCI,bucket_2,SMCI | SMYY,Payment In Lieu Of Dividends,pil_dividends,-2299.66,2026-06-12,SMYY(US38747R2647) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-16,SOEZ,SOEZ,bucket_1,SOEZ (spot),Dividends,dividends,11.43,2026-06-15,SOEZ(US3546461019) CASH DIVIDEND USD 0.04414 PER SHARE (Ordinary Dividend)
2026-06-16,SOEZ,SOEZ,bucket_1,SOEZ (spot),Payment In Lieu Of Dividends,pil_dividends,5.47,2026-06-15,SOEZ(US3546461019) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-16,TMYY,TSM,bucket_2,TSM | TMYY,Payment In Lieu Of Dividends,pil_dividends,-730.31,2026-06-12,TMYY(US38747T6828) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-16,TQQY,QQQ,bucket_3,QQQ | TQQY,Payment In Lieu Of Dividends,pil_dividends,-5.11,2026-06-12,TQQY(US38747R6374) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-16,TSYY,TSLA,bucket_3,TSLA | TSYY,Payment In Lieu Of Dividends,pil_dividends,-1.3,2026-06-12,TSYY(US38747T5424) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-16,XBTY,IBIT,bucket_2,IBIT | XBTY,Payment In Lieu Of Dividends,pil_dividends,-728.89,2026-06-12,XBTY(US38747R4213) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-17,WDC,WDC,bucket_1,WDC (spot),Dividends,dividends,1.8,2026-06-05,WDC(US9581021055) CASH DIVIDEND USD 0.15 PER SHARE (Ordinary Dividend)
2026-06-18,BITX,IBIT,bucket_1,IBIT | BITX,Payment In Lieu Of Dividends,pil_dividends,-0.72,2026-06-17,BITX(US92864M3016) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-18,CHNL,CHNL,bucket_1,CHNL (spot),Dividends,dividends,2.55,2026-06-17,CHNL(US92865J7946) CASH DIVIDEND USD 0.037 PER SHARE (Ordinary Dividend)
2026-06-18,CHNU,CHNL,bucket_1,CHNL | CHNU,Payment In Lieu Of Dividends,pil_dividends,-1.11,2026-06-17,CHNU(US92865J7862) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-18,ETHU,ETHA,bucket_1,ETHA | ETHU,Payment In Lieu Of Dividends,pil_dividends,-1.99,2026-06-17,ETHU(US92864M7983) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-18,EWW,EWW,bucket_1,EWW (spot),Dividends,dividends,13.65,2026-06-15,EWW(US4642868222) CASH DIVIDEND USD 1.137833 PER SHARE (Ordinary Dividend)
2026-06-18,EWW,EWW,bucket_1,EWW (spot),Payment In Lieu Of Dividends,pil_dividends,1.14,2026-06-15,EWW(US4642868222) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-18,FXI,FXI,bucket_1,FXI (spot),Payment In Lieu Of Dividends,pil_dividends,8.69,2026-06-15,FXI(US4642871846) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-18,IWM,IWM,bucket_1,IWM (spot),Dividends,dividends,1.39,2026-06-15,IWM(US4642876555) CASH DIVIDEND USD 0.695129 PER SHARE (Ordinary Dividend)
2026-06-18,SOLT,SOEZ,bucket_1,SOEZ | SOLT,Payment In Lieu Of Dividends,pil_dividends,-2.54,2026-06-17,SOLT(US92865J7375) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-18,SOXX,SOXX,bucket_1,SOXX (spot),Dividends,dividends,5.37,2026-06-15,SOXX(US4642875235) CASH DIVIDEND USD 0.282726 PER SHARE (Ordinary Dividend)
2026-06-18,SOXX,SOXX,bucket_1,SOXX (spot),Payment In Lieu Of Dividends,pil_dividends,1.7,2026-06-15,SOXX(US4642875235) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-18,XRPT,XRPZ,bucket_1,XRPZ | XRPT,Payment In Lieu Of Dividends,pil_dividends,-1.99,2026-06-17,XRPT(US92865J7292) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-22,BRKC,BRKC,,,Payment In Lieu Of Dividends,pil_dividends,-13.37,2026-06-18,BRKC(US88634T8320) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-22,NEM,NEM,bucket_1,NEM (spot),Dividends,dividends,3.9,2026-05-27,NEM(US6516391066) CASH DIVIDEND USD 0.26 PER SHARE (Ordinary Dividend)
2026-06-23,AMYY,AMD,bucket_2,AMD | AMYY,Payment In Lieu Of Dividends,pil_dividends,-1599.31,2026-06-18,AMYY(US38747R3306) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-23,BBYY,BABA,bucket_2,BABA | BBYY,Dividends,dividends,-4.8,2026-06-18,BBYY(US38747R2985) CASH DIVIDEND USD 0.1001 PER SHARE (Ordinary Dividend)
2026-06-23,BBYY,BABA,bucket_2,BABA | BBYY,Payment In Lieu Of Dividends,pil_dividends,-471.17,2026-06-18,BBYY(US38747R2985) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-23,COYY,COIN,bucket_2,COIN | COYY,Dividends,dividends,-4.74,2026-06-18,COYY(US38747T5671) CASH DIVIDEND USD 0.27906 PER SHARE (Ordinary Dividend)
2026-06-23,COYY,COIN,bucket_2,COIN | COYY,Payment In Lieu Of Dividends,pil_dividends,-1352.32,2026-06-18,COYY(US38747T5671) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-23,CRY,CRCL,bucket_2,CRCL | CRY,Payment In Lieu Of Dividends,pil_dividends,-535.86,2026-06-18,CRY(US38747T6661) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-23,CWY,CRWV,bucket_2,CRWV | CWY,Payment In Lieu Of Dividends,pil_dividends,-443.57,2026-06-18,CWY(US38747T6745) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-23,HMYY,HIMS,bucket_2,HIMS | HMYY,Payment In Lieu Of Dividends,pil_dividends,-577.65,2026-06-18,HMYY(US38747R1409) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-23,HOYY,HOOD,bucket_2,HOOD | HOYY,Payment In Lieu Of Dividends,pil_dividends,-1214.04,2026-06-18,HOYY(US38747R2563) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-23,IOYY,IONQ,bucket_2,IONQ | IOYY,Payment In Lieu Of Dividends,pil_dividends,-2528.91,2026-06-18,IOYY(US38747R2316) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-23,MAAY,MARA,bucket_2,MARA | MAAY,Payment In Lieu Of Dividends,pil_dividends,-2123.02,2026-06-18,MAAY(US38747R2498) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-23,MTYY,MSTR,bucket_2,MSTR | MTYY,Payment In Lieu Of Dividends,pil_dividends,-2433.55,2026-06-18,MTYY(US38747T5598) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-23,MUYY,MU,bucket_2,MU | MUYY,Payment In Lieu Of Dividends,pil_dividends,-3183.78,2026-06-18,MUYY(US38747T6901) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-23,NVYY,NVDA,bucket_3,NVDA | NVYY,Payment In Lieu Of Dividends,pil_dividends,-1.88,2026-06-18,NVYY(US38747R4395) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-23,QBY,QBTS,bucket_2,QBTS | QBY,Payment In Lieu Of Dividends,pil_dividends,-1385.56,2026-06-18,QBY(US38747R1656) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-23,RTYY,RIOT,bucket_2,RIOT | RTYY,Payment In Lieu Of Dividends,pil_dividends,-2268.77,2026-06-18,RTYY(US38747R1573) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-23,SMYY,SMCI,bucket_2,SMCI | SMYY,Payment In Lieu Of Dividends,pil_dividends,-2168.64,2026-06-18,SMYY(US38747R2647) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-23,TMYY,TSM,bucket_2,TSM | TMYY,Payment In Lieu Of Dividends,pil_dividends,-716.52,2026-06-18,TMYY(US38747T6828) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-23,TQQY,QQQ,bucket_3,QQQ | TQQY,Payment In Lieu Of Dividends,pil_dividends,-5.0,2026-06-18,TQQY(US38747R6374) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-23,TSYY,TSLA,bucket_3,TSLA | TSYY,Payment In Lieu Of Dividends,pil_dividends,-1.35,2026-06-18,TSYY(US38747T5424) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-23,UNH,UNH,bucket_1,UNH (spot),Dividends,dividends,6.96,2026-06-15,UNH(US91324P1021) CASH DIVIDEND USD 2.32 PER SHARE (Ordinary Dividend)
2026-06-23,XBTY,IBIT,bucket_2,IBIT | XBTY,Payment In Lieu Of Dividends,pil_dividends,-560.19,2026-06-18,XBTY(US38747R4213) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
2026-06-24,XOP,XOP,bucket_1,XOP (spot),Dividends,dividends,5.24,2026-06-22,XOP(US78468R5569) CASH DIVIDEND USD 0.748259 PER SHARE (Ordinary Dividend)
2026-06-25,META,META,bucket_2,META (spot),Dividends,dividends,23.63,2026-06-15,META(US30303M1027) CASH DIVIDEND USD 0.525 PER SHARE (Ordinary Dividend)
2026-06-25,PYPL,PYPL,bucket_1,PYPL (spot),Dividends,dividends,2.1,2026-06-04,PYPL(US70450Y1038) CASH DIVIDEND USD 0.14 PER SHARE (Ordinary Dividend)
2026-06-25,QCOM,QCOM,bucket_1,QCOM (spot),Dividends,dividends,6.44,2026-06-04,QCOM(US7475251036) CASH DIVIDEND USD 0.92 PER SHARE (Ordinary Dividend)
2026-06-25,VRT,VRT,bucket_1,VRT (spot),Dividends,dividends,0.31,2026-06-15,VRT(US92537N1081) CASH DIVIDEND USD 0.0625 PER SHARE (Ordinary Dividend)
2026-06-26,BRKC,BRKC,,,Payment In Lieu Of Dividends,pil_dividends,-13.71,2026-06-25,BRKC(US88634T8320) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)
