pair,etf,underlying,sleeve,gross_target_usd,pair_override_gross_mult,pair_override_hedge_add,pair_override_note,applied_hedge_ratio,sizing_tr_fwd,model_status,model_missing_reason,model_config,metrics_source,vol_shape_source,model_input_diagnostics,signal_source,metrics_first_date,metrics_last_date,backtest_rows,price_rows,actual_pair_pnl_cum,model_pair_pnl_cum,borrow_cost_cum,transaction_cost_cum,current_etf_gross,current_underlying_gross,current_total_gross,current_model_h,current_book_h,cagr,vol_annual,sharpe,max_drawdown,daily_hit_rate,model_rebalance_count,actual_etf_trade_count,actual_underlying_trade_count,shared_underlying,ratchet_creep_ratio,ratchet_gap_usd,ratchet_trim_lambda,ratchet_trim_usd,ratchet_released,ratchet_source
DAMD|AMD,DAMD,AMD,inverse_decay_bucket4,14679.780045264386,1.0,0.0,,,1.033124,ok,,"model h v7+v9 h_mid=0.45 k_z=0.20 clip[0.30,0.80] cadence tr_est base=14d cap=21d",github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/etf_metrics_daily.parquet,github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/vol_shape_history.json,,recompute_underlying,2025-11-14,2026-07-15,158,158,295.9576056564921,2689.3474522052566,491.82885892113444,100.3378077865753,9482.736759423353,8959.851316610146,18442.5880760335,0.46513104231247787,0.10544371844898771,0.31213872351397187,0.3893844099733014,0.8938896767381715,-0.14707911417449626,0.4713375796178344,9,2,23,True,,,,,False,
RKLZ|RKLB,RKLZ,RKLB,inverse_decay_bucket4,13977.905948778778,1.0,0.0,,,0.969932,ok,,"model h v7+v9 h_mid=0.45 k_z=0.20 clip[0.30,0.80] cadence tr_est base=14d cap=21d",github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/etf_metrics_daily.parquet,github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/vol_shape_history.json,,recompute_underlying,2025-11-18,2026-07-15,159,159,-8091.419794191553,12213.99185012329,2840.6640273590792,139.8794534932069,11480.510149244308,13985.47703119004,25465.98718043435,0.6961294330270544,0.16112728911618673,1.7145018814918433,0.6464799756839394,1.8804994357359879,-0.24220872754543166,0.5443037974683544,10,4,11,True,,,,,False,
QBTZ|QBTS,QBTZ,QBTS,inverse_decay_bucket4,11248.2896325171,1.0,0.0,,,0.971265,ok,,"model h v7+v9 h_mid=0.45 k_z=0.20 clip[0.30,0.80] cadence tr_est base=14d cap=21d",github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/etf_metrics_daily.parquet,github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/vol_shape_history.json,,recompute_underlying,2025-10-07,2026-07-15,189,189,-10393.06414093351,5596.178246809703,1236.8410453056947,111.80180825844528,9488.03712650625,6947.836678818976,16435.873805325224,0.6779251954199637,0.0,0.7180865736149744,0.737205705304033,1.0857737768463995,-0.45063869739689133,0.4946808510638298,10,5,19,True,,,,,False,
LITZ|LITE,LITZ,LITE,inverse_decay_bucket4,10647.344293526552,1.0,0.0,,,0.933601,ok,,"model h v7+v9 h_mid=0.45 k_z=0.20 clip[0.30,0.80] cadence tr_est base=14d cap=21d",github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/etf_metrics_daily.parquet,github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/vol_shape_history.json,,recompute_underlying,2026-04-24,2026-07-15,54,54,-5739.982977480763,1787.799807526586,332.29545777285216,30.647768508742672,6504.252883040833,5939.179563504643,12443.432446545476,0.45734879773499465,0.08962157565980841,1.083715118450829,0.33879438453420757,2.3742271121168996,-0.06183027143556907,0.5283018867924528,2,2,11,True,,,,,False,
UVIX|SVIX,UVIX,SVIX,volatility_etp_bucket5,10500.0,1.0,0.0,,,1.047232,b5_use_carry_engine,"volatility_etp_bucket5 uses bucket5_carry_bt, not B4 dynamic-h","model h v7+v9 h_mid=0.45 k_z=0.20 clip[0.30,0.80] cadence tr_est base=14d cap=21d",github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/etf_metrics_daily.parquet,github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/vol_shape_history.json,,missing,2022-03-30,2026-07-15,0,0,357.8470436586292,,,,,,,,0.5143945773211954,,,,,,0,4,6,True,,,,,False,
CONI|COIN,CONI,COIN,inverse_decay_bucket4,9850.283421497164,1.0,0.0,,,1.005994,ok,,"model h v7+v9 h_mid=0.45 k_z=0.20 clip[0.30,0.80] cadence tr_est base=14d cap=21d",github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/etf_metrics_daily.parquet,github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/vol_shape_history.json,,recompute_underlying,2024-09-04,2026-07-15,456,456,1778.239755327583,-8924.182649178061,3487.403393303845,132.22882157369796,426.1988251264853,466.53546453723317,892.7342896637185,0.5618158646644302,0.5185707981375012,-0.7289385883170088,0.71298263461955,-1.2589156945693236,-0.9225380502699777,0.3802197802197802,32,2,23,True,,,,,False,
NBIZ|NBIS,NBIZ,NBIS,inverse_decay_bucket4,9526.541919179534,1.0,0.0,,,0.972454,ok,,"model h v7+v9 h_mid=0.45 k_z=0.20 clip[0.30,0.80] cadence tr_est base=14d cap=21d",github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/etf_metrics_daily.parquet,github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/vol_shape_history.json,,recompute_underlying,2026-01-22,2026-07-15,118,118,-6043.4255602937055,4986.407487939501,469.86358108641485,57.13784757294953,7299.624064365486,6397.944288803202,13697.568353168688,0.34626042834292364,0.23325894515702703,1.468196612013247,0.6199992639736912,1.762112950446675,-0.19741679943207902,0.5128205128205128,5,4,22,True,,,,,False,
SNDQ|SNDK,SNDQ,SNDK,inverse_decay_bucket4,8710.162667861958,1.0,0.0,,,1.00534,ok,,"model h v7+v9 h_mid=0.45 k_z=0.20 clip[0.30,0.80] cadence tr_est base=14d cap=21d",github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/etf_metrics_daily.parquet,github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/vol_shape_history.json,,recompute_underlying,2026-04-24,2026-07-15,54,54,-14265.009661641236,1257.5005662701133,83.12101058031121,34.36982566587503,5747.102859649995,4236.638858545441,9983.741718195435,0.36762242962235947,0.2517104867658809,0.8948448305212018,0.908082526287225,1.1605619143475465,-0.2677553237324577,0.49056603773584906,2,1,19,True,,,,,False,
MSTZ|MSTR,MSTZ,MSTR,inverse_decay_bucket4,8484.713817115919,1.0,0.0,,,1.056992,ok,,"model h v7+v9 h_mid=0.45 k_z=0.20 clip[0.30,0.80] cadence tr_est base=14d cap=21d",github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/etf_metrics_daily.parquet,github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/vol_shape_history.json,,recompute_underlying,2024-09-18,2026-07-14,445,445,1417.4980044780266,-5817.894570341032,918.1493206913715,144.43546056027012,1398.9268565693621,1430.7736037880125,2829.7004603573746,0.5631901943326354,0.3267649999217842,-0.480154983925808,1.7426762329728256,0.23875834728608397,-0.8338209455052725,0.4864864864864865,31,3,23,True,,,,,False,
CORD|CRWV,CORD,CRWV,inverse_decay_bucket4,8467.979435320201,1.0,0.0,,,1.034476,ok,,"model h v7+v9 h_mid=0.45 k_z=0.20 clip[0.30,0.80] cadence tr_est base=14d cap=21d",github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/etf_metrics_daily.parquet,github:https://raw.githubusercontent.com/GoldmanDrew/etf-dashboard/main/data/vol_shape_history.json,,recompute_underlying,2025-09-26,2026-07-14,192,192,-23726.086072889364,3298.797318431165,1410.945298787878,61.216265515791996,5879.181783759914,4073.937636623145,9953.119420383058,0.3200527964945894,2.317902730493837e-06,0.5442773057752617,1.1397101634586086,0.8727811457269214,-0.5213225733367104,0.49214659685863876,10,4,25,True,,,,,False,
