run_date,underlying,qty_b1,qty_b2,qty_b4,ledger_total,ibkr_position,diff_ledger_minus_ibkr
2026-03-20,CC,71.0,0.0,0.0,71.0,14594.0,-14523.0
2026-03-20,INV,-1000.0,0.0,0.0,-1000.0,9000.0,-10000.0
2026-03-20,QDEL,7000.0,0.0,0.0,7000.0,15000.0,-8000.0
2026-03-20,JPM,36.0,0.0,0.0,36.0,7612.0,-7576.0
2026-03-20,JILL,-6800.0,0.0,0.0,-6800.0,0.0,-6800.0
2026-03-20,BJRI,-5000.0,0.0,0.0,-5000.0,0.0,-5000.0
2026-03-20,BFF,-4000.0,0.0,0.0,-4000.0,0.0,-4000.0
2026-03-20,HEI.A,1.0,0.0,0.0,1.0,3356.0,-3355.0
2026-03-20,3905,3000.0,0.0,0.0,3000.0,0.0,3000.0
2026-03-20,FTRE,500.0,0.0,0.0,500.0,2500.0,-2000.0
2026-03-20,ASO,2.0,0.0,0.0,2.0,1294.0,-1292.0
2026-03-20,LBRDP,22.0,0.0,0.0,22.0,1267.0,-1245.0
2026-03-20,SPHR,-1000.0,0.0,0.0,-1000.0,0.0,-1000.0
2026-03-20,VSTS,-1000.0,0.0,0.0,-1000.0,0.0,-1000.0
2026-03-20,GLIBK,-637.0,0.0,0.0,-637.0,0.0,-637.0
2026-03-20,MCO,1.0,0.0,0.0,1.0,622.0,-621.0
2026-03-20,STRZ,-513.0,0.0,0.0,-513.0,0.0,-513.0
2026-03-20,GSX,-141.0,0.0,0.0,-141.0,0.0,-141.0
2026-03-20,OPEN,633.0,0.0,0.0,633.0,755.0,-122.0
2026-03-20,MARA,0.0,1007.0,0.0,1007.0,1066.0,-59.0
2026-03-20,AI,0.0,-40.0,0.0,-40.0,0.0,-40.0
2026-03-20,ETHA,1436.0,0.0,0.0,1436.0,1468.0,-32.0
2026-03-20,GLXY,257.0,0.0,0.0,257.0,289.0,-32.0
2026-03-20,GXRP,-20.0,0.0,0.0,-20.0,0.0,-20.0
2026-03-20,CMG,185.0,0.0,0.0,185.0,204.0,-19.0
2026-03-20,BRK.B,15.0,4.0,0.0,19.0,0.0,19.0
2026-03-20,IREN,195.0,0.0,0.0,195.0,213.0,-18.0
2026-03-20,BLSH,-18.0,0.0,0.0,-18.0,0.0,-18.0
2026-03-20,UPST,131.0,0.0,0.0,131.0,147.0,-16.0
2026-03-20,DKNG,-1.914029990501266,-11.085970009498752,0.0,-13.000000000000018,2.0,-15.000000000000018
2026-03-20,IBIT,103.21311475409836,740.7868852459017,0.0,844.0,858.0,-14.0
2026-03-20,TEM,129.0,0.0,0.0,129.0,141.0,-12.0
2026-03-20,PYPL,0.0,41.0,0.0,41.0,50.0,-9.0
2026-03-20,ASTS,98.0,0.0,0.0,98.0,107.0,-9.0
2026-03-20,CRWV,96.0,0.0,0.0,96.0,105.0,-9.0
2026-03-20,CSCO,99.0,0.0,0.0,99.0,108.0,-9.0
2026-03-20,XYZ,0.0,28.0,0.0,28.0,36.0,-8.0
2026-03-20,RBLX,60.45716441004635,54.542835589953626,0.0,114.99999999999997,121.0,-6.000000000000028
2026-03-20,XOM,22.80701754385965,27.19298245614035,0.0,50.0,56.0,-6.0
2026-03-20,NFLX,45.12198908849244,257.87801091150754,0.0,303.0,308.0,-5.0
2026-03-20,HOOD,0.0,61.0,0.0,61.0,65.0,-4.0
2026-03-20,ARM,0.0,-4.0,0.0,-4.0,0.0,-4.0
2026-03-20,ABNB,0.0,-4.0,0.0,-4.0,0.0,-4.0
2026-03-20,ALAB,70.0,0.0,0.0,70.0,74.0,-4.0
2026-03-20,QCOM,55.0,0.0,0.0,55.0,59.0,-4.0
2026-03-20,PLTR,96.03057745195498,129.96942254804497,0.0,225.99999999999994,229.0,-3.000000000000057
2026-03-20,MSTR,-0.8384426434695537,137.83844264346953,0.0,136.99999999999997,140.0,-3.0000000000000284
2026-03-20,SPY,0.0,-3.0,0.0,-3.0,0.0,-3.0
2026-03-20,PANW,111.0,0.0,0.0,111.0,114.0,-3.0
2026-03-20,QQQ,0.0,-3.0,0.0,-3.0,0.0,-3.0
2026-03-20,AMD,93.24696816983548,29.753031830164517,0.0,123.0,126.0,-3.0
2026-03-20,BABA,14.06044384076961,40.93955615923039,0.0,55.0,58.0,-3.0
2026-03-20,SNOW,10.521636739431516,38.47836326056847,0.0,48.999999999999986,51.0,-2.000000000000014
2026-03-20,CRM,49.0,0.0,0.0,49.0,51.0,-2.0
2026-03-20,AMZN,16.66819242210627,64.33180757789373,0.0,81.0,83.0,-2.0
2026-03-20,UNH,27.0,0.0,0.0,27.0,29.0,-2.0
2026-03-20,MU,18.0,0.0,0.0,18.0,20.0,-2.0
2026-03-20,CEG,33.0,0.0,0.0,33.0,35.0,-2.0
2026-03-20,RDDT,0.0,21.0,0.0,21.0,23.0,-2.0
2026-03-20,LLY,0.0,0.0,0.0,0.0,2.0,-2.0
2026-03-20,NVDA,26.422719297850538,153.57728070214947,0.0,180.0,182.0,-2.0
2026-03-20,ASML,4.0,0.0,0.0,4.0,6.0,-2.0
2026-03-20,COIN,-6.357398873527905,29.35739887352791,0.0,23.000000000000004,25.0,-1.9999999999999964
2026-03-20,GOOGL,12.77009605552156,40.229903944478444,0.0,53.0,54.0,-1.0
2026-03-20,APP,6.0,0.0,0.0,6.0,7.0,-1.0
2026-03-20,TSM,14.712310700791296,24.287689299208704,0.0,39.0,40.0,-1.0
2026-03-20,LMT,2.0,0.0,0.0,2.0,3.0,-1.0
2026-03-20,MSFT,31.709643850111735,42.29035614988827,0.0,74.0,75.0,-1.0
