symbol,underlying,description,realized_pnl,unrealized_pnl,dividends,withholding_tax,pil_dividends,borrow_fees,short_credit_interest,other_fees,bond_interest,total_pnl
NBIS,NBIS,NEBIUS GROUP NV,-1.6942556240729552,540.02549799728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,538.331242373207
CLSZ,CLSK,TRADR 2X SHRT CLSK DAILY ETF,342.45757941,0.0,0.0,0.0,0.0,-1.02,0.0,0.0,0.0,341.43757941
CRCL,CRCL,CIRCLE INTERNET GROUP INC,0.0,312.41564758030285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.41564758030285
WEBS,XLK,DIREXION DAILY DOW JONES INT,313.26477971,0.0,0.0,0.0,0.0,-1.06,0.0,0.0,0.0,312.20477971
TTXD,XLK,DX D TECH TOP 5 BEAR 2X ETF,245.82998158,0.0,0.0,0.0,0.0,-2.07,0.0,0.0,0.0,243.75998158000002
QID,QQQ,PROSHARES ULTRASHORT QQQ,72.44317078,0.0,0.0,0.0,0.0,-0.79,0.0,0.0,0.0,71.65317078
BE,BE,BLOOM ENERGY CORP- A,0.0,24.404780688623173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.404780688623173
SPY,SPY,SPDR S&P 500 ETF TRUST,1.0112882801210832,0.0,0.0,0.0,0.0,-0.20585820410212458,0.0,0.0,0.0,0.8054300760189586
XLF,XLF,SS FINANCIAL SELECT SECTOR,0.0,0.0,0.0,0.0,0.0,-0.36,0.0,0.0,0.0,-0.36
XLK,XLK,SS TECHNOLOGY SELECT SECTOR,0.0,0.0,0.0,0.0,0.0,-0.6100000000000001,0.0,0.0,0.0,-0.6100000000000001
DIA,DIA,SS SPDR DOW JONES INDUS AVG,0.0,0.0,0.0,0.0,0.0,-0.63,0.0,0.0,0.0,-0.63
COIN,COIN,COINBASE GLOBAL INC -CLASS A,1.1149655563386265,-14.855005943174323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.740040386835696
DXD,DIA,PROSHARES ULTRASHORT DOW30,-24.50723037,0.0,0.0,0.0,0.0,-1.6,0.0,0.0,0.0,-26.10723037
SDOW,DIA,PROSHARES ULTPRO SHRT DOW30,-26.86841554,0.0,0.0,0.0,0.0,-0.9299999999999999,0.0,0.0,0.0,-27.79841554
MSTR,MSTR,STRATEGY INC,189.16529927567223,-252.2041828151071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-63.03888353943486
SOXX,SOXX,ISHARES SEMICONDUCTOR ETF,-97.84064851157744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-97.84064851157744
QQQ,QQQ,INVESCO QQQ TRUST SERIES 1,-197.7841609159586,0.0,0.0,0.0,0.0,-0.1203639780884305,0.0,0.0,0.0,-197.90452489404703
CRWV,CRWV,COREWEAVE INC-CL A,3.322808014703598,-209.30270006036005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-205.97989204565644
IREN,IREN,IREN LTD,0.0,-240.44446103128888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-240.44446103128888
ASTS,ASTS,AST SPACEMOBILE INC,35.401149214854726,-601.7612708121538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-566.3601215972991
QBTS,QBTS,D-WAVE QUANTUM INC,0.0,-777.7471749114637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-777.7471749114637
