bucket,etf,underlying,w_book,frac_sleeve,n_obs_decay,n_obs_beta,mu_used,sigma_eff,w_pre,prev_w_book,delta_w_book,haircut_factor,ema_applied
core_leveraged,SBTU,SBET,5.111836691289448e-11,7.573091394502885e-11,0.0,0.0,0.4674355216179113,0.2202749136536276,0.7427193131194522,7.499393468446251e-13,5.036842756604985e-11,1.0,False
core_leveraged,ETHT,ETHA,4.388926588307011e-11,6.502113464158534e-11,0.0,0.0,0.43518550252296273,0.0912926623711659,1.668424623917469,1.5885051440026612e-12,4.230076073906745e-11,1.0,False
core_leveraged,AVXX,AVAV,4.2411764533915284e-11,6.283224375394857e-11,0.0,0.0,0.45679714126238957,0.1444248123053775,1.1070050699029603,0.0,4.2411764533915284e-11,1.0,False
core_leveraged,RGTU,RGTI,4.189177284541723e-11,6.206188569691441e-11,0.0,0.0,0.44695321813673705,0.16729617769084898,0.9350699370844908,0.0,4.189177284541723e-11,1.0,False
core_leveraged,CONL,COIN,3.2969059532505484e-11,4.884305115926738e-11,0.0,0.0,0.4208544106839573,0.08757680187621837,1.6819413427265646,0.0,3.2969059532505484e-11,1.0,False
core_leveraged,COIA,COIN,3.13462652971252e-11,4.643891155129659e-11,0.0,0.0,0.4142765565335284,0.10167265147129555,1.4261140305529532,0.0,3.13462652971252e-11,1.0,False
core_leveraged,CRWU,CRWV,3.029797247817066e-11,4.488588515284542e-11,0.0,0.0,0.39774618907538406,0.45321540515216413,0.30716335895432584,0.0,3.029797247817066e-11,1.0,False
core_leveraged,RGTX,RGTI,2.8184940263780603e-11,4.175546705745274e-11,0.0,0.0,0.3988773711157118,0.39242360224924033,0.3557560735142285,0.0,2.8184940263780603e-11,1.0,False
core_leveraged,RIOX,RIOT,2.472708500311054e-11,3.6632718523126725e-11,0.0,0.0,0.4220447086905401,0.11290429258766102,1.3083262350454905,0.0,2.472708500311054e-11,1.0,False
core_leveraged,ARCX,ACHR,2.317413463743165e-11,3.433205131471355e-11,0.0,0.0,0.3342820173252226,0.12845240464905938,0.9108331321899052,0.0,2.317413463743165e-11,1.0,False
core_leveraged,COIG,COIN,2.3164530364342314e-11,3.431782276198861e-11,0.0,0.0,0.3483110988546968,0.10302786278670484,1.183261316907328,0.0,2.3164530364342314e-11,1.0,False
core_leveraged,INTW,INTC,2.3127493796672397e-11,3.4262953772847996e-11,0.0,0.0,0.4131507600060071,0.09051101101462831,1.5976262377483763,0.0,2.3127493796672397e-11,1.0,False
core_leveraged,RDTL,RDDT,2.309227209100811e-11,3.4210773468160165e-11,0.0,0.0,0.3242867991890356,0.10963501602086614,1.0352566528066236,0.0,2.309227209100811e-11,1.0,False
core_leveraged,KTUP,KTOS,2.3049375871356828e-11,3.4147223513121226e-11,0.0,0.0,0.3478711550511091,0.13268943262902133,0.9175930732049751,0.0,2.3049375871356828e-11,1.0,False
core_leveraged,PTIR,PLTR,2.2759568141463537e-11,3.3717878728094124e-11,0.0,0.0,0.28789192145462306,0.08404778529478844,1.1988676698107599,0.0,2.2759568141463537e-11,1.0,False
core_leveraged,SOUX,SOUN,2.2677074101083533e-11,3.3595665334938565e-11,0.0,0.0,0.36232315468501386,0.11235279448338682,1.1287044948268397,0.0,2.2677074101083533e-11,1.0,False
core_leveraged,COZX,CORZ,2.255498397062712e-11,3.341479106759573e-11,0.0,0.0,0.40788304634230504,0.14504967244490097,0.9842081254891193,0.0,2.255498397062712e-11,1.0,False
core_leveraged,TEMT,TEM,2.241887852811601e-11,3.321315337498668e-11,0.0,0.0,0.3702397335763491,0.10279463267530485,1.2606096581038042,0.0,2.241887852811601e-11,1.0,False
core_leveraged,MUU,MU,2.2327408003619108e-11,3.307764148684312e-11,0.0,0.0,0.3445352789308236,0.08654492653654665,1.3933497023059578,0.0,2.2327408003619108e-11,1.0,False
core_leveraged,MPL,MP,2.2125861191354968e-11,3.277905361682217e-11,0.0,0.0,0.30690288092709994,0.12640604817922424,0.8497695313770562,0.0,2.2125861191354968e-11,1.0,False
core_leveraged,OSCX,OSCR,2.2006297894093713e-11,3.260192280606476e-11,0.0,0.0,0.3972833168463674,0.11752342688925686,1.1831612179523627,0.0,2.2006297894093713e-11,1.0,False
core_leveraged,GDXU,GDX,2.1995909188249187e-11,3.2586532130739536e-11,0.0,0.0,0.2899071046021556,0.15928718596822267,0.6370097255092253,0.0,2.1995909188249187e-11,1.0,False
core_leveraged,UPSX,UPST,2.1949945281206023e-11,3.251843745363855e-11,0.0,0.0,0.39295767896019895,0.1097610533868745,1.2530417975427013,0.0,2.1949945281206023e-11,1.0,False
core_leveraged,RBLU,RBLX,2.1844627241889158e-11,3.236241072872468e-11,0.0,0.0,0.29189060759529506,0.0998621200213988,1.023027676925562,0.0,2.1844627241889158e-11,1.0,False
core_leveraged,PONX,PONY,2.173019540532604e-11,3.2192882081964503e-11,0.0,0.0,0.28995728226369893,0.15587341330811103,0.6510735002106595,0.0,2.173019540532604e-11,1.0,False
core_leveraged,QSU,QS,2.1685389213451177e-11,3.212650253844619e-11,0.0,0.0,0.28921627399565314,0.13365746844971557,0.7573515874016541,0.0,2.1685389213451177e-11,1.0,False
core_leveraged,OPEX,OPEN,2.1347522510831178e-11,3.162595927530545e-11,0.0,0.0,0.2838684921393919,0.18655047066945768,0.5325849454694169,0.0,2.1347522510831178e-11,1.0,False
core_leveraged,ROBN,HOOD,2.0868490935777887e-11,3.091628286781909e-11,0.0,0.0,0.3416217039009059,0.1017016942971776,1.1756696600937087,0.0,2.0868490935777887e-11,1.0,False
core_leveraged,HOOX,HOOD,2.072542827336408e-11,3.07043381827616e-11,0.0,0.0,0.325151515820854,0.0977080931805796,1.164724710439015,0.0,2.072542827336408e-11,1.0,False
core_leveraged,MPG,MP,2.0282542930060782e-11,3.0048211748238195e-11,0.0,0.0,0.27801166155872753,0.12930631405875492,0.7525083539334441,0.0,2.0282542930060782e-11,1.0,False
core_leveraged,AMDL,AMD,2.003860607787239e-11,2.968682381907021e-11,0.0,0.0,0.34534680207961754,0.07620274482151923,1.586181455943208,0.0,2.003860607787239e-11,1.0,False
inverse_decay_bucket4,MSTZ,MSTR,2.002992386016347e-11,1.6023939088130775e-10,0.0,0.0,0.7127907965383271,0.5160199327568185,0.4834634535445046,0.0,2.002992386016347e-11,1.0,False
core_leveraged,AMUU,AMD,1.9972330512656036e-11,2.958863779652746e-11,0.0,0.0,0.3343634528279837,0.09338701757695114,1.2531421553682616,0.0,1.9972330512656036e-11,1.0,False
core_leveraged,AMDG,AMD,1.9861512842635478e-11,2.9424463470571074e-11,0.0,0.0,0.32785543825537167,0.09285922258272168,1.2357351289168719,0.0,1.9861512842635478e-11,1.0,False
core_leveraged,SNOU,SNOW,1.9712324626167907e-11,2.920344389061912e-11,0.0,0.0,0.2612808057877677,0.11989009965778451,0.762767587038042,0.0,1.9712324626167907e-11,1.0,False
core_leveraged,MULL,MU,1.9668419938240473e-11,2.9138399908504405e-11,0.0,0.0,0.2783542939709289,0.09537740620260327,1.0214578773810896,0.0,1.9668419938240473e-11,1.0,False
core_leveraged,PLTU,PLTR,1.9034776219469255e-11,2.8199668473287785e-11,0.0,0.0,0.24622934089559334,0.08659205930952903,0.9952444831621409,0.0,1.9034776219469255e-11,1.0,False
core_leveraged,VRTL,VRT,1.8736598145917344e-11,2.7757923179136805e-11,0.0,0.0,0.248851915129828,0.10606593290627216,0.8211700770350673,0.0,1.8736598145917344e-11,1.0,False
core_leveraged,HOOG,HOOD,1.862181692419666e-11,2.758787692473579e-11,0.0,0.0,0.2760587688123842,0.10141815713676305,0.9526949790069741,0.0,1.862181692419666e-11,1.0,False
core_leveraged,BULX,BULL,1.8065623666222118e-11,2.6763886912921655e-11,0.0,0.0,0.24036296552846975,0.12186657030619256,0.6903208790039245,0.0,1.8065623666222118e-11,1.0,False
core_leveraged,JNUG,GDXJ,1.7777795405158734e-11,2.6337474674309233e-11,0.0,0.0,0.23669603578040882,0.07894966631628884,1.0493218830242332,0.0,1.7777795405158734e-11,1.0,False
core_leveraged,GLGG,GLXY,1.7680768410607e-11,2.6193730978677036e-11,0.0,0.0,0.3106112302359299,0.15002739601718273,0.7246271912239575,0.0,1.7680768410607e-11,1.0,False
core_leveraged,SOFX,SOFI,1.7579817123457824e-11,2.6044173516233814e-11,0.0,0.0,0.2341572963480738,0.08427557409455541,0.9724650897052802,0.0,1.7579817123457824e-11,1.0,False
core_leveraged,NUGT,GDX,1.7524001743469822e-11,2.5961484064399733e-11,0.0,0.0,0.23264612454100847,0.07484901735193517,1.087871911617658,0.0,1.7524001743469822e-11,1.0,False
core_leveraged,PLTA,PLTR,1.7323137846679747e-11,2.5663907921007033e-11,0.0,0.0,0.225537214801674,0.08831537077825927,0.8938197788783805,0.0,1.7323137846679747e-11,1.0,False
core_leveraged,HIMZ,HIMS,1.69298004233582e-11,2.5081185812382514e-11,0.0,0.0,0.22568452462272956,0.5039635505291132,0.15673669957881653,0.0,1.69298004233582e-11,1.0,False
core_leveraged,CVNX,CVNA,1.646205764057747e-11,2.438823354159625e-11,0.0,0.0,0.2194082441231646,0.117796303053398,0.6519125257122609,0.0,1.646205764057747e-11,1.0,False
core_leveraged,LRCU,LRCX,1.612064205078601e-11,2.3882432667831125e-11,0.0,0.0,0.214701152064813,0.11167992746982555,0.6728640045274729,0.0,1.612064205078601e-11,1.0,False
core_leveraged,GEVX,GEV,1.5687861033439796e-11,2.3241275605095993e-11,0.0,0.0,0.20854516037262644,0.10657471200536231,0.6848792246958801,0.0,1.5687861033439796e-11,1.0,False
core_leveraged,ANEL,ANET,1.5494166353976505e-11,2.2954320524409636e-11,0.0,0.0,0.20570975297816504,0.09059220611623364,0.7947528449630727,0.0,1.5494166353976505e-11,1.0,False
core_leveraged,BABX,BABA,1.535760970565357e-11,2.2752014378746026e-11,0.0,0.0,0.2036771024128676,0.07484901735193517,0.952410443938321,0.0,1.535760970565357e-11,1.0,False
core_leveraged,URAA,URA,1.5272161238070823e-11,2.2625424056401218e-11,0.0,0.0,0.2023900727231949,0.10148788579057472,0.6979801076878563,0.0,1.5272161238070823e-11,1.0,False
core_leveraged,MVLL,MRVL,1.5248419540957523e-11,2.259025117178892e-11,0.0,0.0,0.20203032445855773,0.10231881355153115,0.6910812499294959,0.0,1.5248419540957523e-11,1.0,False
core_leveraged,DKNX,DKNG,1.511811751723215e-11,2.239721113664022e-11,0.0,0.0,0.20003861611197474,0.10529497409107759,0.6649274216890083,0.0,1.511811751723215e-11,1.0,False
core_leveraged,TSLI,TSLA,1.5101216890054423e-11,2.2372173170450996e-11,0.0,0.0,0.19850749074607693,0.08093627920685903,0.8584237185348516,0.0,1.5101216890054423e-11,1.0,False
core_leveraged,MSTX,MSTR,1.4648895807962077e-11,2.170206786364752e-11,0.0,0.0,0.20059878399912878,0.13002744140011874,0.5399596703871692,0.0,1.4648895807962077e-11,1.0,False
core_leveraged,BITX,IBIT,1.4624386250760025e-11,2.1665757408533368e-11,0.0,0.0,0.19025065167921495,0.07484901735193517,0.8896272849466293,0.0,1.4624386250760025e-11,1.0,False
core_leveraged,TSLL,TSLA,1.377225325771333e-11,2.0403338159575302e-11,0.0,0.0,0.1800080180448118,0.07735763044730759,0.8144355760560518,0.0,1.377225325771333e-11,1.0,False
core_leveraged,BTCL,IBIT,1.3754046870174831e-11,2.0376365733592342e-11,0.0,0.0,0.1747834317206155,0.07947261578963344,0.7697519515923006,0.0,1.3754046870174831e-11,1.0,False
core_leveraged,SOXL,SOXX,1.3584131448713712e-11,2.012463918327957e-11,0.0,0.0,0.17361943896284493,0.14238743634188644,0.42677082471720723,0.0,1.3584131448713712e-11,1.0,False
core_leveraged,AFRU,AFRM,1.3564970187493869e-11,2.0096252129620545e-11,0.0,0.0,0.17324279012465849,0.1495710859178044,0.4053923669241255,0.0,1.3564970187493869e-11,1.0,False
core_leveraged,SHPU,SHOP,1.3455629020409573e-11,1.993426521542159e-11,0.0,0.0,0.1710637029106969,0.11341784408334762,0.5278913252375474,0.0,1.3455629020409573e-11,1.0,False
core_leveraged,BITU,IBIT,1.3420633009066308e-11,1.9882419272690824e-11,0.0,0.0,0.16783035627007656,0.07484901735193517,0.7847881879107674,0.0,1.3420633009066308e-11,1.0,False
core_leveraged,TSLR,TSLA,1.3223369375322224e-11,1.959017685232922e-11,0.0,0.0,0.1707056487625011,0.07751208175309462,0.7708085722325477,0.0,1.3223369375322224e-11,1.0,False
core_leveraged,JOBX,JOBY,1.2874308738040315e-11,1.9073049982281948e-11,0.0,0.0,0.1584744984548149,0.15917261301127827,0.3484649363345887,0.0,1.2874308738040315e-11,1.0,False
core_leveraged,QPUX,IONQ,1.2735067175925204e-11,1.8866766186555856e-11,0.0,0.0,0.16110890653820914,0.525267053027977,0.10735133102926564,0.0,1.2735067175925204e-11,1.0,False
core_leveraged,IONX,IONQ,1.2703096946046193e-11,1.8819402883031395e-11,0.0,0.0,0.1603384071385212,0.37930141820493074,0.1479521030110214,0.0,1.2703096946046193e-11,1.0,False
core_leveraged,AVGG,AVGO,1.2696540405318347e-11,1.880968948936051e-11,0.0,0.0,0.17976617786976676,0.08557933759450341,0.7352027255987953,0.0,1.2696540405318347e-11,1.0,False
core_leveraged,PLTG,PLTR,1.267948174012097e-11,1.8784417392771808e-11,0.0,0.0,0.1261217394290399,0.1198058143172929,0.36845130640535506,0.0,1.267948174012097e-11,1.0,False
core_leveraged,VSTL,VST,1.2603385037063092e-11,1.8671681536389766e-11,0.0,0.0,0.1518735763831608,0.08587915296460989,0.618959897706622,0.0,1.2603385037063092e-11,1.0,False
core_leveraged,ETRL,ETOR,1.2600292234575655e-11,1.8667099606778746e-11,0.0,0.0,0.1517948532031413,0.10324241066707655,0.5145966495534547,0.0,1.2600292234575655e-11,1.0,False
core_leveraged,IONL,IONQ,1.2409068353878741e-11,1.8383804968709245e-11,0.0,0.0,0.15273255501631688,0.35757528417797624,0.14949689372015995,0.0,1.2409068353878741e-11,1.0,False
core_leveraged,UNHG,UNH,1.2101251091412011e-11,1.792777939468446e-11,0.0,0.0,0.1378100136055047,0.1046698614359402,0.4608155977300724,0.0,1.2101251091412011e-11,1.0,False
core_leveraged,TSLT,TSLA,1.1956360241040016e-11,1.7713126283022245e-11,0.0,0.0,0.14164667576046686,0.08381821716273971,0.591474481256348,0.0,1.1956360241040016e-11,1.0,False
core_leveraged,UBRL,UBER,1.1930557466970859e-11,1.7674899951067937e-11,0.0,0.0,0.13227339856605674,0.07484901735193517,0.6185210058328564,0.0,1.1930557466970859e-11,1.0,False
core_leveraged,MRAL,MARA,1.1925319050169873e-11,1.7667139333584995e-11,0.0,0.0,0.13209555884826796,0.1435895658941978,0.3219833231542766,0.0,1.1925319050169873e-11,1.0,False
core_leveraged,NOWL,NOW,1.1719355949353856e-11,1.7362008813857565e-11,0.0,0.0,0.1246516510408956,0.11517726487276206,0.37879070936881515,0.0,1.1719355949353856e-11,1.0,False
core_leveraged,CEGX,CEG,1.1698667484075675e-11,1.7331359235667665e-11,0.0,0.0,0.12384876538129799,0.10832605776412293,0.40015365442210926,0.0,1.1698667484075675e-11,1.0,False
core_leveraged,QCMU,QCOM,1.1516341536686622e-11,1.7061246721017218e-11,0.0,0.0,0.1162162457666318,0.09463187645364275,0.42983070338087287,0.0,1.1516341536686622e-11,1.0,False
core_leveraged,LLYX,LLY,1.1484376065081464e-11,1.7013890466787352e-11,0.0,0.0,0.11475710205746065,0.07490474184134166,0.5362141932908077,0.0,1.1484376065081464e-11,1.0,False
core_leveraged,AVL,AVGO,1.1379461104896355e-11,1.6858460896142748e-11,0.0,0.0,0.15324677247285096,0.08252164833781754,0.6499672685393715,0.0,1.1379461104896355e-11,1.0,False
core_leveraged,DLLL,DELL,1.1316987080229085e-11,1.676590678552457e-11,0.0,0.0,0.10631963115601364,0.11885829380235069,0.3130776129639245,0.0,1.1316987080229085e-11,1.0,False
core_leveraged,ARMG,ARM,1.1292971728851354e-11,1.673032848718719e-11,0.0,0.0,0.1049743190869801,0.10523289502596588,0.34913998775171307,0.0,1.1292971728851354e-11,1.0,False
core_leveraged,MSTU,MSTR,1.1226945220732812e-11,1.6632511438122684e-11,0.0,0.0,0.0954113471030731,0.14666619748532245,0.22768689758536537,0.0,1.1226945220732812e-11,1.0,False
core_leveraged,CWEB,KWEB,1.1226878463152184e-11,1.6632412538003235e-11,0.0,0.0,0.10104417863907485,0.07484901735193517,0.47249067222072016,0.0,1.1226878463152184e-11,1.0,False
core_leveraged,YINN,FXI,1.1142003799500068e-11,1.6506672295555654e-11,0.0,0.0,0.09538285584214296,0.1212680709766691,0.2752909259286628,0.0,1.1142003799500068e-11,1.0,False
core_leveraged,TSLG,TSLA,1.1126305055812368e-11,1.6483414897499803e-11,0.0,0.0,0.10591356484161235,0.0915438781516277,0.40493966874731097,0.0,1.1126305055812368e-11,1.0,False
core_leveraged,CRMG,CRM,1.1003772410302958e-11,1.630188505230068e-11,0.0,0.0,0.08376440112622224,0.0875581195759517,0.3348351990216793,0.0,1.1003772410302958e-11,1.0,False
core_leveraged,GOOX,GOOGL,1.100144999622018e-11,1.629844443884471e-11,0.0,0.0,0.08352944619450045,0.0791561524370272,0.3693371300649479,0.0,1.100144999622018e-11,1.0,False
core_leveraged,FBL,META,1.0938473571982117e-11,1.6205146032566098e-11,0.0,0.0,0.12615715775073716,0.07484901735193517,0.5899209739139802,0.0,1.0938473571982117e-11,1.0,False
core_leveraged,SMCL,SMCI,1.0923495698027709e-11,1.618295658967068e-11,0.0,0.0,0.07421487554370194,0.3256382317067137,0.07976706636734923,0.0,1.0923495698027709e-11,1.0,False
core_leveraged,ORCX,ORCL,1.09098812285519e-11,1.6162787005262073e-11,0.0,0.0,0.018869118029802845,0.34711182337918123,0.01902612030364822,0.0,1.09098812285519e-11,1.0,False
core_leveraged,TARK,ARKK,1.0907703725765804e-11,1.6159561075208597e-11,0.0,0.0,0.019311415381894605,0.1246345071252819,0.054230530047902445,0.0,1.0907703725765804e-11,1.0,False
core_leveraged,NVOX,NVO,1.0874201400900159e-11,1.6109928001333567e-11,0.0,0.0,0.0655455567117724,0.26679504798938364,0.08598714639573524,0.0,1.0874201400900159e-11,1.0,False
core_leveraged,MSFU,MSFT,1.0852633051083852e-11,1.6077974890494595e-11,0.0,0.0,0.0597189239173655,0.07484901735193517,0.27925047128942077,0.0,1.0852633051083852e-11,1.0,False
core_leveraged,ASMG,ASML,1.0846551474933506e-11,1.606896514804964e-11,0.0,0.0,0.0363324203887788,0.08762384013780833,0.14512428485299483,0.0,1.0846551474933506e-11,1.0,False
core_leveraged,TTDU,TTD,1.0836490449312372e-11,1.6054059924907216e-11,0.0,0.0,0.04289008941747735,0.14111135843084793,0.10638074399569698,0.0,1.0836490449312372e-11,1.0,False
core_leveraged,CRWL,CRWD,1.0834622118180715e-11,1.6051292026934392e-11,0.0,0.0,0.0465504985619438,0.08582561194715538,0.18983464407701595,0.0,1.0834622118180715e-11,1.0,False
core_leveraged,METU,META,1.0548777727344044e-11,1.5627818855324508e-11,0.0,0.0,0.0801519526917904,0.07484901735193517,0.3747969503757466,0.0,1.0548777727344044e-11,1.0,False
core_leveraged,TSMG,TSM,1.0338125604623303e-11,1.5315741636478968e-11,0.0,0.0,0.09058959438966295,0.0866605275756531,0.3658685092668395,0.0,1.0338125604623303e-11,1.0,False
core_leveraged,TSMU,TSM,1.0323706789585565e-11,1.5294380429015652e-11,0.0,0.0,0.08135437022554054,0.07565619742887691,0.37636083422917377,0.0,1.0323706789585565e-11,1.0,False
core_leveraged,NFLU,NFLX,1.032225611747411e-11,1.5292231285146827e-11,0.0,0.0,0.08651041072667384,0.07839378620983917,0.386237802997396,0.0,1.032225611747411e-11,1.0,False
core_leveraged,AVGX,AVGO,1.0319812907072005e-11,1.5288611714180748e-11,0.0,0.0,0.1088438676499818,0.07977199879742387,0.47755295406643195,0.0,1.0319812907072005e-11,1.0,False
core_leveraged,NFXL,NFLX,1.0319431830623995e-11,1.5288047156479992e-11,0.0,0.0,0.0844631214227444,0.11437854334280143,0.2584583754433787,0.0,1.0319431830623995e-11,1.0,False
core_leveraged,PANG,PANW,1.0273667848149165e-11,1.5220248663924687e-11,0.0,0.0,0.0679414351282265,0.08387645639859355,0.2835062819282147,0.0,1.0273667848149165e-11,1.0,False
core_leveraged,PALU,PANW,1.0264820109215024e-11,1.5207140902540775e-11,0.0,0.0,0.0918569961479606,0.07484901735193517,0.42953067106571696,0.0,1.0264820109215024e-11,1.0,False
core_leveraged,AMZU,AMZN,1.0259067533094176e-11,1.5198618567546926e-11,0.0,0.0,0.06534934690167606,0.07484901735193517,0.30557878012002077,0.0,1.0259067533094176e-11,1.0,False
core_leveraged,AMZZ,AMZN,1.0233191892698736e-11,1.516028428547961e-11,0.0,0.0,0.0901522254994385,0.07484901735193517,0.42155902697348757,0.0,1.0233191892698736e-11,1.0,False
core_leveraged,AVGU,AVGO,1.0202014528924285e-11,1.5114095598406348e-11,0.0,0.0,0.0511606788910917,0.09453346052214953,0.18941692722320896,0.0,1.0202014528924285e-11,1.0,False
