ETF,Underlying,Leverage,Beta,Beta_n_obs,Beta_source
AAPU,AAPL,2.0,1.98552,500,ols
AMUU,AMD,2.0,2.007493,245,ols
AMZU,AMZN,2.0,1.988226,500,ols
ASMU,ASML,2.0,1.983264,30,ols
AVL,AVGO,2.0,1.987516,364,ols
BOEU,BA,2.0,1.989948,232,ols
BABU,BABA,2.0,2.032581,29,ols_short_history
BRKU,BRK-B,2.0,1.944319,321,ols
CONX,COIN,2.0,2.003765,86,ols
CSCL,CSCO,2.0,2.023685,189,ols
FRDU,F,2.0,1.983164,170,ols
GGLL,GOOGL,2.0,1.993467,500,ols
HODU,HOOD,2.0,2.009167,86,ols
LINT,INTC,2.0,1.989485,86,ols
ELIL,LLY,2.0,1.991064,250,ols
LMTL,LMT,2.0,1.98934,160,ols
METU,META,2.0,1.999295,451,ols
MRVU,MRVL,2.0,2.019016,29,ols_short_history
MSFU,MSFT,2.0,1.992404,500,ols
MUU,MU,2.0,1.994534,364,ols
NFXL,NFLX,2.0,1.997605,369,ols
NVDU,NVDA,2.0,1.987428,500,ols
ORCU,ORCL,2.0,2.004338,86,ols
PALU,PANW,2.0,2.007823,250,ols
PLTU,PLTR,2.0,1.991965,321,ols
QCMU,QCOM,2.0,2.002834,189,ols
SHPU,SHOP,2.0,2.013312,160,ols
SOFA,SOFI,2.0,1.989919,30,ols
TSLL,TSLA,2.0,1.99331,500,ols
TSMX,TSM,2.0,1.993349,369,ols
XOMX,XOM,2.0,1.971868,232,ols
YINN,FXI,2.0,2.972906,500,ols
MEXX,EWW,2.0,2.957005,500,ols
KORU,EWY,2.0,2.92855,500,ols
HIBL,SPY,2.0,4.480506,500,ols
LABU,XBI,2.0,2.988663,500,ols
SOXL,SOXX,2.0,2.960747,500,ols
CHAU,ASHR,2.0,1.966618,500,ols
CWEB,KWEB,2.0,1.98717,500,ols
ERX,XLE,2.0,1.98678,500,ols
NUGT,GDX,2.0,1.978758,500,ols
JNUG,GDXJ,2.0,1.974583,500,ols
GUSH,XOP,2.0,2.009564,500,ols
URAA,URA,2.0,1.933148,438,ols
MSTU,MSTR,2.0,1.965797,380,ols
NVDX,NVDA,2.0,1.997527,500,ols
TSLT,TSLA,2.0,1.992462,500,ols
BTCL,IBIT,2.0,2.00607,429,ols
ETU,ETHA,2.0,1.989423,354,ols
CCUP,CRCL,2.0,1.982779,157,ols
CRWU,CRWV,2.0,1.989027,167,ols
AAPX,AAPL,2.0,1.995379,500,ols
GOOX,GOOGL,2.0,1.979746,500,ols
MSFX,MSFT,2.0,2.006941,500,ols
NFLU,NFLX,2.0,1.991885,373,ols
ROBN,HOOD,2.0,2.011912,288,ols
ARMU,ARM,2.0,1.96826,264,ols
DJTU,DJT,2.0,2.005016,267,ols
RBLU,RBLX,2.0,2.017985,267,ols
SNOU,SNOW,2.0,2.015792,231,ols
SMUP,SMR,2.0,2.055058,167,ols
BULU,BULL,2.0,1.928535,160,ols
GLXU,GLXY,2.0,2.010565,158,ols
AFRU,AFRM,2.0,1.950412,132,ols
KTUP,KTOS,2.0,2.029171,132,ols
TTDU,TTD,2.0,1.996131,131,ols
BMNU,BMNR,2.0,1.945167,124,ols
SBTU,SBET,2.0,2.02907,107,ols
CIFU,CIFR,2.0,1.989425,84,ols
SOLX,GSOL,2.0,1.979616,77,ols
XRPK,XRPZ,2.0,1.957089,77,ols
XRPT,XRPZ,2.0,2.016242,83,ols
GMEU,GME,2.0,1.96842,231,ols
APLX,APLD,2.0,1.993928,137,ols
APPX,APP,2.0,1.985952,230,ols
ARCX,ACHR,2.0,1.986728,199,ols
ASTX,ASTS,2.0,1.988246,178,ols
BEX,BE,2.0,1.976066,90,ols
CEGX,CEG,2.0,1.98154,178,ols
CLSX,CLSK,2.0,1.999004,132,ols
COZX,CORZ,2.0,2.043243,96,ols
CRDU,CRDO,2.0,1.988152,132,ols
CSEX,CLS,2.0,2.001912,90,ols
CWVX,CRWV,2.0,1.989758,178,ols
DOGD,DDOG,2.0,2.01437,156,ols
ENPX,ENPH,2.0,2.017672,132,ols
FLYT,FLY,2.0,1.979685,105,ols
GEVX,GEV,2.0,1.994739,178,ols
IREX,IREN,2.0,1.982464,105,ols
JOBX,JOBY,2.0,1.977504,137,ols
LABX,ALAB,2.0,1.993228,156,ols
LRCU,LRCX,2.0,2.042307,151,ols
MDBX,MDB,2.0,1.991659,151,ols
NEBX,NBIS,2.0,1.997869,137,ols
NNEX,NNE,2.0,1.993549,90,ols
NVTX,NVTS,2.0,1.999905,137,ols
OPEX,OPEN,2.0,1.996749,105,ols
PONX,PONY,2.0,2.016284,137,ols
QBTX,QBTS,2.0,1.992116,230,ols
QUBX,QUBT,2.0,1.965645,190,ols
RGTU,RGTI,2.0,1.986617,190,ols
SMU,SMR,2.0,1.985956,178,ols
SNPX,SNPS,2.0,1.914917,90,ols
SRPU,SRPT,2.0,1.963652,105,ols
TARK,ARKK,2.0,1.97798,500,ols
TEMT,TEM,2.0,1.983291,218,ols
UNX,U,2.0,2.025756,132,ols
UPSX,UPST,2.0,1.985974,199,ols
VOYX,VOYG,2.0,1.967934,137,ols
WULX,WULF,2.0,1.994607,105,ols
CRMU,CRML,2.0,1.9603,31,ols
UECG,UEC,2.0,1.99588,31,ols
DNNG,DNN,2.0,1.960916,31,ols
